ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000890.SZ,2026-03-30,13.95,14.83,13.93,14.83,13.48,1.35,10.0148,394207.88,570319.699
000890.SZ,2026-03-27,13.09,13.48,12.45,13.48,12.25,1.23,10.0408,661552.1,869247.971
000890.SZ,2026-03-26,13.31,13.48,12.25,12.25,13.61,-1.36,-9.9927,861258.38,1091423.036
000890.SZ,2026-03-25,13.17,13.98,12.88,13.61,12.79,0.82,6.4113,887963.09,1190993.603
000890.SZ,2026-03-24,13.17,13.5,12.25,12.79,13.15,-0.36,-2.7376,736352.67,936517.511
000890.SZ,2026-03-23,12.52,13.72,11.9,13.15,13.13,0.02,0.1523,757100.67,983418.164
000890.SZ,2026-03-20,13.5,14.0,12.6,13.13,14.0,-0.87,-6.2143,883926.86,1173662.216
000890.SZ,2026-03-19,13.4,14.27,13.1,14.0,13.6,0.4,2.9412,988448.77,1364061.217
000890.SZ,2026-03-18,13.76,14.0,12.51,13.6,13.42,0.18,1.3413,1202694.26,1588179.902
000890.SZ,2026-03-17,12.55,13.42,12.21,13.42,12.2,1.22,10.0,963352.26,1242946.057
