ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260306,综合Ⅲ,粤桂股份,000833.SZ,2.62,9.99,24580072.9,1.97,17,1,行业板块,东财三级行业
BK1625.DC,20260306,钨,章源钨业,002378.SZ,2.62,6.94,33486956.8,8.05,3,1,行业板块,东财三级行业
BK1608.DC,20260306,中药Ⅲ,金花股份,600080.SH,1.92,4.88,86050614.4,1.29,64,2,行业板块,东财三级行业
BK1607.DC,20260306,医药流通,塞力医疗,603716.SH,2.18,10.01,25780564.1,1.2,22,0,行业板块,东财三级行业
BK1606.DC,20260306,线下药店,健之佳,605266.SH,1.65,2.55,8966269.9,1.04,8,0,行业板块,东财三级行业
BK1605.DC,20260306,医疗设备,华康洁净,301235.SZ,2.14,8.87,66010331.2,1.78,38,5,行业板块,东财三级行业
BK1604.DC,20260306,医疗耗材,南卫股份,603880.SH,2.08,9.95,46516153.6,1.86,45,8,行业板块,东财三级行业
BK1603.DC,20260306,体外诊断,睿昂基因,688217.SH,2.28,5.93,27120894.4,1.81,38,2,行业板块,东财三级行业
BK1602.DC,20260306,诊断服务,兰卫医学,301060.SZ,1.76,2.62,5367010.6,2.23,5,0,行业板块,东财三级行业
BK1601.DC,20260306,医院,国际医学,000516.SZ,3.46,10.11,23725336.7,2.69,14,1,行业板块,东财三级行业
BK1600.DC,20260306,医疗研发外包,百奥赛图,688796.SH,2.87,9.05,62960472.0,1.8,28,1,行业板块,东财三级行业
BK1599.DC,20260306,其他医疗服务,合富中国,603122.SH,1.85,2.64,2677847.7,2.24,5,0,行业板块,东财三级行业
BK1598.DC,20260306,疫苗,金迪克,688670.SH,1.99,4.08,24145199.1,0.97,13,1,行业板块,东财三级行业
BK1597.DC,20260306,血液制品,博雅生物,300294.SZ,1.66,2.81,10857450.6,0.53,6,0,行业板块,东财三级行业
BK1596.DC,20260306,其他生物制品,万泽股份,000534.SZ,3.85,10.0,62497451.2,1.83,37,0,行业板块,东财三级行业
