ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603538.SH,2026-03-30,43.1,43.1,42.4,43.1,39.18,3.92,10.0051,89063.21,383676.55
603538.SH,2026-03-27,37.94,39.18,37.17,39.18,35.62,3.56,9.9944,212181.7,819590.153
603538.SH,2026-03-26,33.67,35.62,33.67,35.62,32.38,3.24,10.0062,287843.49,1013602.04
603538.SH,2026-03-25,31.56,32.38,31.1,32.38,29.44,2.94,9.9864,291690.73,939005.756
603538.SH,2026-03-24,27.7,29.44,27.34,29.44,26.76,2.68,10.0149,189040.27,546583.598
603538.SH,2026-03-23,27.92,29.45,26.46,26.76,27.84,-1.08,-3.8793,463847.41,1279936.762
603538.SH,2026-03-20,26.88,27.84,26.01,27.84,25.31,2.53,9.996,307429.19,846766.043
603538.SH,2026-03-19,25.8,25.97,24.0,25.31,26.36,-1.05,-3.9833,202659.53,511852.107
603538.SH,2026-03-18,26.13,26.9,25.41,26.36,26.36,0.0,0.0,278023.18,727468.291
603538.SH,2026-03-17,25.1,26.75,24.55,26.36,25.13,1.23,4.8945,336168.44,863868.956
603538.SH,2026-03-16,25.37,26.1,24.67,25.13,25.37,-0.24,-0.946,315909.43,804173.337
603538.SH,2026-03-13,23.08,25.37,22.58,25.37,23.06,2.31,10.0173,227270.93,556436.233
603538.SH,2026-03-12,23.19,23.45,22.89,23.06,23.4,-0.34,-1.453,64001.37,147843.239
603538.SH,2026-03-11,23.23,23.57,23.08,23.4,23.27,0.13,0.5587,108203.6,251792.747
603538.SH,2026-03-10,22.68,23.68,22.45,23.27,22.58,0.69,3.0558,120723.81,279999.195
603538.SH,2026-03-09,22.1,22.97,21.9,22.58,22.31,0.27,1.2102,118817.23,267632.315
