ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600470.SH,2026-03-27,6.68,7.43,6.67,7.43,6.75,0.68,10.0741,828474.46,592321.975
600470.SH,2026-03-26,6.97,7.13,6.7,6.75,6.97,-0.22,-3.1564,529483.68,365217.914
600470.SH,2026-03-25,6.81,6.99,6.8,6.97,6.92,0.05,0.7225,482621.97,333959.788
600470.SH,2026-03-24,6.87,6.94,6.61,6.92,6.86,0.06,0.8746,550962.83,372916.88
600470.SH,2026-03-23,6.6,7.11,6.53,6.86,6.8,0.06,0.8824,692457.21,479001.816
600470.SH,2026-03-20,7.27,7.35,6.8,6.8,7.51,-0.71,-9.4541,739384.91,519421.903
600470.SH,2026-03-19,8.15,8.28,7.5,7.51,8.0,-0.49,-6.125,732199.58,571747.78
600470.SH,2026-03-18,8.52,8.58,7.99,8.0,8.88,-0.88,-9.9099,998764.08,812501.189
600470.SH,2026-03-17,8.5,9.44,8.18,8.88,9.06,-0.18,-1.9868,1525297.64,1316580.036
600470.SH,2026-03-16,8.51,9.38,8.51,9.06,8.53,0.53,6.2134,1625124.27,1480800.418
600470.SH,2026-03-13,8.48,9.09,8.33,8.53,8.47,0.06,0.7084,1187015.99,1037262.298
600470.SH,2026-03-12,8.73,9.0,8.38,8.47,8.66,-0.19,-2.194,1250018.14,1085345.744
600470.SH,2026-03-11,8.2,8.74,8.01,8.66,8.24,0.42,5.0971,1315736.91,1103022.754
600470.SH,2026-03-10,7.79,8.39,7.79,8.24,8.65,-0.41,-4.7399,1212001.75,991148.489
600470.SH,2026-03-09,8.75,9.21,8.51,8.65,8.37,0.28,3.3453,1876859.51,1668866.281
600470.SH,2026-03-06,7.45,8.37,7.36,8.37,7.61,0.76,9.9869,1025249.84,837651.067
600470.SH,2026-03-05,7.88,7.9,7.52,7.61,7.92,-0.31,-3.9141,660267.99,505567.943
600470.SH,2026-03-04,7.3,8.22,7.21,7.92,7.59,0.33,4.3478,846792.73,664192.386
600470.SH,2026-03-03,8.0,8.16,7.59,7.59,8.43,-0.84,-9.9644,956664.47,745757.255
600470.SH,2026-03-02,8.01,8.51,7.76,8.43,7.94,0.49,6.1713,1379855.15,1109539.685
600470.SH,2026-02-27,7.59,8.3,7.59,7.94,7.7,0.24,3.1169,1476372.09,1174490.49
600470.SH,2026-02-26,8.58,8.58,7.56,7.7,7.84,-0.14,-1.7857,1798054.2,1448986.317
600470.SH,2026-02-25,7.39,7.84,7.39,7.84,7.13,0.71,9.9579,194326.02,149530.79
