ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260318,综合Ⅲ,东阳光,600673.SH,0.25,4.94,23680427.0,1.8,12,7,行业板块,东财三级行业
BK1626.DC,20260318,稀土,中稀有色,600259.SH,0.9,2.78,30245416.0,2.47,3,1,行业板块,东财三级行业
BK1625.DC,20260318,钨,章源钨业,002378.SZ,1.57,2.16,27437833.6,3.94,4,0,行业板块,东财三级行业
BK1624.DC,20260318,其他小金属,天工股份,920068.BJ,0.73,8.07,45068233.6,3.05,9,6,行业板块,东财三级行业
BK1623.DC,20260318,钼,金钼股份,601958.SH,-1.04,-1.04,6743603.1,0.78,0,1,行业板块,东财三级行业
BK1622.DC,20260318,镍,华友钴业,603799.SH,-1.97,-1.97,11501755.5,3.19,0,1,行业板块,东财三级行业
BK1621.DC,20260318,锂,中矿资源,002738.SZ,-1.79,0.03,38303971.2,2.81,1,7,行业板块,东财三级行业
BK1620.DC,20260318,钴,寒锐钴业,300618.SZ,-0.77,-0.62,3276310.4,2.06,0,2,行业板块,东财三级行业
BK1619.DC,20260318,其他金属新材料,斯瑞新材,688102.SH,1.82,4.77,21327178.4,2.44,16,3,行业板块,东财三级行业
BK1618.DC,20260318,磁性材料,新莱福,301323.SZ,1.63,6.55,18236982.6,1.83,13,1,行业板块,东财三级行业
BK1617.DC,20260318,黄金,山金国际,000975.SZ,-0.2,3.01,66652648.0,1.93,4,6,行业板块,东财三级行业
BK1616.DC,20260318,白银,盛达资源,000603.SZ,-0.52,0.89,14501289.1,3.88,1,2,行业板块,东财三级行业
BK1615.DC,20260318,铜,海亮股份,002203.SZ,-0.26,3.13,198196763.2,1.59,6,11,行业板块,东财三级行业
BK1614.DC,20260318,铅锌,罗平锌电,002114.SZ,-1.45,0.22,23651316.1,2.43,1,11,行业板块,东财三级行业
BK1613.DC,20260318,铝,银邦股份,300337.SZ,-0.85,3.53,119217864.0,2.46,10,20,行业板块,东财三级行业
BK1612.DC,20260318,农商行Ⅲ,沪农商行,601825.SH,-0.96,-0.34,27400539.2,0.91,0,10,行业板块,东财三级行业
BK1611.DC,20260318,国有大型银行Ⅲ,工商银行,601398.SH,-0.33,0.0,1040526540.8,0.18,0,4,行业板块,东财三级行业
BK1610.DC,20260318,股份制银行Ⅲ,中信银行,601998.SH,-0.19,1.02,297433744.0,0.45,1,8,行业板块,东财三级行业
BK1609.DC,20260318,城商行Ⅲ,江苏银行,600919.SH,-0.77,0.0,126963625.6,0.64,0,16,行业板块,东财三级行业
BK1608.DC,20260318,中药Ⅲ,康惠股份,603139.SH,0.37,2.85,86171177.6,1.05,34,28,行业板块,东财三级行业
BK1607.DC,20260318,医药流通,药易购,300937.SZ,0.14,1.87,25752578.8,1.11,14,10,行业板块,东财三级行业
BK1606.DC,20260318,线下药店,漱玉平民,301017.SZ,0.18,1.61,8863583.6,0.76,4,4,行业板块,东财三级行业
BK1605.DC,20260318,医疗设备,理邦仪器,300206.SZ,1.13,5.18,64247742.4,1.67,32,11,行业板块,东财三级行业
