ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
003033.SZ,2026-03-31,56.01,60.61,53.98,60.61,55.1,5.51,10.0,51880.43,297459.563
003033.SZ,2026-03-30,54.42,56.0,53.26,55.1,52.99,2.11,3.9819,21765.0,118763.851
003033.SZ,2026-03-27,52.9,53.78,52.36,52.99,53.51,-0.52,-0.9718,11108.0,59191.878
003033.SZ,2026-03-26,54.2,55.44,53.46,53.51,54.06,-0.55,-1.0174,10955.7,59605.195
003033.SZ,2026-03-25,53.82,54.68,53.45,54.06,53.81,0.25,0.4646,11912.7,64386.123
003033.SZ,2026-03-24,53.98,54.37,52.52,53.81,52.86,0.95,1.7972,10022.0,53542.439
003033.SZ,2026-03-23,54.84,55.97,52.5,52.86,55.82,-2.96,-5.3028,10372.97,56311.622
003033.SZ,2026-03-20,58.0,58.0,55.77,55.82,57.67,-1.85,-3.2079,8999.7,51052.787
003033.SZ,2026-03-19,58.58,58.89,57.28,57.67,59.16,-1.49,-2.5186,9789.0,56741.167
003033.SZ,2026-03-18,58.18,59.44,58.18,59.16,58.68,0.48,0.818,5896.01,34709.566
003033.SZ,2026-03-17,60.42,60.42,58.62,58.68,59.86,-1.18,-1.9713,6352.0,37685.038
003033.SZ,2026-03-16,59.6,60.17,58.5,59.86,59.67,0.19,0.3184,6995.0,41452.538
003033.SZ,2026-03-13,59.51,60.38,59.47,59.67,59.84,-0.17,-0.2841,5969.0,35769.701
003033.SZ,2026-03-12,60.91,61.12,59.58,59.84,60.8,-0.96,-1.5789,7635.93,45858.029
003033.SZ,2026-03-11,61.36,61.89,60.36,60.8,61.25,-0.45,-0.7347,9719.63,59398.58
003033.SZ,2026-03-10,60.5,61.55,59.7,61.25,59.6,1.65,2.7685,14100.0,85830.389
003033.SZ,2026-03-09,60.4,60.4,58.15,59.6,61.72,-2.12,-3.4349,13085.97,77419.889
003033.SZ,2026-03-06,60.36,61.89,59.91,61.72,60.35,1.37,2.2701,8153.0,50150.085
003033.SZ,2026-03-05,61.0,61.0,59.81,60.35,59.6,0.75,1.2584,9841.0,59234.526
003033.SZ,2026-03-04,59.0,59.7,58.08,59.6,59.4,0.2,0.3367,11134.86,65944.757
003033.SZ,2026-03-03,62.03,63.0,59.4,59.4,62.03,-2.63,-4.2399,14368.53,87577.309
003033.SZ,2026-03-02,65.0,65.02,61.92,62.03,65.95,-3.92,-5.9439,22142.0,139543.788
