序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
41,002084,海鸥住工,10.0,4.29,236453238,2765481756.18,2771580445.92,8.826706886291504,20735792,112830,112830,0,1/1,1,家居用品
42,603538,美诺华,10.017345428466797,25.37,556436240,5484889577.08,5592820660.68,10.512269020080566,112124186,112950,112950,0,1/1,1,化学制药
43,603248,锡华科技,9.984399795532227,28.2,884247552,1954511487.6,12972000000.0,46.39689636230469,17474637,130024,150000,2,1/1,1,风电设备
44,002637,赞宇科技,9.979209899902344,15.87,279351088,7026016390.5,7465263996.96,4.132763385772705,107489097,130554,130554,0,1/1,1,化学制品
45,600336,澳柯玛,9.946236610412598,8.18,417818416,6527760810.42,6527760802.24,6.570205211639404,24157994,130704,131543,1,1/1,1,白色家电
46,605222,起帆电缆,10.019083976745605,23.06,453379664,9521545439.88,9521545578.24,4.876650810241699,24771052,130826,130826,0,1/1,1,电网设备
47,600756,浪潮软件,9.981285095214844,17.63,518057984,5713861015.389999,6163954897.759999,9.29863452911377,99110571,130830,130951,1,1/1,1,IT服务Ⅱ
48,601611,中国核建,10.022909164428711,19.21,5725504256,57895755212.520004,57895755135.68,10.196212768554688,106137997,132032,140956,3,1/1,1,基础建设
49,600234,科新发展,10.029498100280762,14.92,111151721,3916812917.16,3916812917.16,2.9105305671691895,73641867,132232,132232,0,1/1,1,装修装饰
50,002487,大金重工,9.997272491455078,80.65,3978503968,50883719452.9,51434484593.600006,8.040013313293457,210266728,132430,132718,2,2/2,2,风电设备
51,600746,江苏索普,9.97624683380127,9.26,470444144,10797922533.22,10814225068.8,4.504958629608154,15322522,132622,135507,1,1/1,1,化学原料
52,600226,亨通股份,10.054844856262207,6.02,1059643008,17905774968.48,17905775016.64,6.097738265991211,19367429,133335,134732,1,1/1,1,电力
53,002438,江苏神通,9.99428939819336,19.26,577175584,9030641646.42,9775171402.560001,6.606110095977783,106285077,133512,133512,0,1/1,1,通用设备
54,601218,吉鑫科技,9.984151840209961,6.94,1462069440,6725092573.280001,6725092628.8,22.795862197875977,49132424,134355,144928,2,1/1,1,风电设备
55,300981,中红医疗,20.015220642089844,15.77,670374672,6198160041.83,6763200419.2,11.161105155944824,54087409,140030,140030,0,1/1,1,医疗器械
56,003041,真爱美家,10.0,69.85,1003420240,9557114490.0,10058400000.0,11.169662475585938,7053453,140157,144351,3,1/1,1,服装家纺
57,600370,三房巷,10.080645561218262,2.73,709959488,10637938357.41,10637938365.6,7.024312973022461,21947207,143221,143221,0,2/2,2,化学纤维
58,002669,康达新材,10.035842895507812,15.35,482297552,4646718230.0,4657190000.0,10.85757064819336,56168750,144730,144730,0,1/1,1,化学制品
59,002969,嘉美包装,10.01662540435791,26.47,2559864304,28912888824.14,29077181496.64,9.252517700195312,25932156,145600,145600,0,4/2,1,包装印刷
