ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260324,综合Ⅲ,宁波联合,600051.SH,3.42,6.94,21030882.4,1.97,19,1,行业板块,东财三级行业
BK1626.DC,20260324,稀土,盛和资源,600392.SH,0.24,1.4,27759011.2,2.88,3,1,行业板块,东财三级行业
BK1625.DC,20260324,钨,厦门钨业,600549.SH,4.42,7.22,25121942.0,5.28,4,0,行业板块,东财三级行业
BK1624.DC,20260324,其他小金属,云南锗业,002428.SZ,3.54,10.0,41296787.2,4.26,14,1,行业板块,东财三级行业
BK1623.DC,20260324,钼,金钼股份,601958.SH,3.12,3.12,7140003.5,1.21,1,0,行业板块,东财三级行业
BK1622.DC,20260324,镍,华友钴业,603799.SH,1.28,1.28,10686162.7,3.18,1,0,行业板块,东财三级行业
BK1621.DC,20260324,锂,融捷股份,002192.SZ,4.01,10.01,38329924.8,5.34,7,1,行业板块,东财三级行业
BK1620.DC,20260324,钴,寒锐钴业,300618.SZ,2.03,2.08,2992684.8,2.72,2,0,行业板块,东财三级行业
BK1619.DC,20260324,其他金属新材料,合金投资,000633.SZ,2.42,5.36,19471254.8,2.32,18,2,行业板块,东财三级行业
BK1618.DC,20260324,磁性材料,新莱福,301323.SZ,3.41,11.45,16571672.0,2.25,14,0,行业板块,东财三级行业
BK1617.DC,20260324,黄金,招金黄金,000506.SZ,3.04,5.62,58189080.0,3.14,9,1,行业板块,东财三级行业
BK1616.DC,20260324,白银,兴业银锡,000426.SZ,5.03,5.99,12608689.4,6.29,3,0,行业板块,东财三级行业
BK1615.DC,20260324,铜,众源新材,603527.SH,5.15,10.04,180779963.2,2.68,16,1,行业板块,东财三级行业
BK1614.DC,20260324,铅锌,国城矿业,000688.SZ,4.93,10.0,21862394.2,3.38,12,0,行业板块,东财三级行业
BK1613.DC,20260324,铝,丽岛新材,603937.SH,3.96,10.01,105246694.4,2.41,29,1,行业板块,东财三级行业
BK1612.DC,20260324,农商行Ⅲ,张家港行,002839.SZ,2.51,3.97,26963272.0,0.95,10,0,行业板块,东财三级行业
BK1611.DC,20260324,国有大型银行Ⅲ,邮储银行,601658.SH,1.63,2.87,1028991923.2,0.16,6,0,行业板块,东财三级行业
BK1610.DC,20260324,股份制银行Ⅲ,平安银行,000001.SZ,2.73,4.11,294361195.2,0.5,9,0,行业板块,东财三级行业
BK1609.DC,20260324,城商行Ⅲ,青岛银行,002948.SZ,2.59,4.31,124210854.4,0.74,17,0,行业板块,东财三级行业
BK1608.DC,20260324,中药Ⅲ,长药退,300391.SZ,3.33,17.14,82344358.4,1.53,62,4,行业板块,东财三级行业
BK1607.DC,20260324,医药流通,塞力医疗,603716.SH,3.66,9.2,24468262.8,1.52,24,0,行业板块,东财三级行业
BK1606.DC,20260324,线下药店,第一医药,600833.SH,3.11,5.58,8332642.1,1.07,8,0,行业板块,东财三级行业
BK1605.DC,20260324,医疗设备,中科美菱,920992.BJ,3.9,10.64,60287806.4,1.76,43,0,行业板块,东财三级行业
BK1604.DC,20260324,医疗耗材,华强科技,688151.SH,4.12,9.65,45036241.6,2.21,53,0,行业板块,东财三级行业
BK1603.DC,20260324,体外诊断,国发股份,600538.SH,3.9,8.51,26166340.7,2.69,40,0,行业板块,东财三级行业
BK1602.DC,20260324,诊断服务,兰卫医学,301060.SZ,4.13,5.73,4719891.7,2.56,5,0,行业板块,东财三级行业
BK1601.DC,20260324,医院,国际医学,000516.SZ,4.26,8.91,21894667.3,2.45,15,0,行业板块,东财三级行业
BK1600.DC,20260324,医疗研发外包,百奥赛图,688796.SH,5.3,10.81,60635068.8,2.64,29,0,行业板块,东财三级行业
BK1599.DC,20260324,其他医疗服务,诺禾致源,688315.SH,3.38,3.75,2467652.1,2.25,5,0,行业板块,东财三级行业
BK1598.DC,20260324,疫苗,康希诺,688185.SH,2.89,5.67,23291483.4,1.09,14,0,行业板块,东财三级行业
BK1597.DC,20260324,血液制品,博晖创新,300318.SZ,2.24,4.29,10125382.9,0.5,6,0,行业板块,东财三级行业
BK1596.DC,20260324,其他生物制品,智翔金泰-U,688443.SH,3.76,7.15,61503915.2,1.63,38,0,行业板块,东财三级行业
BK1595.DC,20260324,原料药,美诺华,603538.SH,4.56,10.01,33173760.0,2.54,45,1,行业板块,东财三级行业
BK1594.DC,20260324,化学制剂,万邦德,002082.SZ,3.94,10.01,199047054.4,1.86,113,1,行业板块,东财三级行业
BK1593.DC,20260324,通信终端及配件,菲菱科思,301191.SZ,3.94,12.44,38771320.0,4.33,27,1,行业板块,东财三级行业
BK1592.DC,20260324,通信线缆及配套,通鼎互联,002491.SZ,5.21,9.98,49400846.4,6.09,11,1,行业板块,东财三级行业
BK1591.DC,20260324,通信网络设备及器件,鼎信通讯,603421.SH,3.23,9.99,217177084.8,4.12,34,2,行业板块,东财三级行业
BK1590.DC,20260324,其他通信设备,朗威股份,301202.SZ,3.37,5.54,9157528.0,2.34,14,0,行业板块,东财三级行业
BK1589.DC,20260324,通信应用增值服务,平治信息,300571.SZ,3.83,6.71,29307680.0,5.71,16,1,行业板块,东财三级行业
BK1588.DC,20260324,通信工程及服务,亚联发展,002316.SZ,4.44,9.94,10853402.2,5.31,19,1,行业板块,东财三级行业
BK1587.DC,20260324,电信运营商,中国联通,600050.SH,1.09,1.57,271012784.0,0.3,3,0,行业板块,东财三级行业
BK1586.DC,20260324,软饮料,维维股份,600300.SH,2.87,4.33,20021220.3,1.21,8,0,行业板块,东财三级行业
BK1585.DC,20260324,乳品,皇氏集团,002329.SZ,3.25,7.85,25465177.7,1.76,19,0,行业板块,东财三级行业
BK1584.DC,20260324,熟食,煌上煌,002695.SZ,2.8,7.54,2258566.7,1.58,3,0,行业板块,东财三级行业
BK1583.DC,20260324,零食,好想你,002582.SZ,2.87,4.97,9944788.8,1.79,10,1,行业板块,东财三级行业
BK1582.DC,20260324,烘焙食品,麦趣尔,002719.SZ,4.06,8.25,4436460.6,1.27,9,0,行业板块,东财三级行业
BK1581.DC,20260324,预加工食品,春雪食品,605567.SH,3.28,5.73,6565561.0,2.23,11,0,行业板块,东财三级行业
BK1580.DC,20260324,肉制品,龙大美食,002726.SZ,2.25,5.66,12637996.0,2.03,6,1,行业板块,东财三级行业
BK1579.DC,20260324,保健品,交大昂立,600530.SH,2.58,5.6,5766079.0,2.27,8,1,行业板块,东财三级行业
BK1578.DC,20260324,其他酒类,中信尼雅,600084.SH,3.49,6.97,6731825.0,1.21,10,0,行业板块,东财三级行业
BK1577.DC,20260324,啤酒,惠泉啤酒,600573.SH,2.68,4.22,17560118.2,0.89,6,1,行业板块,东财三级行业
BK1576.DC,20260324,调味发酵品Ⅲ,莲花控股,600186.SH,3.12,10.08,34941387.2,1.92,15,0,行业板块,东财三级行业
BK1575.DC,20260324,白酒Ⅲ,*ST岩石,600696.SH,1.58,4.05,282277019.2,0.65,19,2,行业板块,东财三级行业
BK1574.DC,20260324,油气开采Ⅲ,中国海油,600938.SH,-3.92,-0.36,207052352.0,5.35,0,4,行业板块,东财三级行业
BK1573.DC,20260324,油田服务,海油发展,600968.SH,-1.69,0.89,20946342.9,1.76,3,5,行业板块,东财三级行业
BK1572.DC,20260324,油气及炼化工程,惠博普,002554.SZ,-0.58,3.39,8470579.4,3.49,3,3,行业板块,东财三级行业
BK1571.DC,20260324,油品石化贸易,润贝航科,001316.SZ,0.48,3.47,7493587.5,3.84,5,2,行业板块,东财三级行业
BK1570.DC,20260324,其他石化,康普顿,603798.SH,3.29,7.45,11830152.2,3.1,13,1,行业板块,东财三级行业
BK1569.DC,20260324,炼油化工,ST沈化,000698.SZ,1.02,4.38,332753144.0,0.31,8,2,行业板块,东财三级行业
BK1568.DC,20260324,人力资源服务,外服控股,600662.SH,2.29,3.27,2527451.7,0.74,3,0,行业板块,东财三级行业
BK1567.DC,20260324,其他专业服务,零点有数,301169.SZ,5.56,10.4,1410492.0,2.01,4,0,行业板块,东财三级行业
BK1566.DC,20260324,检测服务,信测标准,300938.SZ,4.25,14.94,15189208.5,2.77,23,0,行业板块,东财三级行业
BK1565.DC,20260324,会展服务,米奥会展,300795.SZ,2.08,4.18,1533586.2,1.5,2,1,行业板块,东财三级行业
BK1564.DC,20260324,体育Ⅲ,力盛体育,002858.SZ,4.41,6.21,1215051.7,5.47,2,0,行业板块,东财三级行业
BK1563.DC,20260324,自然景区,三特索道,002159.SZ,3.61,6.35,6899551.5,2.78,13,0,行业板块,东财三级行业
BK1562.DC,20260324,人工景区,曲江文旅,600706.SH,3.92,5.56,3883370.7,1.46,5,0,行业板块,东财三级行业
BK1561.DC,20260324,旅游综合,西安旅游,000610.SZ,2.46,6.15,4704344.2,3.38,6,1,行业板块,东财三级行业
BK1560.DC,20260324,酒店,金陵饭店,601007.SH,3.01,5.11,6852317.5,1.61,6,0,行业板块,东财三级行业
BK1559.DC,20260324,餐饮,西安饮食,000721.SZ,3.29,4.05,1357294.7,1.55,4,0,行业板块,东财三级行业
