ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
001239.SZ,2026-03-31,14.53,15.86,14.53,15.86,14.42,1.44,9.9861,74407.0,114433.744
001239.SZ,2026-03-30,14.02,14.66,13.98,14.42,14.29,0.13,0.9097,52609.28,75040.934
001239.SZ,2026-03-27,14.5,14.51,13.95,14.29,14.99,-0.7,-4.6698,84823.73,120327.365
001239.SZ,2026-03-26,15.13,15.33,14.88,14.99,15.13,-0.14,-0.9253,26387.5,39755.65
001239.SZ,2026-03-25,14.96,15.19,14.95,15.13,14.89,0.24,1.6118,33296.96,50257.337
001239.SZ,2026-03-24,14.6,14.92,14.32,14.89,14.2,0.69,4.8592,40550.0,59246.245
001239.SZ,2026-03-23,15.06,15.1,14.14,14.2,15.41,-1.21,-7.852,73210.0,107186.853
001239.SZ,2026-03-20,16.23,16.28,15.36,15.41,16.12,-0.71,-4.4045,43803.0,68996.785
001239.SZ,2026-03-19,16.36,16.57,16.0,16.12,16.58,-0.46,-2.7744,33575.89,54740.845
001239.SZ,2026-03-18,16.48,16.68,16.26,16.58,16.25,0.33,2.0308,38457.56,63419.03
001239.SZ,2026-03-17,16.44,16.7,16.25,16.25,16.28,-0.03,-0.1843,50278.92,83048.231
001239.SZ,2026-03-16,16.17,16.6,16.0,16.28,16.03,0.25,1.5596,35036.07,56985.147
001239.SZ,2026-03-13,15.88,16.23,15.82,16.03,15.94,0.09,0.5646,25717.0,41342.191
001239.SZ,2026-03-12,16.17,16.24,15.8,15.94,16.11,-0.17,-1.0552,26824.0,42863.064
001239.SZ,2026-03-11,16.25,16.32,16.07,16.11,16.25,-0.14,-0.8615,17947.56,28995.299
001239.SZ,2026-03-10,16.03,16.26,16.02,16.25,15.9,0.35,2.2013,22477.58,36328.711
001239.SZ,2026-03-09,16.03,16.04,15.72,15.9,16.01,-0.11,-0.6871,28627.26,45413.408
001239.SZ,2026-03-06,15.6,16.05,15.57,16.01,15.6,0.41,2.6282,29737.71,47291.998
001239.SZ,2026-03-05,15.7,15.85,15.57,15.6,15.47,0.13,0.8403,26613.95,41852.125
001239.SZ,2026-03-04,15.51,15.64,15.35,15.47,15.6,-0.13,-0.8333,29098.62,45094.349
001239.SZ,2026-03-03,16.2,16.28,15.55,15.6,16.2,-0.6,-3.7037,42535.0,67566.129
001239.SZ,2026-03-02,16.56,16.56,16.05,16.2,16.6,-0.4,-2.4096,44393.68,72222.581
