ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
003042.SZ,2026-03-27,16.12,17.97,16.09,17.97,16.34,1.63,9.9755,127884.01,220680.765
003042.SZ,2026-03-26,16.23,16.44,15.97,16.34,16.23,0.11,0.6778,47817.0,77623.268
003042.SZ,2026-03-25,16.04,16.33,16.0,16.23,16.04,0.19,1.1845,38856.1,62936.055
003042.SZ,2026-03-24,15.81,16.04,15.34,16.04,15.45,0.59,3.8188,52929.44,82960.836
003042.SZ,2026-03-23,16.06,16.3,15.33,15.45,16.52,-1.07,-6.477,62446.08,99020.772
003042.SZ,2026-03-20,17.26,17.26,16.47,16.52,17.13,-0.61,-3.561,50259.5,84333.196
003042.SZ,2026-03-19,17.74,17.8,17.02,17.13,17.82,-0.69,-3.8721,50301.5,87109.361
003042.SZ,2026-03-18,17.8,17.87,17.41,17.82,17.76,0.06,0.3378,47348.5,83474.946
003042.SZ,2026-03-17,18.3,18.65,17.75,17.76,18.35,-0.59,-3.2153,71835.89,130166.175
003042.SZ,2026-03-16,18.35,18.78,18.12,18.35,18.35,0.0,0.0,69414.0,127853.987
003042.SZ,2026-03-13,18.18,18.75,18.16,18.35,18.18,0.17,0.9351,73161.6,135167.78
003042.SZ,2026-03-12,18.58,18.67,18.18,18.18,18.53,-0.35,-1.8888,54640.1,100555.133
003042.SZ,2026-03-11,18.59,18.6,18.28,18.53,18.57,-0.04,-0.2154,46550.86,85819.991
003042.SZ,2026-03-10,18.47,18.69,18.36,18.57,18.47,0.1,0.5414,49696.0,91952.441
003042.SZ,2026-03-09,18.75,18.97,18.46,18.47,18.83,-0.36,-1.9118,75711.0,140936.64
003042.SZ,2026-03-06,17.98,18.88,17.97,18.83,18.03,0.8,4.437,86536.2,160638.023
003042.SZ,2026-03-05,18.27,18.49,17.91,18.03,18.26,-0.23,-1.2596,64693.0,117151.632
003042.SZ,2026-03-04,18.26,18.52,17.99,18.26,17.98,0.28,1.5573,77814.28,142220.477
003042.SZ,2026-03-03,18.45,18.6,17.92,17.98,18.42,-0.44,-2.3887,67728.55,124024.948
003042.SZ,2026-03-02,18.53,18.66,18.1,18.42,18.84,-0.42,-2.2293,64191.48,118122.999
003042.SZ,2026-02-27,18.52,18.88,18.47,18.84,18.55,0.29,1.5633,52048.5,97319.373
003042.SZ,2026-02-26,18.95,19.0,18.52,18.55,18.87,-0.32,-1.6958,72794.7,135955.464
003042.SZ,2026-02-25,18.73,19.1,18.63,18.87,18.55,0.32,1.7251,113734.05,214898.044
