ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002160.SZ,2026-03-30,5.49,5.49,5.49,5.49,4.99,0.5,10.02,199731.0,109652.319
002160.SZ,2026-03-27,4.8,5.01,4.79,4.99,4.89,0.1,2.045,215589.56,106602.355
002160.SZ,2026-03-26,4.93,5.01,4.87,4.89,4.96,-0.07,-1.4113,278283.69,137113.462
002160.SZ,2026-03-25,4.9,4.97,4.81,4.96,4.76,0.2,4.2017,359449.26,176205.785
002160.SZ,2026-03-24,4.62,4.77,4.47,4.76,4.46,0.3,6.7265,473826.4,219016.172
002160.SZ,2026-03-23,4.66,4.71,4.42,4.46,4.79,-0.33,-6.8894,385114.45,176058.952
002160.SZ,2026-03-20,5.01,5.03,4.78,4.79,4.94,-0.15,-3.0364,291771.82,142431.399
002160.SZ,2026-03-19,5.1,5.12,4.91,4.94,5.19,-0.25,-4.817,382250.01,190871.473
002160.SZ,2026-03-18,5.3,5.31,5.11,5.19,5.3,-0.11,-2.0755,340679.08,176583.655
002160.SZ,2026-03-17,5.47,5.58,5.29,5.3,5.47,-0.17,-3.1079,436067.51,236481.776
002160.SZ,2026-03-16,5.67,5.72,5.35,5.47,5.59,-0.12,-2.1467,525839.42,289636.31
002160.SZ,2026-03-13,5.72,5.85,5.56,5.59,5.81,-0.22,-3.7866,642003.57,365211.418
002160.SZ,2026-03-12,5.6,5.95,5.59,5.81,5.61,0.2,3.5651,815581.92,472787.071
002160.SZ,2026-03-11,5.67,5.69,5.58,5.61,5.66,-0.05,-0.8834,313563.68,176312.419
002160.SZ,2026-03-10,5.76,5.88,5.63,5.66,5.74,-0.08,-1.3937,443337.0,252669.721
002160.SZ,2026-03-09,5.81,5.88,5.68,5.74,5.78,-0.04,-0.692,460834.05,265641.105
002160.SZ,2026-03-06,5.86,5.87,5.68,5.78,5.91,-0.13,-2.1997,430809.9,249422.022
002160.SZ,2026-03-05,6.01,6.08,5.88,5.91,5.88,0.03,0.5102,656869.47,392119.551
002160.SZ,2026-03-04,5.75,6.13,5.72,5.88,5.78,0.1,1.7301,676437.7,400032.774
002160.SZ,2026-03-03,6.05,6.15,5.76,5.78,6.11,-0.33,-5.401,634350.26,375122.854
002160.SZ,2026-03-02,6.06,6.16,5.86,6.11,6.06,0.05,0.8251,783699.67,472365.37
