trade_date,代码,名称,涨跌幅,最新价,成交额,流通市值,所属行业,首次封板时间,最后封板时间,炸板次数,连板数
20260312,600370,三房巷,10.22,2.48,258764608.0,9663768178.16,化学纤维,92502,93444,1,1.0
20260312,600691,潞化科技,10.11,4.03,394341136.0,9573611386.56,农化制品,93031,93125,1,1.0
20260312,600703,三安光电,9.98,18.74,7968259072.0,93494210943.98,光学光电,94929,135626,1,1.0
20260312,600714,金瑞矿业,9.99,23.79,1319242416.0,6855713534.67,化学原料,130030,143251,8,1.0
20260312,600722,金牛化工,10.0,15.4,2440938784.0,10476923010.4,化学原料,102923,134120,3,2.0
20260312,600726,华电能源,9.92,3.88,690390832.0,29004304487.04,电力,93507,93507,0,3.0
20260312,600821,金开新能,10.02,10.87,4826750464.0,21710253734.11,电力,131046,131046,0,1.0
20260312,600844,金煤科技,10.06,3.94,619476624.0,3241558697.96,化学原料,100908,141220,4,1.0
20260312,600868,梅雁吉祥,9.9,4.33,846547968.0,8218983780.07,电力,94149,94149,0,1.0
20260312,600935,华塑股份,9.97,3.31,409537664.0,11609499997.72,化学原料,100225,131022,1,1.0
20260312,600956,新天绿能,10.0,9.46,863155424.0,22212918884.42,电力,134557,145633,2,1.0
20260312,601015,陕西黑猫,10.0,5.17,1011184560.0,10559712793.63,焦炭Ⅱ,130220,130220,0,1.0
20260312,601016,节能风电,9.93,4.43,3470422992.0,26288286143.53,电力,93829,130232,6,2.0
20260312,601038,一拖股份,10.01,15.82,427316832.0,11575577450.5,专用设备,130211,130211,0,1.0
20260312,601330,绿色动力,10.04,9.21,995343344.0,9109561910.7,环境治理,93335,131820,14,2.0
20260312,601868,中国能建,10.14,3.8,17458275072.0,123229165016.8,基础建设,133322,145443,6,2.0
20260312,601969,海南矿业,10.0,13.42,1368213792.0,26470636186.72,冶钢原料,95627,145343,2,1.0
20260312,601991,大唐发电,10.1,4.58,764848800.0,56774088105.48,电力,93533,93533,0,1.0
20260312,603077,和邦生物,9.9,3.33,2540290320.0,29409018969.24,农化制品,95308,134702,3,1.0
20260312,603092,德力佳,10.0,73.82,502504400.0,2469460597.2,风电设备,130955,144149,4,1.0
20260312,603281,江瀚新材,9.99,32.81,235221952.0,12249066688.54,化学制品,130441,130441,0,1.0
20260312,603507,振江股份,9.99,38.87,721297952.0,7065489573.09,风电设备,131221,131221,0,1.0
20260312,603527,众源新材,10.04,12.39,682666416.0,3927273168.0,工业金属,110350,140305,4,1.0
20260312,603626,科森科技,10.02,24.37,704706640.0,13522418045.3,消费电子,93407,93631,1,1.0
20260312,603693,江苏新能,9.99,15.42,546478352.0,13746558069.6,电力,131740,131740,0,1.0
20260312,603978,深圳新星,9.99,27.52,297041456.0,5809315108.48,金属新材,93440,93440,0,1.0
20260312,603992,松霖科技,10.02,32.18,334868128.0,13941136960.46,家居用品,144419,144419,0,1.0
20260312,605305,中际联合,10.0,42.58,729044768.0,9049101600.0,工程机械,140907,140907,0,1.0
20260312,688295,中复神鹰,20.01,43.25,1318114672.0,38925000000.0,化学纤维,92503,94039,2,1.0
20260311,000062,深圳华强,9.99,26.2,918761888.0,27377093714.2,其他电子,140921,140921,0,1.0
20260311,000537,绿发电力,9.96,11.37,1249485648.0,23497268742.24,电力,94212,94212,0,2.0
20260311,000545,金浦钛业,10.06,3.83,508366880.0,3774093857.68,化学原料,102345,102345,0,1.0
20260311,000626,远大控股,10.07,8.42,357816432.0,4241293106.82,物流,131930,133012,1,1.0
20260311,000833,粤桂股份,9.99,27.52,1398125712.0,12485879755.52,综合Ⅱ,100124,100512,1,1.0
20260311,000839,国安股份,9.94,3.98,2318955296.0,15600908880.96,通信服务,93000,141739,6,2.0
20260311,000899,赣能股份,10.01,16.15,1251736304.0,15757195824.0,电力,110133,110133,0,1.0
20260311,001207,联科科技,9.99,31.27,294176496.0,6168325171.93,橡胶,95542,95903,2,1.0
20260311,001369,双欣材料,10.0,16.94,1206961392.0,3405437832.72,化学纤维,130142,131139,1,1.0
20260311,002092,中泰化学,10.05,8.1,1361044112.0,20862445187.7,化学原料,134727,134727,0,1.0
20260311,002150,正泰电源,10.01,29.68,442810976.0,10641614947.04,通用设备,94848,94848,0,1.0
20260311,002175,东方智造,9.97,3.53,624637744.0,4507035966.31,通用设备,94739,104621,1,1.0
20260311,002177,御银股份,9.99,9.25,1777425328.0,6243000407.75,计算机设,103818,103818,0,1.0
20260311,002248,华东数控,10.03,15.58,604258928.0,4790781448.0,通用设备,92500,140454,3,1.0
20260311,002432,九安医疗,10.0,58.52,2455819776.0,25655733127.64,医疗器械,105039,110003,1,1.0
20260311,002445,中南文化,10.09,3.71,30163265.0,8779273409.83,通用设备,92500,92500,0,3.0
20260311,002455,百川股份,10.01,14.73,507555360.0,7648253392.62,化学制品,93000,93000,0,1.0
20260311,002667,威领股份,10.0,33.01,749773584.0,7810529110.0,专用设备,93951,93951,0,1.0
20260311,002733,雄韬股份,10.0,27.05,2075447200.0,9977737630.95,电池,104654,104654,0,1.0
20260311,002782,可立克,10.02,28.78,641100064.0,14001504536.0,其他电子,101109,101109,0,1.0
20260311,002831,裕同科技,10.01,34.06,536517232.0,17404429039.14,包装印刷,104227,111603,1,1.0
20260311,300246,宝莱特,20.0,16.8,488959456.0,3549998390.4,医疗器械,102724,102724,0,1.0
20260311,300504,天邑股份,20.0,19.32,636318432.0,4216619578.92,通信设备,94000,95600,1,1.0
20260311,301658,首航新能,20.01,45.94,886152656.0,1894433017.16,光伏设备,100300,100300,0,1.0
20260311,600075,新疆天业,10.01,7.47,610135040.0,12754007473.95,化学原料,135321,135421,1,1.0
20260311,600108,亚盛集团,10.05,6.57,2382653088.0,12791232344.97,种植业,95846,134225,9,2.0
20260311,600172,黄河旋风,10.02,11.09,2866293216.0,14153676267.5,通用设备,93230,112758,11,2.0
20260311,600299,安迪苏,10.02,14.61,753892528.0,39182577598.53,化学制品,134450,135123,1,1.0
20260311,600328,中盐化工,9.96,9.94,895472480.0,14575116758.02,化学原料,130315,130315,0,1.0
20260311,600409,三友化工,9.95,9.17,705698704.0,18930084438.16,化学原料,135132,135132,0,1.0
20260311,600433,冠豪高新,10.0,3.85,336729536.0,6738575047.05,造纸,93427,94909,1,1.0
20260311,600722,金牛化工,9.98,14.0,1854358192.0,9524475464.0,化学原料,131507,131507,0,1.0
20260311,600726,华电能源,9.97,3.53,1302157344.0,26387936814.24,电力,140349,140349,0,2.0
20260311,600769,祥龙电业,10.04,15.02,590664848.0,5632157544.0,环境治理,110842,110842,0,2.0
20260311,600873,梅花生物,10.03,12.62,1453737184.0,35389529623.0,化学制品,140606,144921,4,1.0
20260311,600989,宝丰能源,10.02,31.85,6627817216.0,233567516000.0,化学原料,133605,133605,0,1.0
20260311,601016,节能风电,10.11,4.03,2217026112.0,23914625995.13,电力,101543,101543,0,1.0
20260311,601330,绿色动力,9.99,8.37,311298688.0,8278722387.9,环境治理,100324,100957,2,1.0
20260311,601700,风范股份,10.05,6.9,419722688.0,7857425370.0,电网设备,92500,93543,1,1.0
20260311,601789,宁波建工,9.94,7.3,3755047264.0,7933629707.0,房屋建设,93246,141352,8,4.0
20260311,601858,中国科传,10.0,21.67,360855776.0,17130135000.0,出版,102034,102034,0,1.0
20260311,601868,中国能建,9.87,3.45,6294150656.0,111879110344.2,基础建设,94237,94307,1,1.0
20260311,603158,腾龙股份,9.96,12.25,896585776.0,6011934313.0,汽车零部件,93832,134132,6,1.0
20260311,603353,和顺石油,10.01,42.85,459919984.0,7302411300.0,炼化及贸,93720,93720,0,1.0
20260311,603421,鼎信通讯,9.99,10.13,968800368.0,6606689876.43,通信设备,93114,145532,2,2.0
20260311,603629,利通电子,10.0,63.15,3115697968.0,16220203800.0,消费电子,145319,145319,0,1.0
20260311,603757,大元泵业,10.0,47.43,681356880.0,8847936494.37,通用设备,93409,93524,2,1.0
20260311,603773,沃格光电,9.99,43.36,894966176.0,9737816246.88,光学光电,103828,103828,0,1.0
20260311,603778,国晟科技,9.98,20.82,2885264352.0,13384285696.44,光伏设备,110210,143140,16,1.0
20260311,603803,瑞斯康达,10.0,12.1,549347248.0,5141091039.7,通信设备,92503,93403,2,2.0
20260311,603936,博敏电子,9.99,15.42,1262548000.0,9720737221.68,元件,93254,141333,5,1.0
20260311,603938,三孚股份,10.01,30.12,541354784.0,11524649849.64,化学原料,95216,95216,0,1.0
20260311,605117,德业股份,10.0,131.88,1773873216.0,119863007227.32,光伏设备,100601,100707,1,1.0
20260310,000014,沙河股份,9.99,14.31,188622030.0,3463681465.44,房地产开发,112727,112727,0,1.0
20260310,000537,绿发电力,10.0,10.34,291642848.0,21368668319.68,电力,92500,92500,0,1.0
20260310,000839,国安股份,10.03,3.62,602956016.0,14189771394.24,通信服务,93351,93512,1,1.0
20260310,000949,新乡化纤,10.0,7.59,791271552.0,12572416965.57,化学纤维,95139,95139,0,1.0
20260310,001267,汇绿生态,9.99,45.68,2019820160.0,27689356275.84,基础建设,100042,104942,2,1.0
20260310,001332,锡装股份,10.0,65.55,286895136.0,3146629490.55,专用设备,104312,104312,0,1.0
20260310,001389,广合科技,10.0,120.23,885524096.0,18173721170.11,元件,103951,103951,0,1.0
20260310,001400,江顺科技,10.0,146.04,304150592.0,2190600000.0,专用设备,95736,95736,0,1.0
20260310,002025,航天电器,9.99,56.03,1563933760.0,25430711501.0,军工电子,93242,100903,4,1.0
20260310,002281,光迅科技,10.0,86.16,4557438464.0,67159769251.44,通信设备,130409,130409,0,1.0
20260310,002290,禾盛新材,10.0,67.21,530372160.0,16627112480.55,家电零部,101624,101624,0,1.0
20260310,002294,信立泰,10.0,54.01,647075392.0,60197695401.36,化学制药,111400,111400,0,1.0
20260310,002298,中电鑫龙,10.02,12.41,1293430704.0,8198710083.92,电网设备,112300,112300,0,1.0
20260310,002335,科华数据,10.01,69.48,5177222400.0,31590655305.12,其他电源,143512,143512,0,1.0
20260310,002350,北京科锐,9.97,15.22,1002740880.0,8074993388.62,电网设备,112054,112054,0,1.0
20260310,002384,东山精密,10.0,108.06,9599793664.0,149805925387.38,元件,132921,132921,0,1.0
20260310,002445,中南文化,10.13,3.37,15010091.0,7974703879.01,通用设备,92500,92500,0,2.0
20260310,002467,二六三,10.0,7.59,2585111888.0,10374649233.63,通信服务,93200,130812,4,1.0
20260310,002536,飞龙股份,9.99,38.09,1405351504.0,20736851148.0,汽车零部件,93639,94027,1,1.0
20260310,002575,群兴玩具,9.98,8.82,1426671280.0,5164070310.0,文娱用品,112706,112706,0,2.0
20260310,002632,道明光学,10.0,13.64,366112736.0,7936925190.04,塑料,93154,93930,1,1.0
20260310,002636,金安国纪,9.98,27.87,439376464.0,20186670671.79,元件,94154,94154,0,1.0
20260310,002729,好利科技,9.98,19.18,212883699.0,3365393976.98,其他电子,111348,111348,0,1.0
20260310,002760,凤形股份,9.98,25.23,129342543.0,2724555052.38,通用设备,100836,100836,0,1.0
20260310,002903,宇环数控,10.0,30.37,540701968.0,3238752435.13,通用设备,94342,94354,1,2.0
20260310,002969,嘉美包装,10.02,25.91,1230478752.0,28301207005.42,包装印刷,94006,94315,3,1.0
20260310,002993,奥海科技,9.99,50.08,416290144.0,11941422404.64,消费电子,130009,130009,0,1.0
20260310,003021,兆威机电,10.0,124.38,1250558000.0,25791783820.2,电机Ⅱ,140636,140636,0,1.0
20260310,300257,开山股份,19.99,34.33,1330547760.0,32774514566.0,通用设备,95224,132418,11,1.0
20260310,300629,新劲刚,20.01,28.91,1977452464.0,6268672009.67,军工电子,94045,145557,5,1.0
20260310,300936,中英科技,20.01,58.54,484635680.0,2778324498.5,元件,94851,142533,1,1.0
20260310,600108,亚盛集团,9.94,5.97,2570785552.0,11623083272.37,种植业,100949,140234,12,1.0
20260310,600135,乐凯胶片,10.05,11.06,678132288.0,6119576514.94,塑料,104753,104753,0,2.0
20260310,600172,黄河旋风,10.04,10.08,2077826224.0,12864657960.0,通用设备,95703,130712,3,1.0
20260310,600330,天通股份,10.03,17.22,2210768736.0,21239740643.52,电子化学,101456,103513,2,1.0
20260310,600345,长江通信,10.01,43.76,853815184.0,9257834836.72,通信设备,133253,133253,0,1.0
20260310,600376,首开股份,9.94,5.53,733542544.0,14264995788.26,房地产开发,102804,102804,0,1.0
20260310,600498,烽火通信,10.0,57.2,8010268160.0,72736747283.2,通信设备,133350,135614,2,1.0
20260310,600726,华电能源,9.93,3.21,504528480.0,23995829227.68,电力,94633,94633,0,1.0
20260310,600769,祥龙电业,9.99,13.65,296473632.0,5118438780.0,环境治理,111722,141231,2,1.0
20260310,601778,晶科科技,10.0,5.61,2825091744.0,20033313584.79,电力,131956,131956,0,1.0
20260310,601789,宁波建工,9.93,6.64,156683283.0,7216342637.6,房屋建设,92503,92503,0,3.0
20260310,601869,长飞光纤,10.0,233.1,3800169472.0,94717460993.4,通信设备,130359,130359,0,1.0
20260310,603017,中衡设计,10.04,13.48,177966284.0,3723045149.64,工程咨询,94406,94406,0,1.0
20260310,603115,海星股份,10.0,32.0,277152064.0,7740492800.0,工业金属,102216,102216,0,1.0
20260310,603269,海鸥股份,10.0,17.93,668308528.0,5535919200.24,通用设备,111027,111027,0,1.0
20260310,603421,鼎信通讯,10.04,9.21,207412812.0,6006674606.31,通信设备,93859,93950,1,1.0
20260310,603803,瑞斯康达,10.0,11.0,119550145.0,4673719127.0,通信设备,92503,92503,0,1.0
20260310,603949,雪龙集团,9.99,19.49,139787307.0,4096900790.26,汽车零部件,95300,95300,0,1.0
20260310,605268,王力安防,9.98,16.86,73212915.0,7426703550.0,家居用品,92502,92502,0,5.0
20260310,605287,德才股份,10.01,51.54,212387515.0,7215600000.0,装修装饰,100411,100411,0,1.0
20260310,605318,法狮龙,10.01,76.84,221234067.0,9661018511.52,装修建材,102301,102301,0,1.0
20260310,688048,长光华芯,20.0,188.4,3317289536.0,33211141261.2,半导体,140029,140526,1,1.0
20260310,688300,联瑞新材,20.0,99.96,1813257392.0,24137260232.4,非金属材,130751,131548,1,1.0
20260310,688655,迅捷兴,20.0,29.4,327806688.0,3921666000.0,元件,95642,95642,0,1.0
20260310,920036,觅睿科技,30.0,53.69,473520704.0,701259962.13,计算机设,131327,131457,1,1.0
20260309,000066,中国长城,10.01,17.26,3710296240.0,55673680603.88,计算机设,140724,140724,0,1.0
20260309,000533,顺钠股份,10.01,16.37,863385648.0,11211852288.0,电网设备,93012,93012,0,4.0
20260309,000534,万泽股份,9.99,45.36,1872865136.0,22678658069.76,生物制品,102524,143724,1,2.0
20260309,000601,韶能股份,9.93,6.75,1453721280.0,7084306622.25,电力,95436,133851,2,2.0
20260309,000815,美利云,9.99,17.94,3849463248.0,12473018847.9,IT服务Ⅱ,111100,133248,2,3.0
20260309,000862,银星能源,10.0,8.36,855346192.0,5249804855.68,电力,95939,95939,0,1.0
20260309,000973,佛塑科技,10.02,14.5,1147168688.0,14027635979.5,塑料,135006,135006,0,1.0
20260309,001258,立新能源,9.99,9.36,357215136.0,8735908746.24,电力,93742,93742,0,1.0
20260309,001339,智微智能,10.0,72.96,1462266416.0,8710735038.72,计算机设,135039,135039,0,1.0
20260309,002015,协鑫能科,9.99,17.18,1961535360.0,27888716868.52,电力,93233,94836,2,2.0
20260309,002068,黑猫股份,10.06,9.52,445282224.0,6997255415.92,橡胶,112927,112927,0,1.0
20260309,002082,万邦德,10.02,18.66,486121744.0,10323699524.52,化学制药,93018,104412,2,1.0
20260309,002112,三变科技,9.99,27.63,1708480144.0,7241257966.5,电网设备,103330,103330,0,1.0
20260309,002229,鸿博股份,10.02,17.9,1157451360.0,8827640987.9,包装印刷,132530,132530,0,1.0
20260309,002261,拓维信息,10.01,42.96,13798037504.0,49217221991.76,软件开发,141033,141033,0,2.0
20260309,002300,太阳电缆,9.98,11.57,769035152.0,8356666306.56,电网设备,93345,93345,0,1.0
20260309,002445,中南文化,10.07,3.06,53546481.0,7241125777.38,通用设备,92500,92500,0,1.0
20260309,002575,群兴玩具,10.01,8.02,755830608.0,4695673910.0,文娱用品,110636,110636,0,1.0
20260309,002730,电光科技,9.98,19.17,553214160.0,6633392799.6,专用设备,105606,105606,0,1.0
20260309,002903,宇环数控,10.0,27.61,334485600.0,2944417343.89,通用设备,93951,93951,0,1.0
20260309,002930,宏川智慧,9.97,14.67,315248400.0,6348001373.1,物流,105321,105321,0,1.0
20260309,003035,南网能源,9.99,9.58,2163796080.0,36287878779.46,电力,140118,140118,0,1.0
20260309,300113,顺网科技,19.98,29.36,3267717760.0,15220884629.36,游戏Ⅱ,133712,135557,1,1.0
20260309,301179,泽宇智能,19.99,24.07,776211184.0,5716756157.43,电网设备,101348,101348,0,1.0
20260309,301396,宏景科技,20.0,114.29,2468802592.0,8695305947.46,IT服务Ⅱ,140948,141348,2,1.0
20260309,301606,绿联科技,20.0,80.88,1064302640.0,17714039071.92,消费电子,94439,132500,1,1.0
20260309,600135,乐凯胶片,9.96,10.05,235641125.0,5560736344.95,塑料,94654,94654,0,1.0
20260309,600227,赤天化,10.03,3.62,896108880.0,4624911286.86,农化制品,92501,142022,9,2.0
20260309,600268,国电南自,10.03,16.34,1342265376.0,16516984634.82,电网设备,104257,104257,0,1.0
20260309,600602,云赛智联,9.98,22.26,2670300336.0,23913984557.4,软件开发,94313,100237,2,1.0
20260309,600821,金开新能,10.0,9.46,760310416.0,18894112265.38,电力,92501,92501,0,2.0
20260309,600851,海欣股份,10.03,8.78,245639298.0,6481449645.8,化学制药,102130,102130,0,1.0
20260309,601567,三星医疗,10.0,32.35,2450986624.0,45458524090.0,电网设备,100536,144427,5,2.0
20260309,601789,宁波建工,10.02,6.04,279733360.0,6564263483.6,房屋建设,92504,92504,0,2.0
20260309,601877,正泰电器,10.0,39.05,3491436640.0,83917238512.8,电网设备,103505,132656,2,1.0
20260309,601969,海南矿业,10.01,13.52,1192452560.0,26753282928.32,冶钢原料,130525,130525,0,1.0
20260309,603138,海量数据,10.01,23.29,999854656.0,6715504976.5,IT服务Ⅱ,94118,112922,1,1.0
20260309,603165,荣晟环保,10.01,14.95,231957030.0,4375562875.45,造纸,112318,112318,0,1.0
20260309,605268,王力安防,9.97,15.33,76535025.0,6752750025.0,家居用品,92503,92503,0,4.0
20260309,688158,优刻得-W,19.99,45.38,3107646576.0,18400405945.04,IT服务Ⅱ,94147,94147,0,1.0
20260309,688229,博睿数据,20.0,103.14,316399360.0,4579416000.0,IT服务Ⅱ,95325,95325,0,1.0
20260309,688316,青云科技-U,20.0,89.52,1008085744.0,4287840508.08,IT服务Ⅱ,133405,133405,0,1.0
20260306,000509,华塑控股,9.92,3.99,631275856.0,4281767983.92,光学光电,131054,144703,8,2.0
20260306,000516,国际医学,10.11,5.01,331978768.0,11046329907.69,医疗服务,93718,93718,0,1.0
20260306,000533,顺钠股份,9.98,14.88,148069213.0,10191347712.0,电网设备,92500,92500,0,3.0
20260306,000534,万泽股份,10.0,41.24,812594880.0,20618779955.84,生物制品,104412,104412,0,1.0
20260306,000545,金浦钛业,9.97,3.75,775213216.0,3695261610.0,化学原料,94539,111733,2,1.0
20260306,000601,韶能股份,10.04,6.14,342787584.0,6444095208.98,电力,93448,93448,0,1.0
20260306,000677,恒天海龙,10.0,4.4,252354301.0,3801502971.2,化学纤维,95124,95124,0,1.0
20260306,000720,新能泰山,10.0,4.4,251906921.0,5528738912.4,电网设备,93151,93151,0,1.0
20260306,000815,美利云,9.98,16.31,1508224624.0,11339740100.85,IT服务Ⅱ,94015,94015,0,2.0
20260306,000818,航锦科技,10.0,23.76,975397600.0,15639103790.64,化学原料,143342,143342,0,1.0
20260306,000833,粤桂股份,9.99,26.32,1619723680.0,11941437324.32,综合Ⅱ,134048,134048,0,1.0
20260306,001216,华瓷股份,10.01,20.99,303892944.0,5154161647.01,家居用品,110600,110600,0,1.0
20260306,001326,联域股份,10.01,65.75,121363672.0,1584793881.75,照明设备,140612,140612,0,1.0
20260306,001400,江顺科技,10.0,125.9,270232656.0,1888500000.0,专用设备,104036,104036,0,1.0
20260306,001696,宗申动力,9.99,25.54,3878666208.0,22766310666.5,通用设备,100427,102712,1,1.0
20260306,001896,豫能控股,9.97,15.88,3637322080.0,24229407520.4,电力,133706,145648,6,1.0
20260306,002015,协鑫能科,10.0,15.62,1505216080.0,25356330470.68,电力,94051,94051,0,1.0
20260306,002063,远光软件,10.05,7.01,871510848.0,12363696722.85,软件开发,100533,101739,1,1.0
20260306,002165,红 宝 丽,10.0,12.21,991693840.0,8884356146.16,化学制品,94951,94951,0,1.0
20260306,002227,奥 特 迅,10.01,10.77,97888583.0,2648738969.82,其他电源,93015,93015,0,1.0
20260306,002261,拓维信息,10.0,39.05,7488579328.0,44737721573.05,软件开发,145003,145003,0,1.0
20260306,002448,中原内配,10.01,17.91,523956448.0,8158674995.19,汽车零部件,94921,94921,0,1.0
20260306,002470,金正大,10.0,2.86,1170273008.0,9397243332.62,农化制品,94009,94418,1,1.0
20260306,002478,常宝股份,9.99,13.87,717845072.0,10024181020.06,特钢Ⅱ,95357,95357,0,1.0
20260306,002498,汉缆股份,9.96,9.83,3225933040.0,32702404680.0,电网设备,93318,95848,5,3.0
20260306,002506,协鑫集成,10.1,5.56,5816783104.0,32495037900.12,光伏设备,100830,100830,0,1.0
20260306,002637,赞宇科技,10.04,14.58,164788563.0,6454903527.0,化学制品,133821,133821,0,1.0
20260306,002648,卫星化学,10.02,26.91,2718043744.0,90592043671.35,化学原料,131654,132551,1,1.0
20260306,002667,威领股份,10.02,26.69,917274208.0,6315147590.0,专用设备,111657,143612,6,1.0
20260306,002809,红墙股份,9.97,13.68,195549694.0,1903140806.4,水泥,95342,95342,0,1.0
20260306,002843,泰嘉股份,10.0,27.93,2235600160.0,7004636256.66,通用设备,94115,145048,2,1.0
20260306,002849,威星智能,9.99,19.59,190034345.0,3791983798.8,通用设备,130057,130057,0,1.0
20260306,002913,奥士康,10.0,53.12,1036349520.0,16025422951.68,元件,111545,111545,0,2.0
20260306,002961,瑞达期货,10.0,27.18,679060448.0,12962989553.94,多元金融,101651,101651,0,1.0
20260306,003023,彩虹集团,9.99,25.65,324950672.0,2695869224.1,小家电,94442,94751,3,1.0
20260306,301032,新柴股份,19.98,15.13,350193664.0,2418875085.75,通用设备,104612,104612,0,1.0
20260306,301205,联特科技,20.0,237.72,3824469168.0,16155042321.6,通信设备,103254,103530,2,1.0
20260306,301218,华是科技,20.01,38.51,426264048.0,2698350874.36,IT服务Ⅱ,132715,132715,0,1.0
20260306,301265,华新环保,20.0,19.8,689141520.0,3361983629.4,环境治理,110742,132200,2,1.0
20260306,301638,南网数字,20.0,28.38,2044991808.0,6668736912.42,IT服务Ⅱ,94109,94109,0,1.0
20260306,600075,新疆天业,9.94,7.19,613889520.0,12275945614.15,化学原料,105548,144933,3,1.0
20260306,600108,亚盛集团,9.96,5.52,2592029376.0,10746971467.92,种植业,101206,131318,3,1.0
20260306,600227,赤天化,10.03,3.29,559736016.0,4203303351.87,农化制品,101243,101243,0,1.0
20260306,600319,亚星化学,10.06,8.86,102570876.0,3435105142.24,化学原料,131828,131828,0,1.0
20260306,600354,敦煌种业,9.94,7.63,1252195264.0,4027129870.4,种植业,94903,145418,7,1.0
20260306,600396,华电辽能,9.91,3.66,351683744.0,5390106950.22,电力,94049,94413,2,1.0
20260306,600397,江钨装备,10.02,19.99,1941283760.0,19789298041.18,专用设备,105402,142314,7,1.0
20260306,600470,六国化工,9.99,8.37,837651072.0,4365792000.0,农化制品,95204,100428,1,1.0
20260306,600482,中国动力,10.0,39.26,1788067104.0,88476368782.1,其他电源,100753,101420,2,1.0
20260306,600545,卓郎智能,10.08,4.15,730192464.0,7419835721.3,专用设备,93040,141222,2,3.0
20260306,600590,泰豪科技,9.99,16.18,498375632.0,13648954882.14,军工电子,93025,93025,0,2.0
20260306,600645,中源协和,10.0,30.9,1319837568.0,14454098098.5,生物制品,95927,135545,7,1.0
20260306,600676,交运股份,10.03,8.45,204462681.0,8690765376.8,汽车服务,95150,95150,0,1.0
20260306,600722,金牛化工,10.0,13.53,2118469008.0,9204725216.28,化学原料,132717,132932,2,1.0
20260306,600761,安徽合力,10.01,22.52,1063495568.0,20058400977.72,工程机械,143206,143206,0,1.0
20260306,600821,金开新能,9.97,8.6,1097969936.0,17176465695.8,电力,93138,93202,1,1.0
20260306,600825,新华传媒,10.0,6.6,367465728.0,6896259810.0,出版,93033,100257,2,1.0
20260306,601567,三星医疗,9.99,29.41,314273760.0,41327208454.0,电网设备,92503,92503,0,1.0
20260306,601616,广电电气,10.0,6.16,512143568.0,5258639965.04,电网设备,93707,93707,0,1.0
20260306,601789,宁波建工,10.02,5.49,618766448.0,5966524259.1,房屋建设,130023,135205,2,1.0
20260306,601868,中国能建,9.89,2.89,5729469440.0,93719022868.04,基础建设,102229,110005,2,1.0
20260306,603063,禾望电气,10.0,31.9,1534877408.0,14606757352.0,风电设备,104619,110355,2,1.0
20260306,603097,江苏华辰,9.99,41.05,286651968.0,6568130580.05,电网设备,101542,101542,0,1.0
20260306,603158,腾龙股份,10.04,10.96,288039184.0,5378840822.08,汽车零部件,100640,100640,0,1.0
20260306,603269,海鸥股份,10.0,16.94,900414640.0,5230254949.92,通用设备,103004,141622,15,1.0
20260306,603285,键邦股份,9.99,37.76,130538982.0,2352326412.8,化学制品,104249,104249,0,1.0
20260306,603316,诚邦股份,10.0,16.94,334996048.0,4476632160.0,基础建设,94258,94258,0,1.0
20260306,603716,塞力医疗,10.01,23.18,480068080.0,4872415740.68,医药商业,94222,94222,0,1.0
20260306,603778,国晟科技,10.03,17.11,1570417424.0,10999285699.62,光伏设备,101706,131836,1,1.0
20260306,603880,南卫股份,9.95,6.96,141079890.0,2011732320.0,医疗器械,130415,142006,1,1.0
20260306,605268,王力安防,10.02,13.94,78750406.0,6140465450.0,家居用品,92502,92502,0,3.0
20260306,605286,同力天启,9.99,42.49,205555195.0,7138320000.0,专用设备,93251,94236,2,1.0
20260306,605399,晨光新材,9.98,16.64,218020126.0,5183814737.92,化学制品,143051,143051,0,1.0
20260306,688176,亚虹医药-U,20.03,16.78,977989792.0,7310810224.22,化学制药,100727,104657,1,1.0
