ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002470.SZ,2026-03-27,2.76,3.09,2.73,3.09,2.81,0.28,9.9644,2774404.29,844169.547
002470.SZ,2026-03-26,2.93,3.0,2.79,2.81,2.93,-0.12,-4.0956,3919972.0,1126300.212
002470.SZ,2026-03-25,2.86,2.95,2.82,2.93,2.9,0.03,1.0345,3821955.7,1107662.252
002470.SZ,2026-03-24,2.86,2.91,2.68,2.9,2.86,0.04,1.3986,4730162.58,1324073.507
002470.SZ,2026-03-23,2.8,3.02,2.78,2.86,3.02,-0.16,-5.298,4578528.55,1334246.668
002470.SZ,2026-03-20,3.14,3.2,3.02,3.02,3.36,-0.34,-10.119,5696506.18,1749388.18
002470.SZ,2026-03-19,3.69,3.82,3.34,3.36,3.59,-0.23,-6.4067,6915863.13,2433562.833
002470.SZ,2026-03-18,3.55,3.78,3.31,3.59,3.6,-0.01,-0.2778,9394184.57,3359944.889
002470.SZ,2026-03-17,3.15,3.6,3.15,3.6,3.27,0.33,10.0917,9149979.72,3077101.671
002470.SZ,2026-03-16,3.45,3.54,3.12,3.27,3.22,0.05,1.5528,10002916.5,3350014.061
002470.SZ,2026-03-13,2.9,3.22,2.9,3.22,2.93,0.29,9.8976,3571085.18,1137969.441
002470.SZ,2026-03-12,3.0,3.12,2.88,2.93,3.01,-0.08,-2.6578,5160307.14,1537511.017
002470.SZ,2026-03-11,2.97,3.05,2.88,3.01,2.95,0.06,2.0339,5792154.43,1713642.638
002470.SZ,2026-03-10,2.79,3.01,2.79,2.95,2.96,-0.01,-0.3378,5920053.06,1727229.075
002470.SZ,2026-03-09,3.14,3.15,2.94,2.96,2.86,0.1,3.4965,8966321.01,2750367.465
002470.SZ,2026-03-06,2.6,2.86,2.59,2.86,2.6,0.26,10.0,4191672.3,1170273.008
002470.SZ,2026-03-05,2.76,2.79,2.55,2.6,2.82,-0.22,-7.8014,5034183.41,1324383.511
002470.SZ,2026-03-04,2.65,2.94,2.58,2.82,2.79,0.03,1.0753,5538059.81,1535217.234
002470.SZ,2026-03-03,2.94,3.09,2.7,2.79,2.91,-0.12,-4.1237,7914472.17,2317103.439
002470.SZ,2026-03-02,3.35,3.41,2.86,2.91,3.1,-0.19,-6.129,10122222.28,3135597.055
002470.SZ,2026-02-27,2.96,3.1,2.9,3.1,2.82,0.28,9.9291,10852443.46,3291443.214
002470.SZ,2026-02-26,2.82,2.82,2.82,2.82,2.56,0.26,10.1563,293774.49,82844.406
002470.SZ,2026-02-25,2.45,2.56,2.44,2.56,2.33,0.23,9.8712,978786.37,247089.53
