ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000008.SZ,2026-03-31,3.25,3.27,3.13,3.27,2.97,0.3,10.101,1617559.84,524434.246
000008.SZ,2026-03-30,2.67,2.97,2.66,2.97,2.7,0.27,10.0,1343617.66,393365.44
000008.SZ,2026-03-27,2.64,2.7,2.63,2.7,2.67,0.03,1.1236,231178.0,61975.357
000008.SZ,2026-03-26,2.73,2.75,2.66,2.67,2.74,-0.07,-2.5547,374998.52,101367.669
000008.SZ,2026-03-25,2.68,2.74,2.66,2.74,2.68,0.06,2.2388,421538.08,114311.27
000008.SZ,2026-03-24,2.64,2.68,2.59,2.68,2.57,0.11,4.2802,418900.04,110484.458
000008.SZ,2026-03-23,2.73,2.73,2.54,2.57,2.76,-0.19,-6.8841,629873.34,166160.724
000008.SZ,2026-03-20,2.83,2.83,2.75,2.76,2.82,-0.06,-2.1277,497885.26,138518.892
000008.SZ,2026-03-19,2.85,2.86,2.81,2.82,2.86,-0.04,-1.3986,470164.65,132970.097
000008.SZ,2026-03-18,2.89,2.89,2.83,2.86,2.89,-0.03,-1.0381,510662.93,145749.505
000008.SZ,2026-03-17,2.94,2.97,2.88,2.89,2.93,-0.04,-1.3652,516267.32,150994.771
000008.SZ,2026-03-16,2.99,3.01,2.92,2.93,2.99,-0.06,-2.0067,564134.44,166155.037
000008.SZ,2026-03-13,2.91,3.06,2.91,2.99,2.91,0.08,2.7491,1143607.99,342246.922
000008.SZ,2026-03-12,2.9,2.94,2.89,2.91,2.91,0.0,0.0,416961.92,121697.583
000008.SZ,2026-03-11,2.91,2.93,2.88,2.91,2.91,0.0,0.0,388553.28,112817.1
000008.SZ,2026-03-10,2.92,2.92,2.88,2.91,2.91,0.0,0.0,407474.2,118163.338
000008.SZ,2026-03-09,2.91,2.93,2.86,2.91,2.93,-0.02,-0.6826,396719.0,114771.931
000008.SZ,2026-03-06,2.88,2.93,2.86,2.93,2.89,0.04,1.3841,327758.62,95353.84
000008.SZ,2026-03-05,2.87,2.91,2.85,2.89,2.83,0.06,2.1201,443300.62,127593.237
000008.SZ,2026-03-04,2.87,2.88,2.81,2.83,2.87,-0.04,-1.3937,533387.71,151433.24
000008.SZ,2026-03-03,2.97,3.0,2.87,2.87,2.96,-0.09,-3.0405,768636.54,224550.714
000008.SZ,2026-03-02,2.99,3.0,2.93,2.96,3.01,-0.05,-1.6611,671070.62,198650.824
