ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1609.DC,20260309,城商行Ⅲ,重庆银行,601963.SH,-0.69,1.82,124313462.4,0.66,1,15,行业板块,东财三级行业
BK1608.DC,20260309,中药Ⅲ,金花股份,600080.SH,-0.42,2.67,85674208.0,1.26,16,46,行业板块,东财三级行业
BK1607.DC,20260309,医药流通,塞力医疗,603716.SH,-0.65,3.11,25706738.2,1.32,6,18,行业板块,东财三级行业
BK1606.DC,20260309,线下药店,益丰药房,603939.SH,-0.72,1.01,8925379.3,1.06,2,6,行业板块,东财三级行业
BK1605.DC,20260309,医疗设备,伟思医疗,688580.SH,-1.51,4.44,64949288.0,1.7,5,38,行业板块,东财三级行业
BK1604.DC,20260309,医疗耗材,英科医疗,300677.SZ,-0.92,6.34,46213470.4,2.1,11,42,行业板块,东财三级行业
BK1603.DC,20260309,体外诊断,九安医疗,002432.SZ,-0.73,2.59,26963248.0,1.67,5,34,行业板块,东财三级行业
BK1602.DC,20260309,诊断服务,贝瑞基因,000710.SZ,-0.81,-0.42,5317377.3,2.23,0,5,行业板块,东财三级行业
BK1601.DC,20260309,医院,普瑞眼科,301239.SZ,0.57,5.28,23702064.1,2.94,6,7,行业板块,东财三级行业
BK1600.DC,20260309,医疗研发外包,海特生物,300683.SZ,-0.58,5.21,62015800.0,1.81,6,23,行业板块,东财三级行业
BK1599.DC,20260309,其他医疗服务,数字人,920670.BJ,1.24,4.96,2677284.0,2.24,2,3,行业板块,东财三级行业
BK1598.DC,20260309,疫苗,欧林生物,688319.SH,-0.01,6.87,24217331.0,1.1,6,7,行业板块,东财三级行业
BK1597.DC,20260309,血液制品,派林生物,000403.SZ,-0.09,0.86,10874704.0,0.66,2,3,行业板块,东财三级行业
BK1596.DC,20260309,其他生物制品,万泽股份,000534.SZ,-0.98,9.99,62045172.8,1.75,3,35,行业板块,东财三级行业
BK1595.DC,20260309,原料药,键凯科技,688356.SH,-0.95,2.67,34574270.4,2.09,10,33,行业板块,东财三级行业
BK1594.DC,20260309,化学制剂,海欣股份,600851.SH,-0.45,10.03,205238622.4,1.97,23,89,行业板块,东财三级行业
BK1593.DC,20260309,通信终端及配件,美格智能,002881.SZ,-0.93,5.9,41881288.0,3.84,6,22,行业板块,东财三级行业
BK1592.DC,20260309,通信线缆及配套,长飞光纤,601869.SH,-3.4,-0.61,49263537.6,6.8,0,12,行业板块,东财三级行业
BK1591.DC,20260309,通信网络设备及器件,联特科技,301205.SZ,-2.25,6.78,204597115.2,4.76,4,31,行业板块,东财三级行业
BK1590.DC,20260309,其他通信设备,映翰通,688080.SH,-0.89,4.86,10403987.0,3.35,5,9,行业板块,东财三级行业
BK1589.DC,20260309,通信应用增值服务,平治信息,300571.SZ,3.11,8.85,32125452.8,6.19,13,3,行业板块,东财三级行业
BK1588.DC,20260309,通信工程及服务,中贝通信,603220.SH,1.52,6.85,12015838.6,4.93,14,5,行业板块,东财三级行业
BK1587.DC,20260309,电信运营商,中国电信,601728.SH,0.08,0.67,276701240.0,0.39,1,1,行业板块,东财三级行业
BK1586.DC,20260309,软饮料,东鹏饮料,605499.SH,-1.0,0.36,21051022.6,1.28,2,6,行业板块,东财三级行业
BK1585.DC,20260309,乳品,伊利股份,600887.SH,-1.4,0.27,26430549.7,1.41,1,18,行业板块,东财三级行业
BK1584.DC,20260309,熟食,ST绝味,603517.SH,-2.52,-0.84,2632972.2,0.92,0,3,行业板块,东财三级行业
BK1583.DC,20260309,零食,来伊份,603777.SH,-1.27,0.56,10641459.1,1.65,1,10,行业板块,东财三级行业
BK1582.DC,20260309,烘焙食品,南侨食品,605339.SH,-1.42,-0.17,4763788.5,1.23,0,9,行业板块,东财三级行业
BK1581.DC,20260309,预加工食品,克明食品,002661.SZ,-1.47,-0.21,7062058.2,2.34,0,11,行业板块,东财三级行业
BK1580.DC,20260309,肉制品,金字火腿,002515.SZ,-0.02,1.04,12685996.0,1.3,3,4,行业板块,东财三级行业
BK1579.DC,20260309,保健品,西王食品,000639.SZ,-1.31,1.06,6137852.6,2.16,2,6,行业板块,东财三级行业
BK1578.DC,20260309,其他酒类,莫高股份,600543.SH,-1.19,0.19,7217273.0,1.14,1,8,行业板块,东财三级行业
BK1577.DC,20260309,啤酒,ST西发,000752.SZ,-0.84,-0.1,17736116.4,0.83,0,7,行业板块,东财三级行业
BK1576.DC,20260309,调味发酵品Ⅲ,莲花控股,600186.SH,-0.67,5.61,35866278.4,2.33,3,11,行业板块,东财三级行业
BK1575.DC,20260309,白酒Ⅲ,皇台酒业,000995.SZ,-1.22,0.59,284371801.6,0.71,1,20,行业板块,东财三级行业
BK1574.DC,20260309,油气开采Ⅲ,中国海油,600938.SH,3.76,7.09,213915384.0,11.71,4,0,行业板块,东财三级行业
BK1573.DC,20260309,油田服务,科力股份,920088.BJ,2.23,9.69,24956635.4,5.37,5,2,行业板块,东财三级行业
BK1572.DC,20260309,油气及炼化工程,潜能恒信,300191.SZ,1.1,7.8,9926283.3,9.2,3,3,行业板块,东财三级行业
BK1571.DC,20260309,油品石化贸易,广汇能源,600256.SH,0.06,4.26,7951423.1,11.15,3,4,行业板块,东财三级行业
BK1570.DC,20260309,其他石化,宇新股份,002986.SZ,-0.45,6.7,13309304.6,6.5,5,9,行业板块,东财三级行业
BK1569.DC,20260309,炼油化工,中国石油,601857.SH,-2.68,5.04,368995128.0,0.92,4,6,行业板块,东财三级行业
BK1568.DC,20260309,人力资源服务,科锐国际,300662.SZ,-1.55,-1.25,2717992.9,0.82,0,3,行业板块,东财三级行业
BK1567.DC,20260309,其他专业服务,零点有数,301169.SZ,-0.73,1.16,1542556.2,3.31,2,2,行业板块,东财三级行业
BK1566.DC,20260309,检测服务,电科院,300215.SZ,-0.86,2.81,16683826.1,3.59,6,17,行业板块,东财三级行业
BK1565.DC,20260309,会展服务,锋尚文化,300860.SZ,-1.29,-0.95,1680809.8,1.22,0,3,行业板块,东财三级行业
BK1564.DC,20260309,体育Ⅲ,中体产业,600158.SH,0.6,2.59,1278999.6,5.58,1,1,行业板块,东财三级行业
BK1563.DC,20260309,自然景区,西藏旅游,600749.SH,-0.74,0.49,7167222.2,1.86,2,11,行业板块,东财三级行业
BK1562.DC,20260309,人工景区,大连圣亚,600593.SH,-0.4,0.76,4152012.2,1.72,1,4,行业板块,东财三级行业
BK1561.DC,20260309,旅游综合,岭南控股,000524.SZ,-1.27,1.01,5008177.7,2.39,1,7,行业板块,东财三级行业
BK1560.DC,20260309,酒店,锦江Ｂ股,900934.SH,-1.7,-0.62,6916928.6,1.37,0,6,行业板块,东财三级行业
BK1559.DC,20260309,餐饮,西安饮食,000721.SZ,-2.58,-1.42,1466805.3,1.76,0,4,行业板块,东财三级行业
BK1558.DC,20260309,学历教育,国脉科技,002093.SZ,-0.59,0.19,1423232.7,1.89,1,1,行业板块,东财三级行业
BK1557.DC,20260309,培训教育,创业黑马,300688.SZ,-0.08,5.3,5849740.2,2.85,4,7,行业板块,东财三级行业
BK1556.DC,20260309,教育运营及其他,豆神教育,300010.SZ,-0.16,0.57,2415150.4,2.22,2,1,行业板块,东财三级行业
BK1555.DC,20260309,专业连锁Ⅲ,华致酒行,300755.SZ,-2.55,-0.78,5695586.5,4.01,0,7,行业板块,东财三级行业
BK1554.DC,20260309,商业物业经营,浙江东日,600113.SH,-0.88,1.37,22107118.5,0.72,1,15,行业板块,东财三级行业
BK1553.DC,20260309,多业态零售,百联股份,600827.SH,-0.9,0.0,8612847.4,2.21,0,15,行业板块,东财三级行业
BK1552.DC,20260309,超市,家家悦,603708.SH,-1.28,-0.17,8583201.8,1.56,0,7,行业板块,东财三级行业
BK1551.DC,20260309,百货,新世界,600628.SH,-0.96,4.85,16875598.5,1.69,2,20,行业板块,东财三级行业
BK1550.DC,20260309,贸易Ⅲ,五矿发展,600058.SH,-1.66,0.94,16463145.5,2.0,2,12,行业板块,东财三级行业
BK1549.DC,20260309,旅游零售Ⅲ,中国中免,601888.SH,-2.48,-1.98,16768040.2,1.58,0,2,行业板块,东财三级行业
BK1548.DC,20260309,综合电商,ST通葡,600365.SH,-0.05,1.25,3419217.4,0.34,1,2,行业板块,东财三级行业
BK1547.DC,20260309,跨境电商,吉宏股份,002803.SZ,0.8,6.2,5172267.6,3.29,5,2,行业板块,东财三级行业
BK1546.DC,20260309,电商服务,狮头股份,600539.SH,0.23,4.55,4487372.8,2.22,3,4,行业板块,东财三级行业
BK1545.DC,20260309,特种纸,华旺科技,605377.SH,-0.6,3.35,7855745.7,3.31,4,9,行业板块,东财三级行业
BK1544.DC,20260309,大宗用纸,荣晟环保,603165.SH,0.54,10.01,11815529.1,2.3,4,8,行业板块,东财三级行业
BK1543.DC,20260309,娱乐用品,群兴玩具,002575.SZ,-0.21,10.01,8565525.5,4.27,7,11,行业板块,东财三级行业
BK1542.DC,20260309,文化用品,广博股份,002103.SZ,-1.7,-0.78,4553312.9,1.51,0,5,行业板块,东财三级行业
BK1541.DC,20260309,卫浴制品,海鸥住工,002084.SZ,-1.29,-0.5,3970187.8,1.32,0,7,行业板块,东财三级行业
BK1540.DC,20260309,其他家居用品,*ST四通,603838.SH,-1.13,3.21,21066189.4,2.15,5,19,行业板块,东财三级行业
BK1539.DC,20260309,定制家居,王力安防,605268.SH,1.31,9.97,10580675.6,2.53,8,8,行业板块,东财三级行业
BK1538.DC,20260309,瓷砖地板,菲林格尔,603226.SH,-1.04,7.81,8241890.2,3.05,1,10,行业板块,东财三级行业
BK1537.DC,20260309,成品家居,慕思股份,001323.SZ,-1.56,0.38,12779845.3,1.62,1,15,行业板块,东财三级行业
BK1536.DC,20260309,综合包装,天元股份,003003.SZ,-0.81,0.64,1860194.3,2.05,2,4,行业板块,东财三级行业
BK1535.DC,20260309,纸包装,顺灏股份,002565.SZ,-1.36,2.39,12813569.3,2.69,2,17,行业板块,东财三级行业
BK1534.DC,20260309,印刷,鸿博股份,002229.SZ,1.71,10.02,2669065.0,5.96,3,2,行业板块,东财三级行业
BK1533.DC,20260309,塑料包装,王子新材,002735.SZ,-2.92,-0.69,4276834.4,3.28,0,8,行业板块,东财三级行业
BK1532.DC,20260309,金属包装,昇兴股份,002752.SZ,-2.09,-0.94,6749452.9,2.22,0,7,行业板块,东财三级行业
BK1531.DC,20260309,商用载客车,安凯客车,000868.SZ,-1.57,-0.43,9036752.7,1.49,0,5,行业板块,东财三级行业
BK1530.DC,20260309,商用载货车,中国重汽,000951.SZ,-1.31,0.39,25644699.3,1.33,1,8,行业板块,东财三级行业
BK1529.DC,20260309,汽车电子电气系统,鑫宏业,301310.SZ,-1.46,3.4,45461254.4,2.22,5,34,行业板块,东财三级行业
BK1528.DC,20260309,其他汽车零部件,万通智控,300643.SZ,-1.43,6.05,39886516.8,2.35,6,50,行业板块,东财三级行业
BK1527.DC,20260309,轮胎轮毂,兆丰股份,300695.SZ,-1.66,2.65,28485499.2,2.57,3,18,行业板块,东财三级行业
BK1526.DC,20260309,底盘与发动机系统,德宏股份,603701.SH,-2.05,5.18,129482057.6,3.27,5,106,行业板块,东财三级行业
BK1525.DC,20260309,车身附件及饰件,汇通控股,603409.SH,-2.41,2.4,55000240.0,1.78,1,41,行业板块,东财三级行业
BK1524.DC,20260309,汽车综合服务,浩物股份,000757.SZ,-1.33,-0.19,4385153.3,2.44,0,5,行业板块,东财三级行业
BK1523.DC,20260309,汽车经销商,北巴传媒,600386.SH,-1.11,-0.7,2437811.5,1.07,0,6,行业板块,东财三级行业
BK1522.DC,20260309,其他运输设备,凤凰B股,900916.SH,-1.41,-0.54,8307909.4,1.42,0,10,行业板块,东财三级行业
BK1521.DC,20260309,摩托车,钱江摩托,000913.SZ,-1.12,2.26,16020830.1,1.13,3,6,行业板块,东财三级行业
BK1520.DC,20260309,综合乘用车,长  安Ｂ,200625.SZ,-0.99,-0.48,56504244.8,0.52,0,6,行业板块,东财三级行业
BK1519.DC,20260309,电动乘用车,比亚迪,002594.SZ,0.45,4.17,110875702.4,2.16,1,2,行业板块,东财三级行业
BK1518.DC,20260309,种子,敦煌种业,600354.SH,-0.58,2.75,7102623.0,13.23,4,6,行业板块,东财三级行业
BK1517.DC,20260309,食用菌,博闻科技,600883.SH,-1.77,-0.69,1668927.4,4.66,0,4,行业板块,东财三级行业
BK1516.DC,20260309,其他种植业,海南橡胶,601118.SH,0.27,5.79,5608667.1,8.98,2,3,行业板块,东财三级行业
BK1515.DC,20260309,粮食种植,苏垦农发,601952.SH,1.14,1.69,4460992.0,3.82,2,0,行业板块,东财三级行业
BK1514.DC,20260309,水产养殖,国联水产,300094.SZ,-0.79,0.82,1405484.3,3.86,1,3,行业板块,东财三级行业
BK1513.DC,20260309,海洋捕捞,中  鲁Ｂ,200992.SZ,-1.31,-0.81,748227.4,4.21,0,3,行业板块,东财三级行业
BK1512.DC,20260309,生猪养殖,京基智农,000048.SZ,0.23,1.85,52753547.2,2.57,6,5,行业板块,东财三级行业
BK1511.DC,20260309,肉鸡养殖,立华股份,300761.SZ,-0.28,0.89,7418624.1,2.96,3,5,行业板块,东财三级行业
BK1510.DC,20260309,其他养殖,华英农业,002321.SZ,-1.53,-0.42,1149031.9,2.23,0,3,行业板块,东财三级行业
BK1509.DC,20260309,水产饲料,粤海饲料,001313.SZ,-0.27,2.26,10615581.6,1.43,1,3,行业板块,东财三级行业
BK1508.DC,20260309,畜禽饲料,天康生物,002100.SZ,0.13,2.34,6643514.4,5.46,4,4,行业板块,东财三级行业
BK1507.DC,20260309,宠物食品,佩蒂股份,300673.SZ,-2.98,-1.37,4213363.0,1.89,0,4,行业板块,东财三级行业
BK1506.DC,20260309,农业综合Ⅲ,辉隆股份,002556.SZ,-0.89,-0.43,1335074.6,4.6,0,3,行业板块,东财三级行业
BK1505.DC,20260309,其他农产品加工,广农糖业,000911.SZ,0.93,6.96,9156136.0,4.21,7,4,行业板块,东财三级行业
BK1504.DC,20260309,粮油加工,金龙鱼,300999.SZ,1.38,9.07,20706428.0,9.89,6,4,行业板块,东财三级行业
BK1503.DC,20260309,果蔬加工,冠农股份,600251.SH,-0.22,4.27,3462239.9,1.76,2,4,行业板块,东财三级行业
BK1502.DC,20260309,林业Ⅲ,ST景谷,600265.SH,-3.21,0.2,3025470.5,11.23,1,3,行业板块,东财三级行业
BK1501.DC,20260309,动物保健Ⅲ,中牧股份,600195.SH,-1.29,-0.37,7451605.8,1.87,0,13,行业板块,东财三级行业
BK1500.DC,20260309,医美耗材,华熙生物,688363.SH,-1.6,-0.84,8434181.7,0.7,0,3,行业板块,东财三级行业
BK1499.DC,20260309,医美服务,*ST美谷,000615.SZ,-1.85,-1.85,570210.1,0.86,0,1,行业板块,东财三级行业
BK1498.DC,20260309,品牌化妆品,福瑞达,600223.SH,-2.53,-0.56,10097316.4,1.59,0,8,行业板块,东财三级行业
BK1497.DC,20260309,化妆品制造及其他,锦盛新材,300849.SZ,-0.74,2.07,3336761.6,2.12,2,5,行业板块,东财三级行业
BK1496.DC,20260309,洗护用品,润本股份,603193.SH,-1.4,-0.8,2143098.4,1.66,0,4,行业板块,东财三级行业
BK1495.DC,20260309,生活用纸,诺邦股份,603238.SH,-2.63,-0.56,6810679.6,2.73,0,9,行业板块,东财三级行业
BK1494.DC,20260309,焦煤,兰花科创,600123.SH,2.45,6.62,21375504.9,3.78,10,0,行业板块,东财三级行业
BK1493.DC,20260309,动力煤,山煤国际,600546.SH,2.28,5.8,196918590.4,2.23,16,0,行业板块,东财三级行业
BK1492.DC,20260309,焦炭Ⅲ,开滦股份,600997.SH,1.49,2.93,7335725.5,6.94,6,1,行业板块,东财三级行业
BK1491.DC,20260309,端到端供应链服务,华鹏飞,300350.SZ,-1.34,0.0,2801334.4,3.79,0,6,行业板块,东财三级行业
BK1490.DC,20260309,原材料供应链服务,广汇物流,600603.SH,-0.28,3.95,12826643.2,1.68,3,9,行业板块,东财三级行业
BK1489.DC,20260309,快递,顺丰控股,002352.SZ,-1.59,-0.91,31048140.8,0.81,0,4,行业板块,东财三级行业
BK1488.DC,20260309,跨境物流,世盟股份,001220.SZ,-1.91,-0.46,19604520.8,1.24,0,13,行业板块,东财三级行业
BK1487.DC,20260309,公路货运,传化智联,002010.SZ,-2.51,-1.08,3307397.7,3.21,0,5,行业板块,东财三级行业
BK1486.DC,20260309,仓储物流,宏川智慧,002930.SZ,0.17,9.97,4080997.0,2.38,1,5,行业板块,东财三级行业
BK1485.DC,20260309,铁路运输,大秦铁路,601006.SH,-1.45,0.39,41205163.2,0.63,1,6,行业板块,东财三级行业
BK1484.DC,20260309,公交,申通地铁,600834.SH,-1.44,-0.58,4320015.6,1.06,0,8,行业板块,东财三级行业
BK1483.DC,20260309,高速公路,招商公路,001965.SZ,-0.59,0.91,38021832.0,0.75,3,16,行业板块,东财三级行业
BK1482.DC,20260309,航运,兴通股份,603209.SH,-3.53,-0.18,71713148.8,4.04,0,20,行业板块,东财三级行业
BK1481.DC,20260309,港口,招商港口,001872.SZ,-1.24,0.05,56154596.8,0.74,1,15,行业板块,东财三级行业
BK1480.DC,20260309,机场,深圳机场,000089.SZ,-1.68,-0.85,16214769.8,1.03,0,5,行业板块,东财三级行业
BK1479.DC,20260309,航空运输,中信海直,000099.SZ,-3.58,0.09,59444006.4,1.82,1,8,行业板块,东财三级行业
BK1478.DC,20260309,装修装饰Ⅲ,德才股份,605287.SH,-0.23,6.0,12167500.1,1.79,7,16,行业板块,东财三级行业
BK1477.DC,20260309,其他专业工程,罗曼股份,605289.SH,-0.53,2.94,26071680.2,2.38,7,13,行业板块,东财三级行业
BK1476.DC,20260309,化学工程,东华科技,002140.SZ,-0.48,5.12,9198977.3,4.17,3,4,行业板块,东财三级行业
BK1475.DC,20260309,国际工程,北方国际,000065.SZ,0.77,3.49,6643941.5,2.07,2,2,行业板块,东财三级行业
BK1474.DC,20260309,钢结构,宏盛华源,601096.SH,-0.15,5.22,7860220.9,3.98,2,7,行业板块,东财三级行业
BK1473.DC,20260309,园林工程,汇绿生态,001267.SZ,-0.98,5.97,9613776.8,3.89,2,17,行业板块,东财三级行业
BK1472.DC,20260309,基建市政工程,苏文电能,300982.SZ,-0.44,5.64,94052600.0,3.8,9,19,行业板块,东财三级行业
BK1471.DC,20260309,工程咨询服务Ⅲ,深圳瑞捷,300977.SZ,-0.98,6.61,23727426.7,2.87,9,38,行业板块,东财三级行业
BK1470.DC,20260309,房屋建设Ⅲ,宁波建工,601789.SH,1.23,10.02,29701436.8,1.14,3,3,行业板块,东财三级行业
BK1469.DC,20260309,涂料,亚士创能,603378.SH,-3.29,-2.62,3764010.2,1.17,0,2,行业板块,东财三级行业
BK1468.DC,20260309,其他建材Ⅲ,方大Ｂ,200055.SZ,-1.41,0.73,13441480.3,2.26,2,14,行业板块,东财三级行业
BK1467.DC,20260309,耐火材料,科创新材,920580.BJ,-2.32,0.13,3841468.0,2.29,1,7,行业板块,东财三级行业
BK1466.DC,20260309,管材,东宏股份,603856.SH,0.13,6.69,4131327.3,1.72,2,5,行业板块,东财三级行业
BK1465.DC,20260309,防水材料,凯伦股份,300715.SZ,-2.85,-2.06,5186635.8,3.17,0,3,行业板块,东财三级行业
BK1464.DC,20260309,水泥制造,宁夏建材,600449.SH,-1.47,1.49,31789686.4,0.99,1,13,行业板块,东财三级行业
BK1463.DC,20260309,水泥制品,垒知集团,002398.SZ,-1.47,-0.35,4022440.3,3.05,0,10,行业板块,东财三级行业
BK1462.DC,20260309,玻纤制造,振石股份,601112.SH,-0.94,0.51,34204459.2,3.96,1,7,行业板块,东财三级行业
BK1461.DC,20260309,玻璃制造,金晶科技,600586.SH,-0.26,2.04,7476094.2,2.45,2,5,行业板块,东财三级行业
BK1460.DC,20260309,照明设备Ⅲ,小崧股份,002723.SZ,-0.75,2.87,8857287.2,2.9,4,10,行业板块,东财三级行业
BK1459.DC,20260309,清洁小家电,开能健康,300272.SZ,-1.92,0.13,12082460.4,1.4,1,7,行业板块,东财三级行业
BK1458.DC,20260309,个护小家电,倍益康,920199.BJ,-0.43,2.28,2321209.8,3.52,2,2,行业板块,东财三级行业
BK1457.DC,20260309,厨房小家电,闽灿坤Ｂ,200512.SZ,-0.74,0.0,8011415.5,0.66,0,10,行业板块,东财三级行业
BK1456.DC,20260309,其他家电Ⅲ,奥佳华,002614.SZ,-1.49,-0.75,1242999.2,2.25,0,3,行业板块,东财三级行业
BK1455.DC,20260309,家电零部件Ⅲ,金海高科,603311.SH,-1.74,0.99,43127196.8,2.84,3,33,行业板块,东财三级行业
BK1454.DC,20260309,其他黑色家电,创维数字,000810.SZ,-2.31,-0.63,5094671.2,1.82,0,6,行业板块,东财三级行业
BK1453.DC,20260309,彩电,四川长虹,600839.SH,-2.32,0.91,12084430.4,4.27,2,2,行业板块,东财三级行业
BK1452.DC,20260309,卫浴电器,奥普科技,603551.SH,-0.89,-0.47,1898972.7,1.11,0,3,行业板块,东财三级行业
BK1451.DC,20260309,厨房电器,亿田智能,300911.SZ,0.14,1.81,4530433.2,1.42,2,4,行业板块,东财三级行业
BK1450.DC,20260309,空调,格力电器,000651.SZ,-1.06,-0.19,81398406.4,0.48,0,3,行业板块,东财三级行业
BK1449.DC,20260309,冰洗,深康佳Ｂ,200016.SZ,-1.07,1.09,27719147.2,1.08,1,8,行业板块,东财三级行业
BK1448.DC,20260309,横向通用软件,安恒信息,688023.SH,1.78,10.77,68821008.0,3.52,27,7,行业板块,东财三级行业
BK1447.DC,20260309,垂直应用软件,云赛智联,600602.SH,0.42,9.98,131835065.6,4.96,53,47,行业板块,东财三级行业
BK1446.DC,20260309,其他计算机设备,智微智能,001339.SZ,0.17,10.0,83895673.6,3.64,29,34,行业板块,东财三级行业
BK1445.DC,20260309,安防设备,熙菱信息,300588.SZ,0.61,9.82,48973203.2,1.49,10,16,行业板块,东财三级行业
BK1444.DC,20260309,IT服务Ⅲ,优刻得-W,688158.SH,2.19,19.99,175502369.6,6.58,91,40,行业板块,东财三级行业
BK1443.DC,20260309,橡胶助剂,阳谷华泰,300121.SZ,-4.06,-3.58,3905491.1,2.84,0,2,行业板块,东财三级行业
BK1442.DC,20260309,炭黑,黑猫股份,002068.SZ,1.88,10.06,3192459.2,4.32,4,2,行业板块,东财三级行业
BK1441.DC,20260309,其他橡胶制品,元创股份,001325.SZ,-0.86,2.34,6770384.4,2.71,3,10,行业板块,东财三级行业
BK1440.DC,20260309,其他塑料制品,万凯新材,301216.SZ,-1.13,5.49,14016213.7,2.98,5,17,行业板块,东财三级行业
BK1439.DC,20260309,膜材料,乐凯胶片,600135.SH,0.26,9.96,20845087.8,4.63,8,11,行业板块,东财三级行业
BK1438.DC,20260309,合成树脂,兴业股份,603928.SH,-1.83,0.13,15864688.3,4.06,1,12,行业板块,东财三级行业
BK1437.DC,20260309,改性塑料,星辉环材,300834.SZ,-1.38,1.42,16456422.3,2.24,2,20,行业板块,东财三级行业
BK1436.DC,20260309,农药,广信股份,603599.SH,-2.11,1.09,28384396.8,3.31,3,31,行业板块,东财三级行业
BK1435.DC,20260309,磷肥及磷化工,六国化工,600470.SH,-1.33,3.35,27042483.2,6.02,1,8,行业板块,东财三级行业
BK1434.DC,20260309,钾肥,盐湖股份,000792.SZ,0.79,4.27,42560171.2,2.32,3,1,行业板块,东财三级行业
BK1433.DC,20260309,复合肥,金正大,002470.SZ,-1.07,3.5,10223339.7,13.67,2,8,行业板块,东财三级行业
BK1432.DC,20260309,氮肥,赤天化,600227.SH,2.32,10.03,13133453.7,9.49,5,1,行业板块,东财三级行业
BK1431.DC,20260309,有机硅,新亚强,603155.SH,-1.9,4.01,12093033.3,2.44,1,9,行业板块,东财三级行业
BK1430.DC,20260309,涂料油墨,信凯科技,001335.SZ,-1.46,1.53,6913816.8,2.58,2,14,行业板块,东财三级行业
BK1429.DC,20260309,食品及饲料添加剂,亚香股份,301220.SZ,-0.72,2.28,31621633.6,2.6,6,17,行业板块,东财三级行业
BK1428.DC,20260309,其他化学制品,赞宇科技,002637.SZ,-1.72,4.8,52719144.0,4.54,13,63,行业板块,东财三级行业
BK1427.DC,20260309,民爆制品,江南化工,002226.SZ,-0.81,1.91,14540830.4,3.37,2,9,行业板块,东财三级行业
BK1426.DC,20260309,聚氨酯,美思德,603041.SH,-2.94,-1.27,32692246.4,5.4,0,9,行业板块,东财三级行业
BK1425.DC,20260309,胶黏剂及胶带,晶华新材,603683.SH,-1.11,2.16,2314681.3,5.27,1,4,行业板块,东财三级行业
BK1424.DC,20260309,氟化工,ST联创,300343.SZ,-1.71,1.82,31009022.4,2.2,3,7,行业板块,东财三级行业
BK1423.DC,20260309,纺织化学制品,锦鸡股份,300798.SZ,-0.04,8.31,11397584.4,6.35,3,10,行业板块,东财三级行业
BK1422.DC,20260309,无机盐,鲁银投资,600784.SH,-3.14,0.14,11803489.5,4.01,1,9,行业板块,东财三级行业
BK1421.DC,20260309,钛白粉,安 纳 达,002136.SZ,-3.22,-1.25,8300244.1,6.31,0,6,行业板块,东财三级行业
BK1420.DC,20260309,其他化学原料,卫星化学,002648.SZ,-1.21,2.94,18701743.2,4.78,4,12,行业板块,东财三级行业
BK1419.DC,20260309,煤化工,宝丰能源,600989.SH,1.17,7.02,33601868.8,6.43,7,2,行业板块,东财三级行业
