序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
26,002418,康盛股份,10.047846794128418,4.6,406271824,5227427754.799999,5227440000.0,7.904471397399902,106134866,094103,102715,1,1/1,1,家电零部
27,001400,江顺科技,10.0,147.29,210379530,2209350000.0,8837400000.0,9.79477310180664,136405269,094115,094115,0,1/1,1,专用设备
28,000639,西王食品,9.929078102111816,3.1,160729283,3346222993.2000003,3346227097.6,4.920573711395264,140610398,094521,094521,0,1/1,1,食品加工
29,002479,富春环保,10.037175178527832,5.92,184816075,5109391236.48,5120800000.0,3.7173051834106445,64699857,094836,094836,0,1/1,1,电力
30,603052,可川科技,10.003351211547852,65.65,471407616,12335456563.300001,12335456563.300001,3.9111220836639404,136873685,094910,094910,0,1/1,1,消费电子
31,600032,浙江新能,9.966216087341309,13.02,2153556016,31308872718.48,31308872770.559998,7.141149997711182,46593372,095302,142947,4,3/3,3,电力
32,600163,中闽能源,10.072992324829102,7.54,662604112,14348590918.22,14348590925.76,4.76791524887085,98843006,095358,095358,0,1/1,1,电力
33,000539,粤电力Ａ,10.029498100280762,7.46,1656450032,19063186266.54,39167118878.72,8.977322578430176,97520462,095421,100757,2,6/4,2,电力
34,601016,节能风电,9.979633331298828,5.4,3814806848,32044412003.4,34778055628.8,12.353405952453613,296433874,095501,095704,1,2/2,2,电力
35,601869,长飞光纤,9.999571800231934,256.64,5462444288,104282664904.95999,212473565890.56,5.3192138671875,108328000,095501,131601,8,2/2,2,通信设备
36,603808,歌力思,10.031679153442383,10.42,242060565,3845947788.7599998,3845947809.6,6.391085624694824,13644917,095532,141053,1,2/2,2,服装家纺
37,600815,厦工股份,10.0,4.29,770974432,7610865319.2,7610865319.2,10.4002046585083,31970705,095623,100217,3,1/1,1,工程机械
38,603629,利通电子,10.003510475158691,62.68,936084448,16099483360.0,16445978400.0,5.991387844085693,95398960,095702,095702,0,1/1,1,消费电子
39,300658,延江股份,20.0,27.78,624692320,6264779308.92,9244187031.36,10.457509994506836,119634292,100015,100015,0,1/1,1,个护用品
40,002771,真视通,10.006497383117676,16.93,376731968,2954533109.15,3551306213.0,13.17540454864502,17643413,100251,100251,0,2/2,2,IT服务Ⅱ
41,600158,中体产业,9.990205764770508,11.23,1175623456,10775331742.41,10775331798.56,11.1251220703125,21899914,100410,134310,8,1/1,1,体育Ⅱ
42,603958,哈森股份,10.0,20.79,176853943,4560494400.0,4560494400.0,3.9546408653259277,73124667,100817,100817,0,1/1,1,服装家纺
43,000927,中国铁物,10.144927024841309,3.04,267614295,18393065766.24,18393075138.56,1.517112135887146,61428361,100818,100818,0,1/1,1,轨交设备
44,600982,宁波能源,10.047846794128418,6.9,1677731984,7711629646.5,7711629667.200001,22.382944107055664,9257730,101142,145521,9,2/2,2,电力
45,002475,立讯精密,9.991368293762207,50.97,13043880704,370514832322.35,371366630576.64,3.5888891220092773,524878560,101815,130330,1,1/1,1,消费电子
46,601999,出版传媒,10.013717651367188,8.02,156589856,4418335894.0,4418335926.08,3.645030975341797,101776927,101957,101957,0,1/1,1,出版
47,000690,宝新能源,10.0,5.61,1489921088,12198784413.75,12206730872.16,12.694114685058594,122025163,102015,104018,1,1/1,1,电力
48,000791,甘肃能源,9.98810863494873,9.25,1459718752,17904501520.5,30005517632.0,8.38229751586914,94639811,102100,142145,4,1/1,1,电力
49,600726,华电能源,10.017889022827148,6.15,2735127264,45973317679.200005,48630117580.8,6.180410385131836,60653391,102615,142345,5,12/7,1,电力
50,001316,润贝航科,10.011560440063477,47.58,121583056,5295255993.3,5477191683.599999,2.3642935752868652,130744606,103027,103027,0,1/1,1,炼化及贸
51,000978,桂林旅游,9.98509693145752,7.38,246672082,3454716375.0,3454799400.0,7.340030193328857,12540834,103900,103900,0,1/1,1,旅游及景
52,002761,浙江建投,10.064516067504883,8.53,207143082,9227655231.13,11301151472.48,2.3136236667633057,44139883,104009,104009,0,1/1,1,房屋建设
53,605168,三人行,10.01579761505127,34.82,147601362,7340647452.52,7340647452.52,2.0701651573181152,97360828,104013,104013,0,1/1,1,广告营销
54,001376,百通能源,10.030769348144531,17.88,281464544,3821900296.4399996,8240892000.0,7.597940921783447,138753949,105518,105518,0,1/1,1,电力
55,002038,双鹭药业,10.035211563110352,6.25,344774304,5324459181.25,6420937500.0,6.617763996124268,62993118,105533,105736,1,1/1,1,化学制药
56,600800,渤海化学,9.976798057556152,4.74,220495313,5260121223.84,5261614323.84,4.338921070098877,47511390,105550,105705,1,1/1,1,炼化及贸
57,002309,中利集团,9.978307723999023,5.07,5368929536,12199090801.560001,15248863537.44,45.609439849853516,46168210,105948,145600,9,4/4,4,光伏设备
58,600152,维科技术,10.021322250366211,10.32,798489744,5460099150.0,5460099160.32,14.928988456726074,72681696,110025,110025,0,1/1,1,电池
59,600527,江南高纤,9.956709861755371,2.54,414791248,4398672691.08,4398672675.84,9.813166618347168,22239739,110642,110718,1,2/2,2,纺织制造
60,300069,金利华电,20.01099395751953,21.83,489539920,2554110000.0,2554110000.0,20.36148452758789,78812827,111033,111033,0,1/1,1,电网设备
61,002941,新疆交建,9.979494094848633,16.09,548564896,11741696357.48,11741696293.12,4.799255847930908,80554054,111106,111106,0,1/1,1,基础建设
62,601002,晋亿实业,9.920635223388672,5.54,202989885,5287601588.8,5287601588.8,3.9547507762908936,76917653,111347,111347,0,1/1,1,通用设备
63,002730,电光科技,9.995746612548828,25.86,813867408,8948332696.8,9363385903.68,9.514187812805176,21704298,111448,111448,0,1/1,1,专用设备
64,600780,通宝能源,10.028653144836426,7.68,819308960,8805139376.64,8805139415.039999,9.548784255981445,12854016,111559,144250,11,1/1,1,电力
65,300245,天玑科技,20.017953872680664,13.37,490969072,4069541253.6099997,4078518072.16,12.731366157531738,41580700,111936,111936,0,1/1,1,IT服务Ⅱ
66,000659,珠海中富,10.026385307312012,4.17,203356948,5361379508.4,5361379541.76,3.926572322845459,50375197,130054,130054,0,1/1,1,包装印刷
67,603118,共进股份,9.974205017089844,12.79,785598448,10069265232.74,10069265156.0,7.995405197143555,41229357,130402,130402,0,1/1,1,通信设备
68,600251,冠农股份,9.990205764770508,11.23,186934122,8725637937.09,8725637948.32,2.193727493286133,90022903,130958,130958,0,1/1,1,农产品加
69,603933,睿能科技,10.014800071716309,22.3,147704973,4628244022.5,4628244022.5,3.3142759799957275,73592230,131109,131109,0,1/1,1,其他电子
70,603829,洛凯股份,10.0,28.49,230920633,5306722869.91,5306722869.91,4.488719463348389,48262060,131926,131926,0,1/1,1,电网设备
71,002580,圣阳股份,9.978768348693848,15.54,1203528144,7029344952.0,7053124135.679999,17.92085838317871,61945004,131957,132709,1,1/1,1,电池
72,301196,唯科科技,20.0,110.16,1201373312,9028891067.76,13804561267.92,14.431439399719238,78929640,132306,132306,0,1/1,1,塑料
73,003043,华亚智能,10.010741233825684,51.21,257181026,4292734376.16,6853473322.02,6.14140510559082,33391787,132348,135709,3,1/1,1,半导体
74,603179,新泉股份,10.0,66.0,1123672864,33669364938.0,33669364608.0,3.449169874191284,67636338,132429,134656,1,1/1,1,汽车零部
75,600433,冠豪高新,10.119048118591309,3.7,299674208,6476033162.1,6476033158.400001,4.753164291381836,13478730,133430,144745,2,1/1,1,造纸
76,002718,友邦吊顶,9.996479988098145,62.5,129076704,5873801500.0,8090489312.5,2.2904767990112305,83178125,133633,133633,0,1/1,1,装修建材
77,600191,华资实业,10.009182929992676,11.98,129075372,5809485360.0,5809485360.0,2.3114376068115234,77931098,134534,134534,0,1/1,1,农产品加
78,600698,湖南天雁,9.946236610412598,8.18,357345216,6793095241.38,8741456615.039999,5.550344467163086,71321272,135700,135700,0,2/2,2,汽车零部
79,601606,长城军工,9.989831924438477,43.27,2579483760,31337362868.000004,31337362868.000004,8.619293212890625,76392189,141816,143916,2,2/2,2,地面兵装
80,000592,平潭发展,10.049261093139648,11.17,3170908416,21391582655.329998,21577992608.32,15.567366600036621,282252886,142627,142627,0,1/1,1,林业Ⅱ
81,000993,闽东电力,10.021023750305176,15.7,932591152,6904036880.4,7189837859.2,14.12615966796875,121654590,142648,142648,0,1/1,1,电力
82,600345,长江通信,10.013755798339844,39.99,850329760,8460256287.030001,13181188998.720001,10.346419334411621,209415633,143433,143433,0,1/1,1,通信设备
83,600802,福建水泥,10.0,6.27,159640330,2873217468.0,2873217468.0,5.764302730560303,14600322,144450,144523,1,1/1,1,水泥
84,000753,漳州发展,9.936908721923828,6.97,282699488,6910623064.87,6910623071.84,4.271488666534424,63709285,145030,145030,0,1/1,1,综合Ⅱ
