ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260312,综合Ⅲ,东阳光,600673.SH,-0.64,2.58,24552319.8,2.28,4,14,行业板块,东财三级行业
BK1626.DC,20260312,稀土,中稀有色,600259.SH,0.17,4.48,32214203.2,2.99,1,3,行业板块,东财三级行业
BK1625.DC,20260312,钨,中钨高新,000657.SZ,-3.38,-0.88,31163768.0,6.39,0,4,行业板块,东财三级行业
BK1624.DC,20260312,其他小金属,天工股份,920068.BJ,-1.68,1.64,47512252.8,4.54,3,12,行业板块,东财三级行业
BK1623.DC,20260312,钼,金钼股份,601958.SH,-1.43,-1.43,7363111.2,1.38,0,1,行业板块,东财三级行业
BK1622.DC,20260312,镍,华友钴业,603799.SH,-0.75,-0.75,12802910.6,1.77,0,1,行业板块,东财三级行业
BK1621.DC,20260312,锂,永杉锂业,603399.SH,-2.0,-0.8,40312353.6,2.82,0,8,行业板块,东财三级行业
BK1620.DC,20260312,钴,腾远钴业,301219.SZ,-1.77,-1.67,3496697.3,2.45,0,2,行业板块,东财三级行业
BK1619.DC,20260312,其他金属新材料,深圳新星,603978.SH,-1.5,9.99,21896118.7,2.9,3,16,行业板块,东财三级行业
BK1618.DC,20260312,磁性材料,中科三环,000970.SZ,-1.55,0.73,19357522.2,2.39,2,12,行业板块,东财三级行业
BK1617.DC,20260312,黄金,赤峰黄金,600988.SH,-1.22,1.49,71215779.2,2.38,2,8,行业板块,东财三级行业
BK1616.DC,20260312,白银,盛达资源,000603.SZ,-3.23,-2.46,15804219.2,5.41,0,3,行业板块,东财三级行业
BK1615.DC,20260312,铜,众源新材,603527.SH,-0.82,10.04,210617620.8,1.9,2,14,行业板块,东财三级行业
BK1614.DC,20260312,铅锌,国城矿业,000688.SZ,-1.11,0.9,25992802.4,2.96,3,9,行业板块,东财三级行业
BK1613.DC,20260312,铝,新疆众和,600888.SH,1.72,8.45,133193396.8,3.74,21,8,行业板块,东财三级行业
BK1612.DC,20260312,农商行Ⅲ,渝农商行,601077.SH,1.58,2.53,27042040.0,1.12,10,0,行业板块,东财三级行业
BK1611.DC,20260312,国有大型银行Ⅲ,邮储银行,601658.SH,0.37,0.6,1019515494.4,0.11,6,0,行业板块,东财三级行业
BK1610.DC,20260312,股份制银行Ⅲ,光大银行,601818.SH,0.77,1.22,292629561.6,0.51,8,0,行业板块,东财三级行业
BK1609.DC,20260312,城商行Ⅲ,杭州银行,600926.SH,0.94,1.8,126179910.4,0.8,15,2,行业板块,东财三级行业
BK1608.DC,20260312,中药Ⅲ,金花股份,600080.SH,-0.6,2.87,85942443.2,1.28,15,50,行业板块,东财三级行业
BK1607.DC,20260312,医药流通,建发致新,301584.SZ,-0.47,1.24,25844416.7,1.03,10,13,行业板块,东财三级行业
BK1606.DC,20260312,线下药店,益丰药房,603939.SH,-0.51,2.26,8924665.4,0.83,1,7,行业板块,东财三级行业
BK1605.DC,20260312,医疗设备,翔宇医疗,688626.SH,-0.74,5.83,65192177.6,1.8,8,35,行业板块,东财三级行业
BK1604.DC,20260312,医疗耗材,可孚医疗,301087.SZ,-0.68,3.44,47286244.8,1.56,16,37,行业板块,东财三级行业
BK1603.DC,20260312,体外诊断,硕世生物,688399.SH,-0.53,9.36,27515947.2,1.44,7,31,行业板块,东财三级行业
