ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260403,综合Ⅲ,东阳光,600673.SH,-3.16,2.85,20644043.1,1.87,1,18,行业板块,东财三级行业
BK1626.DC,20260403,稀土,中稀有色,600259.SH,0.2,0.7,28802451.2,1.63,3,1,行业板块,东财三级行业
BK1625.DC,20260403,钨,中钨高新,000657.SZ,-1.14,0.22,23557392.7,2.4,1,3,行业板块,东财三级行业
BK1624.DC,20260403,其他小金属,云南锗业,002428.SZ,-1.4,8.86,41951673.6,3.53,2,13,行业板块,东财三级行业
BK1623.DC,20260403,钼,金钼股份,601958.SH,-1.28,-1.28,10036685.0,2.17,0,2,行业板块,东财三级行业
BK1622.DC,20260403,镍,华友钴业,603799.SH,-2.64,-2.64,10891009.2,2.03,0,1,行业板块,东财三级行业
BK1621.DC,20260403,锂,赣锋锂业,002460.SZ,-2.02,-0.23,42859561.6,4.74,0,8,行业板块,东财三级行业
BK1620.DC,20260403,钴,腾远钴业,301219.SZ,-2.25,-2.04,3008135.1,1.41,0,2,行业板块,东财三级行业
BK1619.DC,20260403,其他金属新材料,博迁新材,605376.SH,-1.9,5.62,20038609.7,1.64,4,16,行业板块,东财三级行业
BK1618.DC,20260403,磁性材料,新莱福,301323.SZ,-0.75,3.23,16821333.9,1.11,3,11,行业板块,东财三级行业
BK1617.DC,20260403,黄金,中金黄金,600489.SH,-0.96,1.06,62726521.6,1.39,4,6,行业板块,东财三级行业
BK1616.DC,20260403,白银,盛达资源,000603.SZ,-1.17,-0.08,12857130.9,2.96,0,3,行业板块,东财三级行业
BK1615.DC,20260403,铜,海亮股份,002203.SZ,-1.81,2.45,183330414.4,1.03,2,15,行业板块,东财三级行业
BK1614.DC,20260403,铅锌,国城矿业,000688.SZ,-1.95,0.83,22586957.4,1.42,2,9,行业板块,东财三级行业
BK1613.DC,20260403,铝,利源股份,002501.SZ,-2.91,3.16,110211564.8,2.18,3,27,行业板块,东财三级行业
BK1612.DC,20260403,农商行Ⅲ,无锡银行,600908.SH,-1.38,-0.7,27242673.6,0.67,0,10,行业板块,东财三级行业
BK1611.DC,20260403,国有大型银行Ⅲ,农业银行,601288.SH,-1.55,-1.16,1063380019.2,0.13,0,6,行业板块,东财三级行业
BK1610.DC,20260403,股份制银行Ⅲ,光大银行,601818.SH,-0.89,0.0,295364368.0,0.3,0,8,行业板块,东财三级行业
BK1609.DC,20260403,城商行Ⅲ,杭州银行,600926.SH,-1.21,0.24,124913204.8,0.51,1,16,行业板块,东财三级行业
BK1608.DC,20260403,中药Ⅲ,新天药业,002873.SZ,-2.4,3.74,83904710.4,2.31,5,62,行业板块,东财三级行业
BK1607.DC,20260403,医药流通,重药控股,000950.SZ,0.02,10.02,26586858.3,5.35,8,16,行业板块,东财三级行业
BK1606.DC,20260403,线下药店,华人健康,301408.SZ,-1.56,3.14,8586846.8,2.59,1,7,行业板块,东财三级行业
BK1605.DC,20260403,医疗设备,海泰新光,688677.SH,-2.52,12.82,59661419.2,1.55,2,41,行业板块,东财三级行业
BK1604.DC,20260403,医疗耗材,康拓医疗,688314.SH,-2.65,6.46,46280526.4,2.74,4,50,行业板块,东财三级行业
BK1603.DC,20260403,体外诊断,浩欧博,688656.SH,-3.21,2.36,27029758.4,2.35,1,39,行业板块,东财三级行业
BK1602.DC,20260403,诊断服务,金域医学,603882.SH,-3.67,-2.62,4735948.7,2.27,0,5,行业板块,东财三级行业
BK1601.DC,20260403,医院,普瑞眼科,301239.SZ,-3.68,1.5,21536331.6,1.87,2,13,行业板块,东财三级行业
BK1600.DC,20260403,医疗研发外包,百奥赛图,688796.SH,-2.65,8.5,68805859.2,3.96,5,23,行业板块,东财三级行业
BK1599.DC,20260403,其他医疗服务,合富中国,603122.SH,-1.06,7.76,2615656.7,6.99,1,4,行业板块,东财三级行业
BK1598.DC,20260403,疫苗,辽宁成大,600739.SH,-2.64,-0.97,23395007.8,1.2,0,14,行业板块,东财三级行业
BK1597.DC,20260403,血液制品,卫光生物,002880.SZ,-2.61,-1.86,9997113.7,0.51,0,6,行业板块,东财三级行业
BK1596.DC,20260403,其他生物制品,诺思兰德,920047.BJ,-2.74,3.59,69274564.8,3.0,4,34,行业板块,东财三级行业
BK1595.DC,20260403,原料药,津药药业,600488.SH,-3.24,9.94,35297566.4,4.02,2,44,行业板块,东财三级行业
BK1594.DC,20260403,化学制剂,莱美药业,300006.SZ,-2.51,20.07,217367900.8,3.9,11,103,行业板块,东财三级行业
BK1593.DC,20260403,通信终端及配件,中瓷电子,003031.SZ,-0.7,10.0,38054065.6,3.09,9,19,行业板块,东财三级行业
BK1592.DC,20260403,通信线缆及配套,汇源通信,000586.SZ,2.34,10.03,66085715.2,9.07,8,4,行业板块,东财三级行业
BK1591.DC,20260403,通信网络设备及器件,通宇通讯,002792.SZ,2.06,10.0,224132886.4,4.42,22,13,行业板块,东财三级行业
BK1590.DC,20260403,其他通信设备,长江通信,600345.SH,-1.37,1.0,9324802.2,1.95,1,13,行业板块,东财三级行业
BK1589.DC,20260403,通信应用增值服务,光环新网,300383.SZ,-1.41,3.69,28590198.4,4.37,4,13,行业板块,东财三级行业
BK1588.DC,20260403,通信工程及服务,中贝通信,603220.SH,-0.99,6.28,10726365.6,4.01,4,16,行业板块,东财三级行业
BK1587.DC,20260403,电信运营商,中国联通,600050.SH,0.25,0.68,267527822.4,0.21,2,1,行业板块,东财三级行业
BK1586.DC,20260403,软饮料,承德露露,000848.SZ,-2.52,-0.88,18813755.1,0.88,0,8,行业板块,东财三级行业
