ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002828.SZ,2026-04-02,13.29,13.79,13.01,13.79,12.54,1.25,9.9681,280456.7,381553.457
002828.SZ,2026-04-01,12.71,12.88,12.53,12.54,12.93,-0.39,-3.0162,189068.0,239719.62
002828.SZ,2026-03-31,13.02,13.4,12.69,12.93,13.16,-0.23,-1.7477,239523.4,311125.757
002828.SZ,2026-03-30,13.31,13.4,12.68,13.16,12.96,0.2,1.5432,294733.6,384714.638
002828.SZ,2026-03-27,12.36,13.11,12.36,12.96,12.52,0.44,3.5144,261550.0,332034.752
002828.SZ,2026-03-26,12.58,12.75,12.3,12.52,12.56,-0.04,-0.3185,217488.0,272241.596
002828.SZ,2026-03-25,12.0,12.59,11.9,12.56,12.4,0.16,1.2903,201448.0,249217.343
002828.SZ,2026-03-24,12.23,12.4,11.91,12.4,12.45,-0.05,-0.4016,213830.0,260382.017
002828.SZ,2026-03-23,12.29,12.7,12.01,12.45,12.37,0.08,0.6467,299106.6,372450.938
002828.SZ,2026-03-20,12.55,12.78,12.24,12.37,13.35,-0.98,-7.3408,305804.9,381561.621
002828.SZ,2026-03-19,13.51,13.68,13.05,13.35,13.21,0.14,1.0598,376760.32,504347.781
002828.SZ,2026-03-18,13.52,13.53,13.04,13.21,14.05,-0.84,-5.9786,295993.6,390698.849
002828.SZ,2026-03-17,13.85,14.23,13.5,14.05,14.15,-0.1,-0.7067,379850.7,525881.72
002828.SZ,2026-03-16,14.47,14.91,14.0,14.15,13.88,0.27,1.9452,434473.6,625752.834
002828.SZ,2026-03-13,14.12,14.25,13.64,13.88,13.87,0.01,0.0721,317015.9,442089.535
002828.SZ,2026-03-12,14.1,14.44,13.63,13.87,13.89,-0.02,-0.144,414265.2,580625.083
002828.SZ,2026-03-11,13.75,13.96,13.55,13.89,13.77,0.12,0.8715,376602.0,518334.121
002828.SZ,2026-03-10,13.3,14.05,13.3,13.77,14.78,-1.01,-6.8336,532904.82,730789.86
002828.SZ,2026-03-09,16.26,16.27,14.73,14.78,14.79,-0.01,-0.0676,719187.3,1126805.836
002828.SZ,2026-03-06,14.36,14.97,14.22,14.79,14.78,0.01,0.0677,466184.23,677740.7
002828.SZ,2026-03-05,15.28,16.05,14.73,14.78,16.36,-1.58,-9.6577,675256.4,1027957.442
002828.SZ,2026-03-04,17.89,17.9,14.73,16.36,16.37,-0.01,-0.0611,910544.36,1436722.055
002828.SZ,2026-03-03,15.54,16.37,15.54,16.37,14.88,1.49,10.0134,246351.3,400197.823
