ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260331,综合Ⅲ,漳州发展,000753.SZ,-1.19,2.08,21053470.7,2.28,3,15,行业板块,东财三级行业
BK1626.DC,20260331,稀土,北方稀土,600111.SH,0.56,1.21,28898804.8,2.34,4,0,行业板块,东财三级行业
BK1625.DC,20260331,钨,中钨高新,000657.SZ,-2.74,-2.27,24534502.3,4.1,0,4,行业板块,东财三级行业
BK1624.DC,20260331,其他小金属,天工股份,920068.BJ,-2.37,0.24,42975940.8,4.83,1,14,行业板块,东财三级行业
BK1623.DC,20260331,钼,金钼股份,601958.SH,-1.12,-1.12,11083396.0,4.08,1,1,行业板块,东财三级行业
BK1622.DC,20260331,镍,华友钴业,603799.SH,-1.71,-1.71,11139480.5,2.36,0,1,行业板块,东财三级行业
BK1621.DC,20260331,锂,中矿资源,002738.SZ,-3.93,1.13,43036193.6,6.11,1,7,行业板块,东财三级行业
BK1620.DC,20260331,钴,腾远钴业,301219.SZ,-2.18,-1.62,3052776.8,1.93,0,2,行业板块,东财三级行业
BK1619.DC,20260331,其他金属新材料,天力复合,920576.BJ,-1.53,7.91,20474915.3,2.21,2,18,行业板块,东财三级行业
BK1618.DC,20260331,磁性材料,新莱福,301323.SZ,-0.08,12.49,16883501.9,1.76,3,11,行业板块,东财三级行业
BK1617.DC,20260331,黄金,四川黄金,001337.SZ,0.33,5.14,63078233.6,2.98,4,6,行业板块,东财三级行业
BK1616.DC,20260331,白银,湖南白银,002716.SZ,0.08,0.33,13217686.7,6.72,1,1,行业板块,东财三级行业
BK1615.DC,20260331,铜,金田股份,601609.SH,-0.76,4.36,182463563.2,1.78,4,13,行业板块,东财三级行业
BK1614.DC,20260331,铅锌,株冶集团,600961.SH,-2.39,-0.17,22825606.3,2.55,0,12,行业板块,东财三级行业
BK1613.DC,20260331,铝,闽发铝业,002578.SZ,-1.96,10.09,111352425.6,4.24,5,25,行业板块,东财三级行业
BK1612.DC,20260331,农商行Ⅲ,沪农商行,601825.SH,0.46,1.45,27392177.6,0.8,7,1,行业板块,东财三级行业
BK1611.DC,20260331,国有大型银行Ⅲ,中国银行,601988.SH,1.76,3.53,1071829478.4,0.23,6,0,行业板块,东财三级行业
BK1610.DC,20260331,股份制银行Ⅲ,浦发银行,600000.SH,-0.21,1.7,296034630.4,0.57,5,4,行业板块,东财三级行业
BK1609.DC,20260331,城商行Ⅲ,青岛银行,002948.SZ,0.39,1.17,125915230.4,0.69,13,4,行业板块,东财三级行业
BK1608.DC,20260331,中药Ⅲ,ST百灵,002424.SZ,-0.86,2.17,83491902.4,1.48,11,53,行业板块,东财三级行业
