ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002309.SZ,2026-03-30,4.26,4.76,4.16,4.76,4.33,0.43,9.9307,8751012.85,3939074.631
002309.SZ,2026-03-27,4.53,4.63,4.27,4.33,4.74,-0.41,-8.6498,8545243.29,3729279.793
002309.SZ,2026-03-26,4.81,5.3,4.64,4.74,5.07,-0.33,-6.5089,8995759.54,4451582.123
002309.SZ,2026-03-25,4.83,5.07,4.67,5.07,4.61,0.46,9.9783,10974234.17,5368929.441
002309.SZ,2026-03-24,4.61,4.61,4.61,4.61,4.19,0.42,10.0239,574293.1,264749.119
002309.SZ,2026-03-23,4.19,4.19,4.19,4.19,3.81,0.38,9.9738,732896.3,307083.55
002309.SZ,2026-03-20,3.48,3.81,3.48,3.81,3.46,0.35,10.1156,2119219.67,794153.929
002309.SZ,2026-03-19,3.45,3.6,3.42,3.46,3.52,-0.06,-1.7045,1843733.44,645372.508
002309.SZ,2026-03-18,3.52,3.7,3.45,3.52,3.5,0.02,0.5714,2117625.3,753719.691
002309.SZ,2026-03-17,3.41,3.64,3.41,3.5,3.43,0.07,2.0408,1845738.71,648333.226
002309.SZ,2026-03-16,3.49,3.58,3.4,3.43,3.47,-0.04,-1.1527,1173619.4,407084.11
002309.SZ,2026-03-13,3.56,3.6,3.45,3.47,3.57,-0.1,-2.8011,1420837.9,498260.067
002309.SZ,2026-03-12,3.5,3.68,3.5,3.57,3.53,0.04,1.1331,1810983.66,649970.364
002309.SZ,2026-03-11,3.48,3.58,3.44,3.53,3.5,0.03,0.8571,1316938.86,463264.303
002309.SZ,2026-03-10,3.48,3.52,3.39,3.5,3.5,0.0,0.0,1279601.3,444556.016
002309.SZ,2026-03-09,3.44,3.5,3.41,3.5,3.48,0.02,0.5747,1261718.24,437634.21
002309.SZ,2026-03-06,3.36,3.52,3.33,3.48,3.37,0.11,3.2641,1475790.31,510240.74
002309.SZ,2026-03-05,3.42,3.46,3.33,3.37,3.36,0.01,0.2976,1435447.55,487108.202
