ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002678.SZ,2026-04-03,5.62,6.07,5.59,6.07,5.52,0.55,9.9638,596657.94,354342.71
002678.SZ,2026-04-02,5.24,5.52,5.22,5.52,5.26,0.26,4.943,237596.65,128589.224
002678.SZ,2026-04-01,5.5,5.52,5.15,5.26,5.45,-0.19,-3.4862,215999.61,113242.221
002678.SZ,2026-03-31,5.3,5.59,5.28,5.45,5.32,0.13,2.4436,231192.3,125769.945
002678.SZ,2026-03-30,5.18,5.34,5.17,5.32,5.26,0.06,1.1407,88888.0,46946.759
002678.SZ,2026-03-27,5.1,5.28,5.07,5.26,5.17,0.09,1.7408,77319.0,40244.796
002678.SZ,2026-03-26,5.17,5.26,5.11,5.17,5.18,-0.01,-0.1931,79721.31,41343.539
002678.SZ,2026-03-25,5.11,5.19,5.06,5.18,5.06,0.12,2.3715,75912.75,39038.018
002678.SZ,2026-03-24,4.96,5.07,4.86,5.06,4.83,0.23,4.7619,113891.8,56512.655
002678.SZ,2026-03-23,5.13,5.14,4.81,4.83,5.22,-0.39,-7.4713,175509.0,86748.552
002678.SZ,2026-03-20,5.22,5.39,5.2,5.22,5.21,0.01,0.1919,166753.99,88322.349
002678.SZ,2026-03-19,5.35,5.36,5.18,5.21,5.38,-0.17,-3.1599,116158.81,60870.711
002678.SZ,2026-03-18,5.24,5.51,5.24,5.38,5.23,0.15,2.8681,169102.09,90625.953
002678.SZ,2026-03-17,5.35,5.37,5.22,5.23,5.33,-0.1,-1.8762,103128.2,54553.06
002678.SZ,2026-03-16,5.28,5.33,5.22,5.33,5.28,0.05,0.947,108640.5,57406.976
002678.SZ,2026-03-13,5.38,5.39,5.24,5.28,5.39,-0.11,-2.0408,151751.2,80720.536
002678.SZ,2026-03-12,5.69,5.69,5.38,5.39,5.66,-0.27,-4.7703,177833.2,97244.601
002678.SZ,2026-03-11,5.74,5.82,5.64,5.66,5.73,-0.07,-1.2216,161501.1,92374.459
002678.SZ,2026-03-10,5.58,5.83,5.55,5.73,5.53,0.2,3.6166,225564.11,128895.047
002678.SZ,2026-03-09,5.77,5.77,5.34,5.53,5.87,-0.34,-5.7922,266969.3,146618.097
002678.SZ,2026-03-06,5.76,5.88,5.68,5.87,5.76,0.11,1.9097,171044.55,99551.14
002678.SZ,2026-03-05,5.89,5.93,5.74,5.76,5.78,-0.02,-0.346,183266.62,106799.382
002678.SZ,2026-03-04,5.74,5.8,5.62,5.78,5.82,-0.04,-0.6873,207522.11,119036.614
