ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260317,综合Ⅲ,亚泰集团,600881.SH,-1.35,1.73,23223256.6,1.99,1,18,行业板块,东财三级行业
BK1626.DC,20260317,稀土,北方稀土,600111.SH,-2.22,-1.21,30129132.8,2.29,0,4,行业板块,东财三级行业
BK1625.DC,20260317,钨,翔鹭钨业,002842.SZ,-1.62,0.18,27027192.0,5.12,1,3,行业板块,东财三级行业
BK1624.DC,20260317,其他小金属,天工股份,920068.BJ,-2.33,0.18,45013630.4,3.59,1,14,行业板块,东财三级行业
BK1623.DC,20260317,钼,金钼股份,601958.SH,-2.18,-2.18,6814588.4,0.81,0,1,行业板块,东财三级行业
BK1622.DC,20260317,镍,华友钴业,603799.SH,-2.46,-2.46,11733156.2,2.43,0,1,行业板块,东财三级行业
BK1621.DC,20260317,锂,盛新锂能,002240.SZ,-2.33,-0.97,39100289.6,2.57,0,8,行业板块,东财三级行业
BK1620.DC,20260317,钴,腾远钴业,301219.SZ,-2.55,-1.55,3302665.0,2.94,0,2,行业板块,东财三级行业
BK1619.DC,20260317,其他金属新材料,惠同新材,920751.BJ,-2.74,0.66,20413673.8,2.52,2,17,行业板块,东财三级行业
BK1618.DC,20260317,磁性材料,天和磁材,603072.SH,-3.37,-1.04,17995163.2,2.42,0,14,行业板块,东财三级行业
BK1617.DC,20260317,黄金,招金黄金,000506.SZ,0.85,4.94,66845249.6,2.23,5,4,行业板块,东财三级行业
BK1616.DC,20260317,白银,盛达资源,000603.SZ,-0.46,0.07,14622179.1,3.87,1,1,行业板块,东财三级行业
BK1615.DC,20260317,铜,众源新材,603527.SH,-1.59,1.52,198575560.0,1.66,3,14,行业板块,东财三级行业
BK1614.DC,20260317,铅锌,金徽股份,603132.SH,-1.61,0.4,24147886.9,2.72,3,9,行业板块,东财三级行业
BK1613.DC,20260317,铝,豪美新材,002988.SZ,-3.21,0.66,121150896.0,2.62,1,29,行业板块,东财三级行业
BK1612.DC,20260317,农商行Ⅲ,瑞丰银行,601528.SH,0.69,1.06,27647003.2,0.93,10,0,行业板块,东财三级行业
BK1611.DC,20260317,国有大型银行Ⅲ,工商银行,601398.SH,1.42,1.93,1042845132.8,0.17,6,0,行业板块,东财三级行业
BK1610.DC,20260317,股份制银行Ⅲ,中信银行,601998.SH,1.11,3.44,297951265.6,0.47,8,1,行业板块,东财三级行业
BK1609.DC,20260317,城商行Ⅲ,南京银行,601009.SH,0.2,1.77,127827033.6,0.69,11,6,行业板块,东财三级行业
BK1608.DC,20260317,中药Ⅲ,达仁堂,600329.SH,-0.65,3.01,86298208.0,1.29,20,42,行业板块,东财三级行业
BK1607.DC,20260317,医药流通,建发致新,301584.SZ,-0.66,2.9,25840725.1,1.35,3,18,行业板块,东财三级行业
BK1606.DC,20260317,线下药店,益丰药房,603939.SH,-0.73,0.33,8884028.2,0.9,1,7,行业板块,东财三级行业
BK1605.DC,20260317,医疗设备,北芯生命-U,688712.SH,-1.47,3.37,64379750.4,1.87,8,34,行业板块,东财三级行业
BK1604.DC,20260317,医疗耗材,中红医疗,300981.SZ,-0.88,8.33,47880060.8,2.64,13,40,行业板块,东财三级行业
BK1603.DC,20260317,体外诊断,基蛋生物,603387.SH,-0.87,10.02,27309928.0,4.06,10,29,行业板块,东财三级行业
BK1602.DC,20260317,诊断服务,华大基因,300676.SZ,-1.52,-0.92,5167395.9,1.61,0,5,行业板块,东财三级行业
BK1601.DC,20260317,医院,盈康生命,300143.SZ,-1.47,1.09,23481886.4,2.11,3,11,行业板块,东财三级行业
BK1600.DC,20260317,医疗研发外包,皓元医药,688131.SH,-2.55,1.85,61975443.2,2.01,2,27,行业板块,东财三级行业
BK1599.DC,20260317,其他医疗服务,*ST生物,000504.SZ,-1.58,1.19,2634182.3,3.93,1,4,行业板块,东财三级行业
BK1598.DC,20260317,疫苗,辽宁成大,600739.SH,-1.24,0.5,24310156.6,0.8,4,9,行业板块,东财三级行业
BK1597.DC,20260317,血液制品,上海莱士,002252.SZ,-0.84,0.0,10848626.4,0.56,0,5,行业板块,东财三级行业
BK1596.DC,20260317,其他生物制品,三生国健,688336.SH,-0.41,6.49,63529438.4,1.59,13,25,行业板块,东财三级行业
BK1595.DC,20260317,原料药,美诺华,603538.SH,-1.65,4.89,35225220.8,2.53,6,39,行业板块,东财三级行业
BK1594.DC,20260317,化学制剂,信立泰,002294.SZ,-0.48,5.84,209444291.2,1.49,35,76,行业板块,东财三级行业
BK1593.DC,20260317,通信终端及配件,移远通信,603236.SH,-3.91,-0.64,40295534.4,3.84,0,28,行业板块,东财三级行业
BK1592.DC,20260317,通信线缆及配套,神宇股份,300563.SZ,-5.3,2.16,48366964.8,6.31,1,11,行业板块,东财三级行业
BK1591.DC,20260317,通信网络设备及器件,海能达,002583.SZ,-5.43,-1.0,202469744.0,3.99,0,36,行业板块,东财三级行业
BK1590.DC,20260317,其他通信设备,宁通信B,200468.SZ,-3.37,0.21,9721725.3,2.08,1,13,行业板块,东财三级行业
BK1589.DC,20260317,通信应用增值服务,梦网科技,002123.SZ,-2.96,-1.3,28972804.8,6.03,0,17,行业板块,东财三级行业
BK1588.DC,20260317,通信工程及服务,亚联发展,002316.SZ,-2.33,-0.18,11286944.3,3.48,1,19,行业板块,东财三级行业
BK1587.DC,20260317,电信运营商,中国移动,600941.SH,-0.37,0.04,283034512.0,0.31,1,2,行业板块,东财三级行业
BK1586.DC,20260317,软饮料,养元饮品,603156.SH,-1.05,1.9,21210964.7,1.44,1,6,行业板块,东财三级行业
BK1585.DC,20260317,乳品,三元股份,600429.SH,-1.32,1.27,26630877.9,1.17,3,16,行业板块,东财三级行业
BK1584.DC,20260317,熟食,煌上煌,002695.SZ,-1.75,-0.29,2478956.3,1.07,0,3,行业板块,东财三级行业
BK1583.DC,20260317,零食,有友食品,603697.SH,-0.95,0.54,10535529.1,1.67,1,10,行业板块,东财三级行业
BK1582.DC,20260317,烘焙食品,麦趣尔,002719.SZ,-1.19,1.26,4707613.2,1.03,2,7,行业板块,东财三级行业
BK1581.DC,20260317,预加工食品,安井食品,603345.SH,-1.54,-0.22,6909275.3,1.65,0,11,行业板块,东财三级行业
BK1580.DC,20260317,肉制品,华统股份,002840.SZ,-1.01,0.39,13095975.0,1.34,1,6,行业板块,东财三级行业
BK1579.DC,20260317,保健品,技源集团,603262.SH,0.17,1.95,6303477.8,5.14,4,4,行业板块,东财三级行业
BK1578.DC,20260317,其他酒类,古越龙山,600059.SH,-0.9,0.0,7195245.0,0.87,0,9,行业板块,东财三级行业
BK1577.DC,20260317,啤酒,*ST兰黄,000929.SZ,0.17,1.37,18157600.6,1.02,4,3,行业板块,东财三级行业
BK1576.DC,20260317,调味发酵品Ⅲ,千禾味业,603027.SH,0.12,4.64,36919900.8,2.21,8,7,行业板块,东财三级行业
BK1575.DC,20260317,白酒Ⅲ,贵州茅台,600519.SH,-0.69,1.7,297863128.0,0.96,3,17,行业板块,东财三级行业
BK1574.DC,20260317,油气开采Ⅲ,*ST新潮,600777.SH,-0.47,2.16,199729385.6,5.71,1,3,行业板块,东财三级行业
BK1573.DC,20260317,油田服务,仁智股份,002629.SZ,-0.16,9.94,22603176.2,2.31,2,6,行业板块,东财三级行业
BK1572.DC,20260317,油气及炼化工程,通源石油,300164.SZ,-1.48,2.81,9045581.7,4.33,1,5,行业板块,东财三级行业
BK1571.DC,20260317,油品石化贸易,和顺石油,603353.SH,-1.75,5.42,7754036.7,5.37,1,6,行业板块,东财三级行业
BK1570.DC,20260317,其他石化,大庆华科,000985.SZ,-2.35,-0.05,12609394.2,3.44,0,14,行业板块,东财三级行业
BK1569.DC,20260317,炼油化工,中国石油,601857.SH,-1.67,0.25,340625459.2,0.32,1,9,行业板块,东财三级行业
BK1568.DC,20260317,人力资源服务,北京人力,600861.SH,-0.96,0.0,2702720.0,0.65,0,2,行业板块,东财三级行业
BK1567.DC,20260317,其他专业服务,国义招标,920039.BJ,-3.44,-1.6,1455503.5,2.04,0,4,行业板块,东财三级行业
BK1566.DC,20260317,检测服务,天溯计量,301449.SZ,-1.63,9.15,16163458.4,2.79,3,20,行业板块,东财三级行业
BK1565.DC,20260317,会展服务,米奥会展,300795.SZ,-1.49,-0.48,1637441.9,1.41,0,3,行业板块,东财三级行业
BK1564.DC,20260317,体育Ⅲ,中体产业,600158.SH,-4.61,-3.63,1268161.0,4.42,0,2,行业板块,东财三级行业
BK1563.DC,20260317,自然景区,九华旅游,603199.SH,-0.93,0.68,7374674.6,2.11,1,11,行业板块,东财三级行业
BK1562.DC,20260317,人工景区,中青旅,600138.SH,-2.13,-0.52,4050039.1,1.44,0,5,行业板块,东财三级行业
BK1561.DC,20260317,旅游综合,陕西旅游,603402.SH,-0.81,1.38,5164286.4,2.43,2,6,行业板块,东财三级行业
BK1560.DC,20260317,酒店,首旅酒店,600258.SH,1.46,4.19,7340606.8,1.85,5,1,行业板块,东财三级行业
BK1559.DC,20260317,餐饮,全 聚 德,002186.SZ,-1.53,-0.64,1463190.1,2.25,0,4,行业板块,东财三级行业
BK1558.DC,20260317,学历教育,国脉科技,002093.SZ,-2.41,-2.17,1374429.9,1.31,0,2,行业板块,东财三级行业
BK1557.DC,20260317,培训教育,学大教育,000526.SZ,-2.41,0.09,5780803.7,2.09,1,10,行业板块,东财三级行业
BK1556.DC,20260317,教育运营及其他,*ST国化,600636.SH,-1.58,-0.93,2293335.7,1.93,0,3,行业板块,东财三级行业
BK1555.DC,20260317,专业连锁Ⅲ,吉峰科技,300022.SZ,-1.79,2.79,5704226.9,2.41,1,6,行业板块,东财三级行业
BK1554.DC,20260317,商业物业经营,全新好,000007.SZ,-0.42,3.62,22103402.2,1.05,5,10,行业板块,东财三级行业
BK1553.DC,20260317,多业态零售,重庆百货,600729.SH,-1.43,0.43,8591250.4,2.67,2,13,行业板块,东财三级行业
BK1552.DC,20260317,超市,步步高,002251.SZ,-0.42,0.65,8457638.6,1.74,2,5,行业板块,东财三级行业
BK1551.DC,20260317,百货,华联股份,000882.SZ,-1.35,1.09,16751695.3,1.83,1,21,行业板块,东财三级行业
BK1550.DC,20260317,贸易Ⅲ,苏豪汇鸿,600981.SH,-1.46,0.0,15718581.3,2.13,0,13,行业板块,东财三级行业
BK1549.DC,20260317,旅游零售Ⅲ,中国中免,601888.SH,0.04,0.24,16821646.6,1.41,1,1,行业板块,东财三级行业
BK1548.DC,20260317,综合电商,ST易购,002024.SZ,-0.6,0.0,3543627.2,0.43,0,2,行业板块,东财三级行业
BK1547.DC,20260317,跨境电商,星徽股份,300464.SZ,-0.9,2.83,5075046.5,4.28,2,5,行业板块,东财三级行业
BK1546.DC,20260317,电商服务,若羽臣,003010.SZ,-2.14,0.27,4450733.1,2.13,1,6,行业板块,东财三级行业
BK1545.DC,20260317,特种纸,宜宾纸业,600793.SH,-2.23,1.67,7691325.7,3.11,1,12,行业板块,东财三级行业
BK1544.DC,20260317,大宗用纸,林平发展,603284.SH,0.1,3.68,11701036.6,2.12,4,7,行业板块,东财三级行业
BK1543.DC,20260317,娱乐用品,群兴玩具,002575.SZ,-1.95,5.44,8476567.6,4.99,2,16,行业板块,东财三级行业
BK1542.DC,20260317,文化用品,晨光股份,603899.SH,-1.54,0.04,4479164.4,1.12,1,4,行业板块,东财三级行业
BK1541.DC,20260317,卫浴制品,松霖科技,603992.SH,1.32,10.01,4137425.3,2.63,3,4,行业板块,东财三级行业
BK1540.DC,20260317,其他家居用品,悍高集团,001221.SZ,-1.96,5.3,20675565.9,1.79,2,22,行业板块,东财三级行业
BK1539.DC,20260317,定制家居,欧派家居,603833.SH,-0.66,3.43,10702758.1,2.43,5,11,行业板块,东财三级行业
BK1538.DC,20260317,瓷砖地板,菲林格尔,603226.SH,-0.44,5.98,8388033.5,1.72,4,8,行业板块,东财三级行业
BK1537.DC,20260317,成品家居,喜临门,603008.SH,-1.04,2.86,13023420.3,2.4,4,13,行业板块,东财三级行业
BK1536.DC,20260317,综合包装,康欣新材,600076.SH,-2.06,-1.12,1878368.7,2.09,0,6,行业板块,东财三级行业
BK1535.DC,20260317,纸包装,顺灏股份,002565.SZ,-1.4,10.0,13251295.4,2.48,3,18,行业板块,东财三级行业
BK1534.DC,20260317,印刷,江天科技,920121.BJ,-0.57,3.54,2606940.6,3.53,1,4,行业板块,东财三级行业
BK1533.DC,20260317,塑料包装,喜悦智行,301198.SZ,-2.54,0.0,4193690.2,2.19,0,7,行业板块,东财三级行业
BK1532.DC,20260317,金属包装,嘉美包装,002969.SZ,-0.66,3.42,7281802.1,2.41,1,5,行业板块,东财三级行业
BK1531.DC,20260317,商用载客车,中通客车,000957.SZ,0.57,2.66,9484297.9,1.95,3,2,行业板块,东财三级行业
BK1530.DC,20260317,商用载货车,江铃汽车,000550.SZ,-0.31,1.33,25689917.6,1.28,1,7,行业板块,东财三级行业
BK1529.DC,20260317,汽车电子电气系统,大明电子,603376.SH,-1.09,6.81,44820462.4,2.29,8,31,行业板块,东财三级行业
BK1528.DC,20260317,其他汽车零部件,至信股份,603352.SH,-1.75,8.14,39118339.2,2.18,7,48,行业板块,东财三级行业
BK1527.DC,20260317,轮胎轮毂,兴民智通,002355.SZ,-1.58,0.54,27795782.4,1.62,1,20,行业板块,东财三级行业
BK1526.DC,20260317,底盘与发动机系统,纳百川,301667.SZ,-1.09,20.0,124605745.6,4.0,18,92,行业板块,东财三级行业
BK1525.DC,20260317,车身附件及饰件,金钟股份,301133.SZ,-1.24,3.52,54856596.8,1.92,11,31,行业板块,东财三级行业
BK1524.DC,20260317,汽车综合服务,中国汽研,601965.SH,-1.52,-1.04,4196076.3,1.02,0,5,行业板块,东财三级行业
BK1523.DC,20260317,汽车经销商,申华控股,600653.SH,-0.85,0.52,2405242.0,1.25,1,5,行业板块,东财三级行业
BK1522.DC,20260317,其他运输设备,九号公司-WD,689009.SH,-1.24,1.65,8560371.6,1.46,2,7,行业板块,东财三级行业
BK1521.DC,20260317,摩托车,涛涛车业,301345.SZ,-0.6,3.08,16417558.2,0.68,2,7,行业板块,东财三级行业
BK1520.DC,20260317,综合乘用车,海马汽车,000572.SZ,1.61,10.0,58521982.4,0.71,2,4,行业板块,东财三级行业
BK1519.DC,20260317,电动乘用车,赛力斯,601127.SH,-1.34,-0.33,116673651.2,1.82,0,3,行业板块,东财三级行业
BK1518.DC,20260317,种子,康农种业,920403.BJ,-3.63,-0.56,7090619.4,10.32,0,10,行业板块,东财三级行业
BK1517.DC,20260317,食用菌,众兴菌业,002772.SZ,-3.02,-2.02,1650013.9,2.86,0,4,行业板块,东财三级行业
BK1516.DC,20260317,其他种植业,宏辉果蔬,603336.SH,-4.09,-2.88,5464946.1,5.75,0,5,行业板块,东财三级行业
BK1515.DC,20260317,粮食种植,苏垦农发,601952.SH,-2.65,-2.61,4513618.5,1.91,0,2,行业板块,东财三级行业
BK1514.DC,20260317,水产养殖,好当家,600467.SH,-3.34,-2.17,1383888.0,6.47,0,4,行业板块,东财三级行业
BK1513.DC,20260317,海洋捕捞,中  鲁Ｂ,200992.SZ,-3.6,-0.4,734928.8,7.95,0,3,行业板块,东财三级行业
