ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002923.SZ,2026-04-01,16.01,17.24,16.01,17.24,15.67,1.57,10.0191,85986.3,145534.193
002923.SZ,2026-03-31,15.84,16.04,15.6,15.67,15.84,-0.17,-1.0732,69256.98,109276.302
002923.SZ,2026-03-30,15.94,16.22,15.83,15.84,16.14,-0.3,-1.8587,82551.03,132176.352
002923.SZ,2026-03-27,15.34,16.28,15.34,16.14,15.74,0.4,2.5413,103896.25,165974.57
002923.SZ,2026-03-26,15.79,16.35,15.62,15.74,15.9,-0.16,-1.0063,98733.2,156605.582
002923.SZ,2026-03-25,15.25,16.13,15.08,15.9,14.84,1.06,7.1429,125232.36,197326.756
002923.SZ,2026-03-24,14.45,14.97,14.4,14.84,14.14,0.7,4.9505,80255.97,117803.926
002923.SZ,2026-03-23,14.82,15.0,13.98,14.14,15.18,-1.04,-6.8511,92020.34,132910.085
002923.SZ,2026-03-20,15.75,15.86,15.16,15.18,15.69,-0.51,-3.2505,46156.93,71353.968
002923.SZ,2026-03-19,15.75,15.91,15.53,15.69,15.91,-0.22,-1.3828,45535.91,71378.851
002923.SZ,2026-03-18,15.52,16.0,15.33,15.91,15.39,0.52,3.3788,56446.1,88468.116
002923.SZ,2026-03-17,15.83,15.87,15.34,15.39,15.87,-0.48,-3.0246,62714.52,97634.67
002923.SZ,2026-03-16,15.99,16.13,15.75,15.87,15.94,-0.07,-0.4391,61571.8,97975.585
002923.SZ,2026-03-13,16.58,16.74,15.82,15.94,16.55,-0.61,-3.6858,85888.61,138701.111
002923.SZ,2026-03-12,16.0,16.83,15.98,16.55,16.02,0.53,3.3084,102352.43,168917.345
002923.SZ,2026-03-11,16.02,16.14,15.81,16.02,16.05,-0.03,-0.1869,71569.4,114517.112
002923.SZ,2026-03-10,15.82,16.08,15.6,16.05,15.79,0.26,1.6466,77904.62,123765.577
002923.SZ,2026-03-09,15.89,15.89,15.35,15.79,16.0,-0.21,-1.3125,95011.5,148122.64
002923.SZ,2026-03-06,15.46,16.04,15.05,16.0,15.16,0.84,5.5409,124308.56,195422.43
002923.SZ,2026-03-05,15.58,15.95,14.99,15.16,15.45,-0.29,-1.877,120360.27,182765.226
002923.SZ,2026-03-04,14.4,15.55,14.31,15.45,14.44,1.01,6.9945,132574.22,199147.271
002923.SZ,2026-03-03,15.01,15.12,14.43,14.44,14.79,-0.35,-2.3665,96756.42,142713.257
002923.SZ,2026-03-02,15.53,15.93,14.74,14.79,15.67,-0.88,-5.6158,138855.51,211037.227
