ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002455.SZ,2026-03-27,13.38,14.41,13.13,14.41,13.1,1.31,10.0,762091.84,1056400.164
002455.SZ,2026-03-26,12.3,13.28,12.2,13.1,12.47,0.63,5.0521,1764093.93,2269879.867
002455.SZ,2026-03-25,11.96,12.49,11.71,12.47,12.0,0.47,3.9167,1089887.68,1331063.61
002455.SZ,2026-03-24,11.99,12.07,11.26,12.0,11.8,0.2,1.6949,882472.74,1029796.472
002455.SZ,2026-03-23,11.89,12.61,11.69,11.8,12.09,-0.29,-2.3987,923258.76,1116569.049
002455.SZ,2026-03-20,12.81,13.17,12.05,12.09,13.24,-1.15,-8.6858,1167344.97,1459766.901
002455.SZ,2026-03-19,14.07,14.3,12.99,13.24,14.0,-0.76,-5.4286,1307739.47,1762264.411
002455.SZ,2026-03-18,14.37,14.57,13.24,14.0,14.3,-0.3,-2.0979,1405385.97,1943079.681
002455.SZ,2026-03-17,14.93,15.6,14.17,14.3,14.8,-0.5,-3.3784,1616012.16,2377341.756
002455.SZ,2026-03-16,16.22,16.69,14.1,14.8,15.3,-0.5,-3.268,1955876.99,2969762.073
002455.SZ,2026-03-13,16.53,17.15,15.14,15.3,16.16,-0.86,-5.3218,2418398.56,3910960.748
002455.SZ,2026-03-12,16.2,16.2,15.42,16.16,14.73,1.43,9.7081,1236770.05,1992195.581
002455.SZ,2026-03-11,14.5,14.73,14.5,14.73,13.39,1.34,10.0075,345448.35,507555.359
002455.SZ,2026-03-10,12.75,13.47,12.57,13.39,13.02,0.37,2.8418,868647.73,1142401.647
002455.SZ,2026-03-09,13.37,13.5,12.46,13.02,12.96,0.06,0.463,927768.4,1198547.118
002455.SZ,2026-03-06,12.2,13.3,12.17,12.96,12.35,0.61,4.9393,1021363.06,1319631.116
002455.SZ,2026-03-05,12.7,12.95,12.25,12.35,12.63,-0.28,-2.2169,740766.95,920857.812
002455.SZ,2026-03-04,11.55,13.0,11.55,12.63,12.47,0.16,1.2831,1271924.31,1593891.8
002455.SZ,2026-03-03,13.92,14.0,12.47,12.47,13.85,-1.38,-9.9639,1167160.39,1491859.277
002455.SZ,2026-03-02,14.1,14.4,13.11,13.85,14.36,-0.51,-3.5515,1424183.67,1962900.973
002455.SZ,2026-02-27,13.96,14.47,13.34,14.36,14.1,0.26,1.844,1448394.53,2012885.176
002455.SZ,2026-02-26,14.05,14.57,13.32,14.1,14.32,-0.22,-1.5363,1619487.01,2251253.14
002455.SZ,2026-02-25,15.32,15.6,14.15,14.32,14.52,-0.2,-1.3774,1779320.49,2621548.081
