ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300839.SZ,2026-04-02,16.36,16.69,15.57,16.69,13.91,2.78,19.9856,226481.55,373412.622
300839.SZ,2026-04-01,13.9,14.38,13.7,13.91,13.77,0.14,1.0167,132234.3,185355.475
300839.SZ,2026-03-31,13.77,14.61,13.5,13.77,13.5,0.27,2.0,177336.45,250067.534
300839.SZ,2026-03-30,12.8,13.56,12.47,13.5,12.71,0.79,6.2156,130487.24,170424.126
300839.SZ,2026-03-27,12.35,12.74,12.29,12.71,12.43,0.28,2.2526,54334.0,68509.817
300839.SZ,2026-03-26,12.89,13.05,12.37,12.43,12.86,-0.43,-3.3437,75866.73,95417.619
300839.SZ,2026-03-25,12.66,13.08,12.5,12.86,12.75,0.11,0.8627,81495.82,105003.313
300839.SZ,2026-03-24,12.32,12.77,12.0,12.75,12.3,0.45,3.6585,94145.72,116855.457
300839.SZ,2026-03-23,12.6,13.03,12.24,12.3,12.68,-0.38,-2.9968,114132.61,144153.686
300839.SZ,2026-03-20,13.63,13.63,12.53,12.68,13.42,-0.74,-5.5142,140367.5,180466.764
300839.SZ,2026-03-19,13.75,14.09,13.31,13.42,13.32,0.1,0.7508,163356.52,223170.741
300839.SZ,2026-03-18,13.1,13.34,12.84,13.32,13.1,0.22,1.6794,87943.3,115255.665
300839.SZ,2026-03-17,13.53,13.72,13.05,13.1,13.52,-0.42,-3.1065,100406.0,133144.942
300839.SZ,2026-03-16,13.61,14.02,13.36,13.52,13.62,-0.1,-0.7342,91377.71,124638.565
300839.SZ,2026-03-13,14.29,14.35,13.54,13.62,14.09,-0.47,-3.3357,125959.61,174275.815
300839.SZ,2026-03-12,14.45,14.61,14.01,14.09,14.44,-0.35,-2.4238,170051.66,243025.118
300839.SZ,2026-03-11,13.87,14.5,13.67,14.44,13.92,0.52,3.7356,211843.45,300229.041
300839.SZ,2026-03-10,12.88,14.2,12.88,13.92,14.08,-0.16,-1.1364,256390.34,353118.444
300839.SZ,2026-03-09,15.0,15.46,14.02,14.08,13.92,0.16,1.1494,347620.04,518751.547
300839.SZ,2026-03-06,14.3,14.49,13.71,13.92,14.31,-0.39,-2.7254,196686.8,274451.538
300839.SZ,2026-03-05,14.92,15.24,13.75,14.31,15.18,-0.87,-5.7312,341349.29,491356.153
300839.SZ,2026-03-04,17.03,17.13,14.56,15.18,17.2,-2.02,-11.7442,435507.21,670340.664
300839.SZ,2026-03-03,14.52,17.2,13.59,17.2,14.33,2.87,20.0279,516863.31,811850.511
