ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260320,综合Ⅲ,悦达投资,600805.SH,-2.85,0.36,21836660.7,2.14,1,19,行业板块,东财三级行业
BK1626.DC,20260320,稀土,北方稀土,600111.SH,-2.46,-1.33,28147536.0,2.25,0,4,行业板块,东财三级行业
BK1625.DC,20260320,钨,厦门钨业,600549.SH,-2.17,-1.81,25126814.0,4.02,0,4,行业板块,东财三级行业
BK1624.DC,20260320,其他小金属,云南锗业,002428.SZ,-1.3,10.0,42698099.2,3.21,2,13,行业板块,东财三级行业
BK1623.DC,20260320,钼,金钼股份,601958.SH,-2.27,-2.27,7378772.3,1.7,0,1,行业板块,东财三级行业
BK1622.DC,20260320,镍,华友钴业,603799.SH,1.59,1.59,10889112.5,3.66,1,0,行业板块,东财三级行业
BK1621.DC,20260320,锂,赣锋锂业,002460.SZ,1.6,6.29,37363704.0,5.09,5,3,行业板块,东财三级行业
BK1620.DC,20260320,钴,腾远钴业,301219.SZ,-0.06,-0.03,3113023.5,2.8,0,2,行业板块,东财三级行业
BK1619.DC,20260320,其他金属新材料,隆达股份,688231.SH,-3.22,2.79,20166633.9,2.36,2,18,行业板块,东财三级行业
BK1618.DC,20260320,磁性材料,龙磁科技,300835.SZ,-2.41,1.33,17088289.5,2.16,2,12,行业板块,东财三级行业
BK1617.DC,20260320,黄金,晓程科技,300139.SZ,-1.69,0.32,61552180.8,2.19,1,8,行业板块,东财三级行业
BK1616.DC,20260320,白银,湖南白银,002716.SZ,-1.36,-0.08,13136328.8,5.75,0,3,行业板块,东财三级行业
BK1615.DC,20260320,铜,金诚信,603979.SH,-2.01,1.59,181038420.8,2.2,2,15,行业板块,东财三级行业
BK1614.DC,20260320,铅锌,国城矿业,000688.SZ,-1.66,2.31,21783390.4,2.83,1,11,行业板块,东财三级行业
BK1613.DC,20260320,铝,鼎胜新材,603876.SH,-2.7,5.09,108411430.4,2.33,1,29,行业板块,东财三级行业
BK1612.DC,20260320,农商行Ⅲ,渝农商行,601077.SH,-0.55,1.0,27242480.0,0.86,1,9,行业板块,东财三级行业
BK1611.DC,20260320,国有大型银行Ⅲ,建设银行,601939.SH,-0.34,0.43,1048520806.4,0.15,2,4,行业板块,东财三级行业
BK1610.DC,20260320,股份制银行Ⅲ,中信银行,601998.SH,-0.24,1.14,295563881.6,0.44,2,7,行业板块,东财三级行业
