ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260313,综合Ⅲ,中国宝安,000009.SZ,-0.16,3.05,23746749.7,2.38,9,9,行业板块,东财三级行业
BK1626.DC,20260313,稀土,北方稀土,600111.SH,-2.98,-1.68,31461940.8,2.51,0,4,行业板块,东财三级行业
BK1625.DC,20260313,钨,翔鹭钨业,002842.SZ,-9.09,-7.94,28244758.4,8.82,0,4,行业板块,东财三级行业
BK1624.DC,20260313,其他小金属,中国铀业,001280.SZ,-2.74,3.96,47123491.2,4.49,1,14,行业板块,东财三级行业
BK1623.DC,20260313,钼,金钼股份,601958.SH,-4.12,-4.12,7059810.4,1.55,0,1,行业板块,东财三级行业
BK1622.DC,20260313,镍,华友钴业,603799.SH,-0.99,-0.99,12675829.8,2.32,0,1,行业板块,东财三级行业
BK1621.DC,20260313,锂,西藏矿业,000762.SZ,0.25,2.07,40511544.0,4.03,6,2,行业板块,东财三级行业
BK1620.DC,20260313,钴,寒锐钴业,300618.SZ,0.84,0.99,3525104.7,4.15,2,0,行业板块,东财三级行业
BK1619.DC,20260313,其他金属新材料,中洲特材,300963.SZ,-1.93,3.5,21351822.6,3.11,2,17,行业板块,东财三级行业
BK1618.DC,20260313,磁性材料,悦安新材,688786.SH,-2.53,-0.53,18831426.2,2.33,0,14,行业板块,东财三级行业
BK1617.DC,20260313,黄金,山金国际,000975.SZ,-3.27,-0.58,69703441.6,2.28,0,10,行业板块,东财三级行业
BK1616.DC,20260313,白银,盛达资源,000603.SZ,-3.74,-2.87,15201111.6,4.87,0,3,行业板块,东财三级行业
BK1615.DC,20260313,铜,海亮股份,002203.SZ,-2.05,5.31,204670955.2,2.15,2,15,行业板块,东财三级行业
BK1614.DC,20260313,铅锌,国城矿业,000688.SZ,-2.6,1.0,25457193.1,3.56,1,11,行业板块,东财三级行业
BK1613.DC,20260313,铝,丽岛新材,603937.SH,-2.21,3.7,129195145.6,3.11,3,28,行业板块,东财三级行业
BK1612.DC,20260313,农商行Ⅲ,沪农商行,601825.SH,0.38,1.97,27307163.2,1.03,5,2,行业板块,东财三级行业
BK1611.DC,20260313,国有大型银行Ⅲ,交通银行,601328.SH,0.39,0.74,1022875596.8,0.14,5,1,行业板块,东财三级行业
BK1610.DC,20260313,股份制银行Ⅲ,华夏银行,600015.SH,0.45,1.7,294218192.0,0.53,6,2,行业板块,东财三级行业
BK1609.DC,20260313,城商行Ⅲ,重庆银行,601963.SH,0.36,2.17,126584136.0,0.76,11,3,行业板块,东财三级行业
BK1608.DC,20260313,中药Ⅲ,康缘药业,600557.SH,-0.4,1.43,85674809.6,1.3,23,38,行业板块,东财三级行业
BK1607.DC,20260313,医药流通,塞力医疗,603716.SH,0.29,2.84,25917962.7,1.22,13,7,行业板块,东财三级行业
BK1606.DC,20260313,线下药店,一心堂,002727.SZ,0.1,0.61,8929911.8,0.94,5,3,行业板块,东财三级行业
BK1605.DC,20260313,医疗设备,海尔生物,688139.SH,-0.48,2.93,64864732.8,1.93,16,25,行业板块,东财三级行业
BK1604.DC,20260313,医疗耗材,蓝帆医疗,002382.SZ,1.18,10.0,48136766.4,2.53,26,23,行业板块,东财三级行业
BK1603.DC,20260313,体外诊断,艾德生物,300685.SZ,-0.22,4.82,27247222.4,1.59,17,19,行业板块,东财三级行业
BK1602.DC,20260313,诊断服务,兰卫医学,301060.SZ,-1.08,-0.57,5223778.1,1.58,0,5,行业板块,东财三级行业
BK1601.DC,20260313,医院,盈康生命,300143.SZ,1.06,12.53,23873967.9,2.67,7,8,行业板块,东财三级行业
BK1600.DC,20260313,医疗研发外包,皓元医药,688131.SH,-0.58,9.1,62067148.8,1.7,8,21,行业板块,东财三级行业
BK1599.DC,20260313,其他医疗服务,*ST生物,000504.SZ,-0.1,2.89,2654268.5,1.83,1,4,行业板块,东财三级行业
BK1598.DC,20260313,疫苗,康乐卫士,920575.BJ,-0.16,3.66,24352175.7,0.95,5,9,行业板块,东财三级行业
BK1597.DC,20260313,血液制品,卫光生物,002880.SZ,0.57,4.5,10913328.6,0.56,2,3,行业板块,东财三级行业
BK1596.DC,20260313,其他生物制品,西藏药业,600211.SH,-0.71,4.16,62256520.0,1.62,9,28,行业板块,东财三级行业
BK1595.DC,20260313,原料药,美诺华,603538.SH,0.29,10.02,35316310.4,3.48,26,19,行业板块,东财三级行业
BK1594.DC,20260313,化学制剂,广生堂,300436.SZ,-0.18,8.72,205534515.2,1.41,38,70,行业板块,东财三级行业
BK1593.DC,20260313,通信终端及配件,瑞斯康达,603803.SH,-1.4,10.0,42303126.4,4.54,4,24,行业板块,东财三级行业
BK1592.DC,20260313,通信线缆及配套,长盈通,688143.SH,-1.11,0.99,53911052.8,6.21,2,9,行业板块,东财三级行业
BK1591.DC,20260313,通信网络设备及器件,美利信,301307.SZ,-2.31,6.79,211779905.6,3.83,5,31,行业板块,东财三级行业
BK1590.DC,20260313,其他通信设备,宁通信B,200468.SZ,-2.84,-0.62,10149132.5,2.3,0,14,行业板块,东财三级行业
BK1589.DC,20260313,通信应用增值服务,吴通控股,300292.SZ,-4.24,0.41,29465326.4,7.84,2,15,行业板块,东财三级行业
BK1588.DC,20260313,通信工程及服务,超讯通信,603322.SH,-2.34,1.23,11532421.1,3.76,3,17,行业板块,东财三级行业
BK1587.DC,20260313,电信运营商,中国电信,601728.SH,1.77,3.0,284372758.4,0.68,3,0,行业板块,东财三级行业
BK1586.DC,20260313,软饮料,东鹏饮料,605499.SH,-0.57,0.26,20618493.7,1.27,1,4,行业板块,东财三级行业
BK1585.DC,20260313,乳品,三元股份,600429.SH,-0.02,4.4,26545771.6,1.22,8,9,行业板块,东财三级行业
BK1584.DC,20260313,熟食,ST绝味,603517.SH,-1.72,-0.41,2557568.6,0.61,0,3,行业板块,东财三级行业
BK1583.DC,20260313,零食,万辰集团,300972.SZ,-0.26,1.76,10619021.0,1.37,3,8,行业板块,东财三级行业
