ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000788.SZ,2026-04-01,6.0,6.56,6.0,6.56,5.96,0.6,10.0671,662422.69,422455.424
000788.SZ,2026-03-31,5.98,6.07,5.95,5.96,6.0,-0.04,-0.6667,121436.4,73026.106
000788.SZ,2026-03-30,5.87,6.01,5.83,6.0,5.91,0.09,1.5228,151675.0,90378.84
000788.SZ,2026-03-27,5.61,5.92,5.58,5.91,5.65,0.26,4.6018,178902.08,104043.996
000788.SZ,2026-03-26,5.64,5.74,5.6,5.65,5.64,0.01,0.1773,94922.63,53796.437
000788.SZ,2026-03-25,5.64,5.7,5.59,5.64,5.62,0.02,0.3559,101281.07,57089.076
000788.SZ,2026-03-24,5.47,5.63,5.4,5.62,5.36,0.26,4.8507,142890.0,78899.699
000788.SZ,2026-03-23,5.65,5.66,5.32,5.36,5.72,-0.36,-6.2937,159372.19,87184.042
000788.SZ,2026-03-20,5.94,5.95,5.71,5.72,5.9,-0.18,-3.0508,118861.0,68846.838
000788.SZ,2026-03-19,6.02,6.06,5.88,5.9,6.07,-0.17,-2.8007,107191.0,63735.147
000788.SZ,2026-03-18,6.01,6.08,5.93,6.07,5.99,0.08,1.3356,86966.73,52177.931
000788.SZ,2026-03-17,6.06,6.14,5.98,5.99,6.06,-0.07,-1.1551,118152.7,71661.634
000788.SZ,2026-03-16,6.08,6.13,6.02,6.06,6.08,-0.02,-0.3289,102935.0,62406.088
000788.SZ,2026-03-13,6.09,6.17,6.07,6.08,6.1,-0.02,-0.3279,116483.7,71280.719
000788.SZ,2026-03-12,6.13,6.14,6.07,6.1,6.13,-0.03,-0.4894,88203.51,53828.325
000788.SZ,2026-03-11,6.19,6.19,6.1,6.13,6.19,-0.06,-0.9693,107389.0,65769.562
000788.SZ,2026-03-10,6.14,6.2,6.1,6.19,6.14,0.05,0.8143,130687.49,80312.949
000788.SZ,2026-03-09,6.28,6.32,6.21,6.31,6.29,0.02,0.318,153492.75,96586.174
000788.SZ,2026-03-06,6.13,6.3,6.1,6.29,6.13,0.16,2.6101,139669.83,87030.054
000788.SZ,2026-03-05,6.12,6.19,6.09,6.13,6.04,0.09,1.4901,108148.96,66328.204
000788.SZ,2026-03-04,6.03,6.09,5.97,6.04,6.07,-0.03,-0.4942,115759.54,69844.64
000788.SZ,2026-03-03,6.16,6.28,6.06,6.07,6.07,0.0,0.0,181447.0,111835.112
000788.SZ,2026-03-02,6.22,6.23,6.03,6.07,6.29,-0.22,-3.4976,181620.63,110984.964
