ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002952.SZ,2026-04-03,23.28,25.18,22.8,25.18,22.89,2.29,10.0044,109275.0,263736.247
002952.SZ,2026-04-02,23.61,24.05,22.62,22.89,23.64,-0.75,-3.1726,55698.15,129782.72
002952.SZ,2026-04-01,23.4,24.73,23.33,23.64,22.98,0.66,2.8721,56833.25,135228.154
002952.SZ,2026-03-31,23.93,24.01,22.94,22.98,24.18,-1.2,-4.9628,47473.0,110900.507
002952.SZ,2026-03-30,23.63,24.18,22.56,24.18,24.13,0.05,0.2072,56947.77,133334.952
002952.SZ,2026-03-27,23.16,24.2,23.0,24.13,23.49,0.64,2.7246,56295.15,134756.725
002952.SZ,2026-03-26,24.86,24.99,23.38,23.49,25.0,-1.51,-6.04,75138.37,179992.32
002952.SZ,2026-03-25,25.27,26.0,24.81,25.0,25.1,-0.1,-0.3984,72661.0,183264.552
002952.SZ,2026-03-24,24.8,25.18,23.89,25.1,24.7,0.4,1.6194,84094.87,206062.275
002952.SZ,2026-03-23,24.8,25.37,23.76,24.7,25.39,-0.69,-2.7176,85833.0,211617.436
002952.SZ,2026-03-20,26.39,26.68,25.36,25.39,26.38,-0.99,-3.7528,89537.0,232425.425
002952.SZ,2026-03-19,25.01,26.98,24.98,26.38,25.6,0.78,3.0469,139835.94,368403.423
002952.SZ,2026-03-18,24.77,27.0,24.77,25.6,24.9,0.7,2.8112,100499.0,258830.585
002952.SZ,2026-03-17,26.01,26.25,24.64,24.9,26.27,-1.37,-5.2151,91162.97,229553.345
002952.SZ,2026-03-16,26.01,26.61,25.8,26.27,27.16,-0.89,-3.2769,94783.94,248669.689
002952.SZ,2026-03-13,25.3,27.16,25.07,27.16,25.89,1.27,4.9054,147493.51,389830.699
002952.SZ,2026-03-12,25.79,26.88,25.57,25.89,26.23,-0.34,-1.2962,101302.75,265334.002
002952.SZ,2026-03-11,27.03,27.03,26.01,26.23,27.28,-1.05,-3.849,128207.75,338060.253
002952.SZ,2026-03-10,25.9,27.46,25.64,27.28,25.92,1.36,5.2469,183983.75,491035.398
002952.SZ,2026-03-09,25.0,26.13,24.54,25.92,26.13,-0.21,-0.8037,143879.56,368174.267
