ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260311,综合Ⅲ,粤桂股份,000833.SZ,-0.24,9.99,24358014.6,2.44,5,12,行业板块,东财三级行业
BK1626.DC,20260311,稀土,北方稀土,600111.SH,-3.75,-2.95,32458065.6,3.39,0,4,行业板块,东财三级行业
BK1625.DC,20260311,钨,章源钨业,002378.SZ,-4.27,-2.23,31861073.6,8.21,0,4,行业板块,东财三级行业
BK1624.DC,20260311,其他小金属,云南锗业,002428.SZ,-1.17,3.09,48798390.4,5.14,4,11,行业板块,东财三级行业
BK1623.DC,20260311,钼,金钼股份,601958.SH,-3.38,-3.38,7469589.1,1.45,0,1,行业板块,东财三级行业
BK1622.DC,20260311,镍,华友钴业,603799.SH,-0.45,-0.45,12899643.7,1.65,0,1,行业板块,东财三级行业
BK1621.DC,20260311,锂,永兴材料,002756.SZ,1.14,5.9,41056556.8,3.65,6,2,行业板块,东财三级行业
BK1620.DC,20260311,钴,腾远钴业,301219.SZ,-0.13,0.16,3559051.9,2.67,1,1,行业板块,东财三级行业
BK1619.DC,20260311,其他金属新材料,深圳新星,603978.SH,-1.77,2.29,22282803.7,2.77,4,15,行业板块,东财三级行业
BK1618.DC,20260311,磁性材料,正海磁材,300224.SZ,-1.84,-0.53,19661181.4,2.41,0,14,行业板块,东财三级行业
BK1617.DC,20260311,黄金,赤峰黄金,600988.SH,-0.67,2.13,71958036.8,2.25,3,7,行业板块,东财三级行业
BK1616.DC,20260311,白银,兴业银锡,000426.SZ,-2.67,-1.99,16364913.9,4.48,0,3,行业板块,东财三级行业
BK1615.DC,20260311,铜,众源新材,603527.SH,-0.79,2.83,214631091.2,1.5,4,13,行业板块,东财三级行业
BK1614.DC,20260311,铅锌,西藏珠峰,600338.SH,-0.44,4.24,26177265.7,3.05,4,8,行业板块,东财三级行业
BK1613.DC,20260311,铝,天山铝业,002532.SZ,0.85,5.71,128098035.2,2.34,21,8,行业板块,东财三级行业
BK1612.DC,20260311,农商行Ⅲ,渝农商行,601077.SH,1.01,1.98,26588183.7,0.84,10,0,行业板块,东财三级行业
BK1611.DC,20260311,国有大型银行Ⅲ,建设银行,601939.SH,0.93,1.23,1015661030.4,0.11,6,0,行业板块,东财三级行业
BK1610.DC,20260311,股份制银行Ⅲ,兴业银行,601166.SH,0.95,1.3,291031401.6,0.46,9,0,行业板块,东财三级行业
BK1609.DC,20260311,城商行Ⅲ,成都银行,601838.SH,0.8,1.71,125068969.6,0.6,16,1,行业板块,东财三级行业
BK1608.DC,20260311,中药Ⅲ,ST百灵,002424.SZ,-0.32,3.47,86348212.8,1.11,19,44,行业板块,东财三级行业
BK1607.DC,20260311,医药流通,塞力医疗,603716.SH,-0.22,2.62,25874874.1,1.08,9,14,行业板块,东财三级行业
BK1606.DC,20260311,线下药店,益丰药房,603939.SH,-0.35,0.63,8910008.0,0.86,2,6,行业板块,东财三级行业
BK1605.DC,20260311,医疗设备,宝莱特,300246.SZ,0.26,20.0,65856076.8,1.73,12,31,行业板块,东财三级行业
BK1604.DC,20260311,医疗耗材,振德医疗,603301.SH,0.15,5.06,47517688.0,1.77,21,31,行业板块,东财三级行业
BK1603.DC,20260311,体外诊断,九安医疗,002432.SZ,-0.52,10.0,27686084.8,1.48,7,33,行业板块,东财三级行业
BK1602.DC,20260311,诊断服务,迪安诊断,300244.SZ,-0.79,-0.24,5354746.5,2.04,0,5,行业板块,东财三级行业
BK1601.DC,20260311,医院,三博脑科,301293.SZ,0.83,5.96,24023621.7,3.01,7,7,行业板块,东财三级行业
BK1600.DC,20260311,医疗研发外包,海特生物,300683.SZ,-1.06,1.65,63203555.2,1.59,2,24,行业板块,东财三级行业
BK1599.DC,20260311,其他医疗服务,*ST生物,000504.SZ,-0.46,1.91,2707466.4,1.96,1,4,行业板块,东财三级行业
BK1598.DC,20260311,疫苗,万泰生物,603392.SH,-0.52,0.94,24330451.9,0.77,4,10,行业板块,东财三级行业
BK1597.DC,20260311,血液制品,派林生物,000403.SZ,-0.69,0.63,10921101.2,0.5,3,3,行业板块,东财三级行业
BK1596.DC,20260311,其他生物制品,无锡晶海,920547.BJ,-0.91,1.78,64083012.8,1.46,11,27,行业板块,东财三级行业
BK1595.DC,20260311,原料药,科源制药,301281.SZ,0.15,9.9,35257203.2,2.04,13,30,行业板块,东财三级行业
BK1594.DC,20260311,化学制剂,兴齐眼药,300573.SZ,-0.86,3.29,209060620.8,1.37,19,90,行业板块,东财三级行业
BK1593.DC,20260311,通信终端及配件,瑞斯康达,603803.SH,1.74,10.0,43253739.2,5.32,13,14,行业板块,东财三级行业
BK1592.DC,20260311,通信线缆及配套,长飞光纤,601869.SH,0.47,7.25,55275796.8,9.39,6,5,行业板块,东财三级行业
BK1591.DC,20260311,通信网络设备及器件,鼎信通讯,603421.SH,0.52,9.99,216792376.0,5.57,17,19,行业板块,东财三级行业
BK1590.DC,20260311,其他通信设备,宁通信B,200468.SZ,-0.11,3.42,10739562.4,3.55,6,7,行业板块,东财三级行业
BK1589.DC,20260311,通信应用增值服务,国安股份,000839.SZ,-0.21,9.94,31896784.0,11.13,6,11,行业板块,东财三级行业
BK1588.DC,20260311,通信工程及服务,ST信通,600289.SH,-0.53,3.09,12113804.6,4.76,4,16,行业板块,东财三级行业
BK1587.DC,20260311,电信运营商,中国联通,600050.SH,1.23,1.61,279816825.6,0.39,3,0,行业板块,东财三级行业
BK1586.DC,20260311,软饮料,维维股份,600300.SH,-0.61,0.54,21263334.9,1.03,1,7,行业板块,东财三级行业
BK1585.DC,20260311,乳品,海融科技,300915.SZ,-0.49,0.91,26589063.6,0.89,6,13,行业板块,东财三级行业
BK1584.DC,20260311,熟食,ST绝味,603517.SH,-0.17,1.99,2627681.5,0.75,1,2,行业板块,东财三级行业
BK1583.DC,20260311,零食,好想你,002582.SZ,-0.85,-0.26,10706417.1,1.48,0,11,行业板块,东财三级行业
BK1582.DC,20260311,烘焙食品,桃李面包,603866.SH,-1.1,0.19,4759989.9,1.0,2,6,行业板块,东财三级行业
BK1581.DC,20260311,预加工食品,安井食品,603345.SH,-1.2,1.38,7123168.3,1.82,1,10,行业板块,东财三级行业
BK1580.DC,20260311,肉制品,金字火腿,002515.SZ,0.93,4.1,12829668.0,1.67,6,1,行业板块,东财三级行业
BK1579.DC,20260311,保健品,*ST春天,600381.SH,-0.13,1.06,6204167.4,1.16,3,4,行业板块,东财三级行业
BK1578.DC,20260311,其他酒类,*ST椰岛,600238.SH,0.09,4.68,7270111.5,0.97,3,7,行业板块,东财三级行业
BK1577.DC,20260311,啤酒,珠江啤酒,002461.SZ,-0.3,0.62,17930018.4,0.68,3,3,行业板块,东财三级行业
BK1576.DC,20260311,调味发酵品Ⅲ,ST加加,002650.SZ,-0.36,4.27,35993609.6,1.39,3,12,行业板块,东财三级行业
BK1575.DC,20260311,白酒Ⅲ,古井贡Ｂ,200596.SZ,0.32,3.41,285084134.4,0.57,8,13,行业板块,东财三级行业
BK1574.DC,20260311,油气开采Ⅲ,*ST新潮,600777.SH,2.22,3.58,205897353.6,7.4,4,0,行业板块,东财三级行业
BK1573.DC,20260311,油田服务,科力股份,920088.BJ,0.89,5.25,23332691.8,2.69,6,2,行业板块,东财三级行业
BK1572.DC,20260311,油气及炼化工程,通源石油,300164.SZ,0.75,4.92,9322040.8,4.94,2,3,行业板块,东财三级行业
BK1571.DC,20260311,油品石化贸易,和顺石油,603353.SH,1.38,10.01,7859573.5,6.88,4,3,行业板块,东财三级行业
BK1570.DC,20260311,其他石化,宝利国际,300135.SZ,1.62,9.05,13553617.4,5.02,8,6,行业板块,东财三级行业
BK1569.DC,20260311,炼油化工,恒逸石化,000703.SZ,0.76,7.82,347887910.4,0.48,5,5,行业板块,东财三级行业
BK1568.DC,20260311,人力资源服务,科锐国际,300662.SZ,-0.23,-0.04,2739625.1,0.54,0,3,行业板块,东财三级行业
BK1567.DC,20260311,其他专业服务,中金辐照,300962.SZ,-0.96,-0.26,1573194.2,2.73,0,4,行业板块,东财三级行业
BK1566.DC,20260311,检测服务,联检科技,301115.SZ,-0.71,1.82,16854845.7,2.69,5,18,行业板块,东财三级行业
BK1565.DC,20260311,会展服务,锋尚文化,300860.SZ,-0.27,0.57,1700374.2,0.85,1,2,行业板块,东财三级行业
BK1564.DC,20260311,体育Ⅲ,中体产业,600158.SH,0.88,2.39,1330653.5,7.21,1,1,行业板块,东财三级行业
BK1563.DC,20260311,自然景区,ST张家界,000430.SZ,-0.41,0.94,7284943.6,1.68,2,9,行业板块,东财三级行业
BK1562.DC,20260311,人工景区,大连圣亚,600593.SH,-0.25,1.4,4136310.3,1.21,1,4,行业板块,东财三级行业
BK1561.DC,20260311,旅游综合,岭南控股,000524.SZ,-0.83,-0.15,5097785.3,1.99,0,8,行业板块,东财三级行业
BK1560.DC,20260311,酒店,锦江酒店,600754.SH,-0.81,0.26,7012419.7,1.05,1,5,行业板块,东财三级行业
BK1559.DC,20260311,餐饮,*ST云网,002306.SZ,-0.31,1.35,1473013.1,1.81,1,3,行业板块,东财三级行业
