ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
001400.SZ,2026-03-30,146.55,164.1,146.0,164.1,149.18,14.92,10.0013,25784.59,401578.348
001400.SZ,2026-03-27,149.86,152.46,142.88,149.18,149.89,-0.71,-0.4737,25855.09,384518.341
001400.SZ,2026-03-26,150.29,157.75,147.5,149.89,147.29,2.6,1.7652,36464.14,555917.431
001400.SZ,2026-03-25,136.16,147.29,136.16,147.29,133.9,13.39,10.0,14692.16,210379.53
001400.SZ,2026-03-24,136.93,141.0,128.5,133.9,132.5,1.4,1.0566,28098.22,377913.635
001400.SZ,2026-03-23,143.52,148.28,130.2,132.5,144.28,-11.78,-8.1647,25959.5,360148.835
001400.SZ,2026-03-20,145.19,157.66,142.2,144.28,146.66,-2.38,-1.6228,33878.21,506835.862
001400.SZ,2026-03-19,138.13,153.0,138.13,146.66,139.73,6.93,4.9596,35142.43,516041.888
001400.SZ,2026-03-18,129.94,139.73,125.89,139.73,127.03,12.7,9.9976,22104.99,294103.092
001400.SZ,2026-03-17,134.39,136.47,127.0,127.03,132.02,-4.99,-3.7797,14792.0,194848.272
001400.SZ,2026-03-16,137.1,137.73,125.0,132.02,134.41,-2.39,-1.7781,18852.69,244972.468
001400.SZ,2026-03-13,143.0,143.48,134.3,134.41,142.1,-7.69,-5.4117,19654.53,269469.413
001400.SZ,2026-03-12,143.75,145.25,140.12,142.1,148.25,-6.15,-4.1484,19752.09,281162.325
001400.SZ,2026-03-11,145.97,158.99,141.55,148.25,146.04,2.21,1.5133,38488.68,567043.53
001400.SZ,2026-03-10,134.3,146.04,130.13,146.04,132.76,13.28,10.003,21658.79,304150.593
001400.SZ,2026-03-09,119.51,135.85,117.32,132.76,125.9,6.86,5.4488,36133.9,457690.432
001400.SZ,2026-03-06,115.9,125.9,115.0,125.9,114.45,11.45,10.0044,22165.98,270232.658
001400.SZ,2026-03-05,119.8,122.0,112.91,114.45,116.29,-1.84,-1.5823,18794.0,219531.292
001400.SZ,2026-03-04,115.59,122.96,114.5,116.29,120.11,-3.82,-3.1804,20256.0,238655.099
001400.SZ,2026-03-03,131.05,134.0,120.11,120.11,133.45,-13.34,-9.9963,28598.43,355511.085
001400.SZ,2026-03-02,119.24,133.45,119.24,133.45,121.32,12.13,9.9984,23809.23,306483.397
