ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level
BK1627.DC,20260310,综合Ⅲ,云维股份,600725.SH,0.42,3.21,24802715.7,2.17,13,5,行业板块,东财三级行业
BK1626.DC,20260310,稀土,中稀有色,600259.SH,0.65,1.74,33604582.4,2.84,4,0,行业板块,东财三级行业
BK1625.DC,20260310,钨,中钨高新,000657.SZ,0.67,2.07,33350129.6,6.18,2,1,行业板块,东财三级行业
BK1624.DC,20260310,其他小金属,天工股份,920068.BJ,1.45,4.97,49485792.0,4.37,13,2,行业板块,东财三级行业
BK1623.DC,20260310,钼,金钼股份,601958.SH,-0.12,-0.13,7730944.1,1.2,0,1,行业板块,东财三级行业
BK1622.DC,20260310,镍,华友钴业,603799.SH,1.68,1.68,12958442.2,1.96,1,0,行业板块,东财三级行业
BK1621.DC,20260310,锂,融捷股份,002192.SZ,1.46,2.63,40522132.8,2.59,7,1,行业板块,东财三级行业
BK1620.DC,20260310,钴,腾远钴业,301219.SZ,1.88,2.51,3562004.0,2.61,2,0,行业板块,东财三级行业
BK1619.DC,20260310,其他金属新材料,江南新材,603124.SH,2.75,8.63,22826213.4,2.9,18,1,行业板块,东财三级行业
BK1618.DC,20260310,磁性材料,铂科新材,300811.SZ,4.2,17.23,19969790.9,2.78,14,0,行业板块,东财三级行业
BK1617.DC,20260310,黄金,山金国际,000975.SZ,-0.85,3.04,71959785.6,2.46,4,6,行业板块,东财三级行业
BK1616.DC,20260310,白银,兴业银锡,000426.SZ,3.19,4.07,16777022.1,5.22,3,0,行业板块,东财三级行业
BK1615.DC,20260310,铜,精艺股份,002295.SZ,1.57,4.0,215717128.0,1.52,17,0,行业板块,东财三级行业
BK1614.DC,20260310,铅锌,西藏珠峰,600338.SH,0.73,1.79,26224304.0,2.52,9,3,行业板块,东财三级行业
BK1613.DC,20260310,铝,海星股份,603115.SH,0.45,10.0,124697217.6,2.48,16,14,行业板块,东财三级行业
BK1612.DC,20260310,农商行Ⅲ,瑞丰银行,601528.SH,0.24,1.12,26305901.4,0.71,6,2,行业板块,东财三级行业
BK1611.DC,20260310,国有大型银行Ⅲ,邮储银行,601658.SH,-0.7,0.2,1006084966.4,0.12,1,5,行业板块,东财三级行业
BK1610.DC,20260310,股份制银行Ⅲ,民生银行,600016.SH,0.91,1.55,288336822.4,0.44,9,0,行业板块,东财三级行业
BK1609.DC,20260310,城商行Ⅲ,贵阳银行,601997.SH,-0.12,0.7,124270230.4,0.5,7,6,行业板块,东财三级行业
BK1608.DC,20260310,中药Ⅲ,维康药业,300878.SZ,1.37,9.89,86477808.0,1.03,63,2,行业板块,东财三级行业
BK1607.DC,20260310,医药流通,达嘉维康,301126.SZ,0.89,3.19,25873546.9,1.04,20,2,行业板块,东财三级行业
BK1606.DC,20260310,线下药店,健之佳,605266.SH,0.42,1.3,8909824.1,0.94,6,2,行业板块,东财三级行业
BK1605.DC,20260310,医疗设备,宝莱特,300246.SZ,1.99,7.86,65830358.4,1.52,41,1,行业板块,东财三级行业
BK1604.DC,20260310,医疗耗材,爱迪特,301580.SZ,2.48,8.62,47327185.6,1.66,51,2,行业板块,东财三级行业
BK1603.DC,20260310,体外诊断,英诺特,688253.SH,2.39,7.26,27575100.8,1.52,39,0,行业板块,东财三级行业
BK1602.DC,20260310,诊断服务,兰卫医学,301060.SZ,1.41,2.19,5388173.7,1.97,5,0,行业板块,东财三级行业
BK1601.DC,20260310,医院,普瑞眼科,301239.SZ,1.23,4.57,23877571.5,2.04,11,4,行业板块,东财三级行业
BK1600.DC,20260310,医疗研发外包,海特生物,300683.SZ,3.41,8.74,64049145.6,1.79,29,0,行业板块,东财三级行业
BK1599.DC,20260310,其他医疗服务,诺禾致源,688315.SH,1.83,2.17,2725479.5,1.92,4,1,行业板块,东财三级行业
BK1598.DC,20260310,疫苗,康华生物,300841.SZ,1.12,3.5,24399741.7,0.85,13,1,行业板块,东财三级行业
BK1597.DC,20260310,血液制品,博晖创新,300318.SZ,0.91,2.44,10925385.2,0.52,5,0,行业板块,东财三级行业
BK1596.DC,20260310,其他生物制品,荣昌生物,688331.SH,3.22,10.27,64935873.6,1.81,37,1,行业板块,东财三级行业
BK1595.DC,20260310,原料药,科源制药,301281.SZ,1.58,7.18,35078278.4,1.89,40,5,行业板块,东财三级行业
BK1594.DC,20260310,化学制剂,信立泰,002294.SZ,2.2,10.0,212103883.2,1.66,101,9,行业板块,东财三级行业
BK1593.DC,20260310,通信终端及配件,瑞斯康达,603803.SH,2.53,10.0,42873030.4,3.56,26,2,行业板块,东财三级行业
BK1592.DC,20260310,通信线缆及配套,长飞光纤,601869.SH,6.62,10.0,53313923.2,8.31,12,0,行业板块,东财三级行业
BK1591.DC,20260310,通信网络设备及器件,鼎信通讯,603421.SH,5.85,10.04,216112440.0,4.65,36,0,行业板块,东财三级行业
BK1590.DC,20260310,其他通信设备,长江通信,600345.SH,3.1,10.01,10748859.4,3.02,13,0,行业板块,东财三级行业
BK1589.DC,20260310,通信应用增值服务,国安股份,000839.SZ,2.7,10.03,32552531.2,8.06,14,3,行业板块,东财三级行业
BK1588.DC,20260310,通信工程及服务,宜通世纪,300310.SZ,2.0,7.83,12223810.4,5.96,18,2,行业板块,东财三级行业
