exchange,cal_date,is_open,pretrade_date
SSE,20260327,1,20260326
SSE,20260326,1,20260325
SSE,20260325,1,20260324
SSE,20260324,1,20260323
SSE,20260323,1,20260320
SSE,20260322,0,20260320
SSE,20260321,0,20260320
SSE,20260320,1,20260319
SSE,20260319,1,20260318
SSE,20260318,1,20260317
SSE,20260317,1,20260316
