序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000533,顺钠股份,9.977827072143555,14.88,148069213,10191347712.0,10279342080.0,1.4528913497924805,421632418,092500,092500,0,3/3,3,电网设备
2,605268,王力安防,10.023677825927734,13.94,78750406,6140465450.0,6221456794.24,1.282482624053955,565909076,092502,092502,0,3/3,3,家居用品
3,601567,三星医疗,9.985040664672852,29.41,314273760,41327208454.0,41327208689.28,0.7604524493217468,331396320,092503,092503,0,1/1,1,电网设备
4,002227,奥 特 迅,10.010213851928711,10.77,97888583,2648738969.8199997,2668872450.9,3.7103452682495117,21031656,093015,093015,0,1/1,1,其他电源
5,600590,泰豪科技,9.993202209472656,16.18,498375632,13648954882.14,13799432457.92,3.6694490909576416,244903440,093025,093025,0,2/2,2,军工电子
6,600825,新华传媒,10.0,6.6,367465728,6896259810.0,6896259849.599999,5.3554558753967285,30078180,093033,100257,2,1/1,1,出版
7,600545,卓郎智能,10.079575538635254,4.15,730192464,7419835721.3,7419835729.6,9.97230339050293,58156025,093040,141222,2,12/6,3,专用设备
8,600821,金开新能,9.974424362182617,8.6,1097969936,17176465695.8,17176465721.599998,6.477434158325195,212535670,093138,093202,1,6/3,1,电力
9,000720,新能泰山,10.0,4.4,251906921,5528738912.400001,5528738899.200001,4.6250457763671875,32672376,093151,093151,0,1/1,1,电网设备
10,605286,同力天启,9.992233276367188,42.49,205555195,7138320000.0,7138320000.0,2.913749933242798,38861354,093251,094236,2,1/1,1,专用设备
11,002498,汉缆股份,9.955257415771484,9.83,3225933040,32702404680.0,32702404680.0,9.972999572753906,188207372,093318,095848,5,11/7,3,电网设备
12,000601,韶能股份,10.035842895507812,6.14,342787584,6444095208.98,6535068033.92,5.432797431945801,123380113,093448,093448,0,1/1,1,电力
13,601616,广电电气,10.0,6.16,512143568,5258639965.04,5258639921.92,10.011651992797852,74967809,093707,093707,0,1/1,1,电网设备
14,000516,国际医学,10.10988998413086,5.01,331978768,11046329907.689999,11216872727.52,3.056239366531372,99987991,093718,093718,0,1/1,1,医疗服务
15,002470,金正大,10.0,2.86,1170273008,9397243332.619999,9398039347.84,12.757126808166504,103954708,094009,094418,1,12/6,1,农化制品
16,000815,美利云,9.97977066040039,16.31,1508224624,11339740100.849998,11339740182.4,13.829083442687988,215734359,094015,094015,0,2/2,2,IT服务Ⅱ
17,600396,华电辽能,9.909910202026367,3.66,351683744,5390106950.22,5390106946.56,6.637241363525391,37944325,094049,094413,2,1/1,1,电力
18,002015,协鑫能科,10.0,15.62,1505216080,25356330470.68,25356330376.96,6.071414470672607,300873408,094051,094051,0,1/1,1,电力
19,301638,南网数字,20.0,28.38,2044991808,6668736912.42,90238473357.12,31.775028228759766,134825972,094109,094109,0,1/1,1,IT服务Ⅱ
20,002843,泰嘉股份,10.003938674926758,27.93,2235600160,7004636256.66,7031030106.66,32.839332580566406,88529218,094115,145048,2,10/5,1,通用设备
21,603716,塞力医疗,10.014238357543945,23.18,480068080,4872415740.68,4872415740.68,10.011088371276855,40131928,094222,094222,0,1/1,1,医药商业
22,603316,诚邦股份,10.0,16.94,334996048,4476632160.0,4476632160.0,7.709070205688477,68347699,094258,094258,0,3/2,1,基础建设
23,003023,彩虹集团,9.991423606872559,25.65,324950672,2695869224.1,2702012040.0,12.210861206054688,142442016,094442,094751,3,1/1,1,小家电
24,000545,金浦钛业,9.970674514770508,3.75,775213216,3695261610.0,3700624140.0,21.368793487548828,50001375,094539,111733,2,1/1,1,化学原料
25,600354,敦煌种业,9.942362785339355,7.63,1252195264,4027129870.4,4027129870.4,31.68076515197754,19470234,094903,145418,7,1/1,1,种植业
26,002448,中原内配,10.012284278869629,17.91,523956448,8158674995.190001,10538416795.68,6.547852993011475,110781409,094921,094921,0,1/1,1,汽车零部
27,002165,红 宝 丽,10.0,12.21,991693840,8884356146.16,8977644746.400002,11.509649276733398,247343659,094951,094951,0,1/1,1,化学制品
28,000677,恒天海龙,10.0,4.4,252354301,3801502971.2000003,3801502988.8,6.768930435180664,109561909,095124,095124,0,1/1,1,化学纤维
29,600676,交运股份,10.026041030883789,8.45,204462681,8690765376.8,8690765376.8,2.410043478012085,57814756,095150,095150,0,1/1,1,汽车服务
30,600470,六国化工,9.986859321594238,8.37,837651072,4365792000.0,4365792000.0,19.65586280822754,16555023,095204,100428,1,1/1,1,农化制品
31,002809,红墙股份,9.967845916748047,13.68,195549694,1903140806.3999999,2894857809.84,10.560159683227539,129916976,095342,095342,0,1/1,1,化学制品
32,002478,常宝股份,9.992070198059082,13.87,717845072,10024181020.06,12494154586.88,7.3782477378845215,98769324,095357,095357,0,1/1,1,特钢Ⅱ
