exchange,cal_date,is_open,pretrade_date
SSE,20260324,1,20260323
SSE,20260323,1,20260320
SSE,20260322,0,20260320
SSE,20260321,0,20260320
SSE,20260320,1,20260319
SSE,20260319,1,20260318
SSE,20260318,1,20260317
SSE,20260317,1,20260316
SSE,20260316,1,20260313
SSE,20260315,0,20260313
SSE,20260314,0,20260313
SSE,20260313,1,20260312
SSE,20260312,1,20260311
SSE,20260311,1,20260310
SSE,20260310,1,20260309
