ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000890.SZ,2026-03-30,13.95,14.83,13.93,14.83,13.48,1.35,10.0148,394207.88,570319.699
000890.SZ,2026-03-27,13.09,13.48,12.45,13.48,12.25,1.23,10.0408,661552.1,869247.971
000890.SZ,2026-03-26,13.31,13.48,12.25,12.25,13.61,-1.36,-9.9927,861258.38,1091423.036
000890.SZ,2026-03-25,13.17,13.98,12.88,13.61,12.79,0.82,6.4113,887963.09,1190993.603
000890.SZ,2026-03-24,13.17,13.5,12.25,12.79,13.15,-0.36,-2.7376,736352.67,936517.511
000890.SZ,2026-03-23,12.52,13.72,11.9,13.15,13.13,0.02,0.1523,757100.67,983418.164
000890.SZ,2026-03-20,13.5,14.0,12.6,13.13,14.0,-0.87,-6.2143,883926.86,1173662.216
000890.SZ,2026-03-19,13.4,14.27,13.1,14.0,13.6,0.4,2.9412,988448.77,1364061.217
000890.SZ,2026-03-18,13.76,14.0,12.51,13.6,13.42,0.18,1.3413,1202694.26,1588179.902
000890.SZ,2026-03-17,12.55,13.42,12.21,13.42,12.2,1.22,10.0,963352.26,1242946.057
000890.SZ,2026-03-16,11.12,12.2,10.66,12.2,11.09,1.11,10.009,1305607.76,1531178.818
000890.SZ,2026-03-13,10.59,11.09,10.45,11.09,10.08,1.01,10.0198,389990.97,424799.648
000890.SZ,2026-03-12,9.13,10.08,9.13,10.08,9.16,0.92,10.0437,834597.16,819943.558
000890.SZ,2026-03-11,8.6,9.58,8.43,9.16,8.71,0.45,5.1665,1174800.37,1090363.064
000890.SZ,2026-03-10,8.83,9.11,8.54,8.71,8.91,-0.2,-2.2447,775994.89,683553.314
000890.SZ,2026-03-09,8.68,9.0,8.43,8.91,9.05,-0.14,-1.547,703986.41,613241.821
000890.SZ,2026-03-06,9.15,9.25,8.7,9.05,9.15,-0.1,-1.0929,909035.14,814809.554
000890.SZ,2026-03-05,9.32,9.58,8.7,9.15,8.87,0.28,3.1567,1462356.12,1345545.072
000890.SZ,2026-03-04,7.88,8.87,7.66,8.87,8.06,0.81,10.0496,1171109.16,993406.349
000890.SZ,2026-03-03,8.55,8.85,7.9,8.06,8.43,-0.37,-4.3891,1401557.54,1177895.446
000890.SZ,2026-03-02,7.07,8.43,7.07,8.43,7.66,0.77,10.0522,1239307.21,1006456.253
000890.SZ,2026-02-27,7.83,7.91,7.22,7.66,8.02,-0.36,-4.4888,1458456.25,1088239.6
000890.SZ,2026-02-26,7.26,8.02,7.26,8.02,7.29,0.73,10.0137,890752.45,687271.996
000890.SZ,2026-02-25,7.28,7.29,6.8,7.29,6.63,0.66,9.9548,1345413.43,967309.676
