ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002980.SZ,2026-04-03,42.38,46.09,42.38,46.09,41.9,4.19,10.0,120528.3,543527.473
002980.SZ,2026-04-02,44.78,45.49,41.33,41.9,45.12,-3.22,-7.1365,181962.85,780293.205
002980.SZ,2026-04-01,42.69,46.31,41.26,45.12,42.1,3.02,7.1734,239710.87,1065186.693
002980.SZ,2026-03-31,44.02,44.92,39.6,42.1,43.78,-1.68,-3.8374,180210.22,747207.78
002980.SZ,2026-03-30,39.8,43.78,39.0,43.78,39.8,3.98,10.0,78855.0,334146.578
002980.SZ,2026-03-27,38.38,41.09,37.52,39.8,39.31,0.49,1.2465,96950.6,383455.465
002980.SZ,2026-03-26,40.23,41.43,38.98,39.31,40.51,-1.2,-2.9622,83521.8,332075.601
002980.SZ,2026-03-25,39.16,41.85,38.66,40.51,38.49,2.02,5.2481,132366.89,539036.934
002980.SZ,2026-03-24,36.7,38.65,35.01,38.49,35.7,2.79,7.8151,108294.4,398139.757
002980.SZ,2026-03-23,36.98,37.2,34.11,35.7,37.22,-1.52,-4.0838,141508.42,509903.281
002980.SZ,2026-03-20,38.72,39.85,37.15,37.22,39.05,-1.83,-4.6863,161249.88,618889.533
002980.SZ,2026-03-19,37.88,39.59,36.1,39.05,38.23,0.82,2.1449,200502.53,762874.794
002980.SZ,2026-03-18,38.54,39.06,37.18,38.23,37.91,0.32,0.8441,160254.99,610834.193
002980.SZ,2026-03-17,38.66,40.28,37.16,37.91,38.65,-0.74,-1.9146,229776.4,892032.719
002980.SZ,2026-03-16,35.5,38.65,35.29,38.65,35.14,3.51,9.9886,139960.6,519962.636
002980.SZ,2026-03-13,36.36,36.7,35.0,35.14,36.41,-1.27,-3.4881,132247.79,470774.523
002980.SZ,2026-03-12,37.51,38.03,36.03,36.41,37.75,-1.34,-3.5497,152505.3,563289.378
002980.SZ,2026-03-11,37.44,38.87,36.82,37.75,36.78,0.97,2.6373,214572.57,815507.233
002980.SZ,2026-03-10,36.36,37.68,35.66,36.78,35.6,1.18,3.3146,230288.17,842641.742
002980.SZ,2026-03-09,32.53,36.6,32.53,35.6,34.4,1.2,3.4884,236343.4,825647.892
002980.SZ,2026-03-06,31.79,35.06,31.57,34.4,32.46,1.94,5.9766,270725.59,906817.035
002980.SZ,2026-03-05,34.06,34.49,31.47,32.46,34.02,-1.56,-4.5855,278282.3,912022.679
002980.SZ,2026-03-04,34.98,35.04,32.4,34.02,35.06,-1.04,-2.9663,309672.58,1051529.791
