ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002361.SZ,2026-03-31,16.15,16.5,15.83,16.5,15.0,1.5,10.0,1917880.22,3149143.535
002361.SZ,2026-03-30,13.37,15.0,13.21,15.0,13.64,1.36,9.9707,2300031.27,3313354.67
002361.SZ,2026-03-27,12.02,13.64,12.01,13.64,12.4,1.24,10.0,2681411.55,3538826.35
002361.SZ,2026-03-26,11.51,12.4,11.19,12.4,11.27,1.13,10.0266,1581372.15,1875878.838
002361.SZ,2026-03-25,11.12,11.39,11.12,11.27,11.1,0.17,1.5315,510927.42,576381.729
002361.SZ,2026-03-24,11.12,11.19,10.73,11.1,10.9,0.2,1.8349,569378.83,625823.898
002361.SZ,2026-03-23,10.86,11.47,10.76,10.9,11.23,-0.33,-2.9386,686782.82,760785.315
002361.SZ,2026-03-20,12.01,12.08,11.23,11.23,11.9,-0.67,-5.6303,655830.9,756369.003
002361.SZ,2026-03-19,12.07,12.19,11.82,11.9,12.37,-0.47,-3.7995,604241.26,722976.154
002361.SZ,2026-03-18,12.0,12.53,11.64,12.37,12.0,0.37,3.0833,855596.42,1038642.846
002361.SZ,2026-03-17,12.75,12.84,12.0,12.0,12.75,-0.75,-5.8824,907863.88,1112991.48
002361.SZ,2026-03-16,12.51,13.05,12.51,12.75,12.65,0.1,0.7905,715114.2,915148.452
002361.SZ,2026-03-13,13.25,13.47,12.44,12.65,13.57,-0.92,-6.7797,1197896.26,1546034.122
002361.SZ,2026-03-12,13.34,13.94,13.09,13.57,13.47,0.1,0.7424,1613794.91,2191703.359
002361.SZ,2026-03-11,12.85,13.88,12.62,13.47,12.85,0.62,4.8249,1796037.73,2407297.521
