exit_date,entry_date,stock_code,stock_name,pattern_type,action,exit_reason,shares,pnl,pnl_pct,holding_days,stop_loss_triggered,take_profit_triggered,plan_rank,plan_score,plan_reason,factor_metrics_json,factor_stk_liquidity_percentile,factor_stk_new_high_20d,factor_tech_score
20260325,20260324,002565,顺灏股份,指标筛选/default,SELL,stop_loss,11000,-13016.379354000004,-0.06820283916865921,1,True,False,1,94.7346,综合评分 94.7，候选排名第 1；当日涨幅 +9.97%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 4.43/3.81 倍；流动性分位 99.2，承接能力较好；tech_score 94.6，指标表现靠前,"{""stk_liquidity_percentile"": 99.23399598759804, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.63465735294118}",99.23399598759804,88.23529411764706,94.63465735294118
20260326,20260324,002310,东方新能,指标筛选/default,SELL,stop_loss,49800,-18443.04305399998,-0.09622192091125147,2,True,False,3,94.4036,综合评分 94.4，候选排名第 3；当日涨幅 +10.06%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 4.19/3.09 倍；流动性分位 98.0，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.01203720590918, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",98.01203720590918,88.23529411764706,94.70588235294119
20260327,20260324,600143,金发科技,指标筛选/default,SELL,stop_loss,10700,-10242.045307199995,-0.05344171321450035,3,True,False,2,94.4364,综合评分 94.4，候选排名第 2；当日涨幅 +10.02%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 4.20/4.34 倍；流动性分位 98.1，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.12146635053803, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",98.12146635053803,88.23529411764706,94.70588235294119
20260330,20260326,002475,立讯精密,指标筛选/default,SELL,stop_loss,3600,-11627.082900000009,-0.06231545064994548,2,True,False,1,94.9663,综合评分 95.0，候选排名第 1；当日涨幅 +9.99%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.83/1.81 倍；流动性分位 99.9，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.92703392922292, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.68223235294118}",99.92703392922292,88.23529411764706,94.68223235294118
20260414,20260326,601869,长飞光纤,指标筛选/default,SELL,trailing_stop,700,72984.47144519998,0.4025081741705902,12,False,True,2,94.8243,综合评分 94.8，候选排名第 2；当日涨幅 +10.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.32/1.22 倍；流动性分位 99.4，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.4162714337833, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70478235294118}",99.4162714337833,88.23529411764706,94.70478235294118
20260415,20260409,300058,蓝色光标,指标筛选/default,SELL,time_stop,11800,-730.4922395999893,-0.0037660992486538572,4,False,False,2,94.929,综合评分 94.9，候选排名第 2；当日涨幅 +20.01%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.50/2.36 倍；流动性分位 99.8，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.7632058287796, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.7632058287796,88.23529411764706,94.70588235294119
20260507,20260427,600338,西藏珠峰,指标筛选/default,SELL,trailing_stop,8600,23074.3756152,0.1174082647566272,5,False,True,3,94.4408,综合评分 94.4，候选排名第 3；当日涨幅 +9.99%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 4.58/3.58 倍；流动性分位 98.2，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.18049490538574, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.67920735294118}",98.18049490538574,88.23529411764706,94.67920735294118
20260508,20260409,300475,香农芯创,指标筛选/default,SELL,trailing_stop,1200,36610.804692000005,0.203509901730362,18,False,True,3,94.9235,综合评分 94.9，候选排名第 3；当日涨幅 +20.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.52/2.59 倍；流动性分位 99.7，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.74499089253187, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.74499089253187,88.23529411764706,94.70588235294119
20260508,20260427,002407,多氟多,指标筛选/default,SELL,trailing_stop,5800,6770.077816800011,0.034629068493480686,6,False,True,1,94.747,综合评分 94.7，候选排名第 1；当日涨幅 +9.99%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 3.32/2.93 倍；流动性分位 99.2，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.21761280931587, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.66930735294117}",99.21761280931587,88.23529411764706,94.66930735294117
20260508,20260427,002812,恩捷股份,指标筛选/default,SELL,time_stop,2400,1385.8083791999961,0.007179645990979494,6,False,False,2,94.5961,综合评分 94.6，候选排名第 2；当日涨幅 +10.01%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.02/1.82 倍；流动性分位 98.7，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.65356622998544, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",98.65356622998544,88.23529411764706,94.70588235294119
20260512,20260507,603986,兆易创新,指标筛选/default,SELL,time_stop,600,2751.537617999973,0.013185504132362984,3,False,False,1,94.929,综合评分 94.9，候选排名第 1；当日涨幅 +10.00%，短线强度已确认；流动性分位 99.8，承接能力较好；tech_score 94.7，指标表现靠前；通过市场、流动性、强度、量能、趋势过滤,"{""stk_liquidity_percentile"": 99.7632058287796, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.7632058287796,88.23529411764706,94.70588235294119
20260514,20260511,600498,烽火通信,指标筛选/default,SELL,time_stop,3300,-3838.3724213999812,-0.019341222882636115,3,False,False,2,94.7706,综合评分 94.8，候选排名第 2；当日涨幅 +10.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.28/1.17 倍；流动性分位 99.3，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.25332362046986, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.69515735294118}",99.25332362046986,88.23529411764706,94.69515735294118
20260514,20260511,000547,航天发展,指标筛选/default,SELL,stop_loss,7000,-18981.23833199995,-0.0946268441894977,3,True,False,3,94.6667,综合评分 94.7，候选排名第 3；当日涨幅 +10.01%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.44/2.32 倍；流动性分位 98.9，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.88909124021126, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",98.88909124021126,88.23529411764706,94.70588235294119
20260514,20260512,300604,长川科技,指标筛选/default,SELL,stop_loss,900,-11083.353238799988,-0.05585058615403998,2,True,False,2,94.8252,综合评分 94.8，候选排名第 2；当日涨幅 +20.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.86/1.63 倍；流动性分位 99.4，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.41722819158623, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.41722819158623,88.23529411764706,94.70588235294119
20260515,20260514,601138,工业富联,指标筛选/default,SELL,stop_loss,2800,-18965.000846399955,-0.09131983644912978,1,True,False,1,95.0,综合评分 95.0，候选排名第 1；当日涨幅 +10.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.95/1.81 倍；流动性分位 100.0，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 100.0, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",100.0,88.23529411764706,94.70588235294119
20260519,20260507,301308,江波龙,指标筛选/default,SELL,trailing_stop,400,27779.2597272,0.14140559925386675,8,False,True,2,94.8852,综合评分 94.9，候选排名第 2；当日涨幅 +20.00%，短线强度已确认；流动性分位 99.6，承接能力较好；tech_score 94.7，指标表现靠前；通过市场、流动性、强度、量能、趋势过滤,"{""stk_liquidity_percentile"": 99.61748633879782, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.61748633879782,88.23529411764706,94.70588235294119
20260519,20260514,001309,德明利,指标筛选/default,SELL,time_stop,300,-1126.0588751999894,-0.005357530807970772,3,False,False,2,94.8689,综合评分 94.9，候选排名第 2；当日涨幅 +10.00%，短线强度已确认；流动性分位 99.6，承接能力较好；tech_score 94.7，指标表现靠前；通过市场、流动性、强度、量能、趋势过滤,"{""stk_liquidity_percentile"": 99.56308028399782, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.56308028399782,88.23529411764706,94.70588235294119
20260519,20260514,603629,利通电子,指标筛选/default,SELL,time_stop,1200,-2012.8101839999727,-0.00956281019885638,3,False,False,3,94.6933,综合评分 94.7，候选排名第 3；当日涨幅 +10.00%，短线强度已确认；流动性分位 99.0，承接能力较好；tech_score 94.7，指标表现靠前；通过市场、流动性、强度、量能、趋势过滤,"{""stk_liquidity_percentile"": 98.98052066266156, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70423235294118}",98.98052066266156,88.23529411764706,94.70423235294118
20260521,20260511,002281,光迅科技,指标筛选/default,SELL,trailing_stop,1000,28150.962180000002,0.1493954613335709,8,False,True,1,94.9344,综合评分 94.9，候选排名第 1；当日涨幅 +10.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.26/1.17 倍；流动性分位 99.8，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.78146057184483, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.78146057184483,88.23529411764706,94.70588235294119
20260521,20260519,000988,华工科技,指标筛选/default,SELL,trailing_stop,1300,2658.2447580000153,0.013505297117133058,2,False,True,1,94.8636,综合评分 94.9，候选排名第 1；当日涨幅 +10.00%，短线强度已确认；量能未明显放大，成交额/成交量约为5日均值 0.72/0.70 倍；流动性分位 99.5，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.54537188579742, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.54537188579742,88.23529411764706,94.70588235294119
20260522,20260521,002654,万润科技,指标筛选/default,SELL,stop_loss,11000,-23694.888030000002,-0.10854224377457827,1,True,False,3,94.5891,综合评分 94.6，候选排名第 3；当日涨幅 +9.98%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.34/2.12 倍；流动性分位 98.7，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.7086213168425, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.65885735294118}",98.7086213168425,88.23529411764706,94.65885735294118
20260525,20260518,002407,多氟多,指标筛选/default,SELL,trailing_stop,5400,5387.323964399984,0.026742682823123268,5,False,True,2,94.596,综合评分 94.6，候选排名第 2；当日涨幅 +10.02%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.30/1.26 倍；流动性分位 98.7，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.6533212010919, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",98.6533212010919,88.23529411764706,94.70588235294119
20260527,20260512,600584,长电科技,指标筛选/default,SELL,trailing_stop,3600,104347.13025599997,0.5094923080848148,11,False,True,3,94.7924,综合评分 94.8，候选排名第 3；当日涨幅 +10.01%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.23/1.08 倍；流动性分位 99.3，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.30795847750865, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.30795847750865,88.23529411764706,94.70588235294119
20260528,20260525,300476,胜宏科技,指标筛选/default,SELL,time_stop,500,-8417.374110000033,-0.04306694127183327,3,False,False,1,94.9945,综合评分 95.0，候选排名第 1；当日涨幅 +13.31%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.08/1.96 倍；流动性分位 100.0，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.98183139534885, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.98183139534885,88.23529411764706,94.70588235294119
20260529,20260522,000725,京东方A,指标筛选/default,SELL,trailing_stop,45300,17319.887209799985,0.08116167646839334,5,False,True,1,94.4546,综合评分 94.5，候选排名第 1；当日涨幅 +10.09%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.44/1.30 倍；流动性分位 98.2，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.18214870023631, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",98.18214870023631,88.23529411764706,94.70588235294119
20260529,20260527,002185,华天科技,指标筛选/default,SELL,trailing_stop,11800,-6126.661078800011,-0.026228699570224483,2,False,True,2,94.8583,综合评分 94.9，候选排名第 2；当日涨幅 +10.02%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.85/1.56 倍；流动性分位 99.5，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.52761627906976, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.52761627906976,88.23529411764706,94.70588235294119
20260529,20260528,601126,四方股份,指标筛选/default,SELL,stop_loss,2700,-20932.77216600001,-0.09078736205963438,1,True,False,2,94.1664,综合评分 94.2，候选排名第 2；当日涨幅 +10.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.22/1.21 倍；流动性分位 97.2，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 97.2212132219397, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",97.2212132219397,88.23529411764706,94.70588235294119
20260601,20260525,002463,沪电股份,指标筛选/default,SELL,trailing_stop,1700,1372.9487538000103,0.006658099283085863,5,False,True,2,94.8746,综合评分 94.9，候选排名第 2；当日涨幅 +10.00%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.86/1.73 倍；流动性分位 99.6，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.58212209302324, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.58212209302324,88.23529411764706,94.70588235294119
20260601,20260525,600183,生益科技,指标筛选/default,SELL,trailing_stop,1800,37656.90942839996,0.18309198242733274,5,False,True,3,94.7765,综合评分 94.8，候选排名第 3；当日涨幅 +10.00%，短线强度已确认；流动性分位 99.3，承接能力较好；tech_score 94.7，指标表现靠前；通过市场、流动性、强度、量能、趋势过滤,"{""stk_liquidity_percentile"": 99.25508720930233, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.25508720930233,88.23529411764706,94.70588235294119
20260601,20260528,600396,华电辽能,指标筛选/default,SELL,stop_loss,11800,-13049.19047999999,-0.056580784094266534,2,True,False,1,94.3625,综合评分 94.4，候选排名第 1；当日涨幅 +10.01%，短线强度已确认；流动性分位 97.9，承接能力较好；tech_score 94.7，指标表现靠前；通过市场、流动性、强度、量能、趋势过滤,"{""stk_liquidity_percentile"": 97.87504540501271, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",97.87504540501271,88.23529411764706,94.70588235294119
20260601,20260529,000063,中兴通讯,指标筛选/default,SELL,stop_loss,6100,-21986.302224000014,-0.09340360501694743,1,True,False,1,94.8015,综合评分 94.8，候选排名第 1；当日涨幅 +9.99%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.76/1.71 倍；流动性分位 99.4，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 99.36432982201235, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.69020735294119}",99.36432982201235,88.23529411764706,94.69020735294119
20260601,20260529,002428,云南锗业,指标筛选/default,SELL,stop_loss,2400,-32470.492089599982,-0.1419381437940844,1,True,False,2,94.7821,综合评分 94.8，候选排名第 2；当日涨幅 +10.00%，短线强度已确认；流动性分位 99.3，承接能力较好；tech_score 94.7，指标表现靠前；通过市场、流动性、强度、量能、趋势过滤,"{""stk_liquidity_percentile"": 99.27351979658555, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",99.27351979658555,88.23529411764706,94.70588235294119
20260603,20260602,002081,金螳螂,指标筛选/default,SELL,stop_loss,30400,-11796.170063999976,-0.05530589326196142,1,True,False,3,94.4172,综合评分 94.4，候选排名第 3；当日涨幅 +10.06%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.49/2.18 倍；流动性分位 98.1，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 98.05737109658679, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",98.05737109658679,88.23529411764706,94.70588235294119
20260604,20260601,600011,华能国际,指标筛选/default,SELL,time_stop,25100,-7518.897015000024,-0.033207785502007515,3,False,False,2,94.2481,综合评分 94.2，候选排名第 2；当日涨幅 +10.05%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 2.70/2.43 倍；流动性分位 97.5，承接能力较好；tech_score 94.7，指标表现靠前,"{""stk_liquidity_percentile"": 97.49364329822012, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.70588235294119}",97.49364329822012,88.23529411764706,94.70588235294119
20260604,20260601,600863,华能蒙电,指标筛选/default,SELL,stop_loss,29500,-24199.106885999994,-0.10684410411464823,3,True,False,3,94.2253,综合评分 94.2，候选排名第 3；当日涨幅 +9.94%，短线强度已确认；量价活跃，成交额/成交量约为5日均值 1.55/1.37 倍；流动性分位 97.7，承接能力较好；tech_score 94.5，指标表现靠前,"{""stk_liquidity_percentile"": 97.6934253541591, ""stk_new_high_20d"": 88.23529411764706, ""tech_score"": 94.54033235294118}",97.6934253541591,88.23529411764706,94.54033235294118
