2026-06-18 19:31:22.934 | INFO     | core.data.data_prep:build:124 - [DataPrep] ETL主路径跳过逐股历史日线批量获取，使用 all_daily/silver 因子主表
2026-06-18 19:31:31.893 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV stock_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:31:32.388 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV sector_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:31:32.541 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV index_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:31:32.674 | INFO     | core.etl.warehouse:persist_market_dataset_silver:315 - [SilverWarehouse] Phase1 silver 落盘完成 20260506: quality_ok=True issues=0
2026-06-18 19:31:32.676 | INFO     | core.data.data_prep:build:141 - [DataPrep] MarketDataset(20260506) daily=0 all_daily=1 auction=0 sector_map=0 limit_up=16 prefetched=['all_daily', 'daily_basic', 'index_daily', 'limit_cpt_list', 'limit_up', 'moneyflow_summary', 'stock_basic', 'ths_daily', 'ths_index']
2026-06-18 19:31:36.153 | INFO     | snapshot.writer:write:276 - [Snapshot] 20260506 快照已落盘: json, sqlite
2026-06-18 19:31:40.614 | WARNING  | kb.embeddings:embed:51 - [KB] 云嵌入调用失败，回退词法检索: 400 Client Error: Bad Request for url: https://dashscope.aliyuncs.com/compatible-mode/v1/embeddings
2026-06-18 19:31:40.616 | INFO     | kb.ingest:ingest_snapshot:29 - [KB] 20260506 未取得向量，按词法检索入库
2026-06-18 19:31:40.846 | INFO     | kb.ingest:ingest_snapshot:33 - [KB] 20260506 入库 11 块（词法）
2026-06-18 19:31:40.846 | INFO     | core.etl.daily_pipeline:run:127 - [数据生成] 主流程完成: ok=True, 候选=10, snapshot=G:\a_stock_sentiment_system\webdata\snapshots\20260506.json
2026-06-18 19:31:40.849 | INFO     | __main__:main:59 - [1/32] 20260506 完成
2026-06-18 19:31:40.850 | INFO     | main:run_daily_analysis:45 - 开始执行 20260507 的日度数据生成...
2026-06-18 19:31:40.850 | INFO     | main:run_daily_analysis:46 - 对比日期: 20260506
2026-06-18 19:31:40.851 | INFO     | core.etl.daily_pipeline:run:80 - [数据生成] 开始主流程: 20260507, prev=20260506
2026-06-18 19:31:40.915 | INFO     | core.data.data_prep:_prefetch_all_daily:212 - [DataPrep] all_daily 预取：5493 行 @ 20260507
2026-06-18 19:31:40.930 | INFO     | core.data.data_prep:_prefetch_stock_basic:237 - [DataPrep] stock_basic 预取：5529 行
2026-06-18 19:31:40.955 | INFO     | core.data.data_prep:_prefetch_daily_basic:225 - [DataPrep] daily_basic 预取：5493 行 @ 20260507
2026-06-18 19:31:41.364 | INFO     | core.data.data_prep:_prefetch_limit_up:299 - [DataPrep] limit_up 预取：16 个交易日，非空 16 个
2026-06-18 19:31:41.486 | INFO     | core.data.data_prep:_prefetch_sectors:365 - [DataPrep] 板块/资金流预取：['ths_index', 'ths_daily', 'limit_cpt_list', 'moneyflow_summary']（板块按日窗口 10 天，调用缓存 26 条）
2026-06-18 19:31:41.551 | INFO     | core.data.data_prep:_prefetch_index_daily:274 - [DataPrep] index_daily 预取：3 指数 × 2 窗口，成功 6 次
2026-06-18 19:31:41.551 | INFO     | core.data.data_prep:build:124 - [DataPrep] ETL主路径跳过逐股历史日线批量获取，使用 all_daily/silver 因子主表
2026-06-18 19:31:54.015 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV stock_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:31:54.592 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV sector_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:31:54.815 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV index_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:31:54.989 | INFO     | core.etl.warehouse:persist_market_dataset_silver:315 - [SilverWarehouse] Phase1 silver 落盘完成 20260507: quality_ok=True issues=0
2026-06-18 19:31:54.991 | INFO     | core.data.data_prep:build:141 - [DataPrep] MarketDataset(20260507) daily=0 all_daily=1 auction=0 sector_map=0 limit_up=16 prefetched=['all_daily', 'daily_basic', 'index_daily', 'limit_cpt_list', 'limit_up', 'moneyflow_summary', 'stock_basic', 'ths_daily', 'ths_index']
2026-06-18 19:32:00.718 | INFO     | snapshot.writer:write:276 - [Snapshot] 20260507 快照已落盘: json, sqlite
2026-06-18 19:32:03.069 | WARNING  | kb.embeddings:embed:51 - [KB] 云嵌入调用失败，回退词法检索: 400 Client Error: Bad Request for url: https://dashscope.aliyuncs.com/compatible-mode/v1/embeddings
2026-06-18 19:32:03.071 | INFO     | kb.ingest:ingest_snapshot:29 - [KB] 20260507 未取得向量，按词法检索入库
2026-06-18 19:32:03.514 | INFO     | kb.ingest:ingest_snapshot:33 - [KB] 20260507 入库 11 块（词法）
2026-06-18 19:32:03.515 | INFO     | core.etl.daily_pipeline:run:127 - [数据生成] 主流程完成: ok=True, 候选=10, snapshot=G:\a_stock_sentiment_system\webdata\snapshots\20260507.json
2026-06-18 19:32:03.518 | INFO     | __main__:main:59 - [2/32] 20260507 完成
2026-06-18 19:32:03.518 | INFO     | main:run_daily_analysis:45 - 开始执行 20260508 的日度数据生成...
2026-06-18 19:32:03.519 | INFO     | main:run_daily_analysis:46 - 对比日期: 20260507
2026-06-18 19:32:03.519 | INFO     | core.etl.daily_pipeline:run:80 - [数据生成] 开始主流程: 20260508, prev=20260507
2026-06-18 19:32:03.583 | INFO     | core.data.data_prep:_prefetch_all_daily:212 - [DataPrep] all_daily 预取：5491 行 @ 20260508
2026-06-18 19:32:03.598 | INFO     | core.data.data_prep:_prefetch_stock_basic:237 - [DataPrep] stock_basic 预取：5529 行
2026-06-18 19:32:03.638 | INFO     | core.data.data_prep:_prefetch_daily_basic:225 - [DataPrep] daily_basic 预取：5491 行 @ 20260508
2026-06-18 19:32:04.253 | INFO     | core.data.data_prep:_prefetch_limit_up:299 - [DataPrep] limit_up 预取：16 个交易日，非空 16 个
2026-06-18 19:32:04.436 | INFO     | core.data.data_prep:_prefetch_sectors:365 - [DataPrep] 板块/资金流预取：['ths_index', 'ths_daily', 'limit_cpt_list', 'moneyflow_summary']（板块按日窗口 10 天，调用缓存 26 条）
2026-06-18 19:32:04.507 | INFO     | core.data.data_prep:_prefetch_index_daily:274 - [DataPrep] index_daily 预取：3 指数 × 2 窗口，成功 6 次
2026-06-18 19:32:04.507 | INFO     | core.data.data_prep:build:124 - [DataPrep] ETL主路径跳过逐股历史日线批量获取，使用 all_daily/silver 因子主表
2026-06-18 19:32:17.515 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV stock_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:18.027 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV sector_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:18.247 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV index_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:18.438 | INFO     | core.etl.warehouse:persist_market_dataset_silver:315 - [SilverWarehouse] Phase1 silver 落盘完成 20260508: quality_ok=True issues=0
2026-06-18 19:32:18.439 | INFO     | core.data.data_prep:build:141 - [DataPrep] MarketDataset(20260508) daily=0 all_daily=1 auction=0 sector_map=0 limit_up=16 prefetched=['all_daily', 'daily_basic', 'index_daily', 'limit_cpt_list', 'limit_up', 'moneyflow_summary', 'stock_basic', 'ths_daily', 'ths_index']
2026-06-18 19:32:22.743 | ERROR    | __main__:main:61 - [3/32] 20260508 失败: IO Error: Cannot open file "G:\a_stock_sentiment_system\webdata\factors.duckdb": 另一个程序正在使用此文件，进程无法访问。

File is already open in 
C:\Program Files\Git\mingw64\bin\git.exe (PID 16652)
C:\Program Files\Git\mingw64\bin\git.exe (PID 20976)
2026-06-18 19:32:22.746 | INFO     | main:run_daily_analysis:45 - 开始执行 20260511 的日度数据生成...
2026-06-18 19:32:22.746 | INFO     | main:run_daily_analysis:46 - 对比日期: 20260508
2026-06-18 19:32:22.746 | INFO     | core.etl.daily_pipeline:run:80 - [数据生成] 开始主流程: 20260511, prev=20260508
2026-06-18 19:32:22.801 | INFO     | core.data.data_prep:_prefetch_all_daily:212 - [DataPrep] all_daily 预取：5491 行 @ 20260511
2026-06-18 19:32:22.814 | INFO     | core.data.data_prep:_prefetch_stock_basic:237 - [DataPrep] stock_basic 预取：5529 行
2026-06-18 19:32:22.838 | INFO     | core.data.data_prep:_prefetch_daily_basic:225 - [DataPrep] daily_basic 预取：5491 行 @ 20260511
2026-06-18 19:32:23.196 | INFO     | core.data.data_prep:_prefetch_limit_up:299 - [DataPrep] limit_up 预取：16 个交易日，非空 16 个
2026-06-18 19:32:23.384 | INFO     | core.data.data_prep:_prefetch_sectors:365 - [DataPrep] 板块/资金流预取：['ths_index', 'ths_daily', 'limit_cpt_list', 'moneyflow_summary']（板块按日窗口 10 天，调用缓存 26 条）
2026-06-18 19:32:23.510 | INFO     | core.data.data_prep:_prefetch_index_daily:274 - [DataPrep] index_daily 预取：3 指数 × 2 窗口，成功 6 次
2026-06-18 19:32:23.510 | INFO     | core.data.data_prep:build:124 - [DataPrep] ETL主路径跳过逐股历史日线批量获取，使用 all_daily/silver 因子主表
2026-06-18 19:32:30.525 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV stock_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:31.070 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV sector_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:31.239 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV index_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:31.378 | INFO     | core.etl.warehouse:persist_market_dataset_silver:315 - [SilverWarehouse] Phase1 silver 落盘完成 20260511: quality_ok=True issues=0
2026-06-18 19:32:31.380 | INFO     | core.data.data_prep:build:141 - [DataPrep] MarketDataset(20260511) daily=0 all_daily=1 auction=0 sector_map=0 limit_up=16 prefetched=['all_daily', 'daily_basic', 'index_daily', 'limit_cpt_list', 'limit_up', 'moneyflow_summary', 'stock_basic', 'ths_daily', 'ths_index']
2026-06-18 19:32:36.852 | ERROR    | __main__:main:61 - [4/32] 20260511 失败: IO Error: Cannot open file "G:\a_stock_sentiment_system\webdata\factors.duckdb": 另一个程序正在使用此文件，进程无法访问。

File is already open in 
C:\Program Files\Git\mingw64\bin\git.exe (PID 5684)
C:\Program Files\Git\mingw64\bin\git.exe (PID 19328)
2026-06-18 19:32:36.857 | INFO     | main:run_daily_analysis:45 - 开始执行 20260512 的日度数据生成...
2026-06-18 19:32:36.857 | INFO     | main:run_daily_analysis:46 - 对比日期: 20260511
2026-06-18 19:32:36.857 | INFO     | core.etl.daily_pipeline:run:80 - [数据生成] 开始主流程: 20260512, prev=20260511
2026-06-18 19:32:36.940 | INFO     | core.data.data_prep:_prefetch_all_daily:212 - [DataPrep] all_daily 预取：5490 行 @ 20260512
2026-06-18 19:32:36.959 | INFO     | core.data.data_prep:_prefetch_stock_basic:237 - [DataPrep] stock_basic 预取：5529 行
2026-06-18 19:32:36.997 | INFO     | core.data.data_prep:_prefetch_daily_basic:225 - [DataPrep] daily_basic 预取：5490 行 @ 20260512
2026-06-18 19:32:37.424 | INFO     | core.data.data_prep:_prefetch_limit_up:299 - [DataPrep] limit_up 预取：16 个交易日，非空 16 个
2026-06-18 19:32:37.657 | INFO     | core.data.data_prep:_prefetch_sectors:365 - [DataPrep] 板块/资金流预取：['ths_index', 'ths_daily', 'limit_cpt_list', 'moneyflow_summary']（板块按日窗口 10 天，调用缓存 26 条）
2026-06-18 19:32:37.808 | INFO     | core.data.data_prep:_prefetch_index_daily:274 - [DataPrep] index_daily 预取：3 指数 × 2 窗口，成功 6 次
2026-06-18 19:32:37.808 | INFO     | core.data.data_prep:build:124 - [DataPrep] ETL主路径跳过逐股历史日线批量获取，使用 all_daily/silver 因子主表
2026-06-18 19:32:46.831 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV stock_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:47.354 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV sector_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:47.565 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV index_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:32:47.787 | INFO     | core.etl.warehouse:persist_market_dataset_silver:315 - [SilverWarehouse] Phase1 silver 落盘完成 20260512: quality_ok=True issues=0
2026-06-18 19:32:47.788 | INFO     | core.data.data_prep:build:141 - [DataPrep] MarketDataset(20260512) daily=0 all_daily=1 auction=0 sector_map=0 limit_up=16 prefetched=['all_daily', 'daily_basic', 'index_daily', 'limit_cpt_list', 'limit_up', 'moneyflow_summary', 'stock_basic', 'ths_daily', 'ths_index']
2026-06-18 19:32:52.156 | INFO     | snapshot.writer:write:276 - [Snapshot] 20260512 快照已落盘: json, sqlite
2026-06-18 19:33:15.870 | WARNING  | kb.embeddings:embed:51 - [KB] 云嵌入调用失败，回退词法检索: 400 Client Error: Bad Request for url: https://dashscope.aliyuncs.com/compatible-mode/v1/embeddings
2026-06-18 19:33:15.871 | INFO     | kb.ingest:ingest_snapshot:29 - [KB] 20260512 未取得向量，按词法检索入库
2026-06-18 19:33:16.095 | INFO     | kb.ingest:ingest_snapshot:33 - [KB] 20260512 入库 11 块（词法）
2026-06-18 19:33:16.095 | INFO     | core.etl.daily_pipeline:run:127 - [数据生成] 主流程完成: ok=True, 候选=10, snapshot=G:\a_stock_sentiment_system\webdata\snapshots\20260512.json
2026-06-18 19:33:16.101 | INFO     | __main__:main:59 - [5/32] 20260512 完成
2026-06-18 19:33:16.101 | INFO     | main:run_daily_analysis:45 - 开始执行 20260513 的日度数据生成...
2026-06-18 19:33:16.101 | INFO     | main:run_daily_analysis:46 - 对比日期: 20260512
2026-06-18 19:33:16.101 | INFO     | core.etl.daily_pipeline:run:80 - [数据生成] 开始主流程: 20260513, prev=20260512
2026-06-18 19:33:16.158 | INFO     | core.data.data_prep:_prefetch_all_daily:212 - [DataPrep] all_daily 预取：5493 行 @ 20260513
2026-06-18 19:33:16.172 | INFO     | core.data.data_prep:_prefetch_stock_basic:237 - [DataPrep] stock_basic 预取：5529 行
2026-06-18 19:33:16.195 | INFO     | core.data.data_prep:_prefetch_daily_basic:225 - [DataPrep] daily_basic 预取：5493 行 @ 20260513
2026-06-18 19:33:16.567 | INFO     | core.data.data_prep:_prefetch_limit_up:299 - [DataPrep] limit_up 预取：16 个交易日，非空 16 个
2026-06-18 19:33:16.676 | INFO     | core.data.data_prep:_prefetch_sectors:365 - [DataPrep] 板块/资金流预取：['ths_index', 'ths_daily', 'limit_cpt_list', 'moneyflow_summary']（板块按日窗口 10 天，调用缓存 26 条）
2026-06-18 19:33:16.740 | INFO     | core.data.data_prep:_prefetch_index_daily:274 - [DataPrep] index_daily 预取：3 指数 × 2 窗口，成功 6 次
2026-06-18 19:33:16.741 | INFO     | core.data.data_prep:build:124 - [DataPrep] ETL主路径跳过逐股历史日线批量获取，使用 all_daily/silver 因子主表
2026-06-18 19:33:40.692 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV stock_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:33:41.290 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV sector_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:33:41.566 | WARNING  | core.etl.warehouse:write_table:50 - [SilverWarehouse] DuckDB 写入失败，降级文件落盘 index_daily_silver: IO Error: Cannot open file "G:\a_stock_sentiment_system\webdata\factors.duckdb": 另一个程序正在使用此文件，进程无法访问。

2026-06-18 19:33:41.576 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV index_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:33:41.775 | INFO     | core.etl.warehouse:persist_market_dataset_silver:315 - [SilverWarehouse] Phase1 silver 落盘完成 20260513: quality_ok=True issues=0
2026-06-18 19:33:41.777 | INFO     | core.data.data_prep:build:141 - [DataPrep] MarketDataset(20260513) daily=0 all_daily=1 auction=0 sector_map=0 limit_up=16 prefetched=['all_daily', 'daily_basic', 'index_daily', 'limit_cpt_list', 'limit_up', 'moneyflow_summary', 'stock_basic', 'ths_daily', 'ths_index']
2026-06-18 19:33:41.913 | ERROR    | __main__:main:61 - [6/32] 20260513 失败: IO Error: Cannot open file "G:\a_stock_sentiment_system\webdata\factors.duckdb": 另一个程序正在使用此文件，进程无法访问。

File is already open in 
C:\Program Files\Git\mingw64\bin\git.exe (PID 11688)
2026-06-18 19:33:41.916 | INFO     | main:run_daily_analysis:45 - 开始执行 20260514 的日度数据生成...
2026-06-18 19:33:41.916 | INFO     | main:run_daily_analysis:46 - 对比日期: 20260513
2026-06-18 19:33:41.917 | INFO     | core.etl.daily_pipeline:run:80 - [数据生成] 开始主流程: 20260514, prev=20260513
2026-06-18 19:33:41.991 | INFO     | core.data.data_prep:_prefetch_all_daily:212 - [DataPrep] all_daily 预取：5493 行 @ 20260514
2026-06-18 19:33:42.014 | INFO     | core.data.data_prep:_prefetch_stock_basic:237 - [DataPrep] stock_basic 预取：5529 行
2026-06-18 19:33:42.092 | INFO     | core.data.data_prep:_prefetch_daily_basic:225 - [DataPrep] daily_basic 预取：5493 行 @ 20260514
2026-06-18 19:33:42.563 | INFO     | core.data.data_prep:_prefetch_limit_up:299 - [DataPrep] limit_up 预取：16 个交易日，非空 16 个
2026-06-18 19:33:42.691 | INFO     | core.data.data_prep:_prefetch_sectors:365 - [DataPrep] 板块/资金流预取：['ths_index', 'ths_daily', 'limit_cpt_list', 'moneyflow_summary']（板块按日窗口 10 天，调用缓存 26 条）
2026-06-18 19:33:42.758 | INFO     | core.data.data_prep:_prefetch_index_daily:274 - [DataPrep] index_daily 预取：3 指数 × 2 窗口，成功 6 次
2026-06-18 19:33:42.759 | INFO     | core.data.data_prep:build:124 - [DataPrep] ETL主路径跳过逐股历史日线批量获取，使用 all_daily/silver 因子主表
2026-06-18 19:33:53.475 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV stock_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:33:53.901 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV sector_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:33:54.089 | DEBUG    | core.etl.warehouse:write_table:63 - [SilverWarehouse] parquet 写入失败，已降级 CSV index_daily_silver: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - `Import pyarrow` failed. pyarrow is required for parquet support. Use pip or conda to install the pyarrow package.
 - `Import fastparquet` failed. fastparquet is required for parquet support. Use pip or conda to install the fastparquet package.
2026-06-18 19:33:54.226 | INFO     | core.etl.warehouse:persist_market_dataset_silver:315 - [SilverWarehouse] Phase1 silver 落盘完成 20260514: quality_ok=True issues=0
2026-06-18 19:33:54.230 | INFO     | core.data.data_prep:build:141 - [DataPrep] MarketDataset(20260514) daily=0 all_daily=1 auction=0 sector_map=0 limit_up=16 prefetched=['all_daily', 'daily_basic', 'index_daily', 'limit_cpt_list', 'limit_up', 'moneyflow_summary', 'stock_basic', 'ths_daily', 'ths_index']
2026-06-18 19:33:57.825 | INFO     | snapshot.writer:write:276 - [Snapshot] 20260514 快照已落盘: json, sqlite
2026-06-18 19:34:03.904 | INFO     | kb.ingest:ingest_snapshot:33 - [KB] 20260514 入库 1 块（向量）
2026-06-18 19:34:03.904 | INFO     | core.etl.daily_pipeline:run:127 - [数据生成] 主流程完成: ok=True, 候选=0, snapshot=G:\a_stock_sentiment_system\webdata\snapshots\20260514.json
2026-06-18 19:34:03.908 | INFO     | __main__:main:59 - [7/32] 20260514 完成
2026-06-18 19:34:03.909 | INFO     | main:run_daily_analysis:45 - 开始执行 20260515 的日度数据生成...
2026-06-18 19:34:03.909 | INFO     | main:run_daily_analysis:46 - 对比日期: 20260514
2026-06-18 19:34:03.909 | INFO     | core.etl.daily_pipeline:run:80 - [数据生成] 开始主流程: 20260515, prev=20260514
2026-06-18 19:34:03.979 | INFO     | core.data.data_prep:_prefetch_all_daily:212 - [DataPrep] all_daily 预取：5495 行 @ 20260515
2026-06-18 19:34:03.993 | INFO     | core.data.data_prep:_prefetch_stock_basic:237 - [DataPrep] stock_basic 预取：5529 行
2026-06-18 19:34:04.048 | INFO     | core.data.data_prep:_prefetch_daily_basic:225 - [DataPrep] daily_basic 预取：5495 行 @ 20260515
2026-06-18 19:34:04.602 | INFO     | core.data.data_prep:_prefetch_limit_up:299 - [DataPrep] limit_up 预取：16 个交易日，非空 16 个
2026-06-18 19:34:04.742 | INFO     | core.data.data_prep:_prefetch_sectors:365 - [DataPrep] 板块/资金流预取：['ths_index', 'ths_daily', 'limit_cpt_list', 'moneyflow_summary']（板块按日窗口 10 天，调用缓存 26 条）
