trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,代码,名称,最新价,涨跌幅,所属行业,首次封板时间,最后封板时间,炸板次数,连板数,涨停统计,成交额,换手率,流通市值,总市值,板上成交金额,封单金额,行业代码
20260323,000703.SZ,炼化及贸,恒逸石化,11.84,10.04,715730592.0,,42427072040.64,42655041259.52,1.76,134348195.0,130642,130642,0,1/1,1.0,U,000703,恒逸石化,11.84,10.04,炼化及贸,130642,130642,0,1.0,1/1,715730592.0,1.76,42427072040.64,42655041259.52,,134348195.0,BK1274.DC
20260323,001258.SZ,电力,立新能源,10.62,10.05,903245120.0,,9911896462.08,9911999943.36,9.37,92711782.0,94606,142400,2,2/3,1.0,U,001258,立新能源,10.62,10.05,电力,94606,142400,2,1.0,2/3,903245120.0,9.37,9911896462.08,9911999943.36,,92711782.0,BK0428.DC
20260323,002150.SZ,通用设备,正泰电源,38.37,10.01,2249851552.0,,13757370805.86,13846535856.0,16.52,51665051.0,93209,143936,6,5/9,2.0,U,002150,正泰电源,38.37,10.01,通用设备,93209,143936,6,2.0,5/9,2249851552.0,16.52,13757370805.86,13846535856.0,,51665051.0,BK0545.DC
20260323,002218.SZ,电力,拓日新能,6.59,10.02,1222912416.0,,9175904460.91,9311805384.96,13.73,225424070.0,95709,95709,0,1/1,1.0,U,002218,拓日新能,6.59,10.02,电力,95709,95709,0,1.0,1/1,1222912416.0,13.73,9175904460.91,9311805384.96,,225424070.0,BK0428.DC
20260323,002309.SZ,光伏设备,中利集团,4.19,9.97,307083552.0,,10081694370.52,12602117992.48,3.05,412585403.0,92500,92500,0,2/2,2.0,U,002309,中利集团,4.19,9.97,光伏设备,92500,92500,0,2.0,2/2,307083552.0,3.05,10081694370.52,12602117992.48,,412585403.0,BK1031.DC
20260323,002310.SZ,电力,东方新能,3.83,10.06,3194865824.0,,16082360416.11,22977403688.96,20.29,51780431.0,94857,134639,7,4/6,3.0,U,002310,东方新能,3.83,10.06,电力,94857,134639,7,3.0,4/6,3194865824.0,20.29,16082360416.11,22977403688.96,,51780431.0,BK0428.DC
20260323,002565.SZ,包装印刷,顺灏股份,16.98,9.97,4713045760.0,,17997847795.56,17998611997.44,26.64,87390252.0,94027,145230,12,3/5,1.0,U,002565,顺灏股份,16.98,9.97,包装印刷,94027,145230,12,1.0,3/5,4713045760.0,26.64,17997847795.56,17998611997.44,,87390252.0,BK1265.DC
20260323,002896.SZ,通用设备,中大力德,77.0,10.0,967470992.0,,15132245590.0,15132245590.0,6.42,14770756.0,93145,145142,6,1/1,1.0,U,002896,中大力德,77.0,10.0,通用设备,93145,145142,6,1.0,1/1,967470992.0,6.42,15132245590.0,15132245590.0,,14770756.0,BK0545.DC
20260323,300345.SZ,光伏设备,华民股份,8.99,20.03,1604771600.0,,4309332164.07,5216268131.52,38.6,16910549.0,94430,144206,12,1/1,1.0,U,300345,华民股份,8.99,20.03,光伏设备,94430,144206,12,1.0,1/1,1604771600.0,38.6,4309332164.07,5216268131.52,,16910549.0,BK1031.DC
20260323,300385.SZ,环境治理,雪浪环境,15.61,19.98,110816389.0,,4537243701.13,5200408060.96,2.44,206890257.0,92500,92500,0,1/1,1.0,U,300385,雪浪环境,15.61,19.98,环境治理,92500,92500,0,1.0,1/1,110816389.0,2.44,4537243701.13,5200408060.96,,206890257.0,BK1235.DC
20260323,300868.SZ,消费电子,杰美特,46.33,19.99,797146704.0,,3741773001.33,5928016160.0,22.17,4966576.0,95100,142339,24,1/1,1.0,U,300868,杰美特,46.33,19.99,消费电子,95100,142339,24,1.0,1/1,797146704.0,22.17,3741773001.33,5928016160.0,,4966576.0,BK1037.DC
20260323,600032.SH,电力,浙江新能,10.76,10.02,1726100048.0,,25874306486.24,25874306529.28,6.85,12951812.0,102641,144948,10,1/1,1.0,U,600032,浙江新能,10.76,10.02,电力,102641,144948,10,1.0,1/1,1726100048.0,6.85,25874306486.24,25874306529.28,,12951812.0,BK0428.DC
20260323,600143.SH,塑料,金发科技,17.57,10.02,3244402240.0,,46293893311.96,46293893382.24,7.06,18770786.0,93903,144954,16,1/1,1.0,U,600143,金发科技,17.57,10.02,塑料,93903,144954,16,1.0,1/1,3244402240.0,7.06,46293893311.96,46293893382.24,,18770786.0,BK0454.DC
20260323,600149.SH,电力,廊坊发展,6.36,10.03,284778000.0,,2417817600.0,2417817600.0,12.45,54114696.0,130432,130432,0,1/1,1.0,U,600149,廊坊发展,6.36,10.03,电力,130432,130432,0,1.0,1/1,284778000.0,12.45,2417817600.0,2417817600.0,,54114696.0,BK0428.DC
20260323,600376.SH,房地产开发,首开股份,5.87,9.93,1281798208.0,,15142047970.54,15142048005.76,8.65,169305169.0,95224,95224,0,1/1,1.0,U,600376,首开股份,5.87,9.93,房地产开发,95224,95224,0,1.0,1/1,1281798208.0,8.65,15142047970.54,15142048005.76,,169305169.0,BK0451.DC
20260323,600396.SH,电力,华电辽能,6.89,10.06,1148215936.0,,10146949969.13,10146949962.24,11.43,182918338.0,93059,94247,3,7/12,6.0,U,600396,华电辽能,6.89,10.06,电力,93059,94247,3,6.0,7/12,1148215936.0,11.43,10146949969.13,10146949962.24,,182918338.0,BK0428.DC
20260323,600758.SH,煤炭开采,辽宁能源,4.73,10.0,446178736.0,,6247116253.62,6253142264.16,7.19,238476624.0,93104,93104,0,1/1,1.0,U,600758,辽宁能源,4.73,10.0,煤炭开采,93104,93104,0,1.0,1/1,446178736.0,7.19,6247116253.62,6253142264.16,,238476624.0,BK1250.DC
20260323,600792.SH,焦炭Ⅱ,云煤能源,4.92,10.07,382500976.0,,5460824112.0,5460824112.0,7.11,40140804.0,94221,95242,2,1/1,1.0,U,600792,云煤能源,4.92,10.07,焦炭Ⅱ,94221,95242,2,1.0,1/1,382500976.0,7.11,5460824112.0,5460824112.0,,40140804.0,BK1249.DC
20260323,600844.SH,化学原料,金煤科技,4.03,10.11,298238848.0,,3315604455.02,4096592687.2,9.22,106867729.0,93954,93954,0,1/1,1.0,U,600844,金煤科技,4.03,10.11,化学原料,93954,93954,0,1.0,1/1,298238848.0,9.22,3315604455.02,4096592687.2,,106867729.0,BK1019.DC
20260323,603016.SH,电网设备,新宏泰,38.58,10.01,395557264.0,,5716012800.0,5716012800.0,7.14,4359540.0,103554,145124,4,2/4,1.0,U,603016,新宏泰,38.58,10.01,电网设备,103554,145124,4,1.0,2/4,395557264.0,7.14,5716012800.0,5716012800.0,,4359540.0,BK0457.DC
20260323,603105.SH,电力,芯能科技,12.74,10.02,1298752880.0,,6370115959.48,6370115984.96,21.39,7577752.0,135934,145143,5,1/1,1.0,U,603105,芯能科技,12.74,10.02,电力,135934,145143,5,1.0,1/1,1298752880.0,21.39,6370115959.48,6370115984.96,,7577752.0,BK0428.DC
20260323,603272.SH,家居用品,联翔股份,23.98,10.0,105976130.0,,2484975460.0,2484975460.0,4.31,3544244.0,93450,145308,1,1/1,1.0,U,603272,联翔股份,23.98,10.0,家居用品,93450,145308,1,1.0,1/1,105976130.0,4.31,2484975460.0,2484975460.0,,3544244.0,BK0440.DC
