trade_date,content_type,ts_code,name,pct_change,close,net_amount,net_amount_rate,buy_elg_amount,buy_elg_amount_rate,buy_lg_amount,buy_lg_amount_rate,buy_md_amount,buy_md_amount_rate,buy_sm_amount,buy_sm_amount_rate,buy_sm_amount_stock,rank,net_mamount,net_damount,total_net_amount
20260403,概念,BK1139.DC,中特估,-1.21,1228.98,131950.4128,-1.89,-250688512.0,-0.35,-1085684224.0,-1.53,16868864.0,0.02,1319504128.0,1.86,中油资本,41,1686.8864,-108568.4224,25068.876799999984
20260403,行业,BK1305.DC,燃料电池,-6.62,336.96,3988.5298,-27.27,-19248333.0,-9.92,-33658737.0,-17.35,13021771.0,6.71,39885298.0,20.56,亿华通-U,13,1302.1771,-3365.8737,1924.8332
20260403,行业,BK1312.DC,线缆部件及其他,-1.82,4022.15,121993.1648,-5.85,-751113296.0,-3.38,-549996544.0,-2.47,47863040.0,0.22,1219931648.0,5.48,远东股份,19,4786.304,-54999.6544,71779.8144
20260403,概念,BK0895.DC,维生素,-2.14,2043.49,233.1872,0.31,-67912816.0,-0.68,99456080.0,0.99,-45726800.0,-0.46,2331872.0,0.02,新 和 成,35,-4572.68,9945.608,5606.1152
20260403,概念,BK0512.DC,化工原料,-2.6,28875.55,161287.3216,-4.53,-1022105760.0,-3.4,-338433024.0,-1.13,-252334592.0,-0.84,1612873216.0,5.37,新 和 成,42,-25233.4592,-33843.3024,102210.55999999998
20260403,行业,BK1503.DC,果蔬加工,-2.64,2817.72,2614.4437,-14.16,-33191201.0,-8.64,-21179766.0,-5.51,22084834.0,5.75,26144437.0,6.81,安德利,14,2208.4834,-2117.9766,2704.9505
20260403,行业,BK1209.DC,建筑装饰,-3.0,3123.24,90149.0176,-3.66,-750505648.0,-2.07,-572844288.0,-1.58,400314368.0,1.11,901490176.0,2.49,志特新材,20,40031.4368,-57284.4288,72896.02560000002
20260403,概念,BK0861.DC,数字孪生,-1.63,1602.94,9768.2944,0.14,18002240.0,0.11,6010768.0,0.04,-139188992.0,-0.82,97682944.0,0.57,东方国信,36,-13918.8992,601.0768,-3549.5279999999993
20260403,概念,BK0972.DC,快手概念,-3.05,1648.07,150822.4896,-9.73,-566423616.0,-4.0,-812650016.0,-5.73,-138080768.0,-0.97,1508224896.0,10.64,首都在线,43,-13808.0768,-81265.0016,55749.41119999999
20260403,行业,BK0424.DC,水泥,-3.24,28939.6,3767.1696,-2.31,-67506602.0,-2.84,12554048.0,0.53,17280848.0,0.73,37671696.0,1.58,海螺水泥,15,1728.0848,1255.4048,6750.6592
