trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,代码,名称,最新价,涨跌幅,所属行业,首次封板时间,最后封板时间,炸板次数,连板数,涨停统计,成交额,换手率,流通市值,总市值,板上成交金额,封单金额,行业代码
20260402,000155.SZ,电力,川能动力,16.97,9.98,1464253488.0,,31329476763.74,31329476661.92,4.86,89279153.0,95821,95821,0,1/1,1.0,U,000155,川能动力,16.97,9.98,电力,95821,95821,0,1.0,1/1,1464253488.0,4.86,31329476763.74,31329476661.92,,89279153.0,BK0428.DC
20260402,000586.SZ,通信设备,汇源通信,17.15,10.01,228227691.0,,3317496000.0,3317496000.0,6.98,57279285.0,93254,93706,1,1/1,1.0,U,000586,汇源通信,17.15,10.01,通信设备,93254,93706,1,1.0,1/1,228227691.0,6.98,3317496000.0,3317496000.0,,57279285.0,BK0448.DC
20260402,000720.SZ,电网设备,新能泰山,5.4,9.98,1370324224.0,,6785270483.4,6785270467.2,20.52,3582937.0,93403,93403,0,6/8,1.0,U,000720,新能泰山,5.4,9.98,电网设备,93403,93403,0,1.0,6/8,1370324224.0,20.52,6785270483.4,6785270467.2,,3582937.0,BK0457.DC
20260402,000762.SZ,能源金属,西藏矿业,31.26,9.99,1982438832.0,,16280227318.68,16280809692.48,12.42,28762326.0,101009,130433,5,1/1,1.0,U,000762,西藏矿业,31.26,9.99,能源金属,101009,130433,5,1.0,1/1,1982438832.0,12.42,16280227318.68,16280809692.48,,28762326.0,BK1015.DC
20260402,000788.SZ,化学制药,北大医药,7.22,10.06,989816768.0,,4303029208.5,4303029201.28,23.14,77260064.0,93000,94951,6,2/2,2.0,U,000788,北大医药,7.22,10.06,化学制药,93000,94951,6,2.0,2/2,989816768.0,23.14,4303029208.5,4303029201.28,,77260064.0,BK0465.DC
20260402,000950.SZ,医药商业,重药控股,6.49,10.0,486136000.0,,11215918677.04,11215918728.96,4.33,88943509.0,92500,92500,0,1/1,1.0,U,000950,重药控股,6.49,10.0,医药商业,92500,92500,0,1.0,1/1,486136000.0,4.33,11215918677.04,11215918728.96,,88943509.0,BK1042.DC
20260402,000968.SZ,油气开采,蓝焰控股,10.91,9.98,403212176.0,,10555454020.6,10555453976.96,3.92,134085994.0,93503,93503,0,1/1,1.0,U,000968,蓝焰控股,10.91,9.98,油气开采,93503,93503,0,1.0,1/1,403212176.0,3.92,10555454020.6,10555453976.96,,134085994.0,BK1574.DC
20260402,002038.SZ,化学制药,双鹭药业,8.55,10.04,1509525168.0,,7283860159.95,8783842500.0,21.94,29932429.0,145409,145409,0,4/7,1.0,U,002038,双鹭药业,8.55,10.04,化学制药,145409,145409,0,1.0,4/7,1509525168.0,21.94,7283860159.95,8783842500.0,,29932429.0,BK0465.DC
20260402,002051.SZ,专业工程,中工国际,9.91,9.99,864614896.0,,12262016775.47,12262722635.04,7.31,70108304.0,102439,102439,0,1/1,1.0,U,002051,中工国际,9.91,9.99,专业工程,102439,102439,0,1.0,1/1,864614896.0,7.31,12262016775.47,12262722635.04,,70108304.0,BK1248.DC
20260402,002263.SZ,塑料,大东南,4.73,10.0,2576541152.0,,8884572323.0,8884643254.08,30.11,61630518.0,143006,143809,1,4/6,1.0,U,002263,大东南,4.73,10.0,塑料,143006,143809,1,1.0,4/6,2576541152.0,30.11,8884572323.0,8884643254.08,,61630518.0,BK0454.DC
