ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level,up_down_ratio,up_down_diff,leading_strength,activity_score,composite_strength
BK1627.DC,20260402,综合Ⅲ,漳州发展,000753.SZ,-0.56,3.54,20817091.6,2.27,4,13,行业板块,东财三级行业,0.23529411764705882,-9,0.8329411764705882,0.5341176470588235,7.164235294117646
BK1626.DC,20260402,稀土,北方稀土,600111.SH,-2.25,-1.86,28776846.4,1.67,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-0.6749999999999999
BK1625.DC,20260402,钨,章源钨业,002378.SZ,-4.34,-3.43,23661007.6,3.84,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-1.3019999999999998
BK1624.DC,20260402,其他小金属,中国铀业,001280.SZ,-2.87,-0.48,42489982.4,3.65,0,15,行业板块,东财三级行业,0.0,-15,-0.0,0.0,-0.861
BK1623.DC,20260402,钼,金钼股份,601958.SH,-2.35,-2.35,10576783.1,3.19,1,1,行业板块,东财三级行业,0.5,0,-1.175,1.595,14.379000000000001
BK1622.DC,20260402,镍,华友钴业,603799.SH,-2.19,-2.19,11186898.7,2.39,0,1,行业板块,东财三级行业,0.0,-1,-0.0,0.0,-0.6569999999999999
BK1621.DC,20260402,锂,西藏矿业,000762.SZ,2.42,9.99,43367600.0,6.49,7,1,行业板块,东财三级行业,0.875,6,8.74125,5.67875,29.86
BK1620.DC,20260402,钴,腾远钴业,301219.SZ,-1.75,-1.62,3076269.2,1.93,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-0.525
BK1619.DC,20260402,其他金属新材料,博迁新材,605376.SH,-3.12,-0.76,20114162.9,1.81,0,20,行业板块,东财三级行业,0.0,-20,-0.0,0.0,-0.9359999999999999
BK1618.DC,20260402,磁性材料,大地熊,688077.SH,-2.27,-0.29,16922567.7,1.56,0,14,行业板块,东财三级行业,0.0,-14,-0.0,0.0,-0.6809999999999999
BK1617.DC,20260402,黄金,赤峰黄金,600988.SH,-3.76,-0.77,62668305.6,2.47,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-1.128
BK1616.DC,20260402,白银,盛达资源,000603.SZ,-3.74,-3.25,13022839.3,4.94,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-1.122
BK1615.DC,20260402,铜,海亮股份,002203.SZ,-2.21,1.17,185148670.4,1.67,1,15,行业板块,东财三级行业,0.0625,-14,0.073125,0.104375,1.2475000000000003
BK1614.DC,20260402,铅锌,国城矿业,000688.SZ,-1.56,1.64,22827490.6,2.01,2,10,行业板块,东财三级行业,0.16666666666666666,-8,0.2733333333333333,0.33499999999999996,4.653666666666667
BK1613.DC,20260402,铝,云铝股份,000807.SZ,-1.06,2.67,113662115.2,2.82,10,20,行业板块,东财三级行业,0.3333333333333333,-10,0.8899999999999999,0.94,10.048000000000002
BK1612.DC,20260402,农商行Ⅲ,渝农商行,601077.SH,0.1,1.56,27625820.8,0.7,3,5,行业板块,东财三级行业,0.375,-2,0.585,0.26249999999999996,11.449499999999999
BK1611.DC,20260402,国有大型银行Ⅲ,农业银行,601288.SH,1.53,3.44,1080992742.4,0.17,6,0,行业板块,东财三级行业,1.0,6,3.44,0.17,31.180999999999997
BK1610.DC,20260402,股份制银行Ⅲ,华夏银行,600015.SH,0.2,1.49,298243619.2,0.34,4,5,行业板块,东财三级行业,0.4444444444444444,-1,0.6622222222222222,0.1511111111111111,13.556000000000001
BK1609.DC,20260402,城商行Ⅲ,成都银行,601838.SH,0.21,1.05,126172288.0,0.47,11,6,行业板块,东财三级行业,0.6470588235294118,5,0.6794117647058824,0.30411764705882355,19.671470588235294
BK1608.DC,20260402,中药Ⅲ,益佰制药,600594.SH,0.56,10.09,85382259.2,2.62,42,25,行业板块,东财三级行业,0.6268656716417911,17,6.325074626865672,1.6423880597014926,20.56746268656716
BK1607.DC,20260402,医药流通,重药控股,000950.SZ,2.39,10.0,26479272.3,4.82,21,0,行业板块,东财三级行业,1.0,21,10.0,4.82,33.681
BK1606.DC,20260402,线下药店,华人健康,301408.SZ,1.7,8.04,8731130.4,2.62,4,4,行业板块,东财三级行业,0.5,0,4.02,1.31,16.576
BK1605.DC,20260402,医疗设备,健信超导,688805.SH,-0.77,9.03,61066664.0,1.81,9,33,行业板块,东财三级行业,0.21428571428571427,-24,1.9349999999999998,0.38785714285714284,6.6621428571428565
BK1604.DC,20260402,医疗耗材,济民健康,603222.SH,-0.28,9.97,47296140.8,2.82,19,35,行业板块,东财三级行业,0.35185185185185186,-16,3.507962962962963,0.9922222222222222,11.371592592592593
BK1603.DC,20260402,体外诊断,凯普生物,300639.SZ,-0.82,6.13,27781622.4,2.8,8,32,行业板块,东财三级行业,0.2,-24,1.226,0.5599999999999999,6.1112
BK1602.DC,20260402,诊断服务,贝瑞基因,000710.SZ,-0.73,0.84,4902037.0,2.86,1,4,行业板块,东财三级行业,0.2,-3,0.168,0.572,5.928999999999999
BK1601.DC,20260402,医院,三博脑科,301293.SZ,-1.31,1.42,22153613.6,1.97,2,13,行业板块,东财三级行业,0.13333333333333333,-11,0.18933333333333333,0.26266666666666666,3.6974
BK1600.DC,20260402,医疗研发外包,百奥赛图,688796.SH,-0.19,4.55,70238507.2,5.37,10,18,行业板块,东财三级行业,0.35714285714285715,-8,1.625,1.917857142857143,11.365857142857143
BK1599.DC,20260402,其他医疗服务,合富中国,603122.SH,1.66,10.01,2620494.6,4.98,3,2,行业板块,东财三级行业,0.6,1,6.005999999999999,2.988,20.2968
BK1598.DC,20260402,疫苗,康乐卫士,920575.BJ,-0.31,5.98,23991190.0,1.35,3,11,行业板块,东财三级行业,0.21428571428571427,-8,1.2814285714285714,0.2892857142857143,6.6497142857142855
BK1597.DC,20260402,血液制品,博晖创新,300318.SZ,-0.46,0.17,10250403.5,0.58,1,5,行业板块,东财三级行业,0.16666666666666666,-4,0.028333333333333335,0.09666666666666665,4.887
BK1596.DC,20260402,其他生物制品,三生国健,688336.SH,1.05,13.41,70640801.6,3.34,21,16,行业板块,东财三级行业,0.5675675675675675,5,7.611081081081081,1.8956756756756754,19.243378378378377
BK1595.DC,20260402,原料药,津药药业,600488.SH,0.74,10.07,36412459.2,3.89,17,29,行业板块,东财三级行业,0.3695652173913043,-12,3.7215217391304347,1.4376086956521739,12.340782608695651
BK1594.DC,20260402,化学制剂,北大医药,000788.SZ,1.17,10.06,223062625.6,4.52,58,53,行业板块,东财三级行业,0.5225225225225225,5,5.256576576576577,2.3618018018018017,17.550351351351352
BK1593.DC,20260402,通信终端及配件,ST路通,300555.SZ,-2.51,2.68,37781675.2,3.08,2,26,行业板块,东财三级行业,0.07142857142857142,-24,0.19142857142857142,0.22,1.4721428571428572
BK1592.DC,20260402,通信线缆及配套,汇源通信,000586.SZ,3.56,10.01,62684294.4,9.32,9,3,行业板块,东财三级行业,0.75,6,7.5075,6.99,26.4675
BK1591.DC,20260402,通信网络设备及器件,三旺通信,688618.SH,-1.18,13.13,216986606.4,3.72,7,29,行业板块,东财三级行业,0.19444444444444445,-22,2.553055555555556,0.7233333333333334,6.134611111111111
BK1590.DC,20260402,其他通信设备,长江通信,600345.SH,-1.89,0.73,9417471.6,1.81,2,12,行业板块,东财三级行业,0.14285714285714285,-10,0.10428571428571427,0.25857142857142856,3.791285714285714
BK1589.DC,20260402,通信应用增值服务,挖金客,301380.SZ,-4.36,0.42,28527899.2,5.39,1,16,行业板块,东财三级行业,0.058823529411764705,-15,0.024705882352941175,0.3170588235294117,0.5250588235294117
BK1588.DC,20260402,通信工程及服务,世纪鼎利,300050.SZ,-2.98,-0.74,10729865.2,3.44,0,20,行业板块,东财三级行业,0.0,-20,-0.0,0.0,-0.894
BK1587.DC,20260402,电信运营商,中国电信,601728.SH,-0.63,-0.18,267814017.6,0.2,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.189
BK1586.DC,20260402,软饮料,承德露露,000848.SZ,-0.64,0.5,19246007.0,0.98,1,6,行业板块,东财三级行业,0.14285714285714285,-5,0.07142857142857142,0.13999999999999999,4.135999999999999
BK1585.DC,20260402,乳品,骑士乳业,920786.BJ,-1.23,0.5,25955779.1,1.17,2,17,行业板块,东财三级行业,0.10526315789473684,-15,0.05263157894736842,0.12315789473684209,2.824052631578948
BK1584.DC,20260402,熟食,紫燕食品,603057.SH,2.72,7.68,2471043.5,1.83,2,1,行业板块,东财三级行业,0.6666666666666666,1,5.119999999999999,1.22,22.084
BK1583.DC,20260402,零食,万辰集团,300972.SZ,-0.15,2.65,10408137.0,1.2,4,7,行业板块,东财三级行业,0.36363636363636365,-3,0.9636363636363636,0.43636363636363634,11.144090909090911
