ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level,up_down_ratio,up_down_diff,leading_strength,activity_score,composite_strength
BK1627.DC,20260326,综合Ⅲ,南京新百,600682.SH,-0.5,9.97,20969799.7,1.82,4,14,行业板块,东财三级行业,0.2222222222222222,-10,2.2155555555555555,0.40444444444444444,7.040666666666666
BK1626.DC,20260326,稀土,盛和资源,600392.SH,-3.27,-3.02,27987952.0,2.13,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-0.981
BK1625.DC,20260326,钨,厦门钨业,600549.SH,-3.53,-1.46,24525291.3,5.65,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-1.059
BK1624.DC,20260326,其他小金属,西部材料,002149.SZ,-1.63,10.0,41637747.2,4.23,1,14,行业板块,东财三级行业,0.06666666666666667,-13,0.6666666666666666,0.28200000000000003,1.7007333333333334
BK1623.DC,20260326,钼,金钼股份,601958.SH,-2.51,-2.51,7317813.3,0.81,0,1,行业板块,东财三级行业,0.0,-1,-0.0,0.0,-0.7529999999999999
BK1622.DC,20260326,镍,华友钴业,603799.SH,-1.47,-1.47,11033263.8,2.85,0,1,行业板块,东财三级行业,0.0,-1,-0.0,0.0,-0.441
BK1621.DC,20260326,锂,融捷股份,002192.SZ,4.35,10.01,40736987.2,6.22,8,0,行业板块,东财三级行业,1.0,8,10.01,6.22,34.551
BK1620.DC,20260326,钴,寒锐钴业,300618.SZ,-0.73,0.17,3049135.0,2.43,1,1,行业板块,东财三级行业,0.5,0,0.085,1.215,15.041
BK1619.DC,20260326,其他金属新材料,天力复合,920576.BJ,-1.26,7.12,19748720.6,1.99,4,16,行业板块,东财三级行业,0.2,-12,1.4240000000000002,0.398,5.9864
BK1618.DC,20260326,磁性材料,龙磁科技,300835.SZ,-1.85,-0.93,16678575.7,1.64,0,14,行业板块,东财三级行业,0.0,-14,-0.0,0.0,-0.555
BK1617.DC,20260326,黄金,中金黄金,600489.SH,-3.02,-1.88,58254963.2,2.01,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-0.9059999999999999
BK1616.DC,20260326,白银,盛达资源,000603.SZ,-2.63,-1.4,12850820.8,4.32,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.7889999999999999
BK1615.DC,20260326,铜,海亮股份,002203.SZ,-1.57,6.18,181312044.8,1.74,2,15,行业板块,东财三级行业,0.11764705882352941,-13,0.7270588235294118,0.20470588235294118,3.2447647058823526
BK1614.DC,20260326,铅锌,国城矿业,000688.SZ,-1.17,4.72,22336535.0,2.25,2,9,行业板块,东财三级行业,0.18181818181818182,-7,0.8581818181818182,0.4090909090909091,5.357000000000001
BK1613.DC,20260326,铝,丽岛新材,603937.SH,-0.74,9.98,106775435.2,1.71,7,23,行业板块,东财三级行业,0.23333333333333334,-16,2.328666666666667,0.399,7.323533333333333
BK1612.DC,20260326,农商行Ⅲ,渝农商行,601077.SH,0.72,1.71,27549368.0,1.0,9,1,行业板块,东财三级行业,0.9,8,1.539,0.9,27.7038
BK1611.DC,20260326,国有大型银行Ⅲ,工商银行,601398.SH,0.43,1.09,1041023820.8,0.12,5,1,行业板块,东财三级行业,0.8333333333333334,4,0.9083333333333334,0.1,25.33066666666667
BK1610.DC,20260326,股份制银行Ⅲ,中信银行,601998.SH,0.1,1.33,297295467.2,0.35,3,3,行业板块,东财三级行业,0.5,0,0.665,0.175,15.198
BK1609.DC,20260326,城商行Ⅲ,齐鲁银行,601665.SH,-0.03,0.87,125398249.6,0.6,9,5,行业板块,东财三级行业,0.6428571428571429,4,0.5592857142857143,0.38571428571428573,19.465714285714288
BK1608.DC,20260326,中药Ⅲ,嘉应制药,002198.SZ,-0.96,1.05,82196264.0,1.16,9,57,行业板块,东财三级行业,0.13636363636363635,-48,0.1431818181818182,0.15818181818181815,3.8631818181818183
BK1607.DC,20260326,医药流通,国药一致,000028.SZ,-1.38,0.04,24466741.2,0.99,1,22,行业板块,东财三级行业,0.043478260869565216,-21,0.0017391304347826088,0.043043478260869565,0.899304347826087
BK1606.DC,20260326,线下药店,老百姓,603883.SH,-0.96,0.23,8385355.6,0.89,1,7,行业板块,东财三级行业,0.125,-6,0.02875,0.11125,3.49
BK1605.DC,20260326,医疗设备,中科美菱,920992.BJ,-1.82,3.54,59650756.8,1.47,3,39,行业板块,东财三级行业,0.07142857142857142,-36,0.25285714285714284,0.105,1.6684285714285711
BK1604.DC,20260326,医疗耗材,康拓医疗,688314.SH,-1.73,4.88,44794185.6,1.51,8,45,行业板块,东财三级行业,0.1509433962264151,-37,0.7366037735849056,0.22792452830188678,4.202207547169811
BK1603.DC,20260326,体外诊断,爱威科技,688067.SH,-1.95,-0.68,25852848.4,1.91,0,40,行业板块,东财三级行业,0.0,-40,-0.0,0.0,-0.585
BK1602.DC,20260326,诊断服务,兰卫医学,301060.SZ,-2.19,-1.33,4670329.3,2.0,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-0.6569999999999999
BK1601.DC,20260326,医院,新里程,002219.SZ,-0.87,7.3,21649344.0,3.4,3,11,行业板块,东财三级行业,0.21428571428571427,-8,1.564285714285714,0.7285714285714285,6.626142857142857
BK1600.DC,20260326,医疗研发外包,百诚医药,301096.SZ,-0.6,2.82,61338305.6,1.95,12,17,行业板块,东财三级行业,0.41379310344827586,-5,1.1668965517241379,0.8068965517241379,12.628551724137932
BK1599.DC,20260326,其他医疗服务,*ST生物,000504.SZ,-2.81,-1.11,2422724.3,1.85,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-0.843
BK1598.DC,20260326,疫苗,欧林生物,688319.SH,-1.37,0.25,22890206.6,0.87,1,13,行业板块,东财三级行业,0.07142857142857142,-12,0.017857142857142856,0.06214285714285714,1.7478571428571428
BK1597.DC,20260326,血液制品,上海莱士,002252.SZ,-1.11,-0.51,10083814.4,0.48,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.333
BK1596.DC,20260326,其他生物制品,赛伦生物,688163.SH,-0.97,2.33,61015217.6,1.33,9,29,行业板块,东财三级行业,0.23684210526315788,-20,0.5518421052631579,0.315,6.987631578947367
BK1595.DC,20260326,原料药,海森药业,001367.SZ,0.22,9.99,33452150.4,2.79,16,28,行业板块,东财三级行业,0.36363636363636365,-12,3.632727272727273,1.0145454545454546,11.904545454545456
BK1594.DC,20260326,化学制剂,万邦德,002082.SZ,-0.7,9.99,197769435.2,1.51,30,83,行业板块,东财三级行业,0.26548672566371684,-53,2.6522123893805314,0.40088495575221245,8.365221238938055
BK1593.DC,20260326,通信终端及配件,*ST天喻,300205.SZ,-2.49,5.58,38333139.2,3.68,3,25,行业板块,东财三级行业,0.10714285714285714,-22,0.5978571428571429,0.3942857142857143,2.6657142857142855
BK1592.DC,20260326,通信线缆及配套,长盈通,688143.SH,-1.21,5.66,53859059.2,7.41,3,9,行业板块,东财三级行业,0.25,-6,1.415,1.8525,7.790500000000001
BK1591.DC,20260326,通信网络设备及器件,铭普光磁,002902.SZ,-2.41,10.02,220382859.2,3.87,4,32,行业板块,东财三级行业,0.1111111111111111,-28,1.1133333333333333,0.43,2.9189999999999996
