trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,代码,名称,最新价,涨跌幅,所属行业,首次封板时间,最后封板时间,炸板次数,连板数,涨停统计,成交额,换手率,流通市值,总市值,板上成交金额,封单金额,行业代码
20260309,000066.SZ,计算机设,中国长城,17.26,10.01,3710296240.0,,55673680603.88,55677292258.88,6.97,298372083.0,140724,140724,0,1/1,1.0,U,000066,中国长城,17.26,10.01,计算机设,140724,140724,0,1.0,1/1,3710296240.0,6.97,55673680603.88,55677292258.88,,298372083.0,BK1446.DC
20260309,000533.SZ,电网设备,顺钠股份,16.37,10.01,863385648.0,,11211852288.0,11308657920.0,7.84,202478860.0,93012,93012,0,4/4,4.0,U,000533,顺钠股份,16.37,10.01,电网设备,93012,93012,0,4.0,4/4,863385648.0,7.84,11211852288.0,11308657920.0,,202478860.0,BK0457.DC
20260309,000534.SZ,生物制品,万泽股份,45.36,9.99,1872865136.0,,22678658069.76,23113120504.32,8.73,70010075.0,102524,143724,1,2/2,2.0,U,000534,万泽股份,45.36,9.99,生物制品,102524,143724,1,2.0,2/2,1872865136.0,8.73,22678658069.76,23113120504.32,,70010075.0,BK1044.DC
20260309,000601.SZ,电力,韶能股份,6.75,9.93,1453721280.0,,7084306622.25,7184317464.0,21.3,13611584.0,95436,133851,2,2/2,2.0,U,000601,韶能股份,6.75,9.93,电力,95436,133851,2,2.0,2/2,1453721280.0,21.3,7084306622.25,7184317464.0,,13611584.0,BK0428.DC
20260309,000815.SZ,IT服务Ⅱ,美利云,17.94,9.99,3849463248.0,,12473018847.9,12473018937.6,32.42,138686407.0,111100,133248,2,3/3,3.0,U,000815,美利云,17.94,9.99,IT服务Ⅱ,111100,133248,2,3.0,3/3,3849463248.0,32.42,12473018847.9,12473018937.6,,138686407.0,BK1238.DC
20260309,000862.SZ,电力,银星能源,8.36,10.0,855346192.0,,5249804855.68,7674101325.44,17.12,106287234.0,95939,95939,0,2/4,1.0,U,000862,银星能源,8.36,10.0,电力,95939,95939,0,1.0,2/4,855346192.0,17.12,5249804855.68,7674101325.44,,106287234.0,BK0428.DC
20260309,000973.SZ,塑料,佛塑科技,14.5,10.02,1147168688.0,,14027635979.5,35644433136.0,8.59,105835471.0,135006,135006,0,1/1,1.0,U,000973,佛塑科技,14.5,10.02,塑料,135006,135006,0,1.0,1/1,1147168688.0,8.59,14027635979.5,35644433136.0,,105835471.0,BK0454.DC
20260309,001258.SZ,电力,立新能源,9.36,9.99,357215136.0,,8735908746.24,8735999950.08,4.22,80483232.0,93742,93742,0,1/1,1.0,U,001258,立新能源,9.36,9.99,电力,93742,93742,0,1.0,1/1,357215136.0,4.22,8735908746.24,8735999950.08,,80483232.0,BK0428.DC
20260309,001339.SZ,计算机设,智微智能,72.96,10.0,1462266416.0,,8710735038.72,18403929446.4,17.84,56580480.0,135039,135039,0,1/1,1.0,U,001339,智微智能,72.96,10.0,计算机设,135039,135039,0,1.0,1/1,1462266416.0,17.84,8710735038.72,18403929446.4,,56580480.0,BK1446.DC
20260309,002015.SZ,电力,协鑫能科,17.18,9.99,1961535360.0,,27888716868.52,27888716765.44,7.07,243256808.0,93233,94836,2,2/2,2.0,U,002015,协鑫能科,17.18,9.99,电力,93233,94836,2,2.0,2/2,1961535360.0,7.07,27888716868.52,27888716765.44,,243256808.0,BK0428.DC
20260309,002068.SZ,橡胶,黑猫股份,9.52,10.06,445282224.0,,6997255415.92,7000486304.0,6.57,157294390.0,112927,112927,0,1/1,1.0,U,002068,黑猫股份,9.52,10.06,橡胶,112927,112927,0,1.0,1/1,445282224.0,6.57,6997255415.92,7000486304.0,,157294390.0,BK1018.DC
20260309,002082.SZ,化学制药,万邦德,18.66,10.02,486121744.0,,10323699524.52,11414117784.96,4.78,91488897.0,93018,104412,2,1/1,1.0,U,002082,万邦德,18.66,10.02,化学制药,93018,104412,2,1.0,1/1,486121744.0,4.78,10323699524.52,11414117784.96,,91488897.0,BK0465.DC
