trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,代码,名称,最新价,涨跌幅,所属行业,首次封板时间,最后封板时间,炸板次数,连板数,涨停统计,成交额,换手率,流通市值,总市值,板上成交金额,封单金额,行业代码
20260319,000020.SZ,光学光电,深华发Ａ,21.21,10.01,68976659.0,,3842517943.11,6005849730.72,1.8,585714531.0,92500,92500,0,4/4,4.0,U,000020,深华发Ａ,21.21,10.01,光学光电,92500,92500,0,4.0,4/4,68976659.0,1.8,3842517943.11,6005849730.72,,585714531.0,BK1038.DC
20260319,000539.SZ,电力,粤电力Ａ,6.17,9.98,845069168.0,,15766737166.83,32394252477.44,5.43,43161031.0,93151,93333,2,2/2,2.0,U,000539,粤电力Ａ,6.17,9.98,电力,93151,93333,2,2.0,2/2,845069168.0,5.43,15766737166.83,32394252477.44,,43161031.0,BK0428.DC
20260319,000601.SZ,电力,韶能股份,7.4,9.96,238896376.0,,7766499111.8,7876140627.2,3.08,364670564.0,92500,92500,0,2/2,2.0,U,000601,韶能股份,7.4,9.96,电力,92500,92500,0,2.0,2/2,238896376.0,3.08,7766499111.8,7876140627.2,,364670564.0,BK0428.DC
20260319,000617.SZ,多元金融,中油资本,10.71,9.96,5737992448.0,,135396666936.09,135396665832.96,4.42,372763916.0,135309,135309,0,2/4,1.0,U,000617,中油资本,10.71,9.96,多元金融,135309,135309,0,1.0,2/4,5737992448.0,4.42,135396666936.09,135396665832.96,,372763916.0,BK0738.DC
20260319,000815.SZ,IT服务Ⅱ,美利云,19.32,10.02,1366534432.0,,13432481836.2,13432481932.8,10.31,308871641.0,93109,93406,1,2/2,2.0,U,000815,美利云,19.32,10.02,IT服务Ⅱ,93109,93406,1,2.0,2/2,1366534432.0,10.31,13432481836.2,13432481932.8,,308871641.0,BK1238.DC
20260319,000968.SZ,油气开采,蓝焰控股,9.81,9.98,795919728.0,,9491201094.6,9491201055.36,8.77,176823268.0,133636,133636,0,1/1,1.0,U,000968,蓝焰控股,9.81,9.98,油气开采,133636,133636,0,1.0,1/1,795919728.0,8.77,9491201094.6,9491201055.36,,176823268.0,BK1574.DC
20260319,001258.SZ,电力,立新能源,10.25,9.98,753380608.0,,9566566736.0,9566666612.0,8.07,168855425.0,95030,95030,0,1/1,1.0,U,001258,立新能源,10.25,9.98,电力,95030,95030,0,1.0,1/1,753380608.0,8.07,9566566736.0,9566666612.0,,168855425.0,BK0428.DC
20260319,002109.SZ,化学原料,兴化股份,5.28,10.0,411100752.0,,6738704813.28,6738704839.68,6.1,65830126.0,92500,92500,0,1/1,1.0,U,002109,兴化股份,5.28,10.0,化学原料,92500,92500,0,1.0,1/1,411100752.0,6.1,6738704813.28,6738704839.68,,65830126.0,BK1019.DC
20260319,002310.SZ,电力,东方新能,3.16,10.1,967376480.0,,13268997105.72,18957857873.92,7.69,156930340.0,102127,102127,0,2/4,1.0,U,002310,东方新能,3.16,10.1,电力,102127,102127,0,1.0,2/4,967376480.0,7.69,13268997105.72,18957857873.92,,156930340.0,BK0428.DC
20260319,002432.SZ,医疗器械,九安医疗,65.95,10.01,4572463104.0,,28913116879.15,30665153482.4,16.02,110622881.0,95027,144703,10,2/2,2.0,U,002432,九安医疗,65.95,10.01,医疗器械,95027,144703,10,2.0,2/2,4572463104.0,16.02,28913116879.15,30665153482.4,,110622881.0,BK1041.DC
20260319,002902.SZ,通信设备,铭普光磁,23.96,10.01,913343904.0,,4256068614.16,5630817125.52,22.33,167333237.0,140906,140906,0,1/1,1.0,U,002902,铭普光磁,23.96,10.01,通信设备,140906,140906,0,1.0,1/1,913343904.0,22.33,4256068614.16,5630817125.52,,167333237.0,BK0448.DC
20260319,300332.SZ,燃气Ⅱ,天壕能源,7.14,20.0,1314738176.0,,5925848933.34,6176976792.0,24.05,105564921.0,134003,134003,0,1/1,1.0,U,300332,天壕能源,7.14,20.0,燃气Ⅱ,134003,134003,0,1.0,1/1,1314738176.0,24.05,5925848933.34,6176976792.0,,105564921.0,BK1028.DC
20260319,300895.SZ,IT服务Ⅱ,铜牛信息,76.34,19.99,2056850800.0,,10548069870.36,10748722155.38,20.59,72055646.0,100006,131709,7,1/1,1.0,U,300895,铜牛信息,76.34,19.99,IT服务Ⅱ,100006,131709,7,1.0,1/1,2056850800.0,20.59,10548069870.36,10748722155.38,,72055646.0,BK1238.DC
20260319,600186.SH,调味发酵,莲花控股,7.11,10.06,2069291568.0,,12657849749.01,12746556590.4,16.6,18469647.0,94735,145323,4,1/1,1.0,U,600186,莲花控股,7.11,10.06,调味发酵,94735,145323,4,1.0,1/1,2069291568.0,16.6,12657849749.01,12746556590.4,,18469647.0,BK1576.DC
20260319,600396.SH,电力,华电辽能,5.69,10.06,1029183568.0,,8379701788.73,8379701783.04,12.51,151881070.0,93106,93621,4,5/10,4.0,U,600396,华电辽能,5.69,10.06,电力,93106,93621,4,4.0,5/10,1029183568.0,12.51,8379701788.73,8379701783.04,,151881070.0,BK0428.DC
20260319,600617.SH,燃气Ⅱ,国新能源,3.63,10.0,482084352.0,,6445219961.07,7002966146.88,7.68,77897476.0,102751,104427,1,1/1,1.0,U,600617,国新能源,3.63,10.0,燃气Ⅱ,102751,104427,1,1.0,1/1,482084352.0,7.68,6445219961.07,7002966146.88,,77897476.0,BK1028.DC
20260319,600666.SH,光学光电,奥瑞德,4.88,9.91,1347221728.0,,11808394322.8,13427063272.96,11.76,209237695.0,93358,93358,0,2/2,2.0,U,600666,奥瑞德,4.88,9.91,光学光电,93358,93358,0,2.0,2/2,1347221728.0,11.76,11808394322.8,13427063272.96,,209237695.0,BK1038.DC
20260319,600726.SH,电力,华电能源,5.02,10.09,2404802048.0,,37526187764.16,39694827683.84,6.77,22797727.0,103911,145653,6,5/8,1.0,U,600726,华电能源,5.02,10.09,电力,103911,145653,6,1.0,5/8,2404802048.0,6.77,37526187764.16,39694827683.84,,22797727.0,BK0428.DC
20260319,600979.SH,电力,广安爱众,5.74,9.96,648095888.0,,7073171194.6,7241911134.08,9.36,91063986.0,93711,93711,0,1/1,1.0,U,600979,广安爱众,5.74,9.96,电力,93711,93711,0,1.0,1/1,648095888.0,9.36,7073171194.6,7241911134.08,,91063986.0,BK0428.DC
20260319,600996.SH,电视广播,贵广网络,9.5,9.95,686126608.0,,11844598613.0,11844598632.0,5.93,104272703.0,95636,95636,0,1/1,1.0,U,600996,贵广网络,9.5,9.95,电视广播,95636,95636,0,1.0,1/1,686126608.0,5.93,11844598613.0,11844598632.0,,104272703.0,BK1291.DC
20260319,601015.SH,焦炭Ⅱ,陕西黑猫,5.14,10.06,996962384.0,,10498437864.46,10498437828.48,9.59,78749364.0,93436,95556,2,1/1,1.0,U,601015,陕西黑猫,5.14,10.06,焦炭Ⅱ,93436,95556,2,1.0,1/1,996962384.0,9.59,10498437864.46,10498437828.48,,78749364.0,BK1249.DC
20260319,601218.SH,风电设备,吉鑫科技,7.43,10.07,948508080.0,,7199918994.16,7199919053.6,13.59,169537138.0,94157,94157,0,1/1,1.0,U,601218,吉鑫科技,7.43,10.07,风电设备,94157,94157,0,1.0,1/1,948508080.0,13.59,7199918994.16,7199919053.6,,169537138.0,BK1032.DC
20260319,603130.SH,纺织制造,云中马,45.6,10.01,192345093.0,,6270647520.0,6270647520.0,3.17,14359440.0,102611,102611,0,1/1,1.0,U,603130,云中马,45.6,10.01,纺织制造,102611,102611,0,1.0,1/1,192345093.0,3.17,6270647520.0,6270647520.0,,14359440.0,BK1224.DC
20260319,603366.SH,厨卫电器,日出东方,10.75,10.03,742072304.0,,8740267085.75,8740267032.0,8.61,176321532.0,93433,100348,1,1/1,1.0,U,603366,日出东方,10.75,10.03,厨卫电器,93433,100348,1,1.0,1/1,742072304.0,8.61,8740267085.75,8740267032.0,,176321532.0,BK1240.DC
20260319,603629.SH,消费电子,利通电子,68.07,10.0,2209926912.0,,17483915640.0,17860206600.0,13.04,110620488.0,94910,134222,3,1/1,1.0,U,603629,利通电子,68.07,10.0,消费电子,94910,134222,3,1.0,1/1,2209926912.0,13.04,17483915640.0,17860206600.0,,110620488.0,BK1037.DC
20260319,603687.SH,包装印刷,大胜达,12.17,10.04,59762379.0,,6693887784.88,6693887882.24,0.89,330908007.0,92503,92503,0,2/2,2.0,U,603687,大胜达,12.17,10.04,包装印刷,92503,92503,0,2.0,2/2,59762379.0,0.89,6693887784.88,6693887882.24,,330908007.0,BK1265.DC
20260319,605169.SH,燃气Ⅱ,洪通燃气,14.19,10.0,242586188.0,,4014067200.0,4014067200.0,6.2,6516048.0,134320,135453,4,1/1,1.0,U,605169,洪通燃气,14.19,10.0,燃气Ⅱ,134320,135453,4,1.0,1/1,242586188.0,6.2,4014067200.0,4014067200.0,,6516048.0,BK1028.DC
20260319,605389.SH,工程机械,长龄液压,77.03,10.0,231646126.0,,10496628522.8,11099027002.1,2.25,98001186.0,100840,100840,0,1/1,1.0,U,605389,长龄液压,77.03,10.0,工程机械,100840,100840,0,1.0,1/1,231646126.0,2.25,10496628522.8,11099027002.1,,98001186.0,BK0739.DC
