ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level,up_down_ratio,up_down_diff,leading_strength,activity_score,composite_strength
BK1615.DC,20260405,铜,海亮股份,002203.SZ,-1.81,2.45,183330414.4,1.03,2,15,行业板块,东财三级行业,0.11764705882352941,-13,0.2882352941176471,0.1211764705882353,3.0682941176470586
BK1614.DC,20260405,铅锌,国城矿业,000688.SZ,-1.95,0.83,22586957.4,1.42,2,9,行业板块,东财三级行业,0.18181818181818182,-7,0.1509090909090909,0.2581818181818182,4.951363636363637
BK1613.DC,20260405,铝,利源股份,002501.SZ,-2.91,3.16,110211564.8,2.18,3,27,行业板块,东财三级行业,0.1,-24,0.31600000000000006,0.21800000000000003,2.2338
BK1612.DC,20260405,农商行Ⅲ,无锡银行,600908.SH,-1.38,-0.7,27242673.6,0.67,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-0.414
BK1611.DC,20260405,国有大型银行Ⅲ,农业银行,601288.SH,-1.55,-1.16,1063380019.2,0.13,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.46499999999999997
BK1610.DC,20260405,股份制银行Ⅲ,光大银行,601818.SH,-0.89,0.0,295364368.0,0.3,0,8,行业板块,东财三级行业,0.0,-8,0.0,0.0,-0.267
BK1609.DC,20260405,城商行Ⅲ,杭州银行,600926.SH,-1.21,0.24,124913204.8,0.51,1,16,行业板块,东财三级行业,0.058823529411764705,-15,0.014117647058823528,0.03,1.4105294117647058
BK1608.DC,20260405,中药Ⅲ,新天药业,002873.SZ,-2.4,3.74,83904710.4,2.31,5,62,行业板块,东财三级行业,0.07462686567164178,-57,0.2791044776119403,0.1723880597014925,1.60910447761194
BK1607.DC,20260405,医药流通,重药控股,000950.SZ,0.02,10.02,26586858.3,5.35,8,16,行业板块,东财三级行业,0.3333333333333333,-8,3.34,1.7833333333333332,11.030666666666667
BK1606.DC,20260405,线下药店,华人健康,301408.SZ,-1.56,3.14,8586846.8,2.59,1,7,行业板块,东财三级行业,0.125,-6,0.3925,0.32375,3.42525
BK1605.DC,20260405,医疗设备,海泰新光,688677.SH,-2.52,12.82,59661419.2,1.55,2,41,行业板块,东财三级行业,0.046511627906976744,-39,0.5962790697674418,0.07209302325581396,0.7730232558139536
BK1604.DC,20260405,医疗耗材,康拓医疗,688314.SH,-2.65,6.46,46280526.4,2.74,4,50,行业板块,东财三级行业,0.07407407407407407,-46,0.4785185185185185,0.20296296296296296,1.5635185185185185
BK1603.DC,20260405,体外诊断,浩欧博,688656.SH,-3.21,2.36,27029758.4,2.35,1,39,行业板块,东财三级行业,0.025,-38,0.059,0.058750000000000004,-0.18944999999999995
BK1602.DC,20260405,诊断服务,金域医学,603882.SH,-3.67,-2.62,4735948.7,2.27,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-1.101
BK1601.DC,20260405,医院,普瑞眼科,301239.SZ,-3.68,1.5,21536331.6,1.87,2,13,行业板块,东财三级行业,0.13333333333333333,-11,0.2,0.24933333333333335,2.9858666666666664
BK1600.DC,20260405,医疗研发外包,百奥赛图,688796.SH,-2.65,8.5,68805859.2,3.96,5,23,行业板块,东财三级行业,0.17857142857142858,-18,1.5178571428571428,0.7071428571428572,5.007142857142858
BK1599.DC,20260405,其他医疗服务,合富中国,603122.SH,-1.06,7.76,2615656.7,6.99,1,4,行业板块,东财三级行业,0.2,-3,1.552,1.3980000000000001,6.272
BK1598.DC,20260405,疫苗,辽宁成大,600739.SH,-2.64,-0.97,23395007.8,1.2,0,14,行业板块,东财三级行业,0.0,-14,-0.0,0.0,-0.792
BK1597.DC,20260405,血液制品,卫光生物,002880.SZ,-2.61,-1.86,9997113.7,0.51,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.7829999999999999
BK1596.DC,20260405,其他生物制品,诺思兰德,920047.BJ,-2.74,3.59,69274564.8,3.0,4,34,行业板块,东财三级行业,0.10526315789473684,-30,0.3778947368421052,0.3157894736842105,2.4746315789473687
BK1595.DC,20260405,原料药,津药药业,600488.SH,-3.24,9.94,35297566.4,4.02,2,44,行业板块,东财三级行业,0.043478260869565216,-42,0.43217391304347824,0.17478260869565215,0.45373913043478264
BK1594.DC,20260405,化学制剂,莱美药业,300006.SZ,-2.51,20.07,217367900.8,3.9,11,103,行业板块,东财三级行业,0.09649122807017543,-92,1.936578947368421,0.37631578947368416,2.604315789473684
BK1593.DC,20260405,通信终端及配件,中瓷电子,003031.SZ,-0.7,10.0,38054065.6,3.09,9,19,行业板块,东财三级行业,0.32142857142857145,-10,3.2142857142857144,0.9932142857142857,10.274357142857143
BK1592.DC,20260405,通信线缆及配套,汇源通信,000586.SZ,2.34,10.03,66085715.2,9.07,8,4,行业板块,东财三级行业,0.6666666666666666,4,6.686666666666666,6.046666666666667,23.248666666666665
BK1591.DC,20260405,通信网络设备及器件,通宇通讯,002792.SZ,2.06,10.0,224132886.4,4.42,22,13,行业板块,东财三级行业,0.6285714285714286,9,6.285714285714286,2.778285714285714,21.287942857142856
BK1590.DC,20260405,其他通信设备,长江通信,600345.SH,-1.37,1.0,9324802.2,1.95,1,13,行业板块,东财三级行业,0.07142857142857142,-12,0.07142857142857142,0.13928571428571426,1.7739999999999998
BK1589.DC,20260405,通信应用增值服务,光环新网,300383.SZ,-1.41,3.69,28590198.4,4.37,4,13,行业板块,东财三级行业,0.23529411764705882,-9,0.868235294117647,1.0282352941176471,7.015117647058823
BK1588.DC,20260405,通信工程及服务,中贝通信,603220.SH,-0.99,6.28,10726365.6,4.01,4,16,行业板块,东财三级行业,0.2,-12,1.2560000000000002,0.802,6.1146
BK1587.DC,20260405,电信运营商,中国联通,600050.SH,0.25,0.68,267527822.4,0.21,2,1,行业板块,东财三级行业,0.6666666666666666,1,0.45333333333333337,0.13999999999999999,20.193666666666665
BK1586.DC,20260405,软饮料,承德露露,000848.SZ,-2.52,-0.88,18813755.1,0.88,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-0.756
BK1585.DC,20260405,乳品,伊利股份,600887.SH,-3.07,-0.45,25630074.5,1.1,0,19,行业板块,东财三级行业,0.0,-19,-0.0,0.0,-0.9209999999999999
BK1584.DC,20260405,熟食,ST绝味,603517.SH,-2.42,0.0,2403198.7,1.11,0,2,行业板块,东财三级行业,0.0,-2,0.0,0.0,-0.726
BK1583.DC,20260405,零食,劲仔食品,003000.SZ,-2.25,-1.71,10181765.3,1.0,0,11,行业板块,东财三级行业,0.0,-11,-0.0,0.0,-0.6749999999999999
BK1582.DC,20260405,烘焙食品,西麦食品,002956.SZ,-2.26,1.56,4429713.6,1.13,1,8,行业板块,东财三级行业,0.1111111111111111,-7,0.17333333333333334,0.12555555555555553,2.7151111111111113
BK1581.DC,20260405,预加工食品,安井食品,603345.SH,-2.56,0.25,7167242.7,2.13,3,8,行业板块,东财三级行业,0.2727272727272727,-5,0.06818181818181818,0.5809090909090908,7.543636363636364
BK1580.DC,20260405,肉制品,华统股份,002840.SZ,-2.39,1.91,12758184.2,1.53,1,6,行业板块,东财三级行业,0.14285714285714285,-5,0.27285714285714285,0.21857142857142856,3.667
BK1579.DC,20260405,保健品,汤臣倍健,300146.SZ,-3.78,-1.65,5689019.4,3.06,0,9,行业板块,东财三级行业,0.0,-9,-0.0,0.0,-1.134
BK1578.DC,20260405,其他酒类,张  裕Ｂ,200869.SZ,-2.6,0.53,6735094.6,1.14,1,9,行业板块,东财三级行业,0.1,-8,0.053000000000000005,0.11399999999999999,2.2534
BK1577.DC,20260405,啤酒,燕京啤酒,000729.SZ,-0.38,7.27,18092126.7,1.88,2,5,行业板块,东财三级行业,0.2857142857142857,-3,2.077142857142857,0.537142857142857,8.980285714285712
BK1576.DC,20260405,调味发酵品Ⅲ,ST加加,002650.SZ,-1.85,2.84,38202787.2,1.74,2,13,行业板块,东财三级行业,0.13333333333333333,-11,0.37866666666666665,0.23199999999999998,3.5671333333333335
BK1575.DC,20260405,白酒Ⅲ,古井贡Ｂ,200596.SZ,-2.77,0.26,288895436.8,0.68,2,19,行业板块,东财三级行业,0.09523809523809523,-17,0.024761904761904763,0.06476190476190476,2.044047619047619
BK1574.DC,20260405,油气开采Ⅲ,*ST新潮,600777.SH,-2.52,1.3,195442825.6,3.56,1,4,行业板块,东财三级行业,0.2,-3,0.26,0.7120000000000001,5.4384
BK1573.DC,20260405,油田服务,中曼石油,603619.SH,-1.61,2.28,20551282.1,1.69,2,5,行业板块,东财三级行业,0.2857142857142857,-3,0.6514285714285714,0.4828571428571428,8.315285714285713
BK1572.DC,20260405,油气及炼化工程,中油工程,600339.SH,-1.5,5.38,8785676.2,5.65,1,5,行业板块,东财三级行业,0.16666666666666666,-4,0.8966666666666666,0.9416666666666667,4.917666666666666
BK1571.DC,20260405,油品石化贸易,和顺石油,603353.SH,-2.71,0.79,7088336.7,2.86,1,6,行业板块,东财三级行业,0.14285714285714285,-5,0.11285714285714285,0.40857142857142853,3.5770000000000004
BK1570.DC,20260405,其他石化,宇新股份,002986.SZ,-4.69,2.99,12006210.4,3.21,1,13,行业板块,东财三级行业,0.07142857142857142,-12,0.21357142857142858,0.22928571428571426,0.8244285714285713
BK1569.DC,20260405,炼油化工,恒逸石化,000703.SZ,-1.77,1.1,340381788.8,0.18,2,8,行业板块,东财三级行业,0.2,-6,0.22000000000000003,0.036,5.5202
BK1568.DC,20260405,人力资源服务,科锐国际,300662.SZ,-1.37,-0.92,2501724.9,0.54,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.41100000000000003
BK1567.DC,20260405,其他专业服务,中金辐照,300962.SZ,-2.03,0.0,1382912.4,1.37,0,3,行业板块,东财三级行业,0.0,-3,0.0,0.0,-0.6089999999999999
BK1566.DC,20260405,检测服务,华测检测,300012.SZ,-2.38,0.07,14844176.7,1.72,1,22,行业板块,东财三级行业,0.043478260869565216,-21,0.0030434782608695656,0.07478260869565218,0.6059130434782609
BK1565.DC,20260405,会展服务,兰生股份,600826.SH,-2.92,-2.55,1472040.7,0.87,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.876
BK1564.DC,20260405,体育Ⅲ,力盛体育,002858.SZ,-5.53,-4.16,1265785.8,9.23,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-1.659
BK1563.DC,20260405,自然景区,黄山Ｂ股,900942.SH,-3.21,-0.28,6765146.3,2.29,0,13,行业板块,东财三级行业,0.0,-13,-0.0,0.0,-0.963
BK1562.DC,20260405,人工景区,中青旅,600138.SH,-2.12,-1.31,3856168.9,0.96,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-0.636
BK1561.DC,20260405,旅游综合,锦旅Ｂ股,900929.SH,-2.92,-0.09,4607875.3,1.99,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-0.876
BK1560.DC,20260405,酒店,锦江Ｂ股,900934.SH,-2.53,0.0,6966093.5,1.58,0,5,行业板块,东财三级行业,0.0,-5,0.0,0.0,-0.7589999999999999
BK1559.DC,20260405,餐饮,*ST云网,002306.SZ,-2.13,-0.82,1371553.2,2.23,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-0.6389999999999999
BK1558.DC,20260405,学历教育,国脉科技,002093.SZ,-2.84,-1.92,1215649.2,1.32,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-0.852
BK1557.DC,20260405,培训教育,行动教育,605098.SH,-1.68,2.49,5325588.7,1.4,2,9,行业板块,东财三级行业,0.18181818181818182,-7,0.45272727272727276,0.2545454545454545,5.0920000000000005
BK1556.DC,20260405,教育运营及其他,豆神教育,300010.SZ,-2.67,-1.99,2050334.5,1.22,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.8009999999999999
BK1555.DC,20260405,专业连锁Ⅲ,爱施德,002416.SZ,-1.78,0.94,5392547.0,2.58,2,5,行业板块,东财三级行业,0.2857142857142857,-3,0.2685714285714285,0.7371428571428571,8.238571428571428
BK1554.DC,20260405,商业物业经营,深赛格B,200058.SZ,-2.44,-0.54,19630480.2,0.57,0,16,行业板块,东财三级行业,0.0,-16,-0.0,0.0,-0.732
BK1553.DC,20260405,多业态零售,百联Ｂ股,900923.SH,-2.78,0.0,7826920.3,1.19,0,15,行业板块,东财三级行业,0.0,-15,0.0,0.0,-0.834
BK1552.DC,20260405,超市,家家悦,603708.SH,-2.57,-1.72,7804442.8,0.91,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-0.7709999999999999
BK1551.DC,20260405,百货,徐家汇,002561.SZ,-2.91,-1.73,13771860.6,1.49,0,21,行业板块,东财三级行业,0.0,-21,-0.0,0.0,-0.873
BK1550.DC,20260405,贸易Ⅲ,江苏国泰,002091.SZ,-3.55,-0.78,15694868.8,2.23,0,16,行业板块,东财三级行业,0.0,-16,-0.0,0.0,-1.065
BK1549.DC,20260405,旅游零售Ⅲ,中国中免,601888.SH,-1.57,-1.54,15368237.6,0.74,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-0.471
BK1548.DC,20260405,综合电商,ST通葡,600365.SH,-1.93,-1.32,3119596.4,0.39,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.579
BK1547.DC,20260405,跨境电商,焦点科技,002315.SZ,-3.21,-1.19,4661619.6,2.76,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-0.963
BK1546.DC,20260405,电商服务,狮头股份,600539.SH,-2.54,-0.64,4220911.7,1.97,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-0.762
BK1545.DC,20260405,特种纸,齐峰新材,002521.SZ,-2.18,1.74,7148174.1,1.91,2,11,行业板块,东财三级行业,0.15384615384615385,-9,0.26769230769230773,0.29384615384615387,4.073692307692308
BK1544.DC,20260405,大宗用纸,松炀资源,603863.SH,-1.36,3.13,10629341.2,1.16,3,9,行业板块,东财三级行业,0.25,-6,0.7825,0.29,7.3065
BK1543.DC,20260405,娱乐用品,珠江钢琴,002678.SZ,-3.43,9.96,8272679.9,4.57,1,17,行业板块,东财三级行业,0.05555555555555555,-16,0.5533333333333333,0.2538888888888889,0.7991111111111111
BK1542.DC,20260405,文化用品,晨光股份,603899.SH,-2.25,-1.38,4285865.3,0.86,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-0.6749999999999999
BK1541.DC,20260405,卫浴制品,松霖科技,603992.SH,-2.82,0.09,3939027.6,2.23,1,6,行业板块,东财三级行业,0.14285714285714285,-5,0.012857142857142855,0.31857142857142856,3.506
BK1540.DC,20260405,其他家居用品,双枪科技,001211.SZ,-2.77,2.98,19523603.5,2.22,2,22,行业板块,东财三级行业,0.08333333333333333,-20,0.24833333333333332,0.185,1.7556666666666667
BK1539.DC,20260405,定制家居,森鹰窗业,301227.SZ,-2.88,1.96,9670943.6,1.47,1,15,行业板块,东财三级行业,0.0625,-14,0.1225,0.091875,1.0538750000000001
BK1538.DC,20260405,瓷砖地板,美新科技,301588.SZ,-3.34,-1.39,7242321.1,1.32,0,12,行业板块,东财三级行业,0.0,-12,-0.0,0.0,-1.002
BK1537.DC,20260405,成品家居,恒林股份,603661.SH,-2.6,3.12,11691769.4,1.52,1,16,行业板块,东财三级行业,0.058823529411764705,-15,0.18352941176470589,0.08941176470588236,1.0392941176470587
BK1536.DC,20260405,综合包装,海顺新材,300501.SZ,-3.17,1.44,1735042.2,2.2,1,5,行业板块,东财三级行业,0.16666666666666666,-4,0.24,0.3666666666666667,4.170333333333334
BK1535.DC,20260405,纸包装,裕同科技,002831.SZ,-3.42,10.01,12966296.2,4.83,1,20,行业板块,东财三级行业,0.047619047619047616,-19,0.4766666666666666,0.22999999999999998,0.5439047619047617
BK1534.DC,20260405,印刷,鸿博股份,002229.SZ,-1.64,3.87,2463986.7,6.44,1,4,行业板块,东财三级行业,0.2,-3,0.774,1.2880000000000003,5.9204
BK1533.DC,20260405,塑料包装,紫江企业,600210.SH,-3.31,-1.75,4137502.2,1.01,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-0.993
BK1532.DC,20260405,金属包装,嘉美包装,002969.SZ,-1.64,1.63,6242196.2,1.62,2,5,行业板块,东财三级行业,0.2857142857142857,-3,0.46571428571428564,0.46285714285714286,8.265142857142857
BK1531.DC,20260405,商用载客车,金龙汽车,600686.SH,-3.05,-0.28,10778207.0,2.16,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-0.9149999999999999
BK1530.DC,20260405,商用载货车,中国重汽,000951.SZ,-0.71,4.0,24611364.4,1.06,2,7,行业板块,东财三级行业,0.2222222222222222,-5,0.8888888888888888,0.23555555555555555,6.678555555555556
BK1529.DC,20260405,汽车电子电气系统,英搏尔,300681.SZ,-1.05,8.84,48109856.0,2.23,13,27,行业板块,东财三级行业,0.325,-14,2.873,0.72475,10.15455
BK1528.DC,20260405,其他汽车零部件,新朋股份,002328.SZ,-1.69,6.08,35234646.4,2.16,9,47,行业板块,东财三级行业,0.16071428571428573,-38,0.9771428571428572,0.3471428571428572,4.5792857142857155
BK1527.DC,20260405,轮胎轮毂,海安集团,001233.SZ,-2.21,1.79,25757848.0,1.16,2,19,行业板块,东财三级行业,0.09523809523809523,-17,0.17047619047619048,0.11047619047619046,2.250333333333333
BK1526.DC,20260405,底盘与发动机系统,嵘泰股份,605133.SH,-2.08,10.0,117243630.4,1.9,11,98,行业板块,东财三级行业,0.10091743119266056,-87,1.0091743119266057,0.19174311926605506,2.6437064220183486
BK1525.DC,20260405,车身附件及饰件,星源卓镁,301398.SZ,-1.95,3.19,52734849.6,1.25,5,37,行业板块,东财三级行业,0.11904761904761904,-32,0.37976190476190474,0.1488095238095238,3.0921428571428566
BK1524.DC,20260405,汽车综合服务,中国汽研,601965.SH,-3.29,-0.82,3902253.8,1.14,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-0.987
BK1523.DC,20260405,汽车经销商,国机汽车,600335.SH,-2.42,-1.01,2228389.7,0.82,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.726
BK1522.DC,20260405,其他运输设备,九号公司-WD,689009.SH,-2.81,1.82,8086468.8,1.97,2,8,行业板块,东财三级行业,0.2,-6,0.36400000000000005,0.394,5.3086
BK1521.DC,20260405,摩托车,隆鑫通用,603766.SH,-2.65,2.29,15729754.0,1.3,2,7,行业板块,东财三级行业,0.2222222222222222,-5,0.5088888888888888,0.28888888888888886,6.031222222222222
BK1520.DC,20260405,综合乘用车,长  安Ｂ,200625.SZ,-1.16,0.75,55496190.4,0.52,2,4,行业板块,东财三级行业,0.3333333333333333,-2,0.25,0.17333333333333334,9.736666666666666
BK1519.DC,20260405,电动乘用车,北汽蓝谷,600733.SH,-2.1,-0.7,109828068.8,1.1,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.63
BK1518.DC,20260405,种子,秋乐种业,920087.BJ,-4.01,-1.39,6035684.2,4.3,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-1.2029999999999998
BK1517.DC,20260405,食用菌,华绿生物,300970.SZ,0.06,8.56,1623515.3,4.0,1,3,行业板块,东财三级行业,0.25,-2,2.14,1.0,8.145999999999999
BK1516.DC,20260405,其他种植业,宏辉果蔬,603336.SH,-4.55,-2.45,4619814.6,2.4,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-1.365
BK1515.DC,20260405,粮食种植,北大荒,600598.SH,-3.94,-3.79,4197483.8,2.31,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-1.182
BK1514.DC,20260405,水产养殖,大湖股份,600257.SH,-3.66,-2.44,1267673.4,2.66,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-1.098
BK1513.DC,20260405,海洋捕捞,中  鲁Ｂ,200992.SZ,-3.44,-3.03,665921.0,2.06,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-1.032
BK1512.DC,20260405,生猪养殖,新 希 望,000876.SZ,-3.77,-1.2,47551812.8,1.29,0,11,行业板块,东财三级行业,0.0,-11,-0.0,0.0,-1.131
BK1511.DC,20260405,肉鸡养殖,益生股份,002458.SZ,-3.93,-0.54,6686168.9,1.57,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-1.179
BK1510.DC,20260405,其他养殖,*ST天山,300313.SZ,-1.58,3.72,1077738.9,1.61,1,2,行业板块,东财三级行业,0.3333333333333333,-1,1.24,0.5366666666666666,9.881333333333332
BK1509.DC,20260405,水产饲料,粤海饲料,001313.SZ,-1.86,0.38,10088600.1,1.4,1,3,行业板块,东财三级行业,0.25,-2,0.095,0.35,7.031000000000001
BK1508.DC,20260405,畜禽饲料,大北农,002385.SZ,-4.03,-1.76,5984129.5,1.95,0,9,行业板块,东财三级行业,0.0,-9,-0.0,0.0,-1.209
BK1507.DC,20260405,宠物食品,中宠股份,002891.SZ,-1.88,-1.19,3757189.1,1.65,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-0.564
BK1506.DC,20260405,农业综合Ⅲ,大禹节水,300021.SZ,-4.3,-3.01,1121182.6,1.66,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-1.2899999999999998
BK1505.DC,20260405,其他农产品加工,中粮糖业,600737.SH,-3.2,1.43,8057819.7,1.68,1,11,行业板块,东财三级行业,0.08333333333333333,-10,0.11916666666666666,0.13999999999999999,1.5918333333333334
BK1504.DC,20260405,粮油加工,京粮B,200505.SZ,-3.73,-1.49,18225448.0,3.51,0,9,行业板块,东财三级行业,0.0,-9,-0.0,0.0,-1.119
BK1503.DC,20260405,果蔬加工,安德利,605198.SH,-2.64,-0.69,3256455.1,1.5,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.792
BK1502.DC,20260405,林业Ⅲ,ST景谷,600265.SH,-4.56,-1.57,2984650.4,14.49,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-1.3679999999999999
BK1501.DC,20260405,动物保健Ⅲ,*ST绿康,002868.SZ,-3.83,-0.16,7013449.7,2.37,0,13,行业板块,东财三级行业,0.0,-13,-0.0,0.0,-1.149
BK1500.DC,20260405,医美耗材,锦波生物,920982.BJ,-2.07,-1.66,7400267.4,0.72,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.6209999999999999
BK1499.DC,20260405,医美服务,*ST美谷,000615.SZ,0.3,0.29,607747.5,1.22,1,0,行业板块,东财三级行业,1.0,1,0.29,1.22,30.392
BK1498.DC,20260405,品牌化妆品,珀莱雅,603605.SH,-2.82,-2.0,9336586.9,0.8,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-0.846
BK1497.DC,20260405,化妆品制造及其他,科思股份,300856.SZ,-3.15,-2.26,3007026.4,1.29,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-0.945
BK1496.DC,20260405,洗护用品,润本股份,603193.SH,-2.82,2.33,2191323.1,9.5,1,3,行业板块,东财三级行业,0.25,-2,0.5825,2.375,7.2455
BK1495.DC,20260405,生活用纸,延江股份,300658.SZ,-1.16,6.05,6501415.8,2.09,2,7,行业板块,东财三级行业,0.2222222222222222,-5,1.3444444444444443,0.4644444444444444,6.680444444444444
BK1494.DC,20260405,焦煤,恒源煤电,600971.SH,-4.29,-2.45,19446312.0,1.69,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-1.287
BK1493.DC,20260405,动力煤,伊泰Ｂ股,900948.SH,-2.44,0.05,197630358.4,0.57,1,14,行业板块,东财三级行业,0.06666666666666667,-13,0.0033333333333333335,0.038,1.2762666666666667
BK1492.DC,20260405,焦炭Ⅲ,开滦股份,600997.SH,-6.43,-4.44,6158908.4,3.09,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-1.9289999999999998
BK1491.DC,20260405,端到端供应链服务,普路通,002769.SZ,-2.48,0.3,2435883.1,2.19,1,6,行业板块,东财三级行业,0.14285714285714285,-5,0.04285714285714285,0.31285714285714283,3.612857142857143
BK1490.DC,20260405,原材料供应链服务,厦门象屿,600057.SH,-3.36,-0.62,12186814.3,0.94,0,12,行业板块,东财三级行业,0.0,-12,-0.0,0.0,-1.008
BK1489.DC,20260405,快递,申通快递,002468.SZ,-0.84,1.72,30128611.2,0.56,1,3,行业板块,东财三级行业,0.25,-2,0.43,0.14,7.362
BK1488.DC,20260405,跨境物流,中国外运,601598.SH,-2.82,-0.48,18437987.0,0.73,0,13,行业板块,东财三级行业,0.0,-13,-0.0,0.0,-0.846
BK1487.DC,20260405,公路货运,长久物流,603569.SH,-4.87,-2.64,2769578.9,1.17,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-1.461
BK1486.DC,20260405,仓储物流,密尔克卫,603713.SH,-2.59,-0.32,3693105.5,0.99,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.7769999999999999
BK1485.DC,20260405,铁路运输,铁龙物流,600125.SH,-1.83,0.0,41124057.6,0.48,0,6,行业板块,东财三级行业,0.0,-6,0.0,0.0,-0.549
BK1484.DC,20260405,公交,大众Ｂ股,900903.SH,-3.35,-0.53,3738702.6,1.28,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-1.005
BK1483.DC,20260405,高速公路,重庆路桥,600106.SH,-1.7,9.93,37386238.4,0.77,2,18,行业板块,东财三级行业,0.1,-16,0.993,0.07700000000000001,2.704
