trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,代码,名称,最新价,涨跌幅,所属行业,首次封板时间,最后封板时间,炸板次数,连板数,涨停统计,成交额,换手率,流通市值,总市值,板上成交金额,封单金额,行业代码
20260327,000155.SZ,电力,川能动力,16.16,10.01,1650010320.0,,29834080406.72,29834080309.76,5.78,144138635.0,130830,130830,0,1/1,1.0,U,000155,川能动力,16.16,10.01,电力,130830,130830,0,1.0,1/1,1650010320.0,5.78,29834080406.72,29834080309.76,,144138635.0,BK0428.DC
20260327,000546.SZ,环境治理,金圆股份,6.61,9.98,375389232.0,,4605221411.66,5140254972.16,8.47,92501001.0,103642,103642,0,1/1,1.0,U,000546,金圆股份,6.61,9.98,环境治理,103642,103642,0,1.0,1/1,375389232.0,8.47,4605221411.66,5140254972.16,,92501001.0,BK1235.DC
20260327,000553.SZ,农化制品,安道麦A,6.48,10.02,162532504.0,,14107426307.28,15097180204.8,1.19,84618419.0,102527,102527,0,1/1,1.0,U,000553,安道麦A,6.48,10.02,农化制品,102527,102527,0,1.0,1/1,162532504.0,1.19,14107426307.28,15097180204.8,,84618419.0,BK0731.DC
20260327,000695.SZ,电池,滨海能源,14.29,10.01,417703936.0,,3169681533.56,3311738066.31,13.47,82431865.0,93248,100318,1,1/1,1.0,U,000695,滨海能源,14.29,10.01,电池,93248,100318,1,1.0,1/1,417703936.0,13.47,3169681533.56,3311738066.31,,82431865.0,BK1033.DC
20260327,000720.SZ,电网设备,新能泰山,5.51,9.98,733060160.0,,6923488956.21,6923488939.68,10.64,338223085.0,93000,93000,0,4/4,4.0,U,000720,新能泰山,5.51,9.98,电网设备,93000,93000,0,4.0,4/4,733060160.0,10.64,6923488956.21,6923488939.68,,338223085.0,BK0457.DC
20260327,000767.SZ,电力,晋控电力,5.09,9.94,2530383024.0,,14823334359.24,15661635920.16,17.31,158160826.0,93036,100712,4,2/2,2.0,U,000767,晋控电力,5.09,9.94,电力,93036,100712,4,2.0,2/2,2530383024.0,17.31,14823334359.24,15661635920.16,,158160826.0,BK0428.DC
20260327,000822.SZ,化学原料,山东海化,6.45,10.07,480843680.0,,5773342922.7,5773342884.0,8.42,48133770.0,93212,93742,1,1/1,1.0,U,000822,山东海化,6.45,10.07,化学原料,93212,93742,1,1.0,1/1,480843680.0,8.42,5773342922.7,5773342884.0,,48133770.0,BK1019.DC
20260327,000890.SZ,环保设备,法尔胜,13.48,10.04,869247968.0,,5654739300.08,5654913488.64,15.77,99653542.0,95448,95448,0,1/1,1.0,U,000890,法尔胜,13.48,10.04,环保设备,95448,95448,0,1.0,1/1,869247968.0,15.77,5654739300.08,5654913488.64,,99653542.0,BK1387.DC
20260327,001313.SZ,饲料,粤海饲料,7.56,10.04,134661267.0,,5285391433.56,5292000000.0,2.61,86885568.0,95200,95200,0,1/1,1.0,U,001313,粤海饲料,7.56,10.04,饲料,95200,95200,0,1.0,1/1,134661267.0,2.61,5285391433.56,5292000000.0,,86885568.0,BK1258.DC
20260327,001896.SZ,电力,豫能控股,16.54,9.97,3550966448.0,,25236423198.2,25236423165.12,14.84,52168350.0,143057,144033,3,1/1,1.0,U,001896,豫能控股,16.54,9.97,电力,143057,144033,3,1.0,1/1,3550966448.0,14.84,25236423198.2,25236423165.12,,52168350.0,BK0428.DC
20260327,002038.SZ,化学制药,双鹭药业,6.61,9.98,371858864.0,,5631148030.09,6790783500.0,6.82,51211629.0,100809,101121,1,2/3,1.0,U,002038,双鹭药业,6.61,9.98,化学制药,100809,101121,1,1.0,2/3,371858864.0,6.82,5631148030.09,6790783500.0,,51211629.0,BK0465.DC
20260327,002042.SZ,纺织制造,华孚时尚,4.42,9.95,349705184.0,,7517011589.1,7517011611.2,4.76,41449434.0,95524,130706,3,1/1,1.0,U,002042,华孚时尚,4.42,9.95,纺织制造,95524,130706,3,1.0,1/1,349705184.0,4.76,7517011589.1,7517011611.2,,41449434.0,BK1224.DC
20260327,002068.SZ,橡胶,黑猫股份,9.2,10.05,469715888.0,,6762053553.2,6765175840.0,7.2,21764440.0,140139,141927,2,1/1,1.0,U,002068,黑猫股份,9.2,10.05,橡胶,140139,141927,2,1.0,1/1,469715888.0,7.2,6762053553.2,6765175840.0,,21764440.0,BK1018.DC
20260327,002082.SZ,化学制药,万邦德,26.04,10.01,699197360.0,,14406706088.88,15928383018.24,5.07,82268172.0,95857,95857,0,3/4,2.0,U,002082,万邦德,26.04,10.01,化学制药,95857,95857,0,2.0,3/4,699197360.0,5.07,14406706088.88,15928383018.24,,82268172.0,BK0465.DC
20260327,002176.SZ,电机Ⅱ,江特电机,10.29,10.05,937669808.0,,17554936703.64,17558090259.36,5.55,164881218.0,102721,102721,0,1/1,1.0,U,002176,江特电机,10.29,10.05,电机Ⅱ,102721,102721,0,1.0,1/1,937669808.0,5.55,17554936703.64,17558090259.36,,164881218.0,BK1030.DC
20260327,002192.SZ,能源金属,融捷股份,78.0,10.0,3145292960.0,,20211178884.0,20253105834.0,16.26,277430400.0,104015,104015,0,4/4,4.0,U,002192,融捷股份,78.0,10.0,能源金属,104015,104015,0,4.0,4/4,3145292960.0,16.26,20211178884.0,20253105834.0,,277430400.0,BK1015.DC
20260327,002240.SZ,能源金属,盛新锂能,42.23,10.0,2257649024.0,,38552135330.06,38652860214.56,6.11,191513050.0,104415,104415,0,1/1,1.0,U,002240,盛新锂能,42.23,10.0,能源金属,104415,104415,0,1.0,1/1,2257649024.0,6.11,38552135330.06,38652860214.56,,191513050.0,BK1015.DC
20260327,002263.SZ,塑料,大东南,4.07,10.0,1163390688.0,,7644864557.0,7644925590.72,15.98,124586615.0,103148,103148,0,2/2,2.0,U,002263,大东南,4.07,10.0,塑料,103148,103148,0,2.0,2/2,1163390688.0,15.98,7644864557.0,7644925590.72,,124586615.0,BK0454.DC
20260327,002265.SZ,汽车零部件,建设工业,25.03,10.02,550324816.0,,25857001387.21,25857001212.0,2.17,125220058.0,93339,93339,0,2/4,1.0,U,002265,建设工业,25.03,10.02,汽车零部件,93339,93339,0,1.0,2/4,550324816.0,2.17,25857001387.21,25857001212.0,,125220058.0,BK0481.DC
20260327,002272.SZ,通用设备,川润股份,17.66,10.03,796913760.0,,6825463695.68,8562933047.36,12.5,361401215.0,145530,145530,0,1/1,1.0,U,002272,川润股份,17.66,10.03,通用设备,145530,145530,0,1.0,1/1,796913760.0,12.5,6825463695.68,8562933047.36,,361401215.0,BK0545.DC
20260327,002294.SZ,化学制药,信立泰,61.88,10.01,742606528.0,,68969327743.68,68984846752.64,1.11,65410315.0,133024,133024,0,1/1,1.0,U,002294,信立泰,61.88,10.01,化学制药,133024,133024,0,1.0,1/1,742606528.0,1.11,68969327743.68,68984846752.64,,65410315.0,BK0465.DC
20260327,002310.SZ,电力,东方新能,3.84,10.03,2027987056.0,,16124350913.28,23037396910.08,13.08,277779805.0,94524,94524,0,5/10,1.0,U,002310,东方新能,3.84,10.03,电力,94524,94524,0,1.0,5/10,2027987056.0,13.08,16124350913.28,23037396910.08,,277779805.0,BK0428.DC
20260327,002328.SZ,汽车零部件,新朋股份,7.15,10.0,414875056.0,,4081162056.4,5518155500.0,10.38,98382920.0,101736,101736,0,1/1,1.0,U,002328,新朋股份,7.15,10.0,汽车零部件,101736,101736,0,1.0,1/1,414875056.0,10.38,4081162056.4,5518155500.0,,98382920.0,BK0481.DC
20260327,002361.SZ,塑料,神剑股份,13.64,10.0,3538826352.0,,11036437501.76,12972117072.64,33.14,178578849.0,101645,105809,4,2/2,2.0,U,002361,神剑股份,13.64,10.0,塑料,101645,105809,4,2.0,2/2,3538826352.0,33.14,11036437501.76,12972117072.64,,178578849.0,BK0454.DC
20260327,002386.SZ,化学原料,天原股份,6.31,9.93,468550128.0,,8211862628.47,8213393024.32,5.94,48603406.0,130400,130736,2,1/1,1.0,U,002386,天原股份,6.31,9.93,化学原料,130400,130736,2,1.0,1/1,468550128.0,5.94,8211862628.47,8213393024.32,,48603406.0,BK1019.DC
20260327,002428.SZ,小金属,云南锗业,51.36,10.0,3869850304.0,,33539909700.0,33544243200.0,12.18,209034224.0,103127,103127,0,3/6,1.0,U,002428,云南锗业,51.36,10.0,小金属,103127,103127,0,1.0,3/6,3869850304.0,12.18,33539909700.0,33544243200.0,,209034224.0,BK1027.DC
20260327,002432.SZ,医疗器械,九安医疗,68.64,10.0,3233610784.0,,30092438856.48,31915938362.88,11.23,161298577.0,134951,135851,2,1/1,1.0,U,002432,九安医疗,68.64,10.0,医疗器械,134951,135851,2,1.0,1/1,3233610784.0,11.23,30092438856.48,31915938362.88,,161298577.0,BK1041.DC
20260327,002445.SZ,通用设备,中南文化,4.44,9.9,2010229344.0,,10506731520.12,10552137459.84,19.66,71224304.0,100157,112418,4,8/15,1.0,U,002445,中南文化,4.44,9.9,通用设备,100157,112418,4,1.0,8/15,2010229344.0,19.66,10506731520.12,10552137459.84,,71224304.0,BK0545.DC
20260327,002455.SZ,化学制品,百川股份,14.41,10.0,1056400160.0,,7482099890.54,8563263774.56,14.68,203477572.0,93648,93648,0,1/1,1.0,U,002455,百川股份,14.41,10.0,化学制品,93648,93648,0,1.0,1/1,1056400160.0,14.68,7482099890.54,8563263774.56,,203477572.0,BK0538.DC
20260327,002460.SZ,能源金属,赣锋锂业,79.67,10.0,10074180864.0,,96510625718.21,167043642848.0,10.83,219624297.0,131836,141233,4,1/1,1.0,U,002460,赣锋锂业,79.67,10.0,能源金属,131836,141233,4,1.0,1/1,10074180864.0,10.83,96510625718.21,167043642848.0,,219624297.0,BK1015.DC
20260327,002470.SZ,农化制品,金正大,3.09,9.96,844169552.0,,10152965698.53,10153825728.96,8.44,273487248.0,93209,93209,0,1/1,1.0,U,002470,金正大,3.09,9.96,农化制品,93209,93209,0,1.0,1/1,844169552.0,8.44,10152965698.53,10153825728.96,,273487248.0,BK0731.DC
20260327,002526.SZ,专用设备,山东矿机,3.66,9.91,413228320.0,,6482169043.08,6525025454.4,6.56,23689716.0,111133,111915,1,1/1,1.0,U,002526,山东矿机,3.66,9.91,专用设备,111133,111915,1,1.0,1/1,413228320.0,6.56,6482169043.08,6525025454.4,,23689716.0,BK0910.DC
20260327,002755.SZ,化学制药,奥赛康,15.39,10.01,396263776.0,,14284252754.64,14284387817.28,2.86,47944405.0,130342,130342,0,1/1,1.0,U,002755,奥赛康,15.39,10.01,化学制药,130342,130342,0,1.0,1/1,396263776.0,2.86,14284252754.64,14284387817.28,,47944405.0,BK0465.DC
20260327,002756.SZ,能源金属,永兴材料,81.21,10.0,1789607424.0,,31568815355.61,43780435738.56,5.85,135787667.0,104621,130009,1,1/1,1.0,U,002756,永兴材料,81.21,10.0,能源金属,104621,130009,1,1.0,1/1,1789607424.0,5.85,31568815355.61,43780435738.56,,135787667.0,BK1015.DC
20260327,002773.SZ,生物制品,康弘药业,27.65,9.98,222643800.0,,18990960901.85,25474524544.0,1.21,82156445.0,102145,102145,0,1/1,1.0,U,002773,康弘药业,27.65,9.98,生物制品,102145,102145,0,1.0,1/1,222643800.0,1.21,18990960901.85,25474524544.0,,82156445.0,BK1044.DC
20260327,002842.SZ,小金属,翔鹭钨业,33.13,9.99,1147046976.0,,8894156297.17,10839222142.08,13.42,131761323.0,105136,105136,0,1/1,1.0,U,002842,翔鹭钨业,33.13,9.99,小金属,105136,105136,0,1.0,1/1,1147046976.0,13.42,8894156297.17,10839222142.08,,131761323.0,BK1027.DC
