ts_code,name,con_name,con_code,trade_date,desc,hot_num
000257.KP,光纤,汇源通信,000586.SZ,20251027,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,441
000257.KP,光纤,汇源通信,000586.SZ,20251026,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,2021
000257.KP,光纤,汇源通信,000586.SZ,20251025,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,1343
000257.KP,光纤,汇源通信,000586.SZ,20251024,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,544
000257.KP,光纤,汇源通信,000586.SZ,20251023,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,494
000257.KP,光纤,汇源通信,000586.SZ,20251022,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,403
000257.KP,光纤,汇源通信,000586.SZ,20251021,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,572
000257.KP,光纤,汇源通信,000586.SZ,20251020,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,455
000257.KP,光纤,汇源通信,000586.SZ,20251019,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,1027
000257.KP,光纤,汇源通信,000586.SZ,20251018,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,726
000257.KP,光纤,汇源通信,000586.SZ,20251017,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,368
000257.KP,光纤,汇源通信,000586.SZ,20251016,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,383
000257.KP,光纤,汇源通信,000586.SZ,20251015,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,416
000257.KP,光纤,汇源通信,000586.SZ,20251014,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,391
000257.KP,光纤,汇源通信,000586.SZ,20251013,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,444
000257.KP,光纤,汇源通信,000586.SZ,20251012,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,1174
000257.KP,光纤,汇源通信,000586.SZ,20251011,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,734
000257.KP,光纤,汇源通信,000586.SZ,20251010,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,380
000257.KP,光纤,汇源通信,000586.SZ,20251009,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,481
000257.KP,光纤,汇源通信,000586.SZ,20251008,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,3837
000257.KP,光纤,汇源通信,000586.SZ,20251007,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,3285
000257.KP,光纤,汇源通信,000586.SZ,20251006,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,3024
000257.KP,光纤,汇源通信,000586.SZ,20251005,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,2748
000257.KP,光纤,汇源通信,000586.SZ,20251004,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,2062
000257.KP,光纤,汇源通信,000586.SZ,20251003,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,1717
000257.KP,光纤,汇源通信,000586.SZ,20251002,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,1307
000257.KP,光纤,汇源通信,000586.SZ,20251001,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,883
000257.KP,光纤,汇源通信,000586.SZ,20250930,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,412
000257.KP,光纤,汇源通信,000586.SZ,20250929,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,428
000257.KP,光纤,汇源通信,000586.SZ,20250928,公司主要产品是电力光缆、气吹微缆、电缆光纤单元、在线监测产品系列、塑料光纤及光器件系列。,2432
