ts_code,name,con_name,con_code,trade_date,desc,hot_num
000226.KP,商业航天,通宇通讯,002792.SZ,20260402,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,2032
000226.KP,商业航天,通宇通讯,002792.SZ,20260401,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,3727
000226.KP,商业航天,通宇通讯,002792.SZ,20260331,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,6851
000226.KP,商业航天,通宇通讯,002792.SZ,20260330,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,4290
000226.KP,商业航天,通宇通讯,002792.SZ,20260328,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,4636
000226.KP,商业航天,通宇通讯,002792.SZ,20260327,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,2796
000226.KP,商业航天,通宇通讯,002792.SZ,20260326,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,4254
000226.KP,商业航天,通宇通讯,002792.SZ,20260324,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,1547
000226.KP,商业航天,通宇通讯,002792.SZ,20260323,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,1602
000226.KP,商业航天,通宇通讯,002792.SZ,20260322,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,6206
000226.KP,商业航天,通宇通讯,002792.SZ,20260319,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,1407
000226.KP,商业航天,通宇通讯,002792.SZ,20260318,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,3037
000226.KP,商业航天,通宇通讯,002792.SZ,20260310,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,1609
000226.KP,商业航天,通宇通讯,002792.SZ,20260308,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,5214
000226.KP,商业航天,通宇通讯,002792.SZ,20260307,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,3611
000226.KP,商业航天,通宇通讯,002792.SZ,20260306,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,1651
000226.KP,商业航天,通宇通讯,002792.SZ,20260305,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,2037
000226.KP,商业航天,通宇通讯,002792.SZ,20260304,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,1867
000226.KP,商业航天,通宇通讯,002792.SZ,20260303,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,3049
000226.KP,商业航天,通宇通讯,002792.SZ,20260228,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,5005
000226.KP,商业航天,通宇通讯,002792.SZ,20260227,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,2580
000226.KP,商业航天,通宇通讯,002792.SZ,20260226,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,2615
000226.KP,商业航天,通宇通讯,002792.SZ,20260211,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,2807
000226.KP,商业航天,通宇通讯,002792.SZ,20260210,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,3777
000226.KP,商业航天,通宇通讯,002792.SZ,20260209,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,4542
000226.KP,商业航天,通宇通讯,002792.SZ,20260208,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,9945
000226.KP,商业航天,通宇通讯,002792.SZ,20260207,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,8270
000226.KP,商业航天,通宇通讯,002792.SZ,20260206,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,6169
000226.KP,商业航天,通宇通讯,002792.SZ,20260205,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,5306
000226.KP,商业航天,通宇通讯,002792.SZ,20260204,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,9548
000226.KP,商业航天,通宇通讯,002792.SZ,20260203,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,14091
000226.KP,商业航天,通宇通讯,002792.SZ,20260202,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,8329
000226.KP,商业航天,通宇通讯,002792.SZ,20260201,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,12067
000226.KP,商业航天,通宇通讯,002792.SZ,20260131,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,8685
000226.KP,商业航天,通宇通讯,002792.SZ,20260130,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,5854
000226.KP,商业航天,通宇通讯,002792.SZ,20260127,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,10762
000226.KP,商业航天,通宇通讯,002792.SZ,20260126,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,18089
000226.KP,商业航天,通宇通讯,002792.SZ,20260125,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,18911
000226.KP,商业航天,通宇通讯,002792.SZ,20260124,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,17105
000226.KP,商业航天,通宇通讯,002792.SZ,20260123,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,11737
000226.KP,商业航天,通宇通讯,002792.SZ,20260122,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,7906
000226.KP,商业航天,通宇通讯,002792.SZ,20260120,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,8894
000226.KP,商业航天,通宇通讯,002792.SZ,20260119,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,9648
000226.KP,商业航天,通宇通讯,002792.SZ,20260118,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,16089
000226.KP,商业航天,通宇通讯,002792.SZ,20260117,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,13469
000226.KP,商业航天,通宇通讯,002792.SZ,20260116,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,13211
000226.KP,商业航天,通宇通讯,002792.SZ,20260115,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,13073
000226.KP,商业航天,通宇通讯,002792.SZ,20260114,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,27696
000226.KP,商业航天,通宇通讯,002792.SZ,20260113,2024年5月20日投资者关系管理信息：公司卫星通信产品船载卫星天线、地面站天线,39510
