序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000720,新能泰山,10.10988998413086,5.01,106067572,6295223170.71,6295223155.679999,1.684889793395996,237765221,092500,092500,0,3/3,3,电网设备
2,002471,中超控股,10.050251007080078,8.76,1152180496,11760946163.88,11990337600.0,9.796858787536621,330617537,092500,092500,0,1/1,1,电网设备
3,000965,天保基建,10.0,4.18,319187648,4639093141.099999,4639093145.28,6.881990432739258,30367031,092500,101133,2,1/1,1,房地产开
4,600163,中闽能源,9.94694995880127,8.29,640983936,15775838025.47,15775838033.759998,4.065252780914307,170917383,092502,101238,1,2/2,2,电力
5,002705,新宝股份,9.977662086486816,14.77,743152832,11935687218.0,11991405211.52,6.267712593078613,37214492,093003,144648,3,1/1,1,小家电
6,603601,再升科技,9.983633041381836,13.44,5615861248,15353062650.24,15353062717.439999,36.985923767089844,192672574,093004,140225,5,2/2,2,专业工程
7,001367,海森药业,9.986320495605469,24.12,158715307,959955618.6,3674710944.0,16.576536178588867,35083866,093012,093545,1,1/1,1,化学制药
8,000722,湖南发展,9.98796558380127,18.28,2020618416,8484813394.960001,8484813504.64,24.00480079650879,71769016,093018,105418,13,3/3,3,电力
9,002902,铭普光磁,10.019268035888672,28.55,787010912,5071400623.3,6709508720.1,15.657873153686523,163227487,093024,093103,1,6/3,2,通信设备
10,000767,晋控电力,9.97624683380127,4.63,961523392,13483700998.68,14246242497.119999,7.2174153327941895,160492560,093054,093524,2,1/1,1,电力
11,600800,渤海化学,9.91561222076416,5.21,308052224,5781694425.36,5783335575.36,5.352577209472656,34701726,093105,093347,2,2/2,2,炼化及贸
12,000927,中国铁物,9.86842155456543,3.34,1862552688,20208170940.54,20208181237.76,9.302599906921387,7951538,093203,145336,12,2/2,2,轨交设备
13,603538,美诺华,10.006176948547363,35.62,1013602048,7700897388.08,7852434841.679999,13.314013481140137,139466334,093342,094318,7,10/5,3,化学制药
14,003018,金富科技,10.019493103027344,28.22,231195267,2764965263.5,7337200000.0,8.490954399108887,75121640,093418,093418,0,1/1,1,包装印刷
15,601515,衢州东峰,9.975062370300293,4.41,149340508,8486915659.110001,8486915663.52,1.782002568244934,20895462,093521,093521,0,1/1,1,包装印刷
16,603937,丽岛新材,9.984639167785645,14.32,222114007,2991290136.32,2991290136.32,7.603072643280029,28764584,093905,093905,0,3/2,1,工业金属
17,002692,远程股份,9.926470756530762,5.98,187970228,4291899670.5000005,4294513080.0000005,4.464876651763916,101739534,093909,093909,0,1/1,1,电网设备
18,002263,大东南,10.119048118591309,3.7,276128224,6949876870.0,6949932355.200001,4.036493301391602,77871310,094018,094018,0,1/1,1,塑料
19,603520,司太立,10.04273509979248,10.3,389398944,4515621774.3,4515621846.400001,8.763570785522461,23185300,094325,095855,1,1/1,1,化学制药
20,000692,惠天热电,10.112359046936035,4.9,148400781,2610881582.4,2610881582.4,5.859806537628174,55081037,094436,094436,0,1/1,1,电力
21,600682,南京新百,9.968847274780273,7.06,221033323,8218265541.5,9496633501.439999,2.760193109512329,100472497,094511,094511,0,1/1,1,综合Ⅱ
22,603217,元利科技,9.98217487335205,24.68,93989858,5135601968.0,5135601968.0,1.8616803884506226,99626545,094658,094658,0,1/1,1,化学制品
23,002192,融捷股份,10.006205558776855,70.91,2839523040,18374034546.98,18412150444.73,15.69447135925293,23520847,094833,141042,9,3/3,3,能源金属
24,603026,石大胜华,10.005157470703125,85.32,2006122752,19854050514.48,19854050514.48,10.344954490661621,103451865,095239,132451,2,1/1,1,电池
25,002109,兴化股份,10.022271156311035,4.94,528144320,6304773063.940001,6304773088.64,8.647380828857422,122102474,095824,095824,0,1/1,1,化学原料
26,600207,安彩高科,10.033445358276367,6.58,580191696,7167676605.32,7167676644.8,8.455025672912598,44996790,100449,100449,0,1/1,1,光伏设备
27,603272,联翔股份,9.996255874633789,29.38,217169262,3044561260.0,3044561260.0,7.360245704650879,10779522,101251,101251,0,4/2,1,家居用品
28,603687,大胜达,10.0,16.5,1589996064,9075525756.0,9075525888.0,18.316991806030273,128378250,101944,102811,1,7/5,1,包装印刷
29,600310,广西能源,10.091742515563965,6.0,1118519216,8794264332.0,8794264320.0,13.61649227142334,120797076,103105,103105,0,1/1,1,电力
30,601908,京运通,10.065646171569824,5.03,1331663760,12145452390.83,12145452405.92,11.493739128112793,152601649,103924,103924,0,1/1,1,电力
31,002782,可立克,10.008410453796387,26.16,825489296,12726871392.0,12974418658.56,6.621085166931152,20066995,105800,142518,4,1/1,1,其他电子
