序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,600310,广西能源,10.0,6.6,280487408,9673690765.199999,9673690752.0,2.899487018585205,312824252,092501,092501,0,6/3,2,电力
2,600996,贵广网络,9.989023208618164,10.02,161962338,12492934537.08,12492934557.119999,1.296431541442871,139227839,092501,092501,0,1/1,1,电视广播
3,000720,新能泰山,9.980039596557617,5.51,733060160,6923488956.21,6923488939.679999,10.642620086669922,338223085,093000,093000,0,4/4,4,电网设备
4,000767,晋控电力,9.935205459594727,5.09,2530383024,14823334359.24,15661635920.16,17.3112735748291,158160826,093036,100712,4,2/2,2,电力
5,603585,苏利股份,10.026524543762207,20.74,66753739,3789959717.9799995,3876134417.9799995,1.7774927616119385,50321130,093045,093106,1,1/1,1,农化制品
6,002470,金正大,9.964412689208984,3.09,844169552,10152965698.529999,10153825728.96,8.44374942779541,273487248,093209,093209,0,1/1,1,农化制品
7,000822,山东海化,10.068259239196777,6.45,480843680,5773342922.7,5773342884.0,8.422403335571289,48133770,093212,093742,1,1/1,1,化学原料
8,000695,滨海能源,10.007698059082031,14.29,417703936,3169681533.56,3311738066.31,13.474344253540039,82431865,093248,100318,1,1/1,1,电池
9,002265,建设工业,10.021977424621582,25.03,550324816,25857001387.210003,25857001212.0,2.171051025390625,125220058,093339,093339,0,4/2,1,汽车零部
10,600727,鲁北化工,10.014103889465332,7.8,230458258,4122948453.0,4122948460.7999997,5.668478012084961,28384200,093345,093457,1,1/1,1,化学原料
11,600227,赤天化,10.051546096801758,4.27,1342562288,5455351158.809999,7210867193.599999,25.070058822631836,116505237,093414,100838,1,1/1,1,农化制品
12,600844,金煤科技,9.911893844604492,4.99,470361312,4105425863.6600003,5072455957.6,11.846728324890137,91732168,093436,093436,0,5/3,2,化学原料
13,603538,美诺华,9.994385719299316,39.18,819590160,8470554735.12,8637237425.52,9.814326286315918,164223322,093517,093656,2,11/6,4,化学制药
14,002455,百川股份,10.0,14.41,1056400160,7482099890.54,8563263774.56,14.67735481262207,203477572,093648,093648,0,1/1,1,化学制品
15,600513,联环药业,10.008591651916504,25.61,669030912,7310535074.7,7310535125.92,9.296667098999023,63097918,093916,095510,4,1/1,1,化学制药
16,002995,天地在线,10.0,23.65,268975024,2658666969.2,4196798451.9999995,10.449410438537598,148189575,094000,094000,0,1/1,1,广告营销
17,600268,国电南自,9.977989196777344,14.99,784696544,15152362281.27,15227903052.16,5.267730712890625,66921580,094037,105849,1,1/1,1,电网设备
18,605388,均瑶健康,9.984399795532227,7.05,138437117,4233412200.0,4233412200.0,3.339193820953369,65749766,094112,094112,0,1/1,1,饮料乳品
19,603076,乐惠国际,10.015649795532227,28.12,175955134,3394121793.28,3394121793.28,5.279626369476318,55488717,094405,094405,0,1/1,1,专用设备
20,002310,东方新能,10.028653144836426,3.84,2027987056,16124350913.279999,23037396910.079998,13.075237274169922,277779805,094524,094524,0,10/5,1,电力
21,600769,祥龙电业,10.032362937927246,13.6,164307199,5099689920.0,5099689920.0,3.314821481704712,53284460,095031,095031,0,1/1,1,环境治理
22,600666,奥瑞德,9.94575023651123,6.08,6119766528,14712097844.8,16728800143.36,43.05221176147461,52631155,095051,144521,20,8/5,1,光学光电
23,603248,锡华科技,10.0,29.04,437473792,2012730978.72,13358400000.0,22.45787239074707,156857149,095147,095147,0,1/1,1,风电设备
24,001313,粤海饲料,10.043667793273926,7.56,134661267,5285391433.559999,5292000000.0,2.611823797225952,86885568,095200,095200,0,1/1,1,饲料
25,000890,法尔胜,10.040816307067871,13.48,869247968,5654739300.08,5654913488.64,15.770350456237793,99653542,095448,095448,0,1/1,1,环保设备
26,002042,华孚时尚,9.950248718261719,4.42,349705184,7517011589.099999,7517011611.2,4.759020805358887,41449434,095524,130706,3,1/1,1,纺织制造
27,600539,狮头股份,9.984519958496094,14.21,329114432,3268300000.0,3268300000.0,10.416532516479492,52824254,095646,100231,3,4/3,1,互联网电
28,002082,万邦德,10.012674331665039,26.04,699197360,14406706088.88,15928383018.24,5.07498836517334,82268172,095857,095857,0,4/3,2,化学制药
29,002445,中南文化,9.90099048614502,4.44,2010229344,10506731520.12,10552137459.84,19.661712646484375,71224304,100157,112418,4,15/8,1,通用设备
30,603387,基蛋生物,10.0,9.9,412072176,5020819818.3,5020819848.0,8.52468204498291,44848722,100600,100703,1,1/1,1,医疗器械
31,300858,科拓生物,19.986806869506836,18.19,264331272,3560513364.88,4792976196.42,7.813287258148193,44978049,100745,100745,0,1/1,1,化学制品
32,002038,双鹭药业,9.983360290527344,6.61,371858864,5631148030.09,6790783500.0,6.81654691696167,51211629,100809,101121,1,3/2,1,化学制药
33,002361,神剑股份,10.0,13.64,3538826352,11036437501.76,12972117072.640001,33.13972854614258,178578849,101645,105809,4,2/2,2,塑料
34,002328,新朋股份,10.0,7.15,414875056,4081162056.4,5518155500.0,10.378978729248047,98382920,101736,101736,0,1/1,1,汽车零部
35,600488,津药药业,9.898476600646973,4.33,166042451,4727869324.4,4727869359.04,3.5701072216033936,24710227,101945,101945,0,1/1,1,化学制药
36,002773,康弘药业,9.984089851379395,27.65,222643800,18990960901.85,25474524544.0,1.2098702192306519,82156445,102145,102145,0,1/1,1,生物制品
37,000553,安道麦A,10.016977310180664,6.48,162532504,14107426307.28,15097180204.800001,1.1920043230056763,84618419,102527,102527,0,1/1,1,农化制品
38,002176,江特电机,10.053476333618164,10.29,937669808,17554936703.64,17558090259.359997,5.552846431732178,164881218,102721,102721,0,1/1,1,电机Ⅱ
39,603127,昭衍新药,10.003637313842773,30.24,589612128,19061875143.36,22660290293.76,3.205502510070801,125763503,102926,102926,0,1/1,1,医疗服务
40,002428,云南锗业,10.002140998840332,51.36,3869850304,33539909700.0,33544243200.0,12.17530345916748,209034224,103127,103127,0,6/3,1,小金属
41,002263,大东南,10.0,4.07,1163390688,7644864557.000001,7644925590.72,15.978133201599121,124586615,103148,103148,0,2/2,2,塑料
