序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
42,603978,深圳新星,10.02141284942627,25.69,394732912,5423012541.31,5423012541.31,7.546769618988037,46655609,103215,103215,0,1/1,1,金属新材
43,300461,田中精机,19.995685577392578,55.63,827588912,7994212186.910001,8737063775.960001,11.107396125793457,83389370,103521,110109,1,1/1,1,自动化设
44,000546,金圆股份,9.983360290527344,6.61,375389232,4605221411.66,5140254972.16,8.46899127960205,92501001,103642,103642,0,1/1,1,环境治理
45,002192,融捷股份,9.998589515686035,78.0,3145292960,20211178884.0,20253105834.0,16.256052017211914,277430400,104015,104015,0,4/4,4,能源金属
46,603399,永杉锂业,10.046948432922363,11.72,543215952,6004046406.280001,6004046488.320001,9.315773963928223,28416312,104406,131045,1,1/1,1,能源金属
47,002240,盛新锂能,10.002604484558105,42.23,2257649024,38552135330.06,38652860214.56,6.105584144592285,191513050,104415,104415,0,1/1,1,能源金属
48,002756,永兴材料,9.995936393737793,81.21,1789607424,31568815355.609997,43780435738.56,5.850799083709717,135787667,104621,130009,1,1/1,1,能源金属
49,002842,翔鹭钨业,9.99336051940918,33.13,1147046976,8894156297.17,10839222142.08,13.416531562805176,131761323,105136,105136,0,1/1,1,小金属
50,603738,泰晶科技,9.995800018310547,26.19,1046186192,10106393415.48,10106393310.720001,10.810711860656738,128524282,105821,105821,0,1/1,1,元件
51,002526,山东矿机,9.909910202026367,3.66,413228320,6482169043.08,6525025454.400001,6.564291954040527,23689716,111133,111915,1,1/1,1,专用设备
52,603132,金徽股份,9.993425369262695,16.73,189701426,16361940000.0,16361940000.0,1.196094036102295,82980800,111538,111538,0,1/1,1,工业金属
53,603618,杭电股份,10.013592720031738,24.28,1923856544,16786599956.480001,16786599956.480001,12.209208488464355,70171579,112246,112246,0,3/2,1,电网设备
54,603115,海星股份,10.00506591796875,43.43,859298576,10505300072.0,10505300072.0,8.68595027923584,53390236,112805,135426,2,4/2,1,元件
55,600110,诺德股份,10.038119316101074,8.66,1450085008,15026666871.12,15026666836.48,10.152776718139648,187072176,112940,112940,0,1/1,1,电池
56,002755,奥赛康,10.007147789001465,15.39,396263776,14284252754.640001,14284387817.28,2.8554434776306152,47944405,130342,130342,0,1/1,1,化学制药
57,002386,天原股份,9.930313110351562,6.31,468550128,8211862628.469999,8213393024.32,5.9424147605896,48603406,130400,130736,2,1/1,1,化学原料
58,301292,海科新源,20.002492904663086,96.29,2710582448,8191260019.63,21453005463.620003,36.196929931640625,97705366,130530,130918,1,1/1,1,电池
59,603324,盛剑科技,10.008627891540527,25.5,149878883,3765829290.0,3765829290.0,4.122523307800293,90474000,130541,130541,0,1/1,1,环保设备
60,600955,维远股份,10.0,17.05,192079347,9377500000.0,9377500000.0,2.1437501907348633,45266045,130657,130657,0,1/1,1,化学原料
61,603026,石大胜华,9.997655868530273,93.85,2843855584,21838990163.899998,21838990163.899998,13.75806999206543,80470931,130820,130820,0,6/3,2,电池
62,000155,川能动力,10.006807327270508,16.16,1650010320,29834080406.72,29834080309.760002,5.776271343231201,144138635,130830,130830,0,1/1,1,电力
63,003042,中农联合,9.975520133972168,17.97,220680765,2288762437.6499996,2560365600.0,10.040691375732422,98718500,131254,131254,0,1/1,1,农化制品
64,603002,宏昌电子,10.0,10.34,404142416,11726371783.06,11726371814.08,3.6261026859283447,86809470,131410,131410,0,1/1,1,电子化学
65,600470,六国化工,10.074073791503906,7.43,592321968,3875488000.0,3875488000.0,15.883329391479492,93315398,131512,131512,0,1/1,1,农化制品
66,002460,赣锋锂业,9.995858192443848,79.67,10074180864,96510625718.21,167043642848.0,10.8317232131958,219624297,131836,141233,4,1/1,1,能源金属
67,002294,信立泰,10.008888244628906,61.88,742606528,68969327743.68001,68984846752.64,1.111802577972412,65410315,133024,133024,0,1/1,1,化学制药
68,688068,热景生物,19.998184204101562,132.13,669216592,12249500112.199999,12249500112.199999,5.773037433624268,55050775,133108,133108,0,1/1,1,医疗器械
69,600338,西藏珠峰,10.006293296813965,17.48,1760998128,15980393736.640001,15980393876.48,11.380900382995605,16598308,133236,143909,10,1/1,1,工业金属
70,300204,舒泰神,20.01729393005371,27.76,1441607888,12593726547.76,13262966265.6,12.279586791992188,103958812,133330,133330,0,1/1,1,化学制药
71,002432,九安医疗,10.0,68.64,3233610784,30092438856.48,31915938362.88,11.233092308044434,161298577,134951,135851,2,1/1,1,医疗器械
72,002068,黑猫股份,10.047846794128418,9.2,469715888,6762053553.2,6765175839.999999,7.19943380355835,21764440,140139,141927,2,1/1,1,橡胶
73,603090,宏盛股份,10.001681327819824,65.44,388366576,6544000000.0,6544000000.0,6.138497829437256,9351376,142132,142132,0,1/1,1,通用设备
74,600748,上实发展,10.040983200073242,5.37,187988955,9905302730.04,9905302751.52,1.9902456998825073,32546533,142240,142240,0,1/1,1,房地产开
75,600982,宁波能源,10.029940605163574,7.35,1560660768,8214562014.75,8214562036.799999,20.30289077758789,109882500,142907,142907,0,4/3,1,电力
76,001896,豫能控股,9.973404884338379,16.54,3550966448,25236423198.199997,25236423165.12,14.84229564666748,52168350,143057,144033,3,1/1,1,电力
77,605299,舒华体育,10.0,19.25,1107000096,7877610567.75,7877610664.0,15.228316307067871,36508241,144551,144551,0,10/5,1,文娱用品
78,002272,川润股份,10.031152725219727,17.66,796913760,6825463695.68,8562933047.36,12.496271133422852,361401215,145530,145530,0,1/1,1,通用设备
