序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002532,天山铝业,9.987592697143555,17.73,446680944,72814582623.96,82067516513.28,0.6134498715400696,562884752,092500,092500,0,1/1,1,工业金属
2,002160,常铝股份,10.020039558410645,5.49,109652319,5658704894.610001,5669968612.320001,1.9377635717391968,154079046,092500,092500,0,1/1,1,工业金属
3,301008,宏昌科技,19.98638153076172,35.24,255841592,4082315566.1600003,4615144366.16,6.270468711853027,129762948,092500,093124,1,1/1,1,家电零部
4,002578,闽发铝业,10.077519416809082,4.26,81713616,3668552509.8599997,3998564549.7599998,2.227407455444336,89080860,092500,092500,0,1/1,1,工业金属
5,002675,东诚药业,10.030394554138184,14.48,207601208,10764200233.12,11940145909.76,1.9286264181137085,84629808,092500,092500,0,1/1,1,化学制药
6,002810,山东赫达,9.990394592285156,22.9,605754944,7398514504.4,7989166235.2,8.26975154876709,64493453,092500,095424,2,1/1,1,化学制品
7,688693,锴威特,20.0,54.9,389935776,2135852328.6,4045263183.9,18.588558197021484,39578068,092503,094354,2,1/1,1,半导体
8,601068,中铝国际,9.982486724853516,6.28,132528819,16074229388.76,18763611788.16,0.8256523013114929,36197794,093001,093146,1,1/1,1,专业工程
9,601388,怡球资源,10.055866241455078,3.94,577916192,8672817107.039999,8672817138.56,6.749003887176514,44444382,093004,111704,1,1/1,1,工业金属
10,600502,安徽建工,10.107526779174805,5.12,317218656,8788653762.56,8788653752.32,3.616438627243042,38176742,093021,093021,0,1/1,1,基础建设
11,002038,双鹭药业,9.984871864318848,7.27,1167837344,6193410919.629999,7468834500.0,18.979400634765625,15530901,093024,145542,9,4/3,2,化学制药
12,603538,美诺华,10.005104064941406,43.1,383676544,9318042600.4,9501402068.4,4.119560718536377,146882860,093027,093027,0,12/7,5,化学制药
13,600488,津药药业,9.930715560913086,4.76,326920720,5197380596.8,5197380634.88,6.402377128601074,52994741,093103,093954,3,2/2,2,化学制药
14,002501,利源股份,10.270270347595215,2.04,270523008,7234797180.24,7242000000.0,3.7538065910339355,52547803,093106,094533,5,1/1,1,工业金属
15,002850,科达利,10.0,177.32,1439025792,35296251201.64,48891714460.159996,4.0974440574646,129168222,093245,093245,0,1/1,1,电池
16,600513,联环药业,9.996095657348633,28.17,894201456,8041303125.900001,8041303182.240001,11.296412467956543,58042735,093345,095803,6,2/2,2,化学制药
17,000890,法尔胜,10.014836311340332,14.83,570319696,6221052212.18,6221243845.44,9.397289276123047,149746785,093427,093445,1,2/2,2,环保设备
18,603618,杭电股份,10.008237838745117,26.71,1575221760,18466642703.36,18466642703.36,8.67348861694336,148533882,093432,094947,3,4/3,2,电网设备
19,600127,金健米业,9.956075668334961,7.51,285332544,4819791967.18,4819791952.16,5.9926629066467285,107259577,093432,093432,0,1/1,1,农产品加
20,002686,亿利达,10.041841506958008,7.89,270012640,4124360277.12,4467626783.04,6.61204195022583,175715034,093712,093712,0,1/1,1,通用设备
21,003042,中农联合,10.016695022583008,19.77,277800272,2518020778.65,2816829600.0,11.219955444335938,120323185,093727,093727,0,2/2,2,农化制品
22,603585,苏利股份,9.980713844299316,22.81,224121012,4168224742.87,4263000292.87,5.492213249206543,51667410,094003,094003,0,2/2,2,农化制品
23,000048,京基智农,10.024331092834473,22.61,872839472,11900989425.5,11989681808.16,7.431274890899658,17224750,094036,141909,12,1/1,1,养殖业
24,600343,航天动力,9.993247985839844,32.58,2014447040,20792762817.84,20792762948.16,9.819109916687012,154815370,094114,095926,2,1/1,1,通用设备
25,603256,宏和科技,10.003049850463867,72.14,2029858784,63463541850.0,65256866358.72,3.264004945755005,68745813,094729,111241,5,1/1,1,玻璃玻纤
26,002370,亚太药业,9.954058647155762,7.18,549224720,5353892865.4,5353892908.48,10.474406242370605,80168290,095630,102030,2,1/1,1,化学制药
