序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
27,002980,华盛昌,10.0,43.78,334146576,4438851748.32,8291982784.8,7.777398586273193,170601904,095930,095930,0,1/1,1,电网设备
28,000592,平潭发展,10.03787899017334,11.62,4900184064,22253374257.379997,22447294011.519997,22.486196517944336,150207219,100533,104957,9,4/2,1,林业Ⅱ
29,600359,新农开发,10.071942329406738,7.65,150179650,2918573073.0,2918573042.4,5.326930999755859,65114505,100657,100657,0,1/1,1,种植业
30,600996,贵广网络,9.980039596557617,11.02,1074647552,13739734391.08,13739734413.119999,8.093911170959473,63269390,101014,101650,1,2/2,2,电视广播
31,600539,狮头股份,9.992961883544922,15.63,817371200,3594900000.0,3594900000.0,23.19346046447754,4343264,101313,142701,28,5/4,2,互联网电
32,003036,泰坦股份,9.983766555786133,27.1,478777056,5860792529.700001,5860942934.700001,8.545206069946289,32289108,102451,111112,4,1/1,1,专用设备
33,600602,云赛智联,9.995285034179688,23.33,2496126640,25063488756.699997,31907821728.48,10.361760139465332,111538397,102637,103531,2,1/1,1,软件开发
34,002361,神剑股份,9.970674514770508,15.0,3313354672,12136844760.0,14265524640.0,28.426225662231445,285894210,102927,102927,0,3/3,3,塑料
35,603017,中衡设计,9.97906494140625,15.76,473088352,4352759017.68,4352758938.88,11.381900787353516,89286625,103101,103101,0,1/1,1,工程咨询
36,603601,再升科技,10.015174865722656,14.5,5063543552,16563944079.5,16563944152.0,31.85171127319336,65371901,104428,135243,30,4/3,1,专业工程
37,001400,江顺科技,10.001340866088867,164.1,401578352,2461500000.0,9846000000.0,17.189725875854492,74778729,105306,105306,0,4/2,1,专用设备
38,603016,新宏泰,9.992670059204102,45.02,307449424,6670163200.0,6670163200.0,4.840734481811523,15498089,105823,105823,0,1/1,1,电网设备
39,002222,福晶科技,10.0,71.94,2873465136,33678834305.16,33829785000.0,8.795095443725586,161772413,110624,110624,0,1/1,1,光学光电
40,688677,海泰新光,19.994983673095703,47.83,340180112,5733716910.0,5733716910.0,6.279546737670898,12315698,111008,111644,1,1/1,1,医疗器械
41,300385,雪浪环境,19.975788116455078,19.82,1164975536,5760933386.06,6602952451.52,22.739057540893555,108278721,111157,111157,0,6/3,1,环境治理
42,603061,金海通,10.000386238098145,284.67,663306272,17080200000.000002,17080200000.000002,4.060163497924805,47482956,112118,112118,0,1/1,1,半导体
43,600487,亨通光电,10.010213851928711,53.85,6944960512,131673003581.25,132815222985.6,5.525508880615234,404739292,112427,112427,0,1/1,1,通信设备
44,002309,中利集团,9.930715560913086,4.76,3939074624,11453189786.08,14316487265.92,36.369625091552734,93198896,112821,134842,3,7/5,1,光伏设备
45,600345,长江通信,10.0,43.23,797509600,9145708409.31,14249132293.439999,9.071735382080078,107239018,130003,130003,0,4/2,1,通信设备
46,601869,长飞光纤,10.001458168029785,301.69,4346270208,122588205950.66,249770690825.76,3.671147346496582,323847923,130010,130010,0,5/3,1,通信设备
47,000008,神州高铁,10.0,2.97,393365440,8067401947.440001,8067641709.6,4.946505069732666,31340034,130012,132045,1,1/1,1,轨交设备
48,603239,浙江仙通,9.98593521118164,23.46,243064613,6351091200.0,6351091200.0,3.9366588592529297,3265632,130418,145412,2,1/1,1,汽车零部
49,603716,塞力医疗,10.009671211242676,22.75,706782384,4810527244.25,4810527244.25,15.218677520751953,114328919,131010,131010,0,1/1,1,医药商业
50,603778,国晟科技,10.0,25.3,2653883616,16264285692.6,16613045838.4,16.90713119506836,135172840,131245,132054,2,1/1,1,光伏设备
51,002634,棒杰股份,10.013531684875488,8.13,257816348,3630163193.9400005,3734535922.5600004,7.274623394012451,51502737,131512,131512,0,1/1,1,服装家纺
52,600135,乐凯胶片,10.049751281738281,11.06,564873296,6119576514.940001,6119576570.240001,10.021257400512695,166974047,131928,131928,0,1/1,1,塑料
53,002432,九安医疗,9.994172096252441,75.5,4105724160,33099929103.5,35105672296.0,13.25832748413086,24476873,132324,142215,3,2/2,2,医疗器械
54,600724,宁波富达,9.9827880859375,6.39,157100408,9233183622.96,9235090450.08,1.783180594444275,30907937,133027,133027,0,1/1,1,房地产服
55,605222,起帆电缆,9.985243797302246,22.36,472880032,9232513271.28,9232513405.44,5.298408031463623,11059256,133330,142306,2,1/1,1,电网设备
56,603272,联翔股份,9.99381160736084,35.55,439532960,3683939849.9999995,3683939849.9999995,12.394207954406738,1784610,133420,144620,15,6/3,1,家居用品
57,000753,漳州发展,10.076335906982422,7.21,575105024,7148578521.91,7148578529.12,8.329080581665039,97163142,134227,134227,0,4/2,1,综合Ⅱ
58,603122,合富中国,10.0130033493042,16.92,839333776,6735050550.360001,6735050668.800001,12.949016571044922,44946288,134400,134442,1,1/1,1,医疗服务
59,603358,华达科技,10.0,33.33,1405859072,15171132501.689999,15656536589.759998,9.60019302368164,114953703,135215,135215,0,1/1,1,汽车零部
60,300900,广联航空,20.0,38.16,2056536752,9798914035.439999,12505808021.759998,22.887195587158203,38843292,135336,143115,5,1/1,1,航空装备
61,603897,长城科技,10.0,32.89,420995632,6789669548.09,6789669548.09,6.492168426513672,85352839,140534,140534,0,1/1,1,电网设备
62,600219,南山铝业,10.0,6.49,3575171536,74529223117.91,74529222760.96,4.951582908630371,94924330,145434,145434,0,1/1,1,工业金属
