序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
20,603929,亚翔集成,9.999354362487793,170.4,1794775040,36356544000.0,36356544000.0,5.064891815185547,18880320,100306,142948,26,3/3,3,专业工程
21,603693,江苏新能,9.972298622131348,15.88,529641216,14156636974.400002,14156637101.44,3.9261014461517334,169814145,101833,101833,0,4/2,1,电力
22,002256,兆新股份,10.051546096801758,4.27,916266752,8331169445.69,8514144227.679999,11.351865768432617,129805472,102121,102121,0,1/1,1,电力
23,603248,锡华科技,9.993552207946777,34.12,999353520,2364820282.16,15695199999.999998,43.9037971496582,70108445,102136,102136,0,3/3,3,风电设备
24,603387,基蛋生物,10.023309707641602,9.44,357409120,4787529200.48,4787529228.8,7.623419761657715,24273156,102401,140311,2,1/1,1,医疗器械
25,601016,节能风电,9.90338134765625,4.55,4873795328,27000384188.05,29303732057.6,18.653331756591797,70952108,103602,145041,3,5/3,1,电力
26,000890,法尔胜,10.0,13.42,1242946064,5629569837.32,5629743250.56,22.964786529541016,33523146,104648,104721,1,17/10,4,环保设备
27,301667,纳百川,20.0,105.36,1182490944,2370016200.24,11765509056.0,54.217708587646484,62032175,104715,104715,0,4/2,1,汽车零部
28,001369,双欣材料,9.97706413269043,19.18,1176707872,3855743661.84,21999460000.0,31.797515869140625,53888128,104833,105021,1,1/1,1,化学纤维
29,002150,正泰电源,10.0,34.87,952447648,12502463382.859999,12583495056.0,7.959907531738281,154022777,105509,105509,0,5/3,1,通用设备
30,002629,仁智股份,9.936908721923828,6.97,366949392,2950360922.5,2969903060.0,12.850224494934082,115819793,105651,105651,0,1/1,1,油服工程
31,301680,固德电材,20.0,130.8,1265181584,2197764384.0,10830240000.0,61.821659088134766,27999963,110045,134406,4,1/1,1,汽车零部
32,603685,晨丰科技,10.018552780151367,29.65,173037964,5973459398.549999,7440684341.2,2.9844443798065186,74016747,110706,110706,0,1/1,1,光学光电
33,301226,祥明智能,20.01150131225586,41.74,752138192,4541312000.0,4541312000.0,17.898141860961914,72929714,130327,130327,0,1/1,1,电机Ⅱ
34,605167,利柏特,10.011848449707031,18.57,214912506,8339229900.0,8339229900.0,2.666416883468628,133303296,130412,130412,0,1/1,1,专业工程
35,603778,国晟科技,9.982254028320312,24.79,3809967232,15936428550.18,16278158353.119999,24.438594818115234,12878405,130553,145338,2,8/4,2,光伏设备
36,603992,松霖科技,10.009910583496094,33.3,339371456,14426347445.099998,14426347478.4,2.43605899810791,105722571,131218,131218,0,4/2,1,家居用品
37,000533,顺钠股份,10.02143669128418,20.53,5145440000,14061046272.0,14182452480.0,39.661495208740234,126249235,131818,145133,2,10/6,2,电网设备
38,688295,中复神鹰,20.0,59.4,2520986032,53460000000.0,53460000000.0,5.105863094329834,73634794,133623,150000,9,4/2,1,化学纤维
39,002470,金正大,10.091742515563965,3.6,3077101664,11828697901.2,11829699878.4,27.84746742248535,183064320,143324,143324,0,3/2,1,农化制品
