ts_code,name,con_name,con_code,trade_date,desc,hot_num
000385.KP,病毒防治,富祥药业,300497.SZ,20260127,公司具备瑞德西韦中间体、VV116中间体、帕罗维德中间体等新冠治疗药物中间体产品的生产能力，并可向客户供应。,852
000363.KP,锂电池材料,富祥药业,300497.SZ,20251121,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,2481
000363.KP,锂电池材料,富祥药业,300497.SZ,20251120,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,4263
000363.KP,锂电池材料,富祥药业,300497.SZ,20251118,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,5562
000363.KP,锂电池材料,富祥药业,300497.SZ,20251117,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,11182
000363.KP,锂电池材料,富祥药业,300497.SZ,20251116,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,13851
000363.KP,锂电池材料,富祥药业,300497.SZ,20251115,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,11794
000363.KP,锂电池材料,富祥药业,300497.SZ,20251114,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,9386
000363.KP,锂电池材料,富祥药业,300497.SZ,20251113,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,11904
000363.KP,锂电池材料,富祥药业,300497.SZ,20251111,公司目前已具备年产8000吨碳酸亚乙烯酯（VC）和3700吨氟代碳酸乙烯酯（FEC）产品产能,1040
000149.KP,合成生物,富祥药业,300497.SZ,20251027,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,355
000149.KP,合成生物,富祥药业,300497.SZ,20251026,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,744
000149.KP,合成生物,富祥药业,300497.SZ,20251025,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,259
000149.KP,合成生物,富祥药业,300497.SZ,20251024,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,331
000149.KP,合成生物,富祥药业,300497.SZ,20251023,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,344
000149.KP,合成生物,富祥药业,300497.SZ,20251022,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,385
000149.KP,合成生物,富祥药业,300497.SZ,20251021,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,380
000149.KP,合成生物,富祥药业,300497.SZ,20251020,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,560
000149.KP,合成生物,富祥药业,300497.SZ,20251019,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,661
000149.KP,合成生物,富祥药业,300497.SZ,20251018,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,519
000149.KP,合成生物,富祥药业,300497.SZ,20251017,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,363
000149.KP,合成生物,富祥药业,300497.SZ,20251016,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,330
000149.KP,合成生物,富祥药业,300497.SZ,20251015,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,380
000149.KP,合成生物,富祥药业,300497.SZ,20251014,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,329
000149.KP,合成生物,富祥药业,300497.SZ,20251013,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,326
000149.KP,合成生物,富祥药业,300497.SZ,20251012,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,440
000149.KP,合成生物,富祥药业,300497.SZ,20251011,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,470
000149.KP,合成生物,富祥药业,300497.SZ,20251010,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,319
000149.KP,合成生物,富祥药业,300497.SZ,20251009,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,333
000149.KP,合成生物,富祥药业,300497.SZ,20251008,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,822
000149.KP,合成生物,富祥药业,300497.SZ,20251007,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,992
000149.KP,合成生物,富祥药业,300497.SZ,20251006,2024年5月5日互动易：合成生物学解决方案包括酶法工艺和生物发酵等。为完善公司“起始原料-医药中间体-原料药”的产业布局，自建有多功能合成生物-生物发酵产线。,683
