序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000020,深华发Ａ,9.995285034179688,23.33,122810496,4226588572.0299997,6606151542.559999,2.9056649208068848,534122642,092500,092500,0,5/5,5,光学光电
2,000677,恒天海龙,9.933774948120117,4.98,292436880,4302610181.04,4302610200.96,6.798044204711914,31334508,092500,092500,0,1/1,1,化学纤维
3,603687,大胜达,10.024651527404785,13.39,62132519,7364926658.96,7364926766.08,0.8436270952224731,364491626,092502,092502,0,3/3,3,包装印刷
4,002428,云南锗业,9.997468948364258,43.46,840550464,28380928262.5,28384595200.0,2.9618210792541504,580549501,093000,093000,0,1/1,1,小金属
5,000601,韶能股份,10.0,8.14,1018785904,8543149022.9800005,8663754689.92,11.950495719909668,292933943,093030,093030,0,3/3,3,电力
6,603538,美诺华,9.996048927307129,27.84,846766048,6018893410.56,6137332565.76,14.219937324523926,69904736,093150,133735,1,1/1,1,化学制药
7,002256,兆新股份,10.049019813537598,4.49,1234156208,8760410026.03,8952812080.16,14.200478553771973,85069488,093151,101821,2,4/2,1,电力
8,002310,东方新能,10.126582145690918,3.48,2628814112,14612693015.16,20877640949.76,18.282546997070312,78182219,093212,111657,3,5/3,2,电力
9,600396,华电辽能,10.017574310302734,6.26,2415906768,9219144674.42,9219144668.16,26.735151290893555,87942514,093326,134017,8,11/6,5,电力
10,600726,华电能源,9.960159301757812,5.52,2963074704,41263855868.159996,43648495779.84,7.358802318572998,9942425,093416,145504,6,9/6,2,电力
11,002309,中利集团,10.115607261657715,3.81,794153936,9167364093.48,11459205143.52,8.807577133178711,108569885,093515,093515,0,1/1,1,光伏设备
12,600617,国新能源,9.91735553741455,3.99,691878160,7084415329.110001,7697475186.240001,9.982000350952148,58634630,093658,094040,1,2/2,2,燃气Ⅱ
13,002150,正泰电源,9.996846199035645,34.88,1029642352,12506048832.640001,12587103744.0,8.368118286132812,169052582,093718,095633,1,8/4,1,通用设备
14,603026,石大胜华,10.007294654846191,75.41,1403894720,17547983465.739998,17547983465.739998,8.092650413513184,48464423,093814,101550,2,1/1,1,电池
15,600310,广西能源,9.909910202026367,4.88,1111520592,7152668323.36,7152668313.599999,15.83060073852539,7339422,094128,145543,8,1/1,1,电力
16,600683,京投发展,10.030394554138184,10.86,518884400,8044844703.419999,8044844736.0,6.684943199157715,74928341,094230,095251,1,6/4,1,房地产开
17,605050,福然德,9.984756469726562,14.43,752263136,7111525081.83,7111525125.12,10.693928718566895,1012986,094734,150000,9,1/1,1,物流
18,000509,华塑控股,9.927360534667969,4.54,348481792,4871986628.32,4872001337.92,7.358974933624268,101487977,095618,095618,0,1/1,1,光学光电
19,603165,荣晟环保,10.0,14.96,444589696,4510092045.360001,4510091970.56,10.088273048400879,24004995,100718,144830,1,1/1,1,造纸
20,300827,上能电气,20.005342483520508,44.93,5779478016,17309032823.99,25012152869.12,34.83086013793945,61171296,102403,145542,5,1/1,1,光伏设备
21,605099,共创草坪,9.997410774230957,42.47,283189136,17049384184.38,17095523847.199999,1.7128485441207886,28382701,103318,141639,1,1/1,1,家居用品
22,605299,舒华体育,10.0,15.29,540206736,6257073536.67,6257073613.12,9.002057075500488,34809214,103335,103335,0,1/1,1,文娱用品
23,000862,银星能源,10.03911304473877,8.44,1133369872,5300042222.719999,7747537701.759999,22.394084930419922,71505756,110645,110645,0,1/1,1,电力
24,301658,首航新能,20.003976821899414,60.35,1273358080,2488659829.9,24886598057.600002,56.05266571044922,177858390,111654,111654,0,1/1,1,光伏设备
25,603778,国晟科技,9.99545669555664,24.21,3463025568,15563571407.82,15897305918.880001,23.422576904296875,44772763,111733,144533,8,8/4,1,光伏设备
26,001283,豪鹏科技,10.0,67.21,716673616,5359508009.57,6717173533.07,13.624370574951172,8143029,130012,145527,9,1/1,1,电池
27,603381,永臻股份,10.019493103027344,28.22,631187392,4011125498.92,6695373519.719999,16.20612907409668,12212910,130022,142649,1,1/1,1,光伏设备
28,600604,市北高新,10.038609504699707,5.7,425130112,8022492382.8,10677837360.0,5.435385227203369,20307783,131900,132412,2,1/1,1,房地产开
