ts_code,name,con_name,con_code,trade_date,desc,hot_num
000084.KP,人形机器人,荣晟环保,603165.SH,20260224,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,319
000084.KP,人形机器人,荣晟环保,603165.SH,20260223,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,2955
000084.KP,人形机器人,荣晟环保,603165.SH,20260222,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,2619
000084.KP,人形机器人,荣晟环保,603165.SH,20260221,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,2629
000084.KP,人形机器人,荣晟环保,603165.SH,20260220,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,2190
000084.KP,人形机器人,荣晟环保,603165.SH,20260219,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,2101
000084.KP,人形机器人,荣晟环保,603165.SH,20260218,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,1995
000084.KP,人形机器人,荣晟环保,603165.SH,20260217,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,1993
000084.KP,人形机器人,荣晟环保,603165.SH,20260216,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,3052
000084.KP,人形机器人,荣晟环保,603165.SH,20260208,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,591
000084.KP,人形机器人,荣晟环保,603165.SH,20260120,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,528
000084.KP,人形机器人,荣晟环保,603165.SH,20260119,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,856
000084.KP,人形机器人,荣晟环保,603165.SH,20260118,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,1136
000084.KP,人形机器人,荣晟环保,603165.SH,20260106,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,327
000084.KP,人形机器人,荣晟环保,603165.SH,20260104,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,973
000084.KP,人形机器人,荣晟环保,603165.SH,20260103,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,799
000084.KP,人形机器人,荣晟环保,603165.SH,20260102,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,714
000084.KP,人形机器人,荣晟环保,603165.SH,20260101,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,540
000084.KP,人形机器人,荣晟环保,603165.SH,20251231,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,380
000084.KP,人形机器人,荣晟环保,603165.SH,20251230,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,401
000084.KP,人形机器人,荣晟环保,603165.SH,20251229,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,210
000084.KP,人形机器人,荣晟环保,603165.SH,20251228,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,743
000084.KP,人形机器人,荣晟环保,603165.SH,20251227,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,522
000084.KP,人形机器人,荣晟环保,603165.SH,20251226,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,346
000084.KP,人形机器人,荣晟环保,603165.SH,20251207,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,567
000084.KP,人形机器人,荣晟环保,603165.SH,20251206,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,462
000084.KP,人形机器人,荣晟环保,603165.SH,20251205,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,329
000084.KP,人形机器人,荣晟环保,603165.SH,20251204,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,328
000084.KP,人形机器人,荣晟环保,603165.SH,20251117,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,372
000084.KP,人形机器人,荣晟环保,603165.SH,20251112,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,342
000084.KP,人形机器人,荣晟环保,603165.SH,20251111,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,347
000084.KP,人形机器人,荣晟环保,603165.SH,20251110,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,358
000084.KP,人形机器人,荣晟环保,603165.SH,20251109,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,725
000084.KP,人形机器人,荣晟环保,603165.SH,20251108,公司全资子公司嘉兴荣晟实业投资有限公司参与的容腾基金有投资杭州宇树科技有限公司。容腾基金对其投资额为2000万元，持股比例为1.3217%。,547
