序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
15,002667,威领股份,9.996667861938477,33.01,749773584,7810529110.0,8602125415.0,9.75993824005127,149122675,093951,093951,0,4/2,1,专用设备
16,300504,天邑股份,20.0,19.32,636318432,4216619578.92,5236194808.32,15.584468841552734,75388591,094000,095600,1,1/1,1,通信设备
17,000537,绿发电力,9.961315155029297,11.37,1249485648,23497268742.239998,23497268742.239998,5.501845836639404,221429317,094212,094212,0,2/2,2,电力
18,601868,中国能建,9.872611999511719,3.45,6294150656,111879110344.20001,143834514585.6,5.835923194885254,762099393,094237,094307,1,4/2,1,基础建设
19,002175,东方智造,9.968847274780273,3.53,624637744,4507035966.309999,4507035941.599999,14.101297378540039,42405890,094739,104621,1,1/1,1,通用设备
20,002150,正泰电源,10.007412910461426,29.68,442810976,10641614947.039999,10710585984.0,4.323924541473389,103938439,094848,094848,0,1/1,1,通用设备
21,603938,三孚股份,10.007305145263672,30.12,541354784,11524649849.640001,11524649819.52,4.852860927581787,111592672,095216,095216,0,1/1,1,化学原料
22,001207,联科科技,9.989447593688965,31.27,294176496,6168325171.93,6770798039.2,4.8963398933410645,44637049,095542,095903,2,1/1,1,橡胶
23,600108,亚盛集团,10.050251007080078,6.57,2382653088,12791232344.970001,12791232338.4,19.18535614013672,45784227,095846,134225,9,9/7,2,种植业
24,000833,粤桂股份,9.992006301879883,27.52,1398125712,12485879755.52,22073302804.48,11.622175216674805,111012790,100124,100512,1,4/2,1,综合Ⅱ
25,301658,首航新能,20.010448455810547,45.94,886152656,1894433017.1599998,18944329987.84,50.297672271728516,38233610,100300,100300,0,1/1,1,光伏设备
26,601330,绿色动力,9.986859321594238,8.37,311298688,8278722387.9,11973991963.679998,3.8614931106567383,68848012,100324,100957,3,1/1,1,环境治理
27,605117,德业股份,10.000833511352539,131.88,1773873216,119863007227.31999,119863007886.72,1.5340571403503418,171390588,100601,100707,1,1/1,1,光伏设备
28,002782,可立克,10.015290260314941,28.78,641100064,14001504536.0,14273844380.480001,4.712189674377441,38822781,101109,101109,0,1/1,1,其他电子
29,601016,节能风电,10.10929012298584,4.03,2217026112,23914625995.13,25954734108.16,9.708977699279785,178832596,101543,101543,0,1/1,1,电力
30,601858,中国科传,10.0,21.67,360855776,17130135000.000002,17130135000.000002,2.173112154006958,47602489,102034,102034,0,1/1,1,出版
31,000545,金浦钛业,10.05747127532959,3.83,508366880,3774093857.6800003,3779570788.32,14.20749568939209,202675637,102345,102345,0,4/2,1,化学原料
32,300246,宝莱特,20.0,16.8,488959456,3549998390.4,4445366923.2,14.526780128479004,148390704,102724,102724,0,1/1,1,医疗器械
33,002177,御银股份,9.98810863494873,9.25,1777425328,6243000407.75,7041019488.0,29.198474884033203,170753150,103818,103818,0,1/1,1,计算机设
34,603773,沃格光电,9.994926452636719,43.36,894966176,9737816246.88,9741198326.88,9.424051284790039,102455213,103828,103828,0,1/1,1,光学光电
35,002831,裕同科技,10.012920379638672,34.06,536517232,17404429039.14,31352689946.24,3.152064800262451,29121368,104227,111603,1,1/1,1,包装印刷
36,002733,雄韬股份,10.004066467285156,27.05,2075447200,9977737630.95,10393013369.6,21.61981964111328,80221616,104654,104654,0,1/1,1,电池
37,002432,九安医疗,10.0,58.52,2455819776,25655733127.640003,27210383347.84,10.041627883911133,225688349,105039,110003,1,1/1,1,医疗器械
38,000899,赣能股份,10.01362419128418,16.15,1251736304,15757195823.999998,15757195823.999998,8.56588077545166,115594868,110133,110133,0,1/1,1,电力
39,603778,国晟科技,9.984151840209961,20.82,2885264352,13384285696.44,13671289104.960001,22.410219192504883,12156818,110210,143140,16,4/2,1,光伏设备
40,600769,祥龙电业,10.036630630493164,15.02,590664848,5632157544.0,5632157544.0,10.767339706420898,33523153,110842,110842,0,2/2,2,环境治理
41,001369,双欣材料,10.0,16.94,1206961392,3405437832.7200003,19430180000.0,36.53020095825195,80408742,130142,131139,1,1/1,1,化学纤维
42,600328,中盐化工,9.955751419067383,9.94,895472480,14575116758.019999,14575116787.84,6.346478462219238,74832981,130315,130315,0,1/1,1,化学原料
43,600722,金牛化工,9.976433753967285,14.0,1854358192,9524475464.0,9524475520.0,20.67910385131836,72008468,131507,131507,0,8/4,1,化学原料
44,000626,远大控股,10.065360069274902,8.42,357816432,4241293106.82,4265798194.88,8.782408714294434,77662695,131930,133012,1,1/1,1,物流
45,600989,宝丰能源,10.017271041870117,31.85,6627817216,233567516000.0,233567520076.80002,2.993833541870117,275517756,133605,133605,0,1/1,1,化学原料
46,600299,安迪苏,10.015060424804688,14.61,753892528,39182577598.53,44995575047.04,2.0166678428649902,29300238,134450,135123,1,1/1,1,化学制品
47,002092,中泰化学,10.05434799194336,8.1,1361044112,20862445187.7,20979158112.0,6.83866024017334,166156110,134727,134727,0,1/1,1,化学原料
48,600409,三友化工,9.952038764953613,9.17,705698704,18930084438.16,18930084511.52,3.9047882556915283,60622805,135132,135132,0,1/1,1,化学原料
49,600075,新疆天业,10.014727592468262,7.47,610135040,12754007473.949999,12754007526.24,5.01645565032959,25423293,135321,135421,1,4/2,1,化学原料
50,600726,华电能源,9.968847274780273,3.53,1302157344,26387936814.239998,27912896757.76,5.291522979736328,49471820,140349,140349,0,2/2,2,电力
51,600873,梅花生物,10.026155471801758,12.62,1453737184,35389529623.0,35389529597.759995,4.252106189727783,33573705,140606,144921,4,1/1,1,化学制品
52,000062,深圳华强,9.991602897644043,26.2,918761888,27377093714.2,27402824393.6,3.468480348587036,206373155,140921,140921,0,1/1,1,其他电子
53,603629,利通电子,9.998258590698242,63.15,3115697968,16220203800.0,16569297000.0,20.114110946655273,261216501,145319,145319,0,1/1,1,消费电子
