序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002445,中南文化,10.089020729064941,3.71,30163265,8779273409.83,8817213958.56,0.34357360005378723,451194024,092500,092500,0,3/3,3,通用设备
2,601700,风范股份,10.047846794128418,6.9,419722688,7857425370.0,7857425342.400001,5.356112003326416,85001169,092500,093543,1,1/1,1,电网设备
3,002248,华东数控,10.028247833251953,15.58,604258928,4790781448.0,4790781448.0,12.636122703552246,30070958,092500,140454,3,1/1,1,通用设备
4,603803,瑞斯康达,10.0,12.1,549347248,5141091039.7,5141090979.2,10.68627643585205,113737580,092503,093403,2,2/2,2,通信设备
5,002455,百川股份,10.007468223571777,14.73,507555360,7648253392.62,8753426467.68,6.653093338012695,246803285,093000,093000,0,1/1,1,化学制品
6,000839,国安股份,9.944750785827637,3.98,2318955296,15600908880.96,15600908880.96,14.98697280883789,69437507,093000,141739,6,2/2,2,通信服务
7,603421,鼎信通讯,9.989142417907715,10.13,968800368,6606689876.43,6606689886.56,14.985625267028809,27943969,093114,145532,2,2/2,2,通信设备
8,600172,黄河旋风,10.019841194152832,11.09,2866293216,14153676267.5,15993825883.199999,20.458454132080078,75501540,093230,112758,11,2/2,2,通用设备
9,601789,宁波建工,9.939759254455566,7.3,3755047264,7933629707.0,11128060665.6,48.45085906982422,62163004,093246,141352,8,4/4,4,房屋建设
10,603936,博敏电子,9.985734939575195,15.42,1262548000,9720737221.68,9720737160.0,13.07869815826416,56872907,093254,141333,5,1/1,1,元件
11,603757,大元泵业,9.995361328125,47.43,681356880,8847936494.37,8847936494.37,7.764773368835449,58664032,093409,093524,2,1/1,1,通用设备
12,600433,冠豪高新,10.0,3.85,336729536,6738575047.05,6738575043.2,5.051755905151367,27853595,093427,094909,1,1/1,1,造纸
13,603353,和顺石油,10.012836456298828,42.85,459919984,7302411300.0,7366172100.0,6.386861324310303,37671149,093720,093720,0,1/1,1,炼化及贸
14,603158,腾龙股份,9.964093208312988,12.25,896585776,6011934313.0,6011934264.0,15.077815055847168,31276749,093832,134132,6,4/2,1,汽车零部
