ts_code,trade_date,name,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,idx_type,level,up_down_ratio,up_down_diff,leading_strength,activity_score,composite_strength
BK1573.DC,20260331,油田服务,仁智股份,002629.SZ,-2.76,1.22,20369530.8,1.15,1,7,行业板块,东财三级行业,0.125,-6,0.1525,0.14375,2.98125
BK1572.DC,20260331,油气及炼化工程,惠博普,002554.SZ,-3.82,-2.19,8237958.3,2.71,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-1.146
BK1571.DC,20260331,油品石化贸易,润贝航科,001316.SZ,-2.04,0.17,7188467.0,3.57,1,6,行业板块,东财三级行业,0.14285714285714285,-5,0.024285714285714285,0.5099999999999999,3.7805714285714282
BK1570.DC,20260331,其他石化,博汇股份,300839.SZ,-1.99,2.0,12145445.4,2.42,1,13,行业板块,东财三级行业,0.07142857142857142,-12,0.14285714285714285,0.17285714285714285,1.6089999999999998
BK1569.DC,20260331,炼油化工,荣盛石化,002493.SZ,-1.58,-0.41,337490763.2,0.2,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-0.474
BK1568.DC,20260331,人力资源服务,科锐国际,300662.SZ,-0.29,0.47,2528472.9,0.55,1,2,行业板块,东财三级行业,0.3333333333333333,-1,0.15666666666666665,0.18333333333333335,9.981
BK1567.DC,20260331,其他专业服务,安邦护卫,603373.SH,-1.08,0.45,1397030.4,1.4,1,3,行业板块,东财三级行业,0.25,-2,0.1125,0.35,7.2685
BK1566.DC,20260331,检测服务,北矿检测,920160.BJ,-0.83,3.73,14992950.6,2.33,5,17,行业板块,东财三级行业,0.22727272727272727,-12,0.8477272727272727,0.5295454545454545,6.844636363636364
BK1565.DC,20260331,会展服务,锋尚文化,300860.SZ,-1.12,0.46,1513027.6,1.25,1,2,行业板块,东财三级行业,0.3333333333333333,-1,0.15333333333333332,0.41666666666666663,9.778
BK1564.DC,20260331,体育Ⅲ,中体产业,600158.SH,5.85,10.0,1414367.1,13.08,2,0,行业板块,东财三级行业,1.0,2,10.0,13.08,36.370999999999995
BK1563.DC,20260331,自然景区,桂林旅游,000978.SZ,-0.7,2.39,6956090.5,2.63,2,11,行业板块,东财三级行业,0.15384615384615385,-9,0.3676923076923077,0.4046153846153846,4.559846153846155
BK1562.DC,20260331,人工景区,云南旅游,002059.SZ,-0.15,3.23,3949193.4,1.4,2,3,行业板块,东财三级行业,0.4,-1,1.292,0.5599999999999999,12.3254
BK1561.DC,20260331,旅游综合,天府文旅,000558.SZ,-1.48,1.09,4715607.0,2.49,1,7,行业板块,东财三级行业,0.125,-6,0.13625,0.31125,3.3955
BK1560.DC,20260331,酒店,金陵饭店,601007.SH,0.07,2.2,6883658.8,2.31,4,2,行业板块,东财三级行业,0.6666666666666666,2,1.4666666666666668,1.54,20.622333333333334
BK1559.DC,20260331,餐饮,同庆楼,605108.SH,-0.46,0.24,1398724.8,2.05,2,2,行业板块,东财三级行业,0.5,0,0.12,1.025,15.091
BK1558.DC,20260331,学历教育,国脉科技,002093.SZ,-0.83,-0.31,1264641.1,1.15,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-0.24899999999999997
BK1557.DC,20260331,培训教育,ST开元,300338.SZ,-1.22,2.44,5411986.5,1.73,1,10,行业板块,东财三级行业,0.09090909090909091,-9,0.22181818181818183,0.1572727272727273,2.437090909090909
BK1556.DC,20260331,教育运营及其他,豆神教育,300010.SZ,-0.98,0.32,2140803.1,1.98,1,2,行业板块,东财三级行业,0.3333333333333333,-1,0.10666666666666666,0.6599999999999999,9.859333333333332
BK1555.DC,20260331,专业连锁Ⅲ,吉峰科技,300022.SZ,-0.45,0.97,5474275.3,2.3,1,6,行业板块,东财三级行业,0.14285714285714285,-5,0.13857142857142857,0.3285714285714285,4.244142857142857
BK1554.DC,20260331,商业物业经营,深赛格B,200058.SZ,-1.42,0.54,20146171.0,0.76,4,12,行业板块,东财三级行业,0.25,-8,0.135,0.19,7.139
BK1553.DC,20260331,多业态零售,百联股份,600827.SH,-1.07,0.47,8068257.0,1.26,2,14,行业板块,东财三级行业,0.125,-12,0.05875,0.1575,3.47225
BK1552.DC,20260331,超市,家家悦,603708.SH,-0.7,0.45,8025197.3,1.41,2,5,行业板块,东财三级行业,0.2857142857142857,-3,0.12857142857142856,0.4028571428571428,8.467714285714283
BK1551.DC,20260331,百货,中兴商业,000715.SZ,-1.36,0.52,14258808.3,1.98,1,20,行业板块,东财三级行业,0.047619047619047616,-19,0.024761904761904763,0.09428571428571428,1.0443809523809524
BK1550.DC,20260331,贸易Ⅲ,南京商旅,600250.SH,-0.44,10.02,16266214.8,2.94,3,12,行业板块,东财三级行业,0.2,-9,2.004,0.588,6.386400000000001
BK1549.DC,20260331,旅游零售Ⅲ,中国中免,601888.SH,-1.54,-0.68,15694216.0,1.26,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-0.46199999999999997
BK1548.DC,20260331,综合电商,国联股份,603613.SH,-1.37,0.2,3253077.8,0.95,1,2,行业板块,东财三级行业,0.3333333333333333,-1,0.06666666666666667,0.31666666666666665,9.665666666666667
BK1547.DC,20260331,跨境电商,星徽股份,300464.SZ,-0.27,3.14,4835755.3,3.4,2,4,行业板块,东财三级行业,0.3333333333333333,-2,1.0466666666666666,1.1333333333333333,10.355
BK1546.DC,20260331,电商服务,丽人丽妆,605136.SH,-2.31,-0.2,4321910.1,2.55,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-0.693
BK1545.DC,20260331,特种纸,齐峰新材,002521.SZ,-1.46,1.75,7273976.1,2.03,1,11,行业板块,东财三级行业,0.08333333333333333,-10,0.14583333333333331,0.16916666666666663,2.125
BK1544.DC,20260331,大宗用纸,林平发展,603284.SH,-1.97,2.84,10712671.4,1.39,1,11,行业板块,东财三级行业,0.08333333333333333,-10,0.23666666666666664,0.11583333333333332,1.9794999999999998
BK1543.DC,20260331,娱乐用品,舒华体育,605299.SH,-0.17,10.01,8516929.4,3.92,5,13,行业板块,东财三级行业,0.2777777777777778,-8,2.7805555555555554,1.088888888888889,9.056222222222223
BK1542.DC,20260331,文化用品,晨光股份,603899.SH,-0.22,0.72,4283912.9,1.05,1,4,行业板块,东财三级行业,0.2,-3,0.144,0.21000000000000002,6.0048
BK1541.DC,20260331,卫浴制品,建霖家居,603408.SH,-2.34,-0.84,3855643.2,1.41,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-0.702
BK1540.DC,20260331,其他家居用品,共创草坪,605099.SH,-0.58,4.48,20301803.2,2.12,9,15,行业板块,东财三级行业,0.375,-6,1.6800000000000002,0.795,11.571000000000002
BK1539.DC,20260331,定制家居,美之高,920765.BJ,-1.93,0.28,9814083.4,1.6,2,13,行业板块,东财三级行业,0.13333333333333333,-11,0.037333333333333336,0.21333333333333335,3.471133333333334
BK1538.DC,20260331,瓷砖地板,海象新材,003011.SZ,-1.62,0.58,7467425.7,1.55,1,11,行业板块,东财三级行业,0.08333333333333333,-10,0.048333333333333325,0.12916666666666665,2.0495
BK1537.DC,20260331,成品家居,慕思股份,001323.SZ,-1.33,1.55,11998593.0,1.51,2,14,行业板块,东财三级行业,0.125,-12,0.19375,0.18875,3.4274999999999998
BK1536.DC,20260331,综合包装,新通联,603022.SH,-1.44,-0.94,1801534.1,2.16,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.432
BK1535.DC,20260331,纸包装,顺灏股份,002565.SZ,-0.7,10.03,12989271.3,3.19,5,16,行业板块,东财三级行业,0.23809523809523808,-11,2.3880952380952376,0.7595238095238095,7.562380952380951
BK1534.DC,20260331,印刷,江天科技,920121.BJ,-1.88,-0.19,2523285.4,4.37,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-0.564
BK1533.DC,20260331,塑料包装,沪江材料,920204.BJ,-1.38,0.75,4200310.7,2.07,1,7,行业板块,东财三级行业,0.125,-6,0.09375,0.25875,3.4065
BK1532.DC,20260331,金属包装,奥瑞金,002701.SZ,-1.96,-0.2,6585181.5,2.2,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-0.588
BK1531.DC,20260331,商用载客车,宇通客车,600066.SH,4.22,10.0,10569384.3,4.35,4,0,行业板块,东财三级行业,1.0,4,10.0,4.35,34.135999999999996
BK1530.DC,20260331,商用载货车,江铃汽车,000550.SZ,0.69,2.94,24695205.9,1.24,6,3,行业板块,东财三级行业,0.6666666666666666,3,1.96,0.8266666666666667,20.764333333333333
BK1529.DC,20260331,汽车电子电气系统,松芝股份,002454.SZ,-0.66,10.0,47897913.6,1.96,12,28,行业板块,东财三级行业,0.3,-16,3.0,0.588,9.519599999999999
BK1528.DC,20260331,其他汽车零部件,华达科技,603358.SH,-0.95,3.51,36194654.4,2.38,14,40,行业板块,东财三级行业,0.25925925925925924,-26,0.9099999999999999,0.6170370370370369,7.7981851851851856
BK1527.DC,20260331,轮胎轮毂,森麒麟,002984.SZ,-1.15,1.01,25857778.6,1.27,3,18,行业板块,东财三级行业,0.14285714285714285,-15,0.14428571428571427,0.1814285714285714,4.005857142857143
BK1526.DC,20260331,底盘与发动机系统,富奥股份,000030.SZ,-0.71,10.1,117889993.6,2.56,34,75,行业板块,东财三级行业,0.3119266055045872,-41,3.15045871559633,0.7985321100917432,9.93459633027523
BK1525.DC,20260331,车身附件及饰件,华域汽车,600741.SH,-0.55,7.44,52528152.0,1.51,13,28,行业板块,东财三级行业,0.3170731707317073,-15,2.3590243902439028,0.4787804878048781,9.914756097560977
BK1524.DC,20260331,汽车综合服务,阿尔特,300825.SZ,2.75,12.44,4023188.7,1.86,4,1,行业板块,东财三级行业,0.8,3,9.952,1.4880000000000002,27.113
BK1523.DC,20260331,汽车经销商,德众汽车,920030.BJ,-0.29,1.29,2295254.4,1.02,2,4,行业板块,东财三级行业,0.3333333333333333,-2,0.43,0.33999999999999997,10.067
BK1522.DC,20260331,其他运输设备,久祺股份,300994.SZ,0.15,4.82,8416924.9,2.99,4,4,行业板块,东财三级行业,0.5,0,2.41,1.495,15.825999999999999
BK1521.DC,20260331,摩托车,征和工业,003033.SZ,4.94,10.0,15546347.1,2.15,7,2,行业板块,东财三级行业,0.7777777777777778,5,7.777777777777778,1.6722222222222223,26.705333333333332
BK1520.DC,20260331,综合乘用车,长城汽车,601633.SH,0.95,1.58,56208225.6,0.86,6,0,行业板块,东财三级行业,1.0,6,1.58,0.86,30.773
BK1519.DC,20260331,电动乘用车,比亚迪,002594.SZ,-1.78,-0.75,116333470.4,1.43,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.534
BK1518.DC,20260331,种子,国投丰乐,000713.SZ,-4.31,-2.98,6378028.6,6.24,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-1.293
BK1517.DC,20260331,食用菌,博闻科技,600883.SH,-2.65,-1.95,1547889.8,2.61,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-0.7949999999999999
BK1516.DC,20260331,其他种植业,宏辉果蔬,603336.SH,-4.87,-2.17,4657752.1,4.34,0,5,行业板块,东财三级行业,0.0,-5,-0.0,0.0,-1.461
BK1515.DC,20260331,粮食种植,北大荒,600598.SH,-5.1,-4.46,4374285.4,4.15,0,2,行业板块,东财三级行业,0.0,-2,-0.0,0.0,-1.5299999999999998
BK1514.DC,20260331,水产养殖,大湖股份,600257.SH,-1.75,-0.3,1300520.4,2.64,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-0.525
BK1513.DC,20260331,海洋捕捞,中  鲁Ｂ,200992.SZ,-1.22,0.0,684585.8,2.08,0,2,行业板块,东财三级行业,0.0,-2,0.0,0.0,-0.366
BK1512.DC,20260331,生猪养殖,京基智农,000048.SZ,-1.8,4.64,47434371.2,1.28,1,10,行业板块,东财三级行业,0.09090909090909091,-9,0.4218181818181818,0.11636363636363636,2.294909090909091
BK1511.DC,20260331,肉鸡养殖,圣农发展,002299.SZ,-2.7,-1.56,6691411.8,1.45,0,8,行业板块,东财三级行业,0.0,-8,-0.0,0.0,-0.81
BK1510.DC,20260331,其他养殖,福成股份,600965.SH,-2.74,-0.69,1125422.5,1.67,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.8220000000000001
BK1509.DC,20260331,水产饲料,天马科技,603668.SH,0.68,4.27,9712643.4,1.94,2,2,行业板块,东财三级行业,0.5,0,2.135,0.97,15.825000000000001
BK1508.DC,20260331,畜禽饲料,正虹科技,000702.SZ,-1.75,-0.45,6073261.5,1.95,0,9,行业板块,东财三级行业,0.0,-9,-0.0,0.0,-0.525
BK1507.DC,20260331,宠物食品,路斯股份,920419.BJ,-1.36,-0.46,3641291.7,1.8,0,4,行业板块,东财三级行业,0.0,-4,-0.0,0.0,-0.40800000000000003
BK1506.DC,20260331,农业综合Ⅲ,大禹节水,300021.SZ,-1.79,-0.46,1177415.1,2.0,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.537
BK1505.DC,20260331,其他农产品加工,欧福蛋业,920371.BJ,-2.8,0.0,8194715.7,1.75,0,11,行业板块,东财三级行业,0.0,-11,0.0,0.0,-0.84
BK1504.DC,20260331,粮油加工,嘉华股份,603182.SH,-1.19,3.44,18902345.4,6.14,1,8,行业板块,东财三级行业,0.1111111111111111,-7,0.3822222222222222,0.6822222222222222,3.1892222222222215
BK1503.DC,20260331,果蔬加工,安德利,605198.SH,-1.24,2.83,3450502.1,1.75,1,5,行业板块,东财三级行业,0.16666666666666666,-4,0.4716666666666667,0.29166666666666663,4.780666666666667
BK1502.DC,20260331,林业Ⅲ,平潭发展,000592.SZ,2.48,9.98,3240276.1,17.94,2,2,行业板块,东财三级行业,0.5,0,4.99,8.97,18.536
BK1501.DC,20260331,动物保健Ⅲ,驱动力,920275.BJ,-1.09,1.41,6918864.6,1.3,3,10,行业板块,东财三级行业,0.23076923076923078,-7,0.3253846153846154,0.30000000000000004,6.721153846153846
BK1500.DC,20260331,医美耗材,爱美客,300896.SZ,-1.5,-1.26,7244208.7,0.62,0,3,行业板块,东财三级行业,0.0,-3,-0.0,0.0,-0.44999999999999996
BK1499.DC,20260331,医美服务,*ST美谷,000615.SZ,2.04,2.04,625622.4,3.08,1,0,行业板块,东财三级行业,1.0,1,2.04,3.08,31.636
BK1498.DC,20260331,品牌化妆品,福瑞达,600223.SH,-0.71,0.58,9513552.8,0.79,1,7,行业板块,东财三级行业,0.125,-6,0.0725,0.09875,3.57125
BK1497.DC,20260331,化妆品制造及其他,嘉亨家化,300955.SZ,-1.04,2.19,3081864.2,1.63,2,5,行业板块,东财三级行业,0.2857142857142857,-3,0.6257142857142857,0.46571428571428564,8.477714285714285
BK1496.DC,20260331,洗护用品,润本股份,603193.SH,0.22,3.97,2110561.8,1.12,1,2,行业板块,东财三级行业,0.3333333333333333,-1,1.3233333333333333,0.37333333333333335,10.405333333333335
BK1495.DC,20260331,生活用纸,诺邦股份,603238.SH,-1.37,-0.32,6434569.3,1.43,0,9,行业板块,东财三级行业,0.0,-9,-0.0,0.0,-0.41100000000000003
BK1494.DC,20260331,焦煤,冀中能源,000937.SZ,-5.09,-3.04,20182830.0,2.98,0,10,行业板块,东财三级行业,0.0,-10,-0.0,0.0,-1.527
BK1493.DC,20260331,动力煤,晋控煤业,601001.SH,-3.98,-1.5,195781742.4,1.31,0,16,行业板块,东财三级行业,0.0,-16,-0.0,0.0,-1.194
BK1492.DC,20260331,焦炭Ⅲ,美锦能源,000723.SZ,-6.63,-4.07,6638828.6,4.93,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-1.9889999999999999
BK1491.DC,20260331,端到端供应链服务,畅联股份,603648.SH,-1.39,-0.4,2522953.3,1.77,0,7,行业板块,东财三级行业,0.0,-7,-0.0,0.0,-0.417
BK1490.DC,20260331,原材料供应链服务,浙商中拓,000906.SZ,-1.55,0.52,12424485.5,1.04,2,10,行业板块,东财三级行业,0.16666666666666666,-8,0.08666666666666667,0.17333333333333334,4.587
BK1489.DC,20260331,快递,顺丰控股,002352.SZ,0.06,3.48,30294990.4,0.84,1,3,行业板块,东财三级行业,0.25,-2,0.87,0.21,7.734
BK1488.DC,20260331,跨境物流,中国外运,601598.SH,-0.81,3.53,18626817.4,1.08,2,11,行业板块,东财三级行业,0.15384615384615385,-9,0.5430769230769231,0.16615384615384618,4.514230769230769
BK1487.DC,20260331,公路货运,天顺股份,002800.SZ,0.48,9.99,2960668.8,1.93,1,4,行业板块,东财三级行业,0.2,-3,1.9980000000000002,0.386,6.620800000000001
BK1486.DC,20260331,仓储物流,中储股份,600787.SH,-1.28,-0.18,3766434.6,1.36,0,6,行业板块,东财三级行业,0.0,-6,-0.0,0.0,-0.384
BK1485.DC,20260331,铁路运输,中铁特货,001213.SZ,0.2,3.16,41682328.0,0.62,3,4,行业板块,东财三级行业,0.42857142857142855,-1,1.3542857142857143,0.2657142857142857,13.241142857142856
BK1484.DC,20260331,公交,申通地铁,600834.SH,0.17,4.22,3946986.3,0.91,3,4,行业板块,东财三级行业,0.42857142857142855,-1,1.8085714285714283,0.39,13.34785714285714
